pair_ID,sentence_A,sentence_B,entailment_label,relatedness_score,entailment_AB,entailment_BA,sentence_A_original,sentence_B_original,sentence_A_dataset,sentence_B_dataset,SemEval_set
3845,,,sick,,,,,A cat is playing a piano,A cat song is being played on a piano,,neutral
5318,,,sick,,,,,A keyboard is being played by a person,A person is playing a keyboard,,entailment
2739,,,sick,,,,,The woman is playing an electric guitar,A man is playing a guitar that is acoustic,,neutral
772,,,sick,,,,,A woman and a dog are peacefully sitting on a tree stump,A woman and a dog are sitting on a tree stump,,entailment
8699,,,sick,,,,,A white bird with a yellow beak is standing in the green grass,A black bird with a yellow beak is standing in the green grass,,neutral
5334,,,sick,,,,,A woman is diving into a pool,A man is diving into a pool,,neutral
4418,,,sick,,,,,A person is dropping chopped vegetables into a pot on the stove,Chopped vegetables are being dropped into a pot on the stove by a person,,entailment
6350,,,sick,,,,,A young child is riding a bike on a rough dirt path,The young boy is riding a dirt bike through the mud,,neutral
4777,,,sick,,,,,A little boy is playing a guitar,A young boy is playing a guitar,,entailment
6736,,,sick,,,,,The people are sitting aimlessly on a bench in front of a restaurant,The people are sitting on a bench in front of a restaurant,,entailment
8412,,,sick,,,,,A black dog is jumping off a dock into water,A black dog is jumping from a dock into the water,,entailment
7242,,,sick,,,,,A brown and white dog is jumping in the air with a tennis ball in its mouth,A dog is caught mid air with a ball,,entailment
8588,,,sick,,,,,A man with a white hat and brown shirt is behind a woman in red and is looking to the left,A man with a white hat and brown shirt is behind a woman in red and is looking to the side,,entailment
7222,,,sick,,,,,The person with the green shirt is jumping high over the grass,A person with a green shirt is jumping high over the grass,,entailment
340,,,sick,,,,,A schoolgirl with a black bag is on a crowded train,A girl with a black bag is on a crowded train,,entailment
9749,,,sick,,,,,A little boy is sticking his tongue out for the camera and another boy is looking on,Two young boys are looking up at the camera and one is sticking out his tongue,,entailment
9955,,,sick,,,,,"Two men are doing a skit, which is very funny, with a boxer in front of a crowd of people",A rabbit is playing with a toy rabbit,,neutral
5155,,,sick,,,,,A lemur is hanging on a cord,A man is buttering a piece of bread,,neutral
2961,,,sick,,,,,The man is eating a banana by a tree,A banana is being eaten by a man,,entailment
6015,,,sick,,,,,A man in a big city is holding a sign and begging for money,A man in a small city is doing charity work,,neutral
3321,,,sick,,,,,A woman is cooking a breaded pork chop,The woman is not frying a breaded pork chop,,neutral
2802,,,sick,,,,,An onion is being sliced by the woman,A man is slicing a carrot with a knife,,neutral
4526,,,sick,,,,,A man is driving a car,A man is driving a vehicle,,entailment
8941,,,sick,,,,,A boy in blue shirt is looking at his hand near a stack of blocks on table,The boy in blue shirt is looking at his hand near the stack of blocks on table,,entailment
3386,,,sick,,,,,One panda is eating a bamboo cane,The panda is eating bamboo,,entailment
1188,,,sick,,,,,A man and a woman are walking together through wooded areas,A man and a woman are walking through a wooded area,,entailment
8246,,,sick,,,,,Some young dirt bikers are getting a dirt bike up a sandy hill,Some young bikers are getting a dirt bike up a sandy hill,,entailment
2757,,,sick,,,,,A player of soccer is scoring a goal,Soccer players are kicking a soccer ball into the goal,,entailment
7672,,,sick,,,,,The man is doing a handstand on the wet shore at the edge of the water at the beach,A man is performing a handstand on the beach,,entailment
6671,,,sick,,,,,A classroom full of students is looking in the same direction inside a bamboo structure,A classroom full of students is looking attentively in the same direction inside a bamboo structure,,entailment
216,,,sick,,,,,Two dogs are playing by a tree,There is no dog leaping in the air,,neutral
9475,,,sick,,,,,A kid is sitting wearing swim gear,A young swimmer is sitting in a bathing suit and waiting for the next race,,neutral
9624,,,sick,,,,,A barefoot man in pajamas is looking toward the stars and is walking on the tennis court,A barefoot man in pajamas is looking toward the sky and is walking on the tennis court,,entailment
2957,,,sick,,,,,The man is absently eating a banana by a tree,The man is eating a banana by a tree,,entailment
49,,,sick,,,,,Two women are sparring in a kickboxing match,Two people are kickboxing and spectators are not watching,,neutral
5399,,,sick,,,,,Eggs are being cracked into a bowl by a woman,A woman is cracking eggs into a bowl,,entailment
7844,,,sick,,,,,A man on a motorcycle is riding on a track and waving,The person on the motorcycle is holding up his arm,,neutral
858,,,sick,,,,,One white dog and one black one are cheerfully running side by side on the grass,A black and a white dog are joyfully running on the grass,,entailment
3839,,,sick,,,,,A horse is being ridden in a creek by a man,A man is riding a horse,,entailment
9806,,,sick,,,,,The woman is frying a breaded pork chop,The lady isn't breaking raw eggs into a bowl,,neutral
4728,,,sick,,,,,A man is fixing a silencer to a gun,A man is applying a silencer to a gun,,entailment
6771,,,sick,,,,,Three boys are resting on rocks along a river,The men in brown shorts are walking on the rocks beside a river,,neutral
9184,,,sick,,,,,A ball is being chased by a yellow dog,A yellow dog is chasing a ball,,entailment
2937,,,sick,,,,,Two men are fighting in a cow pasture,Two men are fighting in a pasture for cows,,entailment
6448,,,sick,,,,,The little boy is wearing a yellow tank top and is laughing,A little boy is wearing a yellow tank top and is laughing,,entailment
4071,,,sick,,,,,The man is throwing knives at a tree,A man is inside the house and is throwing blades at a close target,,neutral
3158,,,sick,,,,,The man is cutting the tape on the box,A man is cutting the tape on the box,,entailment
6092,,,sick,,,,,The man is standing steadily next to a birdcage,The man is standing next to a bird cage,,entailment
2715,,,sick,,,,,The man is kicking a boxing trainer,The man is kick boxing with a trainer,,entailment
3781,,,sick,,,,,A woman is walking off a stage,A woman is dancing on a stage,,neutral
3539,,,sick,,,,,Nobody is cooking okra in a pan,Someone is boiling okra in a pot,,neutral
9583,,,sick,,,,,A dog is fetching a stick out of very clear water,A small black and white dog is carrying a stick and is swimming,,neutral
8336,,,sick,,,,,A man is doing a skateboard trick on an outdoor park porch,A man is doing a skateboard trick on a park porch,,entailment
7268,,,sick,,,,,A bird is fiercely flapping its wings on the water,A bird is flapping its wings on the water,,entailment
8388,,,sick,,,,,A black man is walking next to a shop in a big city,A black man is walking next to a building in a big city,,entailment
4877,,,sick,,,,,A woman is cutting potatoes,A woman is slicing carrots,,neutral
5137,,,sick,,,,,A man is sprinkling shredded cheese on a pizza,A man is putting some cheese on a pizza,,entailment
1486,,,sick,,,,,The man is stirring the sauce for the chicken,The man is cooking sauce for the meat,,neutral
7438,,,sick,,,,,A man is sitting on a train and resting his hand against his face,The bearded man is not sitting on a train,,neutral
6566,,,sick,,,,,The woman is wearing a blue helmet and is riding a bicycle in a parking lot,A woman is wearing a blue helmet and is riding a bicycle in a parking lot,,entailment
3271,,,sick,,,,,The soccer player is not kicking the ball between somebody's legs,A person is kicking a soccer ball between their feet,,neutral
9330,,,sick,,,,,Four people are walking along a city sidewalk and the one in the green hat is phoning someone,Four people are walking along a city sidewalk and the one in the green hat is talking on a cell phone,,entailment
8620,,,sick,,,,,A woman is wearing a beret and is riding the bicycle on a recreation trail,An old man with a grey beard is riding a bike,,neutral
3844,,,sick,,,,,A cat is playing a piano,A cat is sitting on a piano,,neutral
6185,,,sick,,,,,The group of people is sitting on a ledge which is rocky and a scenic view is behind them,The group of people is sitting on a rocky ledge and a scenic view is behind them,,entailment
2844,,,sick,,,,,A little girl is playing a grand piano on stage,A girl is playing the piano,,entailment
4743,,,sick,,,,,A person is not performing tricks on a motorcycle,A man on a motorcycle is riding on one wheel,,neutral
4212,,,sick,,,,,Someone is scratching the belly of an animal,Someone is stroking the belly of an animal,,entailment
9556,,,sick,,,,,A group of children in a church basement is playing maracas and tambourines,A group of children is playing tambourines,,entailment
2188,,,sick,,,,,A few men are cheerfully playing cricket,People are playing cricket,,entailment
2951,,,sick,,,,,There is no woman penciling on eyeshadow,A woman is putting cosmetics on her eyelid,,neutral
2250,,,sick,,,,,A man is eating a bowl of cereal,Cereal is being eaten by the man,,entailment
3577,,,sick,,,,,The man is skillfully playing the guitar,The man is playing a guitar,,entailment
1846,,,sick,,,,,"The girl, who is little, is carefully combing her hair into a pony tail",One man is sitting on the chair,,neutral
393,,,sick,,,,,A sitting man is busy writing something in an area covered by paint,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,,neutral
491,,,sick,,,,,The black and white dog is running and a person stands behind it,"The dog, which is black and white, is running and a person stands behind it",,entailment
4793,,,sick,,,,,A boy is playing a guitar,A boy is playing an instrument,,entailment
3068,,,sick,,,,,There is no woman driving a car and talking to the man seated beside her,The woman and the man are travelling by car,,entailment
9532,,,sick,,,,,Two race cars are on a road in front of a grassy parking area,Two cars for racing are on a road in front of a grassy parking area,,entailment
8903,,,sick,,,,,A man is leaning against a pole and is surrounded by people,A man is leaning against a pole and is surrounded,,entailment
7455,,,sick,,,,,A man is performing a trick on a surfboard in the water,A person is performing a trick on a surfboard in the water,,entailment
4393,,,sick,,,,,A man is riding a horse in a sandy land,A guy is riding a horse,,entailment
7416,,,sick,,,,,A dog is chasing a ball on the grass,A ball is being chased by a dog on the grass,,entailment
2971,,,sick,,,,,"A ball, which is green and big, is knocking a potato",A large green ball is hitting a potato,,entailment
3868,,,sick,,,,,The man is dipping into a swamp,A man is rising from a swamp,,neutral
8104,,,sick,,,,,A woman is being smeared with brown substance and a blurry crowd is in the background,A topless woman is being covered in mud,,neutral
5694,,,sick,,,,,The man is not playing the guitar,The man is playing with a skull,,neutral
4847,,,sick,,,,,A man is opening a box with a knife,There is no man playing a guitar,,neutral
3091,,,sick,,,,,Three men are dancing,A few men are dancing,,entailment
9985,,,sick,,,,,A group of people in a large Asian restaurant is eating,"The cheerleaders are parading and wearing black, pink and white uniforms",,neutral
3511,,,sick,,,,,A woman is putting away the garlic,The woman is dicing garlic,,neutral
4842,,,sick,,,,,A man is opening a box with a knife,A man is using a knife to open a box,,entailment
1248,,,sick,,,,,A woman is removing the peel of a potato,A woman is slicing a tomato,,neutral
2619,,,sick,,,,,The woman is dicing onions,A woman is swiftly cutting an onion,,neutral
8741,,,sick,,,,,Three men are walking across a rope and wood bridge over a river,Three people are walking across a rope and wood bridge over a river,,entailment
2988,,,sick,,,,,A boy is comfortably sitting in a room and playing a piano by a lamp,A boy is sitting in a room and playing a piano by lamp light,,entailment
2924,,,sick,,,,,The herd of caribous is crossing a road,A herd of deer is stopping at the street,,neutral
302,,,sick,,,,,A nude lady is walking in front of a crowd in body paint,A nude crowd in body paint is walking in front of a lady ,,neutral
7085,,,sick,,,,,A group of people playing football is running in the field,A group of football players is running in the field,,entailment
2521,,,sick,,,,,People are riding and paddling a raft,People are paddling near a raft that is being ridden,,neutral
1671,,,sick,,,,,The guitar is being played by nobody,A boat is sailing peacefully over the water,,neutral
7026,,,sick,,,,,The boy and girl are playing on the outdoor gym,A boy and a girl are playing on the outdoor gym,,entailment
2202,,,sick,,,,,Two kids are playing in a swimming pool with a green colored crocodile float,Two kids are playing in a swimming pool with a crocodile float that is green,,entailment
30,,,sick,,,,,A man with a jersey is dunking the ball at a basketball game,The ball is being dunked by a man with a jersey at a basketball game,,entailment
3368,,,sick,,,,,A woman is cleaning a shrimp,Someone is cleansing an animal,,entailment
949,,,sick,,,,,Two toddlers are eating on a really small wagon full of corndogs ,"Two toddlers are eating corndogs in a wagon, which is really small",,neutral
2458,,,sick,,,,,A baby rhino is walking around a pen with its mother,A baby rhino is following an adult rhino,,entailment
2845,,,sick,,,,,The woman is cooking eggs,A woman is cooking eggs,,entailment
2252,,,sick,,,,,A man is hungrily eating a bowl of cereal,The man is eating cereal,,entailment
8455,,,sick,,,,,A motorcyclist on a bike is leaning into a sharp corner,A man on a motorcycle is turning around a corner,,entailment
4651,,,sick,,,,,A man is cutting a thick rope with a sword,A man is cutting a rope with a sword,,entailment
5022,,,sick,,,,,A woman is painting a man's face,Makeup is being put on the man by the woman,,entailment
9005,,,sick,,,,,A man in a white hat is touching a cardboard box,A man in a black hat is touching a cardboard box,,neutral
7794,,,sick,,,,,A snowboarding man is jumping through the air,A person wearing grey pants is airborne on a snowboard,,neutral
6692,,,sick,,,,,A group of kids is playing on a colorful structure,There is no one climbing on the grotto with a pink interior,,neutral
9078,,,sick,,,,,A brown and black dog is looking upwards,A brown and black dog is pointing the nose upwards,,entailment
4248,,,sick,,,,,A clown is singing and people are dancing,A costumed performer is singing and people are dancing,,entailment
7760,,,sick,,,,,People are walking through a street which is crowded,A man and a woman are walking down a city street,,neutral
8691,,,sick,,,,,Three children are running down a hillside covered by grass,Three children are running down hill,,entailment
7680,,,sick,,,,,A young boy is playing in the park with his mother,The boy in blue is running away from the woman in blue,,neutral
7675,,,sick,,,,,A boy of young age is playing in the park with his mother,A young boy is playing in the park with his mother,,entailment
4266,,,sick,,,,,A man is rapidly chopping some mushrooms with a knife,A man is quickly chopping some mushrooms with a knife,,entailment
8192,,,sick,,,,,The adults and children are being grouped near an outdoor seating arrangement,The adults and children are being gathered near an outdoor seating arrangement,,entailment
293,,,sick,,,,,Two young girls are sitting on the ground,Two girls are sitting on the ground,,entailment
1461,,,sick,,,,,A man is doing physical activity,A baby is laughing,,neutral
7229,,,sick,,,,,The person with the green shirt is jumping high over the grass,A young boy is jumping in the air with his knees bent and arms spread,,neutral
5201,,,sick,,,,,Some sticky goo is being pulled out of a bowl by a woman,A woman is pulling some sticky goo out of a bowl,,entailment
9391,,,sick,,,,,Two children are playing in the surf,A kid is splashing in the pool,,neutral
2590,,,sick,,,,,A person is cutting mushrooms with a knife,A person is cutting some mushrooms,,entailment
1206,,,sick,,,,,A woman is talking on a telephonic device,A woman is talking on a telephone,,entailment
1448,,,sick,,,,,A man is spreading dough,Dough is being spread by a man,,entailment
6083,,,sick,,,,,The brown dog and the red dog are frolicking on the beach,A brown dog and a red dog are frolicking on the beach,,entailment
6286,,,sick,,,,,A black dog is hanging out in the grass and running with its tongue out,A black dog is running in the grass,,entailment
6375,,,sick,,,,,The man is wearing a wetsuit and is riding a surfboard,The person is wearing a wetsuit and is riding a surfboard,,entailment
2184,,,sick,,,,,People are playing cricket,Some people are playing cricket,,entailment
6773,,,sick,,,,,The men in brown shorts are walking on the rocks beside a river,Three boys are walking on rocks along a river,,neutral
6742,,,sick,,,,,A few people are sitting on a bench under some palm trees,The people are sitting on a bench in front of a restaurant,,neutral
3592,,,sick,,,,,A man is playing the drums,A man is playing the drum,,entailment
4656,,,sick,,,,,A man is walking along a track through a wilderness,A man is peeling an onion,,neutral
6407,,,sick,,,,,A black man is skillfully break dancing on the pavement,A black man is break dancing on the pavement,,entailment
7757,,,sick,,,,,People are walking through a crowded street,People are walking through a street which is crowded,,entailment
7572,,,sick,,,,,A person on a bike is jumping through the air and the sun is flaring through the bike frame,The person is flying through the air on the bicycle,,entailment
4468,,,sick,,,,,A man and a woman are running together and holding hands,There is no couple running towards the ocean,,neutral
7643,,,sick,,,,,The dog with the black coat is walking along a tree trunk bridge over water,A dog is crossing a river on a bridge made from a fallen tree,,neutral
1660,,,sick,,,,,One woman is slowly peeling a potato,The potato is being peeled by a woman,,entailment
1414,,,sick,,,,,Some men are sawing,Men are sawing,,entailment
2112,,,sick,,,,,A man is slicing the carrot with a machine,A man is being roped by a climber,,neutral
7790,,,sick,,,,,A snowboarder is jumping through the air,A person wearing grey pants is airborne on a snowboard,,neutral
6617,,,sick,,,,,The young kids are posing with a green soccer ball in a park,Four boys are kneeling next to each other in front of a ball,,neutral
4643,,,sick,,,,,A man is cutting a cord with a sword,A man is cutting a rope with a sword,,entailment
397,,,sick,,,,,There is no man writing a note near a bike,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,,neutral
2777,,,sick,,,,,There is no person pouring olive oil into a pot on the stove,A person is pouring cooking oil into a pot,,neutral
2274,,,sick,,,,,A dog is biting a can,A dog is dropping a can,,neutral
5996,,,sick,,,,,A dog with golden fur is in the water,A dog with a golden coat is in the water,,entailment
6199,,,sick,,,,,There is no girl laughing and there is no other girl watching,A group of Asian girls are standing together,,neutral
9067,,,sick,,,,,Two children are rolling in dirty water,Two children are rolling in muddy water,,entailment
4832,,,sick,,,,,A man is slicing a potato into pieces,A man is cutting a potato,,entailment
5187,,,sick,,,,,A woman is pouring eggs into a pan,A man is petting two dogs,,neutral
4968,,,sick,,,,,A woman is chopping garlic,There is no woman slicing a fish,,neutral
5471,,,sick,,,,,A person is frying meat in a pan,A person is frying food in a pan,,entailment
9897,,,sick,,,,,A man and two women in a darkened room are sitting at a table with candles,A man is abruptly falling off a horse on a track laid in the wild,,neutral
7246,,,sick,,,,,A woman is speaking loudly on her cell phone and is keeping a purse and a yellow bag on the near ledge,A woman is speaking on her cell phone and is keeping a purse and a yellow bag on the near ledge,,entailment
5000,,,sick,,,,,A big cat is opening a plastic drawer with its paws and is jumping inside,A small cat is opening a plastic drawer with its paws and jumping inside,,neutral
3512,,,sick,,,,,A woman is chopping up garlic,The woman is dicing garlic,,entailment
515,,,sick,,,,,A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians,A woman who is wearing a pink scarf is riding a bike down a bridge built for pedestrians,,entailment
7659,,,sick,,,,,A young lady in a bikini is lying on the beach,A young lady in a bikini is standing on the beach,,neutral
3758,,,sick,,,,,A boy is looking at a calendar,A boy is studying a calendar,,entailment
8606,,,sick,,,,,A person on a yellow bike is airborne,A cyclist on a yellow bike is airborne,,entailment
2638,,,sick,,,,,Two boys on a couch are playing games on the TV,Two boys are playing a video game,,entailment
5608,,,sick,,,,,A man is riding a rodeo bull,A man is riding a mechanical bull,,neutral
7417,,,sick,,,,,A dog is chasing a ball on the grass,A dog is losing a ball on the grass,,neutral
6626,,,sick,,,,,A white dog with beige spots is running through a field,"A dog, which is tan, is running through the brush",,neutral
7547,,,sick,,,,,A young girl in a blue leotard is jumping on the ground,A young girl in a blue leotard is jumping in the air,,neutral
5595,,,sick,,,,,A boy is eating a cupcake,A woman is eating a cupcake,,neutral
2734,,,sick,,,,,A man is packing away an acoustic guitar,A man is playing an acoustic guitar,,neutral
1287,,,sick,,,,,A black cat is swinging on a fan,A cat is swinging on a fan,,entailment
6000,,,sick,,,,,A dog with golden fur is in the water,A brown dog is calmly standing in the water,,neutral
6101,,,sick,,,,,One brown and black dog is running through the leaves,A brown and black dog is running through the leaves,,entailment
1715,,,sick,,,,,An onion is being cut by a man,The onion is being cut by the man,,entailment
5640,,,sick,,,,,A young boy is singing and playing a guitar,A kid is playing the piano,,neutral
2983,,,sick,,,,,Two teams are playing soccer,Different teams are resting on a field,,neutral
3856,,,sick,,,,,The man is walking along a path through the wilderness,The man is walking along a track through the wilderness,,entailment
2716,,,sick,,,,,The man is clumsily kick boxing with a trainer,A karate practitioner is kicking at another man who is wearing protective boxing gloves,,neutral
4109,,,sick,,,,,A man is eating a pizza,A pizza is being eaten by a man,,entailment
4606,,,sick,,,,,A man is singing and playing a guitar,A man is playing a guitar,,entailment
7008,,,sick,,,,,A white dog is standing on the leaves on the ground,One white dog is standing on the leaves on the ground,,entailment
6747,,,sick,,,,,Two people in two chairs are reading pleasantly,Two people in two chairs are reading,,entailment
793,,,sick,,,,,The dog is snapping at some droplets of water,A dog is excitedly playing with water in the grass,,neutral
9904,,,sick,,,,,The man is rock climbing,A man is cooking a snake,,neutral
100,,,sick,,,,,Four girls are doing backbends and playing in the garden,Four girls are doing backbends and playing outdoors,,entailment
8352,,,sick,,,,,People are sitting at square tables in a red room,People are sitting at tables in a red room,,entailment
1841,,,sick,,,,,A girl is combing the hair of a little pony's tail,"The girl, who is little, is combing her hair into a pony tail.",,neutral
6200,,,sick,,,,,A group of Asian girls are standing together,Two girls are laughing and other girls are watching them,,neutral
3471,,,sick,,,,,The man is thinking,A man is thinking,,entailment
2317,,,sick,,,,,The camera man is nailing a hammer to the wall,Someone is banging a camera lens against a nail,,neutral
3629,,,sick,,,,,A woman is putting meat in a pan,Someone is dropping the meat into a pan,,entailment
8441,,,sick,,,,,A child is playing slip and slide in the grass,A child is splashing in a pool for children and other children are playing in the background,,neutral
1292,,,sick,,,,,A cat is playing on a moving ceiling fan,A cat is swinging on a fan,,entailment
2472,,,sick,,,,,Some persons are singing,A group of people is singing,,entailment
6027,,,sick,,,,,A dog is chasing the tail of an animal in the grass,The tail of an animal is being chasing by a dog in the grass,,entailment
5810,,,sick,,,,,A man is rowing a boat,A man is shooting with a weapon,,neutral
4753,,,sick,,,,,A little girl is playing the violin on a beach,The girl is standing on the couch and crocheting,,neutral
6426,,,sick,,,,,A man in a purple suit is standing by a purple case and is playing a guitar,A man in a purple colored suit is standing by a purple case and is playing a guitar,,entailment
8307,,,sick,,,,,Children are being dressed in costumes and playing a game,Kids are being dressed in costumes and playing a game,,entailment
7688,,,sick,,,,,A young boy is quickly jumping off a chair,A young boy is jumping off a chair,,entailment
8775,,,sick,,,,,No young child is riding a three wheeled scooter down the sidewalk,A toddler is riding a plastic scooter toy,,neutral
7729,,,sick,,,,,A boy under an umbrella is being held by his father who is wearing a blue coat,A child is amazedly experiencing a new world,,neutral
1840,,,sick,,,,,"The girl, who is little, is combing her hair into a pony tail.","The girl, who is little, is ruffling her hair",,neutral
93,,,sick,,,,,A lone biker is jumping in the air,A man is jumping into a full pool,,neutral
6317,,,sick,,,,,A tan dog is running through the snow,"A dog, which is tan, is running through the snow",,entailment
9493,,,sick,,,,,A cluster of four brown dogs are playing in a field of brown grass,Four dogs are playing in a grassy area,,entailment
4522,,,sick,,,,,A man is playing a flute,There is no man playing a guitar,,neutral
9900,,,sick,,,,,A boy is being knocked into the water by the dog,A person in a motocross uniform is wearing a helmet and rides a red motorcycle,,neutral
1829,,,sick,,,,,Some tofu is being sliced by one woman,Tofu is being sliced by a woman,,entailment
3303,,,sick,,,,,A man and a woman are standing still in the woods,The man and woman are walking,,neutral
2807,,,sick,,,,,The plane is landing,A plane is landing,,entailment
6907,,,sick,,,,,A woman wearing a blue and white uniform with a white and blue hat is keeping her mouth open and is near others dressed in the same fashion,A woman wearing casual clothing is keeping her mouth closed and is near other people dressed differently,,neutral
9177,,,sick,,,,,A distant person with a blue backpack is hiking in rocky area,A distant person with a blue backpack is hiking area full of rocks,,entailment
6170,,,sick,,,,,A woman in a yellow dyed shirt is surfing on a pink surfboard,A woman in a yellow shirt is surfing on a pink surfboard,,entailment
9329,,,sick,,,,,Three friends are making faces for the camera,Two men and a girl in front of a wood panel wall are posing with funny faces,,neutral
9343,,,sick,,,,,"A man is standing at dusk on an almost pristine road covered by snow, that is lit only by headlights",A person is standing in the snow at the edge of a mountain,,neutral
2583,,,sick,,,,,A person is cutting mushrooms with a knife,A person is putting away the mushrooms,,neutral
1421,,,sick,,,,,A woman is washing her feet,A woman is brushing her feet,,neutral
9077,,,sick,,,,,A black and brown cat is eyeing a fly,A black and brown dog is eyeing a fly,,neutral
1912,,,sick,,,,,The man is driving a car carefully,The man is driving a car,,entailment
3504,,,sick,,,,,A woman is slicing garlic,A woman is chopping up garlic,,entailment
2744,,,sick,,,,,The woman is cracking eggs into a bowl,Eggs are being cracked into a bowl by the woman,,entailment
1721,,,sick,,,,,An onion is being cut by a man,A man is eating onion slices,,neutral
7868,,,sick,,,,,A man in blue is riding a horse on a dirt road,A woman in blue is riding a horse on a dirt road,,neutral
6248,,,sick,,,,,The cop is sitting on a police bike,The cop is sitting on a police bicycle,,entailment
3288,,,sick,,,,,A woman is grating carrots,Carrots are being grated by a woman,,entailment
5846,,,sick,,,,,The man is playing the guitar,The person is playing the guitar,,entailment
2309,,,sick,,,,,Someone is banging the lens of a camera against a nail,Someone is banging a camera lens against a nail,,entailment
2341,,,sick,,,,,The oriental lady is not cutting a carrot into thin pieces,A woman is slicing a carrot,,neutral
6635,,,sick,,,,,A horse with no rider is falling over a hurdle,A horse and its rider are leaping over a barrier,,neutral
5792,,,sick,,,,,A man is cutting a fish,A fish is being sliced by a man,,entailment
8888,,,sick,,,,,A man is walking in a city street,A woman is walking in a city street,,neutral
5717,,,sick,,,,,A man is dancing on the floor,A man is dancing on the ceiling,,neutral
5609,,,sick,,,,,A man is falling off a mechanical bull,A man is riding a mechanical bull,,neutral
2543,,,sick,,,,,Someone is cutting a tomato,The person is slicing a vegetable,,entailment
8944,,,sick,,,,,A boy is playing a game with wooden blocks,A woman in blue shirt is looking at her hand near a stack of blocks on table,,neutral
1488,,,sick,,,,,The man is stirring oil,The man is cooking sauce for the meat,,neutral
3947,,,sick,,,,,The men are fist fighting in a ring,Two people are fist fighting in a ring,,entailment
9438,,,sick,,,,,A couple standing on the curb,A man and a woman are standing on the curb,,entailment
4954,,,sick,,,,,A child is walking down the street and a jeep is pulling up,A child is walking down the street and a jeep is stopping,,entailment
5552,,,sick,,,,,A boy is playing on a toy phone,A boy is playing on a toy,,entailment
4386,,,sick,,,,,A shoe is being tied by a man,A man is tying a shoe,,entailment
4163,,,sick,,,,,The man is cleaning the drawing on the board,The man is erasing the drawing on the board,,entailment
354,,,sick,,,,,Two dogs are running and carrying a toy in their mouths,Two dogs are running and carrying an object in their mouths,,entailment
3566,,,sick,,,,,Paper is being cut with scissors,Paper and scissors both cut,,neutral
4219,,,sick,,,,,A lemur is eating quickly,A lemur is eating,,entailment
2291,,,sick,,,,,The boy is playing a guitar,A boy is playing a guitar,,entailment
7155,,,sick,,,,,The black dog is sprinting through the grass,The black dog is running through the grass,,entailment
7479,,,sick,,,,,Two guys are sitting around a table and holding beers in their hands,Two blokes are sitting around a table and holding beers in their hands,,entailment
8058,,,sick,,,,,"A young boy is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swim goggles on her head","A young girl is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swimming goggles on her head",,neutral
8073,,,sick,,,,,Two boys in white outfits and red protective gear are sparring on a mat,Two children in white outfits and red protective gear are sparring on a mat,,entailment
7839,,,sick,,,,,The brown dog is jumping in the air,A brown dog is jumping in the air,,entailment
3277,,,sick,,,,,"The boy, who is young, is running through the ocean waves",The young boy is running through the ocean waves,,entailment
1242,,,sick,,,,,A woman is removing the peel of a potato,A woman is peeling a potato,,entailment
7792,,,sick,,,,,A person is wearing grey pants on a snowboard,A snowboarding man is jumping through the air,,neutral
2964,,,sick,,,,,A big green ball is knocking a potato,"A ball, which is green and big, is knocking a potato",,entailment
5024,,,sick,,,,,The woman is putting makeup on the man,A man's face is being painted by a woman,,entailment
3130,,,sick,,,,,A baby is sneezing and scaring another baby,A baby is cheering another baby,,neutral
774,,,sick,,,,,"A woman, who is old, is near a dog that has a white coat","A woman, who is old, is near a white dog",,entailment
258,,,sick,,,,,A hiker is on top of the mountain and is dancing,There is no man on a rock high above some trees standing in a strange position,,neutral
7492,,,sick,,,,,The dog is catching a blue ball,The dog is chasing the ball,,neutral
6444,,,sick,,,,,Nobody is sitting in the chairs and watching the ocean,A couple is sitting on a patio and looking at the ocean,,neutral
1733,,,sick,,,,,A man is recklessly riding a horse,The elephant is being ridden by the woman,,neutral
9183,,,sick,,,,,A distant person with a blue backpack is hiking in rocky area,The person is hiking,,entailment
8223,,,sick,,,,,Two large dogs are frolicking in a field,Two dogs are running through high grass,,neutral
8407,,,sick,,,,,A black dog is jumping off a dock into a pond,A black dog is jumping on a dock into a pond,,entailment
3202,,,sick,,,,,A lady is mixing a meat mixture in a bowl,The woman is stirring meat in a bowl,,entailment
4454,,,sick,,,,,The rhino is grazing on the grass,The rhino is being fed on the grass,,entailment
3611,,,sick,,,,,A bike is being ridden over a monkey,A man is riding a bicycle,,neutral
5776,,,sick,,,,,A man is riding an electric bicycle,A bicycle is being ridden by a man,,entailment
3432,,,sick,,,,,A man is playing a violin,A man is playing a harp,,neutral
7126,,,sick,,,,,A brown dog and a black dog are frolicking in the sand,A black dog is playing with a brown dog on the sand,,entailment
4049,,,sick,,,,,A man is slowly dancing on the road,A man is dancing,,entailment
6468,,,sick,,,,,A dog with really long hair and a red vest is running in the grass,A dog with long hair and a red vest is running in the grass,,entailment
9710,,,sick,,,,,A black and white dog is carrying a small stick on the green grass,A black and white dog with a large branch is running in the field,,neutral
107,,,sick,,,,,A man who is playing is running with the ball in his hands,A player is running with the ball,,entailment
