premise,hypo,generated_hypo
"<t> Through the year, we also offer a number of different programs -- including scouting, basketball and after-school activities -- to help children develop talents, character and self-esteem. </t> <g> ( <pointer:0> seek-01 :ARG0 ( <pointer:1> it ) :ARG1 ( <pointer:2> elect-01 :ARG1-of ( <pointer:3> direct-02 ) :mod ( <pointer:4> genuine ) ) :time ( <pointer:5> after :op1 ( <pointer:6> period :ARG0-of ( <pointer:7> suffice-01 :ARG1 ( <pointer:8> and :op1 ( <pointer:9> organize-01 :ARG1 ( <pointer:10> party :mod ( <pointer:11> alternative ) ) ) :op2 ( <pointer:12> prepare-01 :ARG1 ( <pointer:13> campaign-01 :ARG1-of ( <pointer:14> base-02 :ARG2 ( <pointer:15> and :op1 ( <pointer:16> free-04 :ARG3 ( <pointer:17> speak-01 ) ) :op2 ( <pointer:18> right-05 :mod ( <pointer:19> civil ) :mod ( <pointer:20> other ) ) :op3 ( <pointer:21> right-05 :ARG2 ( <pointer:22> have-03 :ARG1 ( <pointer:23> union :mod ( <pointer:24> trade-01 ) :ARG1-of ( <pointer:25> free-04 ) ) ) ) :op4 ( <pointer:26> release-01 :ARG1 ( <pointer:27> person :ARG1-of ( <pointer:28> imprison-01 :mod ( <pointer:29> politics ) ) :quant ( <pointer:30> more-than :op1 200 ) ) ) :op5 ( <pointer:31> relieve-01 :ARG1 ( <pointer:32> debt ) ) : op6 ( <pointer:33> penalize-01 :ARG1 ( <pointer:34> and :op1 ( <pointer:35> corrupt-01 ) :op2 ( <pointer:36> pollute-01 ) ) :ARG1-of ( <pointer:37> have-degree-91 :ARG2 ( <pointer:38> strong-02 :ARG1 <pointer:33> ) :ARG3 ( <pointer:39> more ) ) ) : op7 ( <pointer:40> amnesty :polarity - :beneficiary ( <pointer:41> and :op1 ( <pointer:42> person :wiki <lit> Suharto </lit> :name ( <pointer:43> name :op1 <lit> Suharto </lit> ) ) :op2 ( <pointer:44> person :ARG0-of ( <pointer:45> steal-01 ) :mod ( <pointer:46> fellow :poss <pointer:42> ) ) ) ) : op8 ( <pointer:47> respite :beneficiary ( <pointer:48> person :mod ( <pointer:49> poor ) ) : op9 ( <pointer:50> edge :ARG1-of ( <pointer:51> have-degree-91 :ARG2 ( <pointer:52> hard-02 :ARG1 <pointer:50> ) :ARG3 ( <pointer:53> most ) ) :part-of ( <pointer:54> reform-01 :ARG1 ( <pointer:55> economy ) ) ) ) ) ) ) ) ) ) ) ) "",</g> [EOS]",They have sports and after school programs., There are many programs available to help children develop their character.  When the
"<t> Thanks to the support United Way of Central Indiana receives from people like you, there are hundreds of stories like Cecilia's. </t> <g> ( <pointer:0> reply-01 :polarity - :ARG0 ( <pointer:1> she ) )  </g> [EOS]",United Way gets support from lots of people., There are hundreds of stories like Cecilia's thanks to the support United Way. 
"<t> As a result, rather than reacting impulsively to the sight of a lollipop, Sophie relied on ideas to regulate the lollipop's very existence'and the teddy bear's, the leprechaun's, and her own actions toward it! </t> <g> ( <pointer:0> and :op1 ( <pointer:1> capable-01 :ARG1 ( <pointer:2> company :mod ( <pointer:3> web ) ) :ARG2 ( <pointer:4> provide-01 :ARG0 <pointer:2> :ARG1 ( <pointer:5> target-01 :ARG0 <pointer:2> :ARG1 ( <pointer:6> demography ) :mod ( <pointer:7> precise :mod ( <pointer:8> diabolical ) ) ) :ARG2 ( <pointer:9> campaign-01 :ARG1 ( <pointer:10> politics ) ) ) ) :op2 ( <pointer:11> possible-01 :ARG1 ( <pointer:12> offer-01 :ARG0 <pointer:2> :ARG1 <pointer:4> :mod ( <pointer:13> also ) :ARG1-of ( <pointer:14> exclusive-02 ) ) ) :time ( <pointer:15> now ) )  </g> [EOS]",Sophie regulated her emotions.," Sophie used her imagination to regulate the lollipop's existence. ,"
"<t> Having served thousands, the .dba is recognized as one of the nation's largest and leading authorities on the self-employment of people with disabilities. </t> <g> ( <pointer:0> pass-on-09 :ARG0 ( <pointer:1> he ) :ARG1 ( <pointer:2> and :op1 ( <pointer:3> return-01 :ARG1 <pointer:1> :ARG4 ( <pointer:4> city :wiki <lit> London </lit> :name ( <pointer:5> name :op1 <lit> London </lit> ) ) ) :op2 ( <pointer:6> buy-01 :ARG0 <pointer:1> :ARG1 ( <pointer:7> car ) ) :op3 ( <pointer:8> anxiety :ARG1-of ( <pointer:9> grow-01 ) :poss ( <pointer:10> person :wiki <lit> Paddy Tuppence </lit> :name ( <pointer:11> name :op1 <lit> Tuppence </lit> ) ) ) :op4 ( <pointer:12> call-02 :ARG0 <pointer:1> :ARG1 ( <pointer:13> person :wiki <lit> James Arthur Bedlington </lit> :name ( <pointer:14> name :op1 <lit> Sir </lit> :op2 <lit> James </lit> ) ) ) :op5 ( <pointer:15> event :mod ( <pointer:16> sensational ) :time ( <pointer:17> date-entity :dayperiod ( <pointer:18> night :mod ( <pointer:19> previous ) ) ) ) ) :ARG1-of ( <pointer:20> begin-01 :ARG2 ( <pointer:21> reconnoit-00 :ARG0 <pointer:1> :location ( <pointer:22> city :wiki <lit> Bournemouth </lit> :name ( <pointer:23> name :op1 <lit> Bournemouth </lit> ) ) :ARG1-of ( <pointer:24> succeed-01 :polarity - ) ) ) )  </g> [EOS]",The .dba has served thousands of people in the nation., The dba is one of the nation's largest and leading authorities on self-employment
<t>  What color was it painted? </t> <g> ( <pointer:0> constitute-01 :ARG0 ( <pointer:1> parkland :quant ( <pointer:2> area-quantity :quant 900 :unit ( <pointer:3> hectare ) ) :location ( <pointer:4> edge :mod ( <pointer:5> west ) :part-of ( <pointer:6> city ) ) :mod ( <pointer:7> this ) ) :ARG1 ( <pointer:8> thing :quant 1 :ARG1-of ( <pointer:9> include-91 :ARG2 ( <pointer:10> thing :ARG1-of ( <pointer:11> achieve-01 :ARG0 ( <pointer:12> person :wiki <lit> Haussmann </lit> :name ( <pointer:13> name :op1 <lit> Haussmann </lit> ) :ARG0-of ( <pointer:14> Baron-01 ) ) ) :ARG1-of ( <pointer:15> have-degree-91 :ARG2 ( <pointer:16> happy-01 :ARG1 <pointer:10> ) :ARG3 ( <pointer:17> more ) ) ) ) ) )  </g> [EOS],What color was used to painting it?," What color was it painted? ,what constitute the parkland of 900"
"<t> A roughly approximate atonal pronunciation is thus moo-gwoo .  A family resemblance, to be sure, but far from  me gook.  </t> <g> ( <pointer:0> good-02 :ARG1 ( <pointer:1> do-02 :ARG0 ( <pointer:2> she ) :ARG1 ( <pointer:3> that :ARG1-of ( <pointer:4> mean-01 :ARG0 ( <pointer:5> i ) :ARG2 ( <pointer:6> bring-01 :ARG1 ( <pointer:7> it ) :ARG2 ( <pointer:8> attend-02 :ARG0 ( <pointer:9> person ) :ARG1 <pointer:7> ) ) ) ) ) :mod ( <pointer:10> uh-huh :mode expressive ) )  </g> [EOS]",Moo-gwoo is an approximate atonal pronunciation., Moo-gwool is a family resemblance. ...but far
"<t> Vivacious, stimulating parental behavior, including frequent questioning, instructing, and pointing out objects, is beneficial for reserved, inactive infants; it helps them become interested in and engaged with novel toys. </t> <g> ( <pointer:0> trust-02 :polarity - :ARG0 ( <pointer:1> i ) :ARG1 ( <pointer:2> bugger :mod ( <pointer:3> little ) ) :mod ( <pointer:4> still ) )  </g> [EOS]",Stimulating behavior from parents helps them engage with novel toys., Parenting is helpful for infants.  It helps them become interested in and
<t>  We hope the events of the near future will not. </t> <g> ( <pointer:0> tire-01 :ARG1 ( <pointer:1> she ) :degree ( <pointer:2> very ) )  </g> [EOS],The events of the future will hopefully be not., We hope the events of soon will not. ...she is very tired
"<t> As Sudanese authorities became less obliging, normal costs of doing business increased. </t> <g> ( <pointer:0> read-01 :ARG0 ( <pointer:1> you ) :ARG1 ( <pointer:2> book :wiki <lit> Tom Clancy </lit> :name ( <pointer:3> name :op1 <lit> Tom </lit> :op2 <lit> Clancy </lit> ) ) :polarity ( <pointer:4> amr-unknown ) )  </g> [EOS]",Costs of doing business increased when Sudanese authorities became less obliging., Sudanese authorities became less obliging.  explains that normal costs of doing
"<t> They touch an object, hold it up, or point to it while looking at another person to make sure he or she notices. </t> <g> ( <pointer:0> exemplify-01 :ARG0 ( <pointer:1> portray-01 :ARG0 ( <pointer:2> publication-91 :ARG0 ( <pointer:3> person :wiki <lit> Bruce Barton (author) </lit> :name ( <pointer:4> name :op1 <lit> Bruce </lit> :op2 <lit> Barton </lit> ) ) :ARG1 ( <pointer:5> book :wiki <lit> The Man Nobody Knows </lit> :name ( <pointer:6> name :op1 <lit> The </lit> :op2 <lit> Man </lit> :op3 <lit> Nobody </lit> :op4 <lit> Knows </lit> ) :ARG1-of ( <pointer:7> sell-01 :time ( <pointer:8> date-interval :op1 ( <pointer:9> date-entity :year 1925 ) :op2 ( <pointer:10> date-entity :year 1926 ) ) :ARG1-of ( <pointer:11> have-degree-91 :ARG2 ( <pointer:12> good-02 :ARG1 <pointer:7> ) :ARG3 ( <pointer:13> most ) ) ) ) ) :ARG1 ( <pointer:14> person :wiki <lit> Jesus </lit> :name ( <pointer:15> name :op1 <lit> Jesus </lit> ) ) :ARG2 ( <pointer:16> businessman :mod ( <pointer:17> ultimate ) ) ) )  </g> [EOS]","They make sure he or she notices by touching, holding up or pointing at an object while looking at another person."," They look at another person to make sure they notice. , exemplify"
"<t> We are pleased to tell you of a very exciting development with the fund, which has reached a market value of $750,000. </t> <g> ( <pointer:0> source-02 :ARG0 ( <pointer:1> activity-06 :ARG1-of ( <pointer:2> relate-01 :ARG2 ( <pointer:3> energy ) ) ) :ARG1 ( <pointer:4> emit-01 :ARG0 ( <pointer:5> country :wiki <lit> United States </lit> :name ( <pointer:6> name :op1 <lit> U.S. </lit> ) ) :ARG1 ( <pointer:7> gas :mod ( <pointer:8> greenhouse ) :ARG1-of ( <pointer:9> make-01 :ARG0 ( <pointer:10> man ) ) ) ) :mod ( <pointer:11> primary ) )  </g> [EOS]","The fund now has a market value of $750,000."," The fund has a market value of $750,000.  We are pleased"
"<t> Parents, as I noted earlier, often complain that they have too little time for children'indeed, too little time to sleep, read, cook, exercise, and socialize as well! </t> <g> ( <pointer:0> and :op2 ( <pointer:1> know-01 :ARG0 ( <pointer:2> you ) :ARG1 ( <pointer:3> place :quant ( <pointer:4> lot ) :location-of ( <pointer:5> and :op1 ( <pointer:6> stop-01 :ARG1 ( <pointer:7> money ) ) :op2 ( <pointer:8> disappear-01 :ARG1 <pointer:7> ) :time ( <pointer:9> along :op1 ( <pointer:10> way ) ) ) ) :time ( <pointer:11> and :op1 ( <pointer:12> start-01 :ARG0 <pointer:2> :location ( <pointer:13> top ) ) :op2 ( <pointer:14> try-01 :ARG0 <pointer:2> :ARG1 ( <pointer:15> get-05 :ARG0 <pointer:2> :ARG1 ( <pointer:16> dollar :mod ( <pointer:17> that ) ) :ARG2 ( <pointer:18> down :op1 ( <pointer:19> hand :ARG0-of ( <pointer:20> need-01 :ARG1 <pointer:16> ) ) ) ) ) ) ) )  </g> [EOS]",A lack of time for sleep is a common problem for parents., Parents complain that they have too little time for children. ...what I
<t> I wish I could take back my whole freshman year. </t> <g> ( <pointer:0> and :op2 ( <pointer:1> and :op1 ( <pointer:2> have-05 :ARG1 ( <pointer:3> person :ARG0-of ( <pointer:4> have-rel-role-91 :ARG2 ( <pointer:5> child ) ) ) ) :op2 ( <pointer:6> get-01 :ARG1 ( <pointer:7> or :op1 ( <pointer:8> care-03 :time ( <pointer:9> day ) ) :op2 ( <pointer:10> someone :ARG0-of ( <pointer:11> care-03 :ARG1 <pointer:8> ) ) ) :mod ( <pointer:12> just ) ) :op3 ( <pointer:13> have-03 :polarity - :ARG1 ( <pointer:14> process-02 :ARG1 ( <pointer:15> bond-01 ) :accompanier ( <pointer:16> baby ) :ARG1-of ( <pointer:17> real-04 ) ) ) :op4 ( <pointer:18> stuff :ARG1-of ( <pointer:19> know-01 :ARG0 ( <pointer:20> you ) ) ) ) )  </g> [EOS],"If I could go back in time, I would do things differently my freshman year."," I wish that i could go back to my freshman year. , and"
"<t> Logs indicate that it began at 9:25 and included the CIA; the FBI; the departments of State, Justice, and Defense; the FAA; and the White House shelter. </t> <g> ( <pointer:0> infer-01 :ARG1 ( <pointer:1> make-02 :polarity - :ARG0 ( <pointer:2> sing-01 :ARG0 ( <pointer:3> person :wiki - :name ( <pointer:4> name :op1 <lit> Missenhardt </lit> ) ) :concession ( <pointer:5> marvelous :domain <pointer:2> ) ) :ARG1 ( <pointer:6> thrill-01 :ARG0 ( <pointer:7> rant-01 :ARG0 ( <pointer:8> person :wiki - :name ( <pointer:9> name :op1 <lit> Osmin </lit> ) ) ) :degree ( <pointer:10> so ) ) ) )  </g> [EOS]","Logs show the meeting included the CIA, FBI, State departments, Justice, Defence, FAA, and the White House."," Logs show that it started at 9:25. , and included"
"<t> To change the size of the item to be cut, the die must be removed and a new one installed. </t> <g> ( <pointer:0> publication-91 :ARG0 ( <pointer:1> person :wiki <lit> Esther Dyson </lit> :name ( <pointer:2> name :op1 <lit> Esther </lit> :op2 <lit> Dyson </lit> ) ) :ARG1 ( <pointer:3> publication :wiki - :name ( <pointer:4> name :op1 <lit> Release </lit> :op2 <lit> 2.0: </lit> :op3 <lit> A </lit> :op4 <lit> Design </lit> :op5 <lit> for </lit> : op6 <lit> Living </lit> : op7 <lit> in </lit> : op8 <lit> the </lit> : op9 <lit> Digital </lit> : op10 <lit> Age </lit> ) ) :ARG4 ( <pointer:5> company :wiki <lit> Broadway Books </lit> :name ( <pointer:6> name :op1 <lit> Broadway </lit> :op2 <lit> Books </lit> ) ) )  </g> [EOS]",A new die must be installed in order to modify the size of the item., The die must be removed and a new one installed to change the size of item.
"<t> At about 9:00, the senior NMCC operations officer reached out to the FAA operations center for information. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> real-04 ) :snt2 ( <pointer:2> think-01 :ARG0 ( <pointer:3> i ) :ARG1 ( <pointer:4> great :domain ( <pointer:5> it ) ) ) :snt3 ( <pointer:6> yeah ) )  </g> [EOS]",A senior NMCC operations officer reached out to the FAA at 9:00.," The senior NMCC operations officer reached out to the FAA. ,the"
<t> They have what? </t> <g> ( <pointer:0> resemble-01 :ARG1 ( <pointer:1> game :wiki <lit> Baccarat </lit> :name ( <pointer:2> name :op1 <lit> Bah-cah-rah </lit> ) ) :ARG2 ( <pointer:3> game :wiki <lit> Blackjack </lit> :name ( <pointer:4> name :op1 <lit> Blackjack </lit> ) ) :concession ( <pointer:5> play-01 :ARG1 <pointer:1> :manner ( <pointer:6> and :op1 ( <pointer:7> have-degree-91 :ARG1 ( <pointer:8> rule ) :ARG2 ( <pointer:9> strict ) :ARG3 ( <pointer:10> more ) ) :op2 ( <pointer:11> have-degree-91 :ARG1 ( <pointer:12> limit ) :ARG2 ( <pointer:13> high-02 :ARG1 <pointer:12> ) :ARG3 ( <pointer:14> more ) ) :op3 ( <pointer:15> interact-01 :ARG0 ( <pointer:16> person :ARG0-of ( <pointer:17> play-01 ) ) :ARG1-of ( <pointer:18> have-quant-91 :ARG3 ( <pointer:19> less ) ) ) ) ) :ARG1-of ( <pointer:20> typical-02 :ARG2 ( <pointer:21> assume-02 :ARG1 <pointer:1> :ARG2 ( <pointer:22> game :mod ( <pointer:23> card ) :mod ( <pointer:24>roller :ARG1-of ( <pointer:25> high-02 ) ) ) ) ) )  </g> [EOS],They have what?," They have what? , and the rule is strict. The game of"
<t> Do you remember any specific ones that you could retell? </t> <g> ( <pointer:0> state :wiki <lit> North Carolina </lit> :polarity - :name ( <pointer:1> name :op1 <lit> North </lit> :op2 <lit> Carolina </lit> ) )  </g> [EOS],Do you remember any stories from back then?, Do you recall any specific ones that could retell? .asmot
"<t> Hani Hanjour, assigned to seat 1B (first class), soon followed. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> possible-01 :ARG1 ( <pointer:2> have-degree-91 :ARG1 ( <pointer:3> something ) :ARG2 ( <pointer:4> good-02 :ARG1 <pointer:3> ) :ARG3 ( <pointer:5> more ) :ARG4 ( <pointer:6> nothing ) ) ) :snt2 ( <pointer:7> likely-01 :ARG1 ( <pointer:8> prove-01 :ARG0 ( <pointer:9> regimen :ARG1-of ( <pointer:10> new-01 ) ) :ARG1 ( <pointer:11> effective-04 :ARG0 <pointer:9> :ARG2-of ( <pointer:12> have-degree-91 :ARG1 <pointer:9> :ARG3 ( <pointer:13> less ) ) ) ) :condition ( <pointer:14> compare-01 :ARG0 ( <pointer:15> try-01 ) :ARG1 ( <pointer:16> therapy :ARG1-of ( <pointer:17> cost-01 :ARG1-of ( <pointer:18> low-04 ) ) ) :ARG2 ( <pointer:19> regimen :mod ( <pointer:20> product :wiki <lit> Lopinavir/ritonavir </lit> :name ( <pointer:21> name :op1 <lit> AZT </lit> ) ) :ARG1-of ( <pointer:22> complete-02 ) ) ) ) )  </g> [EOS]",Hani Hanjour was assigned to seat 1b.," Hani Hanjour was assigned to seat 1B. , soon"
"<t> We have provided throughout the years quality legal education, and we are continuing to improve. </t> <g> ( <pointer:0> know-01 :li 4 :ARG1 ( <pointer:1> thing :manner-of ( <pointer:2> vary-01 :ARG1 ( <pointer:3> cost-01 :ARG1 ( <pointer:4> transport-01 :polarity - ) ) :ARG3 ( <pointer:5> distance ) ) ) :ARG1-of ( <pointer:6> have-quant-91 :ARG3 ( <pointer:7> enough :polarity - ) ) )  </g> [EOS]",We have given quality education and continue to improve. ," Quality legal education has been provided for years. , and we are continuing"
"<t> Over the years, a number of well-respected individuals have spoken out on behalf of our mission ...our service ...and our stewardship. </t> <g> ( <pointer:0> attempt-01 :ARG0 ( <pointer:1> analyze-01 :ARG1-of ( <pointer:2> present-01 :location ( <pointer:3> here ) ) ) :ARG1 ( <pointer:4> address-02 :ARG0 <pointer:1> :ARG1 ( <pointer:5> argue-01 :ord ( <pointer:6> ordinal-entity :value 2 ) ) ) )  </g> [EOS]",Many admired people have supported our mission throughout the years., Some well-respected individuals have spoken out on behalf of our mission. 
<t> The Retail Fallout </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> yeah :mode expressive :mod ( <pointer:2> well ) ) :snt2 ( <pointer:3> mean-01 :ARG0 ( <pointer:4> i ) :ARG2 ( <pointer:5> be-temporally-at-91 :ARG1 ( <pointer:6> bowl-01 :mod ( <pointer:7> league ) ) :ARG2 ( <pointer:8> always ) :ARG1-of ( <pointer:9> know-01 :ARG0 ( <pointer:10> you ) ) :frequency ( <pointer:11> rate-entity-91 :ARG4 ( <pointer:12> try-01 :ARG0 <pointer:4> :ARG1 ( <pointer:13> go-02 :ARG0 <pointer:4> ) ) ) ) ) )  </g> [EOS],The adverse side effects of retail.," The Retail Fallout , yeah-mode expressive , and i mean...to"
<t> . . . [I]f they're there then we'll run on them. </t> <g> ( <pointer:0> base-02 :ARG1 ( <pointer:1> many ) :ARG2 ( <pointer:2> model :ARG1-of ( <pointer:3> recognize-01 :ARG0 ( <pointer:4> industry ) ) :example ( <pointer:5> and :op1 ( <pointer:6> thing :wiki - :name ( <pointer:7> name :op1 <lit> Constructive </lit> :op2 <lit> Cost </lit> :op3 <lit> Model </lit> ) ) :op2 ( <pointer:8> thing :wiki - :name ( <pointer:9> name :op1 <lit> PRICE </lit> ) ) :op3 ( <pointer:10> thing :wiki - :name ( <pointer:11> name :op1 <lit> Putnam </lit> ) ) :op4 ( <pointer:12> thing :wiki - :name ( <pointer:13> name :op1 <lit> Jensen </lit> ) ) ) ) )  </g> [EOS],"They said, ""If they are there, then we will run on them."" ", We'll run on them if they're there. ...what about that
"<t> Unlike PBS, however, SLS uses the single garment rather than the bundle as the unit of production. </t> <g> ( <pointer:0> require-01 :ARG0 ( <pointer:1> participate-01 :ARG1 ( <pointer:2> process-02 :ARG1 ( <pointer:3> make-01 :ARG1 ( <pointer:4> rule-01 ) ) ) ) :ARG1 ( <pointer:5> and :op1 ( <pointer:6> realize-01 :li 1 :ARG0 ( <pointer:7> public ) :ARG1 ( <pointer:8> opportunity :purpose ( <pointer:9> participate-01 ) ) ) :op2 ( <pointer:10> system :li 2 :ARG0-of ( <pointer:11> allow-01 :ARG1 ( <pointer:12> receive-01 :ARG0 ( <pointer:13> agency ) :ARG1 ( <pointer:14> comment-01 ) :manner ( <pointer:15> and :op1 ( <pointer:16> efficient-01 ) :op2 ( <pointer:17> effective-04 ) ) ) ) ) ) )  </g> [EOS]","PBS uses the bundle as a unit of production, which is different to the SLS single garment method.", SLS uses the single garment rather than bundle as a unit of production. 
"<t> Incidentally, it is now the reference dictionary for the National Scrabble Championship in Britain. </t> <g> ( <pointer:0> obligate-01 :ARG2 ( <pointer:1> report-01 :ARG0 ( <pointer:2> it ) :ARG1 ( <pointer:3> information ) :ARG2 ( <pointer:4> agency :mod ( <pointer:5> home ) :poss ( <pointer:6> person :ARG1-of ( <pointer:7> employ-01 ) ) ) :mod ( <pointer:8> also ) :manner ( <pointer:9> prompt ) :purpose ( <pointer:10> facilitate-01 :ARG0 <pointer:2> :ARG1 ( <pointer:11> disburse-01 :ARG0 <pointer:4> :ARG1 ( <pointer:12> pay-01 ) ) ) ) )  </g> [EOS]",There is a reference dictionary for the NSCB," The dictionary is used for the National Scrabble Championship. , it"
"<t> I think, I think your favorite was do you remember Maurice Sendak and we would read the about Pierre and the lion. </t> <g> ( <pointer:0> possible-01 :polarity - :ARG1 ( <pointer:1> begin-01 :ARG0 ( <pointer:2> i ) :ARG1 ( <pointer:3> identify-01 :ARG0 <pointer:2> :ARG1 ( <pointer:4> most :ARG1-of ( <pointer:5> include-91 :ARG2 ( <pointer:6> it ) ) ) ) :mod ( <pointer:7> even ) ) )  </g> [EOS]",I think your favorite bed time story was with Pierre and the lion.," Do you remember Maurice Sendak?  I think, your favorite was do we"
"<t> Such stitching generally outlasts the fabric of jeans, as one can see from looking at the holey knees of jeans worn by many teenagers. </t> <g> ( <pointer:0> demonstrate-01 :ARG0 ( <pointer:1> compare-01 :ARG1 ( <pointer:2> experience-01 :ARG0 ( <pointer:3> we ) :ARG1 ( <pointer:4> program :wiki - :name ( <pointer:5> name :op1 <lit> Acid </lit> :op2 <lit> Rain </lit> :op3 <lit> Program </lit> ) ) ) :ARG2 ( <pointer:6> and :op1 ( <pointer:7> event :wiki - :name ( <pointer:8> name :op1 <lit> NOx </lit> :op2 <lit> SIP </lit> :op3 <lit> Call </lit> ) ) :op2 ( <pointer:9> petition :wiki - :name ( <pointer:10> name :op1 <lit> Section </lit> :op2 126 ) ) ) ) :ARG1 ( <pointer:11> benefit-01 :ARG0 ( <pointer:12> decide-01 :ARG0 ( <pointer:13> government-organization :wiki <lit> United States Congress </lit> :name ( <pointer:14> name :op1 <lit> Congress </lit> ) ) :ARG1 ( <pointer:15> issue-02 :ARG1-of ( <pointer:16> key-02 ) :mod ( <pointer:17> certain ) ) :ARG1-of ( <pointer:18> instead-of-91 :ARG2 ( <pointer:19> leave-02 :ARG1 <pointer:15> :ARG2 ( <pointer:20> make-01 :ARG0 ( <pointer:21> agency ) :ARG1 ( <pointer:22> rule ) ) ) ) ) ) )  </g> [EOS]",Many teenagers have holes in their jeans.," Many teenagers wear holey knees. , demonstrating that such stitching generally outl"
<t> When was that? </t> <g> ( <pointer:0> publish-01 :ARG0 ( <pointer:1> organization :wiki - :name ( <pointer:2> name :op1 <lit> HCFA </lit> ) ) :ARG1 ( <pointer:3> publication :wiki - :name ( <pointer:4> name :op1 <lit> Notice </lit> :op2 <lit> of </lit> :op3 <lit> Proposed </lit> :op4 <lit> Rulemaking </lit> ) ) :time ( <pointer:5> date-entity :year 1997 :month 3 :day 28 ) :medium ( <pointer:6> publication :wiki - :name ( <pointer:7> name :op1 <lit> 62 </lit> :op2 <lit> Fed. </lit> :op3 <lit> Bulletin </lit> ) ) )  </g> [EOS],When did that happen?," When did that happen? . Were you there in 1997 or 1998,"
"<t> People like 74-year-old Margaret, who keeps active by playing bridge and taking classes in Spanish, aerobics and sewing at Heritage Place. </t> <g> ( <pointer:0> begin-01 :ARG0 ( <pointer:1> person :wiki - :name ( <pointer:2> name :op1 <lit> Rogers </lit> ) :ARG0-of ( <pointer:3> have-org-role-91 :ARG2 ( <pointer:4> professor ) ) ) :ARG1 ( <pointer:5> career :poss <pointer:1> ) :ARG2 ( <pointer:6> clerk-01 :ARG0 <pointer:1> :ARG2 ( <pointer:7> person :wiki <lit> Thomas D. Lambros </lit> :name ( <pointer:8> name :op1 <lit> Thomas </lit> :op2 <lit> D. </lit> :op3 <lit> Lambros </lit> ) :ARG0-of ( <pointer:9> have-org-role-91 :ARG1 ( <pointer:10> government-organization :wiki <lit> United States District Court for the Northern District of Ohio </lit> :name ( <pointer:11> name :op1 <lit> United </lit> :op2 <lit> States </lit> :op3 <lit> District </lit> :op4 <lit> of </lit> :op5 <lit> Ohio </lit> ) ) ) :ARG1-of ( <pointer:12> honorable-03 ) ) ) )  </g> [EOS]","Margaret keeps active by taking classes, exercising and playing games at Heritage Place, she is 74.", Margaret is a 74 year old who plays bridge and takes classes in Spanish. 
"<t> Exercises were conducted to counter this threat, but they were not based on actual intelligence. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> affair-02 :ARG2 ( <pointer:2> track-down-02 :ARG1 ( <pointer:3> tiger ) ) :mod ( <pointer:4> subtle ) ) :op2 ( <pointer:5> require-01 :ARG0 <pointer:2> :ARG1 ( <pointer:6> and :op1 ( <pointer:7> dedicate-01 ) :op2 ( <pointer:8> calm-03 ) :op3 ( <pointer:9> stealth ) :degree ( <pointer:10> degree ) ) ) )  </g> [EOS]",Exercises were not based on actual intelligence., Exercises were conducted to counter the threat. ...but they weren
"<t> Well, this story, and I must tell you, I haven't read this in The Bible, so I don't know if it's totally accurate, but I prefer to get it like  There was a huge crowd of people, and, um, Jesus decided that what he wanted to do was to, uh, entertain the little children. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> poke-01 :ARG0 ( <pointer:2> dinosaur ) :ARG1 ( <pointer:3> around :op1 ( <pointer:4> thing :ARG1-of ( <pointer:5> remain-01 ) ) ) ) :op2 ( <pointer:6> fight-01 :ARG0 <pointer:2> :ARG2 ( <pointer:7> scrap ) ) :op3 ( <pointer:8> scavenger :mod ( <pointer:9> little ) :ARG0-of ( <pointer:10> twitch-01 ) ) )  </g> [EOS]",In this particular Bible story Jesus wanted to entertain the children who were part of a huge crowd., I have not read the Bible.  (tx-toy) and
"<t> But Bin Ladin and his comrades had their own sources of support and training, and they received little or no assistance from the United States. </t> <g> ( <pointer:0> rate-entity-91 :ARG2 ( <pointer:1> temporal-quantity :quant 1 :unit ( <pointer:2> week ) ) :polarity ( <pointer:3> amr-unknown ) )  </g> [EOS]",Bin Ladin had many comrades to provide support and training. , Bin Ladin and his comrades had their own sources of support.  And they
"<t> No, it was first told to me by my grandmother, who is, um, was my first teacher, and remains my hero. </t> <g> ( <pointer:0> infer-01 :ARG1 ( <pointer:1> traumatize-01 :ARG0 ( <pointer:2> it ) ) )  </g> [EOS]",My grandmother was my first teacher., My grandmother was my first teacher.  I remember her telling me that story when
