premise,hypo,generated_hypo
<t> How will that compare to the number who would buy the same product but with a  short  pant length? </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> listen-01 :frequency 1 :ARG0 ( <pointer:2> i ) :ARG1-of ( <pointer:3> actual-02 ) ) :snt2 ( <pointer:4> remember-01 :ARG0 <pointer:2> :ARG1 ( <pointer:5> be-temporally-at-91 :ARG1 ( <pointer:6> this ) :ARG2 ( <pointer:7> back :op1 ( <pointer:8> rap ) ) ) ) :snt3 ( <pointer:9> say-01 :ARG0 ( <pointer:10> i ) :ARG1 ( <pointer:11> be-temporally-at-91 :ARG1 <pointer:10> :ARG2 ( <pointer:12> about :op1 ( <pointer:13> or :op1 ( <pointer:14> temporal-quantity :quant 10 :unit ( <pointer:15> year ) ) :op2 ( <pointer:16> temporal-quantity :quant 15 :unit ( <pointer:17> year ) ) ) ) ) :mod ( <pointer:18> even ) ) )  </g> [EOS],What is the comparison to the amount that would purchase the product but with a short pant length instead., How will that compare to the people who would buy a similar product but with short pants
"<t> She reported that the pilot had announced that the flight had been hijacked, and she asked her husband what she should tell the captain to do. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> okay-01 :ARG1 ( <pointer:2> keep-in-mind-08 :ARG1 ( <pointer:3> i ) :ARG2 ( <pointer:4> that ) ) ) :snt2 ( <pointer:5> serve-02 :ARG0 ( <pointer:6> you ) :ARG1 ( <pointer:7> that ) :ARG2 ( <pointer:8> or :op1 <pointer:6> :op2 ( <pointer:9> family ) ) ) )  </g> [EOS]",She said the pilot told them they'd been hijacked., She asked her husband what she should tell the captain to do. She reported
"<t> Na, that's the only one they told me. </t> <g> ( <pointer:0> base-02 :ARG1 ( <pointer:1> project-02 :ARG1 ( <pointer:2> outlay :ARG1-of ( <pointer:3> gross-03 ) :mod ( <pointer:4> program :wiki <lit> Medicare (United States) </lit> :name ( <pointer:5> name :op1 <lit> Medicare </lit> ) ) ) ) :ARG2 ( <pointer:6> assume-02 :ARG1 ( <pointer:7> report-01 :ARG0 ( <pointer:8> and :op1 ( <pointer:9> organization :wiki - :name ( <pointer:10> name :op1 <lit> HI </lit> ) ) :op2 ( <pointer:11> organization :wiki - :name ( <pointer:12> name :op1 <lit> SMI </lit> :op2 <lit> Trustees </lit> ) ) ) :time ( <pointer:13> date-entity :year 2001 ) ) :mod ( <pointer:14> intermediate ) ) )  </g> [EOS]",They only told me that one.," They told me that one. ,that's the only ones they said"
<t> Still no response. </t> <g> ( <pointer:0> have-concession-91 :ARG1 ( <pointer:1> rise-01 :polarity - :ARG1 ( <pointer:2> productive-03 :ARG0 <pointer:10> ) :mod ( <pointer:3> at-all ) :ARG0-of ( <pointer:4> suggest-01 :ARG1 ( <pointer:5> improve-01 :polarity - :ARG0 ( <pointer:6> consolidate-01 ) :ARG1 ( <pointer:7> efficient-01 ) ) ) ) :ARG2 ( <pointer:8> reap-01 :ARG0 ( <pointer:9> airline :ARG1-of ( <pointer:10> major-02 ) ) :ARG1 ( <pointer:11> profit :mod ( <pointer:12> large ) ) :time ( <pointer:13> before :op1 ( <pointer:14> now ) :duration ( <pointer:15> temporal-quantity :quant 4 :unit ( <pointer:16> year ) ) ) ) :ARG1-of ( <pointer:17> have-degree-91 :ARG2 ( <pointer:18> point-03 :ARG1 <pointer:0> ) :ARG3 ( <pointer:19> more ) ) )  </g> [EOS],Still didn't respond.," No response. , and still no rise in productivity or profit for the"
<t> I am asking that you consider supporting our efforts once again this year with a similar gift. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> live-01 :ARG0 ( <pointer:2> person :wiki <lit> Bill Simmons </lit> :name ( <pointer:3> name :op1 <lit> Simmons </lit> ) :mod ( <pointer:4> entrepreneur :ARG1-of ( <pointer:5> have-degree-91 :ARG2 ( <pointer:6> great ) :ARG3 ( <pointer:7> most ) :ARG5 ( <pointer:8> entrepreneur :mod ( <pointer:9> rap ) ) :mod ( <pointer:10> probable ) ) ) ) :location ( <pointer:11> city :wiki <lit> New York City </lit> :name ( <pointer:12> name :op1 <lit> New </lit> :op2 <lit> York </lit> ) ) ) :op2 ( <pointer:13> schmooze-01 :ARG0 <pointer:2> :ARG1 ( <pointer:14> and :op1 ( <pointer:15> banker ) :op2 ( <pointer:16> person :ARG0-of ( <pointer:17> design-01 :ARG1 ( <pointer:18> fashion ) ) ) :op3 ( <pointer:19> person :ARG0-of ( <pointer:20> have-org-role-91 :ARG2 ( <pointer:21> executive :mod ( <pointer:22> record ) ) ) ) ) ) :op3 ( <pointer:23> cut-03 :ARG0 <pointer:2> :ARG1 ( <pointer:24> deal-01 :ARG0 <pointer:2> :ARG1 ( <pointer:25> conglomerate :example ( <pointer:26> company :wiki <lit> Time Warner </lit> :name ( <pointer:27> name :op1 <lit> Time </lit> :op2 <lit> Warner </lit> ) ) ) ) ) )  </g> [EOS],I would appreciate it if you would send a similar gift again this year to support our efforts., I would like to ask you for a gift. ...or something similar
<t> I can think of no better time to continue extending grace to others than at Easter. </t> <g> ( <pointer:0> contrast-01 :ARG2 ( <pointer:1> more :quant ( <pointer:2> plenty ) ) )  </g> [EOS],Easter is a wonderful time like no other to continue to extend grace to others., Easter is a great time to extend grace.  I can think of no better
<t>  [the tenor] brings the opera to its climax in his final suicide.  </t> <g> ( <pointer:0> think-01 :ARG0 ( <pointer:1> i ) :ARG1 ( <pointer:2> take-up-31 :ARG0 ( <pointer:3> we ) :ARG1 ( <pointer:4> at-least :op1 ( <pointer:5> temporal-quantity :quant 5 :unit ( <pointer:6> minute ) ) ) ) :mod ( <pointer:7> well :degree ( <pointer:8> so ) ) )  </g> [EOS],The tenor brings the show to force with his ending. , The tenor's suicide is the climax of opera. ...what about
<t> Do you ever tell this story yourself? </t> <g> ( <pointer:0> okay-04 :ARG1 ( <pointer:1> it ) )  </g> [EOS],Is that a story you tell?, Do you ever tell this story yourself? ...what about it. I
<t> This is New York Center. </t> <g> ( <pointer:0> say-01 :ARG1 ( <pointer:1> do-02 :ARG0 <pointer:4> :ARG1-of ( <pointer:2> well-09 :degree ( <pointer:3> very ) ) ) :ARG2 ( <pointer:4> man :mod ( <pointer:5> young ) ) )  </g> [EOS],Here is New York Center.," This is New York Center. , say-that to a young man"
"<t> But we know that at 10:31, General Larry Arnold instructed his staff to broadcast the following over a NORAD instant messaging  10:31 Vice president has cleared to us to intercept tracks of interest and shoot them down if they do not respond per [General Arnold]. </t> <g> ( <pointer:0> have-03 :ARG0 ( <pointer:1> i ) :ARG1 ( <pointer:2> breed :wiki <lit> German Shepherd </lit> :name ( <pointer:3> name :op1 <lit> German </lit> :op2 <lit> Shepherd </lit> ) :ARG0-of ( <pointer:4> do-02 :ARG1 ( <pointer:5> that ) :time ( <pointer:6> once ) ) ) )  </g> [EOS]",General Larry Arnold told his staff to broadcast over a NORAD messaging service at 10:31 that the Vice president had authorized the shooting down of hijacked planes., General Arnold told his staff to broadcast the following over a NORAD instant messaging 
<t> and that sounds like good ad copy to me. </t> <g> ( <pointer:0> exclaim-01 :ARG0 ( <pointer:1> i ) :ARG1 ( <pointer:2> bottle :quant ( <pointer:3> lot :degree ( <pointer:4> so ) ) ) :time ( <pointer:5> travel-01 :ARG0 ( <pointer:6> eye :part-of <pointer:1> ) :ARG1 ( <pointer:7> round :op1 ( <pointer:8> room :mod ( <pointer:9> small ) ) ) ) )  </g> [EOS],That ad copy sounds good to me.," That sounds like good ad copy to me. , exclaiming a loud"
<t> The duty officer replied that security personnel at headquarters had just begun discussing the apparent hijack on a conference call with the New England regional office. </t> <g> ( <pointer:0> thing :wiki - :name ( <pointer:1> name :op1 <lit> Punditus </lit> :op2 <lit> Interruptus </lit> :op3 <lit> - </lit> :op4 <lit> The </lit> :op5 <lit> Final </lit> ) )  </g> [EOS],The security personnel are said to have discussed a hijacking of the plan.," The duty officer said security personnel were discussing the hijack. , that"
<t> The total production quantity for each SKU is allocated between the two plants. </t> <g> ( <pointer:0> wait-01 :ARG1 ( <pointer:1> boy :mod ( <pointer:2> page ) :mod ( <pointer:3> small ) ) :ARG2 ( <pointer:4> outside :op1 ( <pointer:5> door :poss ( <pointer:6> she ) ) ) :time ( <pointer:7> return-01 :ARG1 <pointer:6> :ARG4 <pointer:5> ) )  </g> [EOS],The total production for each SKU is allocated to two plants., The two plants are responsible for the total production quantity.  (e-
<t> Children must  do their own work.  </t> <g> ( <pointer:0> possible-01 :ARG1 ( <pointer:1> assist-01 :ARG0 ( <pointer:2> use-01 :ARG1 ( <pointer:3> team ) ) :ARG2 ( <pointer:4> and :op1 ( <pointer:5> integrate-01 :ARG1 ( <pointer:6> perspective :ARG1-of ( <pointer:7> differ-02 ) ) ) :op2 ( <pointer:8> flatten-01 :ARG1 ( <pointer:9> structure-01 :ARG1 ( <pointer:10> organization ) ) ) :op3 ( <pointer:11> streamline-01 :ARG1 ( <pointer:12> operate-01 ) ) ) :mod ( <pointer:13> also ) ) )  </g> [EOS],Children are responsible for completing their own work.," Children must do their own work. , assist-in the organization;"
"<t> Out of this interconnection springs mastery, proficiency, and self-confidence. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> serve-01 :ARG0 ( <pointer:2> it ) :ARG1 ( <pointer:3> fortress ) :ARG2 ( <pointer:4> and :op1 ( <pointer:5> person :mod ( <pointer:6> country-region :wiki <lit> Gallo-Roman Empire </lit> :name ( <pointer:7> name :op1 <lit> Gallo-Roman </lit> :op2 <lit> Empire </lit> ) ) ) :op2 ( <pointer:8> person :mod ( <pointer:9> country :wiki <lit> Ancient Rome </lit> :name ( <pointer:10> name :op1 <lit> Roman </lit> :op2 <lit> Empire </lit> ) ) ) :op3 ( <pointer:11> person :mod ( <pointer:12> country-region :wiki <lit> Transylvania </lit> :name ( <pointer:13> name :op1 <lit> Transylvania </lit> ) ) ) :op4 ( <pointer:14> person :mod ( <pointer:15> country :wiki <lit> Roman Empire </lit> :name ( <pointer:16> name :op1 <lit> Roman </lit> :op2 <lit> Empire </lit> ) ) ) :op5 ( <pointer:17> person :mod ( <pointer:18> country :wiki <lit> Frankland </lit> :name ( <pointer:19> name :op1 <lit> Frankland </lit> ) ) ) : op6 ( <pointer:20> person :mod ( <pointer:21> country :wiki <lit> France </lit> :name ( <pointer:22> name :op1 <lit> France </lit> ) ) :time ( <pointer:23> medieval ) ) ) ) :op2 ( <pointer:24> possible-01 :ARG1 ( <pointer:25> see-01 :ARG0 ( <pointer:26> you ) :ARG1 ( <pointer:27> layer :consist-of ( <pointer:28> masonry :poss <pointer:4> ) ) :location ( <pointer:29> rampart ) ) ) ) "",</g> [EOS]","This interconnection creates competence, expertise and self-assurance."," mastery, proficiency and self-confidence are all derived from this interconnection. "
"<t> It was kind of, it's sort of, it seemed unfair to me to, um, to subject her to that, and plus, I mean, the schedule was just starting to take a toll on me as well, and you can only put in so many 80 hour weeks before you kind of break down from it. </t> <g> ( <pointer:0> crown-01 :ARG0 ( <pointer:1> tympanum :ARG1-of ( <pointer:2> sculpt-01 ) :mod ( <pointer:3> magnificent ) :consist-of ( <pointer:4> person :wiki <lit> Jesus </lit> :name ( <pointer:5> name :op1 <lit> Jesus </lit> ) :ARG1-of ( <pointer:6> enthron-01 :time ( <pointer:7> after :op1 ( <pointer:8> resurrect-01 :ARG1 <pointer:4> ) ) ) :ARG0-of ( <pointer:9> preach-01 :ARG1 ( <pointer:10> message-01 :ARG0 <pointer:4> :ARG2 ( <pointer:11> person :ARG0-of ( <pointer:12> have-org-role-91 :ARG2 ( <pointer:13> apostle ) ) ) ) ) ) ) :ARG1 ( <pointer:14> narthex :ARG1-of ( <pointer:15> mean-01 :ARG2 ( <pointer:16> hall :mod ( <pointer:17> enter-01 :ARG1 ( <pointer:18> nave ) ) ) ) ) )  </g> [EOS]",You can only keep doing 80 weeks for so long before it wears you down., It was unfair to make her work 80 hours. 3) The schedule
<t> Students will provide dental health education for homeless patients as well. </t> <g> ( <pointer:0> contrast-01 :ARG1 ( <pointer:1> event :mod ( <pointer:2> i ) :mod ( <pointer:3> matter :mod ( <pointer:4> that ) ) ) :ARG2 ( <pointer:5> flatter-01 :ARG0 <pointer:2> :ARG1 <pointer:2> :ARG2 ( <pointer:6> choose-01 :ARG0 <pointer:2> :ARG1 ( <pointer:7> dish ) :manner ( <pointer:8> judicious :ARG2-of ( <pointer:9> have-degree-91 :ARG1 <pointer:6> :ARG3 ( <pointer:10> more ) :ARG4 ( <pointer:11> choose-01 :ARG0 ( <pointer:12> you ) :ARG1 <pointer:7> ) ) ) ) ) )  </g> [EOS],Students will provide dental health education to homeless people.," Homeless patients will receive dental health education. , Students as well; providing"
<t> Let's get it right. </t> <g> ( <pointer:0> reluctant-01 :ARG0 ( <pointer:1> emperor :quant ( <pointer:2> few :degree ( <pointer:3> very ) ) ) :ARG1 ( <pointer:4> submit-02 :ARG0 <pointer:1> :ARG2 ( <pointer:5> dominate-01 :ARG0 ( <pointer:6> family :wiki <lit> Fujiwara dynasty </lit> :name ( <pointer:7> name :op1 <lit> Fujiwara </lit> ) ) ) ) )  </g> [EOS],We should do this correctly.," Let's get it right. ,hsayahahahehuh"
<t> He searched along the plane's projected flight path and the airspace to the southwest where it had started to turn. </t> <g> ( <pointer:0> come-01 :polarity - :ARG1 ( <pointer:1> spaceship :poss ( <pointer:2> person :wiki <lit> Ra\u00fal Reyes </lit> :name ( <pointer:3> name :op1 <lit> Sun </lit> :op2 <lit> Ra </lit> ) ) ) :source ( <pointer:4> nowhere ) )  </g> [EOS],He looked along the projected flight plan., He searched the airspace to where it had started turning. ...what he
"<t> The video footage indicates that he was carrying an unidentified item in his back pocket, clipped to its rim. </t> <g> ( <pointer:0> do-02 :ARG0 ( <pointer:1> press ) :ARG1 ( <pointer:2> job :mod ( <pointer:3> lousy ) ) :ARG2 ( <pointer:4> focus-01 :ARG0 <pointer:1> :ARG2 ( <pointer:5> behave-01 :ARG1 ( <pointer:6> or :op1 ( <pointer:7> infidelity ) :op2 ( <pointer:8> use-01 :ARG1 ( <pointer:9> drug ) ) ) :ARG1-of ( <pointer:10> care-01 :polarity - :ARG0 ( <pointer:11> person :mod ( <pointer:12> most ) ) ) ) ) :ARG1-of ( <pointer:13> clear-06 ) )  </g> [EOS]","He appeared to have something in his back pocket, according to the video footage.", He was carrying something in his pocket.  (eighborhood)
"<t> When parents do make an eort, preschoolers watch less TV, find educational programs more appealing, and more often view shows with their parents. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> person :wiki <lit> Robin Williams </lit> :name ( <pointer:2> name :op1 <lit> Robby </lit> :op2 <lit> Robin </lit> :op3 <lit> Williams </lit> ) :domain ( <pointer:3> amr-unknown ) ) :snt2 ( <pointer:4> or :op1 ( <pointer:5> have-03 :ARG0 ( <pointer:6> he ) :ARG1 ( <pointer:7> part :ARG1-of ( <pointer:8> funny-02 ) ) :location ( <pointer:9> movie ) ) :op2 ( <pointer:10> truth-value :polarity-of <pointer:5> ) ) )  </g> [EOS]",Preschoolers view shows with their parents., Preschoolers watch less TV when parents make an eort.  explains
<t> Macbeth's action to have the bond canceled becomes null and void. </t> <g> ( <pointer:0> take-01 :ARG0 ( <pointer:1> woman :mod ( <pointer:2> young ) ) :ARG1 ( <pointer:3> job :mod ( <pointer:4> domestic :ARG0-of ( <pointer:5> live-01 :location ( <pointer:6> townhouse :mod ( <pointer:7> country :wiki <lit> Roman Empire </lit> :name ( <pointer:8> name :op1 <lit> Roman </lit> :op2 <lit> Empire </lit> ) ) :mod ( <pointer:9> huge ) :ARG1-of ( <pointer:10> crumble-01 ) :ARG0-of ( <pointer:11> belong-01 :ARG1 ( <pointer:12> loner :mod ( <pointer:13> country :wiki <lit> England </lit> :name ( <pointer:14> name :op1 <lit> England </lit> ) ) :ARG1-of ( <pointer:15> name-01 :ARG2 ( <pointer:16> person :wiki <lit> Jason Kinsky </lit> :name ( <pointer:17> name :op1 <lit> Jason </lit> :op2 <lit> Kinsky </lit> ) ) ) :ARG1-of ( <pointer:18> describe-01 :ARG0 ( <pointer:19> person :wiki <lit> David Thewlis </lit> :name ( <pointer:20> name :op1 <lit> David </lit> :op2 <lit> Thewlis </lit> ) ) ) ) ) ) ) ) ) :time ( <pointer:21> encounter-01 :ARG0 ( <pointer:22> we ) :ARG1 <pointer:1> :mod ( <pointer:23> again ) ) )  </g> [EOS],Macbeth is stopped from annulling the bond., Macbeth's action to have the bond canceled becomes null and void. 
"<t> The people of Batavia on the Hopi Reservation in northern Arizona were motivated by their desire to rekindle traditional cultural values among younger generations when, with the help of Futures for Children, they decided to restore traditional terrace gardens at the edge of their village -gardens that had been abandoned for decades. </t> <g> ( <pointer:0> south :location ( <pointer:1> along :op1 ( <pointer:2> world-region :wiki <lit> Caribbean </lit> :name ( <pointer:3> name :op1 <lit> Caribbean </lit> ) ) ) )  </g> [EOS]",People on the Hopi Reservation think their culture should be preserved., Futures for Children helped the Batavia people restore terrace gardens. 
<t> These findings are not an indictment of maternal employment or nonparental child care. </t> <g> ( <pointer:0> represent-01 :ARG0 ( <pointer:1> organization :wiki - :name ( <pointer:2> name :op1 <lit> National </lit> :op2 <lit> Association </lit> :op3 <lit> of </lit> :op4 <lit> State </lit> :op5 <lit> Information </lit> : op6 <lit> Resource </lit> : op7 <lit> Executives </lit> ) ) :ARG1 ( <pointer:3> and :op1 ( <pointer:4> person :ARG0-of ( <pointer:5> have-org-role-91 :ARG1 ( <pointer:6> state ) :ARG2 ( <pointer:7> officer :mod ( <pointer:8> chief ) :topic ( <pointer:9> information ) ) ) ) :op2 ( <pointer:10> person :ARG0-of ( <pointer:11> have-org-role-91 :ARG1 <pointer:6> :ARG2 ( <pointer:12> executive :mod ( <pointer:13> resource :mod ( <pointer:14> information ) ) ) ) ) :ARG0-of ( <pointer:15> share-01 :ARG1 ( <pointer:16> mission-01 :ARG0 <pointer:3> :ARG1 ( <pointer:17> shape-01 :ARG0 <pointer:3> :ARG1 ( <pointer:18> policy-01 :ARG2 ( <pointer:19> technology :mod ( <pointer:20> information ) ) :mod ( <pointer:21> nation ) ) :manner ( <pointer:22> and :op1 ( <pointer:23> partner-01 :manner ( <pointer:24> collaborate-01 ) ) :op2 ( <pointer:25> share-01 :ARG1 ( <pointer:26> information ) ) :op3 ( <pointer:27> transfer-01 :ARG1 ( <pointer:28> knowledge ) ) ) ) ) ) ) )  </g> [EOS],Maternal employment or non parental child care are not an allegation of the findings., These findings are not an indictment of maternal employment or nonparental child care. 
<t> His generous contribution to dentistry in 1971 has helped twenty-five orthodontic students so far to meet educational expenses; and more students will receive scholarships this year. </t> <g> ( <pointer:0> say-01 :ARG0 ( <pointer:1> i ) :ARG1 ( <pointer:2> have-degree-91 :ARG1 <pointer:7> :ARG2 ( <pointer:3> important-01 :ARG1 <pointer:7> :ARG2 ( <pointer:4> we ) ) :ARG3 ( <pointer:5> too ) :ARG6 ( <pointer:6> that ) ) :ARG2 ( <pointer:7> person :wiki - :name ( <pointer:8> name :op1 <lit> Dave </lit> :op2 <lit> Hanson </lit> ) ) )  </g> [EOS],"So far, twenty five orthodontic students have benefited from his contribution.", He donated money to dentistry.  explains why he has helped so many
"<t> If a retail customer pays a premium for a custom pair of jeans, dress shirt, or suit, that customer will expect the item to be delivered to her home within days, not weeks or months. </t> <g> ( <pointer:0> think-01 :ARG0 ( <pointer:1> i ) :ARG1 ( <pointer:2> good-02 :ARG1 ( <pointer:3> work-01 :ARG0 <pointer:1> :ARG1 ( <pointer:4> campaign-01 :ARG0 ( <pointer:5> person :wiki <lit> Sean Combs </lit> :name ( <pointer:6> name :op1 <lit> Liddy </lit> ) ) ) ) :ARG2-of ( <pointer:7> have-degree-91 :ARG1 <pointer:3> :ARG3 ( <pointer:8> more ) :ARG4 ( <pointer:9> work-01 :ARG0 <pointer:1> :ARG1 ( <pointer:10> campaign-01 :ARG0 ( <pointer:11> person :wiki - :name ( <pointer:12> name :op1 <lit> Bob </lit> ) ) ) ) ) ) )  </g> [EOS]",Customers will typically receive the items paid for in days.," A customer will expect a custom pair of jeans, dress shirt or suit to be delivered"
<t> Proposition 3 The assembly room'the traditional focus of attention for industry competitiveness'can provide competitive benefits only if other more fundamental changes in manufacturing practice have been introduced. </t> <g> ( <pointer:0> temple :domain ( <pointer:1> worship-place :wiki <lit> Vaikuntaperumal </lit> :name ( <pointer:2> name :op1 <lit> Vaikuntaperumal </lit> ) ) :mod ( <pointer:3> person :wiki <lit> Vishnu </lit> :name ( <pointer:4> name :op1 <lit> Vishnu </lit> ) ) :time ( <pointer:5> period :ARG1-of ( <pointer:6> same-01 ) ) :ARG1-of ( <pointer:7> fame-01 :ARG2 ( <pointer:8> colonnade :ARG1-of ( <pointer:9> elevate-01 ) :consist-of ( <pointer:10> relief :mod ( <pointer:11> lively ) :ARG1-of ( <pointer:12> sculpt-01 ) :ARG0-of ( <pointer:13> show-01 :ARG1 ( <pointer:14> exploit-01 :ARG0 ( <pointer:15> person :wiki - :name ( <pointer:16> name :op1 <lit> Pallava </lit> ) :ARG0-of ( <pointer:17> have-org-role-91 :ARG2 ( <pointer:18> king ) ) ) :quant ( <pointer:19> many ) ) ) ) :poss <pointer:0> ) ) )  </g> [EOS],Changing the manufacturing practice allows the industry to focus on competitiveness.," The assembly room can provide competitive benefits. , when other more fundamental changes"
"<t> Third, no middle ground exists in what Qutb conceived as a struggle between God and Satan. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> notice-01 :ARG0 ( <pointer:2> i ) :ARG1 ( <pointer:3> he ) :frequency ( <pointer:4> more-than :op1 1 ) ) :op2 ( <pointer:5> figure-out-05 :ARG0 <pointer:2> :ARG1 ( <pointer:6> fear-01 :ARG0 <pointer:3> :ARG1 ( <pointer:7> or :op1 ( <pointer:8> somebody ) :op2 ( <pointer:9> something ) ) ) :location ( <pointer:10> mind :part-of <pointer:2> ) ) )  </g> [EOS]",What Qutb conceived as a fight between God and Satan is very black and white.," Qutb thought there was a struggle between God and Satan. ,"
<t> Ted is a single father with three children under 10. </t> <g> ( <pointer:0> become-01 :ARG1 ( <pointer:1> country :wiki <lit> Jamaica </lit> :name ( <pointer:2> name :op1 <lit> Jamaica </lit> ) ) :ARG2 ( <pointer:3> property :poss ( <pointer:4> person :wiki - :name ( <pointer:5> name :op1 <lit> Diego </lit> ) :ARG0-of ( <pointer:6> dispatch-01 :ARG1 ( <pointer:7> person :wiki <lit> Don Juan de Esquivel </lit> :name ( <pointer:8> name :op1 <lit> Don </lit> :op2 <lit> Juan </lit> :op3 <lit> de </lit> :op4 <lit> Esquivel </lit> ) :ARG0-of ( <pointer:9> have-org-role-91 :ARG2 ( <pointer:10> governor ) ) ) :ARG2 <pointer:1> ) :ARG0-of ( <pointer:11> have-rel-role-91 :ARG1 <pointer:15> :ARG2 ( <pointer:12> son ) ) ) ) :time ( <pointer:13> after :op1 ( <pointer:14> die-01 :ARG1 ( <pointer:15> person :wiki <lit> Christopher Columbus </lit> :name ( <pointer:16> name :op1 <lit> Columbus </lit> ) ) :time ( <pointer:17> date-entity :year 1505 ) ) ) )  </g> [EOS],All of Ted's children are less than the age of 10.," Ted has three children. , when you look at them they are all"
<t> and that sounds like good ad copy to me. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> and :op1 ( <pointer:2> lack-01 :ARG0 ( <pointer:3> it ) :ARG1 ( <pointer:4> and :op1 ( <pointer:5> intelligent-01 ) :op2 ( <pointer:6> introspect-01 ) :op3 ( <pointer:7> humor ) ) ) :op2 ( <pointer:8> crass :domain <pointer:3> ) :op3 ( <pointer:9> deserve-01 :ARG0 <pointer:3> :ARG1 ( <pointer:10> or :op1 ( <pointer:11> magazine :wiki <lit> Cosmopolitan (magazine) </lit> :name ( <pointer:12> name :op1 <lit> Cosmopolitan </lit> ) ) :op2 ( <pointer:13> magazine :wiki <lit> The Star (magazine) </lit> :name ( <pointer:14> name :op1 <lit> Star </lit> ) ) ) ) ) :snt2 ( <pointer:15> contrast-01 :ARG1 ( <pointer:16> sense-01 :ARG0 ( <pointer:17> i ) :ARG1 ( <pointer:18> humor ) ) :ARG2 ( <pointer:19> possible-01 :ARG1 ( <pointer:20> appreciate-02 :ARG0 <pointer:17> :ARG1 ( <pointer:21> joke-01 ) :mod ( <pointer:22> only ) :time ( <pointer:23> start-01 :ARG1 <pointer:21> :ARG2 ( <pointer:24> grain :consist-of ( <pointer:25> truth ) ) ) ) ) ) )  </g> [EOS],I like that ad copy.," That sounds like good ad copy to me. , and that appears as"
"<t> YMCA International Conference -- Four delegates (3 volunteers and 1 staff attended the YMCA International Conference in Toronto, Canada in October. </t> <g> ( <pointer:0> have-03 :ARG0 ( <pointer:1> sea :wiki <lit> Aegean Sea </lit> :name ( <pointer:2> name :op1 <lit> Aegean </lit> ) ) :ARG1 ( <pointer:3> spring :ARG1-of ( <pointer:4> short-07 ) :ARG1-of ( <pointer:5> wet-01 ) :time-of ( <pointer:6> activity-06 :ARG1 ( <pointer:7> and :op1 ( <pointer:8> walk-01 ) :op2 ( <pointer:9> hike-01 ) :op3 ( <pointer:10> bike-01 :mod ( <pointer:11> mountain ) ) ) :ARG0-of ( <pointer:12> enjoy-01 :degree ( <pointer:13> extreme ) ) ) ) :ARG1-of ( <pointer:14> cause-01 :ARG0 ( <pointer:15> contrast-01 :ARG1 ( <pointer:16> pleasant-02 :ARG1 ( <pointer:17> weather ) ) :ARG2 ( <pointer:18> hot-05 :polarity - :ARG1 <pointer:17> :ARG2-of ( <pointer:19> have-degree-91 :ARG1 <pointer:17> :ARG3 ( <pointer:20> too ) ) ) ) ) )  </g> [EOS]",There were 3 volunteers and 1 staff member at the YMCA International Conference.," The YMCA International Conference took place in October. , Four delegates"
<t> They didn't answer. </t> <g> ( <pointer:0> suggest-01 :ARG0 ( <pointer:1> and :op1 ( <pointer:2> individual ) :op2 ( <pointer:3> organization ) :quant ( <pointer:4> several ) :ARG1-of ( <pointer:5> contact-01 :ARG0 ( <pointer:6> we ) ) ) :ARG1 ( <pointer:7> move-01 :ARG0 ( <pointer:8> agency ) :ARG2 ( <pointer:9> and :op1 ( <pointer:10> organization ) :op2 ( <pointer:11> content ) :op3 ( <pointer:12> present-01 :ARG1 ( <pointer:13> information ) ) :ARG1-of ( <pointer:14> have-degree-91 :ARG2 ( <pointer:15> consistent-02 :ARG1 <pointer:9> ) :ARG3 ( <pointer:16> more ) ) ) :purpose ( <pointer:17> allow-01 :ARG0 <pointer:9> :ARG1 ( <pointer:18> and :op1 ( <pointer:19> look-01 :ARG1 ( <pointer:20> mechanism :purpose ( <pointer:21> participate-01 :ARG0 ( <pointer:22> public ) :ARG1 ( <pointer:23> make-01 :ARG1 ( <pointer:24> rule ) ) ) :ARG1-of ( <pointer:25> base-02 :ARG2 ( <pointer:26> technology :mod ( <pointer:27> information ) ) ) :poss <pointer:8> ) ) :op2 ( <pointer:28> feel-01 :ARG1 <pointer:20> ) :ARG1-of ( <pointer:29> have-degree-91 :ARG2 ( <pointer:30> common ) :ARG3 ( <pointer:31> more ) ) ) ) ) :mod ( <pointer:32> also ) )  </g> [EOS],They failed to respond.," They didn't answer. , and they did not respond to any of"
<t> Congratulations on the completion of your bachelor's degree from Purdue University School of Engineering and Technology at IUPUI. </t> <g> ( <pointer:0> promise-01 :ARG0 ( <pointer:1> she :ARG0-of ( <pointer:2> smile-01 ) ) :ARG1 ( <pointer:3> he ) :ARG2 ( <pointer:4> do-02 :ARG0 <pointer:1> :time ( <pointer:5> someday ) :condition ( <pointer:6> ask-01 :ARG0 ( <pointer:7> you ) :ARG2 <pointer:1> ) ) )  </g> [EOS],You completed a bachelor's degree from Purdue University," Congratulations on finishing your bachelor's degree. , promise to do it someday"
