premise,hypo,generated_hypo
<t> Tell me about Batman. </t> <g> ( <pointer:0> click-01 :mode imperative :ARG0 ( <pointer:1> you ) :ARG1 ( <pointer:2> ring :mod ( <pointer:3> person :wiki <lit> Friedrich Hayek </lit> :name ( <pointer:4> name :op1 <lit> Friedrich </lit> :op2 <lit> Hayek </lit> ) ) ) :purpose ( <pointer:5> go-02 :ARG0 <pointer:2> ) )  </g> [EOS],Speak to me about Batman., Tell me about Batman. ...what you know? Please! Explain it
<t> Please send the largest contribution you can comfortably make. </t> <g> ( <pointer:0> feel-01 :ARG0 ( <pointer:1> person :wiki - :name ( <pointer:2> name :op1 <lit> Jon </lit> ) ) :ARG1 ( <pointer:3> narrow-02 :ARG1 ( <pointer:4> walkway :mod ( <pointer:5> entire ) ) ) :time ( <pointer:6> after :op1 ( <pointer:7> step-01 :ARG1 <pointer:1> :ARG2 ( <pointer:8> out :op1 ( <pointer:9> bridge ) ) ) :ARG1-of ( <pointer:10> short-07 ) ) )  </g> [EOS],Please send as much as you are willing to spend., Please make the largest contribution you can comfortably.  (ease of hand
<t> The center also contacted the West Virginia State Police and asked whether any reports of a downed aircraft had been received. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> tire-03 :ARG0 ( <pointer:2> we :mod ( <pointer:3> all ) ) :ARG1 ( <pointer:4> analyze-01 :ARG1 ( <pointer:5> thing :ARG1-of ( <pointer:6> possible-01 ) ) :ARG1-of ( <pointer:7> clever-01 ) ) :mod ( <pointer:8> in-short ) ) :op2 ( <pointer:9> shift-01 :ARG1 ( <pointer:10> focus-01 ) :ARG2 ( <pointer:11> and :op1 ( <pointer:12> collect-01 :ARG1 ( <pointer:13> data ) ) :op2 ( <pointer:14> analyze-01 :ARG1 ( <pointer:15> statistic ) :ARG1-of ( <pointer:16> care-04 ) ) ) :ARG3 ( <pointer:17> theorize-01 ) :path ( <pointer:18> throughout :op1 ( <pointer:19> economics ) ) ) )  </g> [EOS],The State Police in West Virginia were contacted regarding reports of fallen aircrafts., The center asked the West Virginia State Police if there had been reports of a downed aircraft
"<t> But I'm also trying to teach them that they have to earn what they get, and to be part of making sure their lives are better. </t> <g> ( <pointer:0> fame-01 :ARG1 ( <pointer:1> building :mod ( <pointer:2> this ) :mod ( <pointer:3> marvelous ) :mod ( <pointer:4> period :wiki <lit> Victorian era </lit> :name ( <pointer:5> name :op1 <lit> Victorian </lit> :op2 <lit> era </lit> ) ) :mod ( <pointer:6> style :wiki <lit> Gothic architecture </lit> :name ( <pointer:7> name :op1 <lit> Gothic </lit> ) ) ) :ARG2 ( <pointer:8> carve-01 :ARG1 ( <pointer:9> around :op1 ( <pointer:10> base :part-of ( <pointer:11> pillar :poss <pointer:1> ) ) ) :ARG2 ( <pointer:12> stone ) :mod ( <pointer:13> fanciful ) :ARG1-of ( <pointer:14> mean-01 :ARG2 ( <pointer:15> show-01 :ARG0 ( <pointer:16> pillar :quant 1 ) :ARG1 ( <pointer:17> monkey :ARG0-of ( <pointer:18> play-01 :ARG1 ( <pointer:19> billiards ) ) ) :ARG1-of ( <pointer:20> repute-01 :ARG2 ( <pointer:21> depict-01 :ARG0 <pointer:16> :ARG1 ( <pointer:22> person :ARG0-of ( <pointer:23> have-org-role-91 :ARG1 ( <pointer:24> club ) :ARG2 ( <pointer:25> member ) ) ) ) ) ) ) ) ) "",</g> [EOS]",I try to teach them to earn what they get and to be active in making their lives better., I am trying to teach them that they have a right. ...and
<t> The whole idea of such a procedure is enough to make one sweat bullets. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> prepare-02 :ARG1-of ( <pointer:2> report-01 ) ) :op2 ( <pointer:3> review-01 :ARG1 ( <pointer:4> test-01 ) ) )  </g> [EOS],It is very nerve-wracking to go through a procedure like that.," The procedure is very complex. , and it requires a lot of preparation"
"<t> Actually my first semester at Charlotte, I was a Pre-Business major to go into Marketing and Advertising, because I did that in high school, too. </t> <g> ( <pointer:0> contrast-01 :ARG1 ( <pointer:1> smile-01 :ARG0 ( <pointer:2> she ) ) :ARG2 ( <pointer:3> close-01 :ARG1 ( <pointer:4> eye :part-of <pointer:2> ) ) )  </g> [EOS]",I majored in Pre-business my first semester of college., I went from Pre-Business to Marketing and Advertising my first semester at Charlotte. 
"<t> And uh, I don't remember the specifics as to what he did, but the bus driver Louie was about four and a half feet tall driving a 72-passenger diesel bus. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> make-18 :ARG1 ( <pointer:2> it ) ) :snt2 ( <pointer:3> make-it-14 :ARG0 ( <pointer:4> i ) :ARG1 ( <pointer:5> all-the-way ) :duration ( <pointer:6> temporal-quantity :quant 4 :unit ( <pointer:7> year ) :duration-of ( <pointer:8> college ) ) :manner ( <pointer:9> play-01 :ARG0 <pointer:4> :ARG1 ( <pointer:10> ball ) ) :ARG1-of ( <pointer:11> contrast-01 ) ) )  </g> [EOS]",Louie was over four feet tall driving the bus. ," The bus driver was about four and a half feet tall.  And uh,"
"<t> A number of developments, many linked to issues we have discussed, indicate both the potential and limitations of electronic retailing. </t> <g> ( <pointer:0> introduce-02 )  </g> [EOS]",Retailing electronically has both potential applications as well as things that it's not able to do.," There are both potential and limitations to electronic retailing. , many linked"
<t> And your age? </t> <g> ( <pointer:0> contrast-01 :ARG1 ( <pointer:1> build-01 :polarity - :ARG0 ( <pointer:2> person :wiki <lit> Ramses II of Egypt </lit> :name ( <pointer:3> name :op1 <lit> Ramses </lit> :op2 <lit> II </lit> ) ) :ARG1 ( <pointer:4> it ) :ARG2 ( <pointer:5> stone ) ) :ARG2 ( <pointer:6> have-04 :ARG0 <pointer:2> :ARG1 ( <pointer:7> hammer-02 :ARG0 <pointer:2> :ARG1 <pointer:4> :ARG2 ( <pointer:8> cliff :location ( <pointer:9> valley :wiki <lit> Nile </lit> :name ( <pointer:10> name :op1 <lit> Nile </lit> ) ) ) :location ( <pointer:11> spot :ARG1-of ( <pointer:12> stand-01 :ARG2 ( <pointer:13> relative-position :op1 ( <pointer:14> border-01 :ARG1 ( <pointer:15> country :wiki <lit> Sudan </lit> :name ( <pointer:16> name :op1 <lit> Sudan </lit> ) ) :ARG2 ( <pointer:17> country-region :wiki <lit> Nubia </lit> :name ( <pointer:18> name :op1 <lit> Nubia </lit> ) :mod ( <pointer:19> ancient ) ) ) :quant ( <pointer:20> distance-quantity :quant 7 :unit ( <pointer:21> kilometer ) :mod ( <pointer:22> only ) ) ) ) ) ) ) )  </g> [EOS],What's your age?," And your age? , and...what's that like?!?? )"
"<t> Bin Ladin was also willing to explore possibilities for cooperation with Iraq, even though Iraq's dictator, Saddam Hussein, had never had an Islamist agenda-save for his opportunistic pose as a defender of the faithful against Crusaders during the Gulf War of 1991. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> problem :polarity - ) :op2 ( <pointer:2> policy-01 :ARG1-of ( <pointer:3> fine-04 ) ) :mod ( <pointer:4> hey :mode expressive ) )  </g> [EOS]",The terrorist was willing to work with the country of Iraq., Saddam Hussein had never been a realist.  Bin Ladin was also willing
"<t> Please RSVP to Tammy Jackson by Tuesday, November 2, 1999 at 264-7555, ext. </t> <g> ( <pointer:0> investigate-01 :ARG0 ( <pointer:1> person :ARG0-of ( <pointer:2> prosecute-01 ) :ARG0-of ( <pointer:3> depend-01 :polarity - ) :quant ( <pointer:4> or :op1 1 :op2 ( <pointer:5> more ) ) ) :ARG1 ( <pointer:6> and-or :op1 ( <pointer:7> government-organization :ARG0-of ( <pointer:8> administrate-01 :time ( <pointer:9> day ) ) ) :op2 ( <pointer:10> government-organization :ARG0-of <pointer:8> :time ( <pointer:11> past ) ) ) :time ( <pointer:12> always ) :mod ( <pointer:13> anyway ) :condition ( <pointer:14> change-01 :polarity - :ARG1 ( <pointer:15> culture :mod ( <pointer:16> politics ) ) :manner ( <pointer:17> drastic ) ) )  </g> [EOS]","Call Tammy Jackson at 264-7555 ext. to RSVP by Tuesday, November 2nd."," Please RSVP to Tammy Jackson by Tuesday, November 2. ...and"
<t> Junn Quechua children have diculty with false-belief tasks for years after children in industrialized nations have mastered them. </t> <g> ( <pointer:0> show-01 :ARG0 ( <pointer:1> or :op1 ( <pointer:2> sign-01 :ARG0 ( <pointer:3> individual ) :ARG1 ( <pointer:4> document :ARG1-of ( <pointer:5> copy-01 :ARG1-of ( <pointer:6> hard-04 ) ) ) ) :op2 ( <pointer:7> initial-01 :ARG0 <pointer:3> :ARG1 <pointer:4> ) ) :ARG1 ( <pointer:8> and :op1 ( <pointer:9> attest-01 ) :op2 ( <pointer:10> verify-01 ) :op3 ( <pointer:11> approve-01 ) ) :mod ( <pointer:12> usual ) :location ( <pointer:13> system :mod ( <pointer:14> manual ) ) )  </g> [EOS],Junn Quechua children have more trouble with false-belief tasks than industrialized nation's children., Junn Quechua children have difficulty with false-belief tasks. 
<t> J. C. Penney built an internal data communications network well in advance of its use with suppliers. </t> <g> ( <pointer:0> have-03 :polarity ( <pointer:1> amr-unknown ) :ARG0 ( <pointer:2> you ) :ARG1 ( <pointer:3> thing :wiki - :name ( <pointer:4> name :op1 <lit> TI </lit> ) ) :mod ( <pointer:5> yeah :mode expressive ) :mod ( <pointer:6> well ) )  </g> [EOS],J.C. Penney uses an internal data communications network to work with its suppliers. , Penney built an internal data communications network. ...what about suppliers?
<t> The vocabulary-building argument is a potent one for proponents of Latin education. </t> <g> ( <pointer:0> be-located-at-91 :ARG1 ( <pointer:1> room :ARG1-of ( <pointer:2> empty-02 ) :mod ( <pointer:3> cavernous ) ) :ARG2 ( <pointer:4> beyond :op1 ( <pointer:5> facade ) ) )  </g> [EOS],Proponents of Latin education find the vocabulary-building argument a potent one.," Latin education proponents use vocabulary-building arguments. , a potent one for"
"<t> Um, reading is fundamental as they say and it truly is. </t> <g> ( <pointer:0> range-01 :ARG3 ( <pointer:1> location :wiki - :name ( <pointer:2> name :op1 <lit> Cockpit </lit> :op2 <lit> Country </lit> ) ) :ARG4 ( <pointer:3> bay :wiki <lit> St. Ann's Bay </lit> :name ( <pointer:4> name :op1 <lit> St. </lit> :op2 <lit> Ann's </lit> :op3 <lit> Bay </lit> ) ) )  </g> [EOS]",Reading truly is fundamental.," Reading is fundamental. ...what they say, and it truly are!"
<t> You'd better do it right! </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> plus :mod ( <pointer:2> yeah :mode expressive ) ) :snt2 ( <pointer:3> look-01 :mode imperative :ARG0 ( <pointer:4> you ) :ARG1 ( <pointer:5> and :op1 ( <pointer:6> pollute-01 ) :op2 ( <pointer:7> invade-01 :ARG1 ( <pointer:8> privacy ) ) :op3 ( <pointer:9> aspect :mod ( <pointer:10> pollute-01 ) :mod ( <pointer:11> big ) :mod ( <pointer:12> too ) ) ) ) :snt3 ( <pointer:13> find-02 :ARG0 ( <pointer:14> i ) :ARG1 ( <pointer:15> and :op1 ( <pointer:16> throw-out-06 :ARG0 <pointer:14> :ARG1 ( <pointer:17> lot :ARG3-of ( <pointer:18> include-91 :ARG2 ( <pointer:19> thing :ARG0-of ( <pointer:20> fly-01 ) :mod ( <pointer:21> that ) ) ) ) ) :op2 ( <pointer:22> interest-01 :polarity - :ARG1 <pointer:14> ) ) ) )  </g> [EOS],You need to do it right," You should do it right. , and the other aspect of pollution is"
"<t> One gets the impression that the editors of L used the good stuff from the W and substituted their own, much better material when they encountered some of the bad stuff. </t> <g> ( <pointer:0> have-degree-91 :ARG1 ( <pointer:1> facility :wiki <lit> Mall of America </lit> :name ( <pointer:2> name :op1 <lit> Meadows </lit> :op2 <lit> Mall </lit> ) ) :ARG2 ( <pointer:3> appeal-03 :ARG0 <pointer:1> ) :ARG3 ( <pointer:4> least ) :ARG5 ( <pointer:5> mall :quant 3 :location ( <pointer:6> suburb ) ) :concession ( <pointer:7> renovate-01 :ARG1 <pointer:1> :time ( <pointer:8> recent ) ) )  </g> [EOS]",it appears that good aspects of W were taken and added to other excellent material by the editors. ," The editors of L used the good stuff from W and substituted their own, much better"
<t> There are sharp differences in the United States between organized labor and business and in the political arena as well. </t> <g> ( <pointer:0> deal-01 :ARG0 ( <pointer:1> half :ord ( <pointer:2> ordinal-entity :value 2 ) :part-of ( <pointer:3> book ) ) :ARG2 ( <pointer:4> use-01 :ARG1 ( <pointer:5> name :ARG1-of ( <pointer:6> true-01 ) ) ) )  </g> [EOS],"Labor, business, and politics have many differences in the United States.", There are differences between labor and business. ...and in the political arena
<t> Are you going to get gifts for anyone this year? </t> <g> ( <pointer:0> quote-01 :ARG1 ( <pointer:1> they :mod ( <pointer:2> all ) ) :ARG2 ( <pointer:3> book :wiki <lit> Book of Ruth </lit> :name ( <pointer:4> name :op1 <lit> Aunt </lit> :op2 <lit> Ruth </lit> ) :part-of ( <pointer:5> book :wiki <lit> Old Testament </lit> :name ( <pointer:6> name :op1 <lit> Old </lit> :op2 <lit> Testament </lit> ) ) ) )  </g> [EOS],Will you get gifts for people this year?," Are you going to get gifts for anyone this year? , quote:"
<t> All of this is possible because we are a statewide member network. </t> <g> ( <pointer:0> heyday :time-of ( <pointer:1> and :op1 ( <pointer:2> become-01 :ARG1 ( <pointer:3> person :wiki - :name ( <pointer:4> name :op1 <lit> Rodrigo </lit> ) :ARG1-of ( <pointer:5> brilliant-01 :ARG1-of ( <pointer:6> contrast-01 :ARG2 ( <pointer:7> lethal ) ) ) :mod ( <pointer:8> country :wiki <lit> Spain </lit> :name ( <pointer:9> name :op1 <lit> Spain </lit> ) ) :mod ( <pointer:10> country :wiki <lit> Italy </lit> :name ( <pointer:11> name :op1 <lit> Italy </lit> ) ) :mod ( <pointer:12> lecherous ) ) :ARG2 ( <pointer:13> person :wiki <lit> Alexander VI of the Holy See </lit> :name ( <pointer:14> name :op1 <lit> Alexander </lit> :op2 <lit> VI </lit> ) :ARG0-of ( <pointer:15> have-org-role-91 :ARG2 ( <pointer:16> pope ) ) ) ) :op2 ( <pointer:17> stop-01 :ARG0 ( <pointer:18> person :wiki - :name ( <pointer:19> name :op1 <lit> Cesare </lit> ) :ARG0-of ( <pointer:20> have-rel-role-91 :ARG1 <pointer:3> :ARG2 ( <pointer:21> son ) ) :mod ( <pointer:22> treacherous ) ) :ARG1 ( <pointer:23> nothing ) :purpose ( <pointer:24> and :op1 ( <pointer:25> control-01 :ARG0 <pointer:18> :ARG1 ( <pointer:26> land :ARG1-of ( <pointer:27> have-org-role-91 :ARG2 <pointer:16> ) ) ) :op2 ( <pointer:28> expand-01 :ARG0 <pointer:18> :ARG1 <pointer:26> ) ) ) ) )  </g> [EOS],"Since we operate across the state, we can do all of this.", We are a statewide member network.  explains all of this is possible because
"<t> At a time when many dental schools are closing or cutting back on programs, Indiana University is investing in and enhancing its own future. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> assert-02 :ARG0 ( <pointer:2> and :op1 ( <pointer:3> person :ARG0-of ( <pointer:4> have-org-role-91 :ARG2 ( <pointer:5> president :mod ( <pointer:6> vice ) ) ) ) :op2 ( <pointer:7> person :ARG0-of ( <pointer:8> represent-01 :ARG1 <pointer:3> ) ) ) :ARG1 ( <pointer:9> lack-01 :ARG0 ( <pointer:10> government-organization :wiki <lit> Government Accountability Office </lit> :name ( <pointer:11> name :op1 <lit> GAO </lit> ) ) :ARG1 ( <pointer:12> authority :mod ( <pointer:13> statute ) :purpose ( <pointer:14> examine-01 :ARG0 <pointer:10> :ARG1 ( <pointer:15> activity-06 :ARG0 ( <pointer:16> organization :wiki - :name ( <pointer:17> name :op1 <lit> NEPDG </lit> ) ) ) ) ) ) ) :op2 ( <pointer:18> recognize-01 :ARG0 <pointer:7> :ARG1 ( <pointer:19> authorize-01 :ARG1 ( <pointer:20> audit-01 :ARG0 <pointer:10> :ARG1 ( <pointer:21> transact-01 :ARG0 <pointer:16> :mod ( <pointer:22> finance ) ) ) :ARG2 <pointer:10> ) :mod ( <pointer:23> only ) ) )  </g> [EOS]",Many dental schools are closing or cutting back on programs. ," Indiana University is investing in and enhancing its own future. , when many"
"<t> Recently in Chambers I came across the adjective perjink , a Scots word given also in Collins , but not in any of the other desk dictionaries I  it means   finical.  </t> <g> ( <pointer:0> and :op1 ( <pointer:1> hear-01 :ARG0 ( <pointer:2> we ) :ARG1 ( <pointer:3> pattern :mod ( <pointer:4> this ) ) ) :op2 ( <pointer:5> see-01 :ARG0 <pointer:2> :ARG1 <pointer:3> ) :time ( <pointer:6> before ) )  </g> [EOS]",The adjective perjink is a Scottish word found in Chambers., I found the word perjink in Chambers.  When you look at
"<t>  I can't remember much family togetherness when I was a kid,  Hannah remarked. </t> <g> ( <pointer:0> and :op2 ( <pointer:1> wrong-04 :ARG1 ( <pointer:2> you ) :ARG2 ( <pointer:3> condemn-01 :ARG0 <pointer:2> :ARG1 ( <pointer:4> it ) ) ) )  </g> [EOS]",Hannah commented on how she couldn't remember much family togetherness as a kid.," I don't remember family being together when i was younger. , Hannah"
<t> You did a really good job. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> obligate-01 :ARG1 ( <pointer:2> we ) :ARG2 ( <pointer:3> send-01 :ARG0 <pointer:2> :ARG1 ( <pointer:4> doctor ) ) :time ( <pointer:5> meantime ) :concession-of ( <pointer:6> anything :location ( <pointer:7> room :mod ( <pointer:8> this ) ) :ARG1-of ( <pointer:9> value-01 :ARG2 <pointer:2> :ARG1-of ( <pointer:10> possible-01 ) ) :polarity ( <pointer:11> amr-unknown ) :time ( <pointer:12> before :op1 <pointer:3> ) ) ) :snt2 ( <pointer:13> search-01 :ARG0 ( <pointer:14> person :quant 3 ) :manner ( <pointer:15> speedy ) ) )  </g> [EOS],Your work was absolutely great.," You did a great job. , obligate us to send the doctor"
"<t> In this way, the adult evokes from the child his or her current knowledge and, on that basis, can scaold more eectively. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> dismount-01 :ARG0 ( <pointer:2> he ) ) :op2 ( <pointer:3> see-01 :ARG0 ( <pointer:4> person :wiki - :name ( <pointer:5> name :op1 <lit> Ca'daan </lit> ) ) :ARG1 ( <pointer:6> have-degree-91 :ARG1 <pointer:2> :ARG2 ( <pointer:7> small ) :ARG3 ( <pointer:8> more ) :ARG4 ( <pointer:9> rest ) ) ) )  </g> [EOS]",The most effective way to scaffold is by determining the child's current level of knowledge.," The adult can scold the child. , and as a result of"
<t> The measurements must still be transmitted to a CAD system that will automatically alter the pattern to conform to specific body measurements. </t> <g> ( <pointer:0> present-02 :ARG1 ( <pointer:1> person :quant ( <pointer:2> possible-01 :ARG1 300 ) ) )  </g> [EOS],The measurements must be moved to a specific CAD system., The measurements must be transmitted to a CAD system. ...that will automatically
"<t> I might have been influenced by the preceding double is in tadashii .  But I find that tadachi ni is frequently written and printed in two words, ni meaning `in,' so that tadachi ni just might be equivalent to something like `in the immediate. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> and :op1 ( <pointer:2> vote-01 :ARG0 ( <pointer:3> person :ARG0-of ( <pointer:4> vote-01 ) ) :manner ( <pointer:5> one-way ) ) :op2 ( <pointer:6> vote-01 :ARG0 <pointer:3> :ARG1 ( <pointer:7> it ) ) ) :op2 ( <pointer:8> say-01 :ARG0 ( <pointer:9> person :ARG0-of ( <pointer:10> have-org-role-91 :ARG3 ( <pointer:11> judge-01 ) ) :mod ( <pointer:12> federal ) :mod ( <pointer:13> some ) ) :ARG1 ( <pointer:14> and :op1 ( <pointer:15> constitutional :polarity - :domain ( <pointer:16> that ) ) :op2 ( <pointer:17> have-03 :ARG0 <pointer:3> :ARG1 ( <pointer:18> vote-01 :quant ( <pointer:19> or :op1 2 :op2 3 ) ) ) :op3 ( <pointer:20> divide-02 :ARG0 ( <pointer:21> recommend-01 :ARG1 ( <pointer:22> district ) ) :ARG1 ( <pointer:23> council :mod ( <pointer:24> city ) ) :ARG1-of ( <pointer:25> cause-01 :ARG0 ( <pointer:26> and :op1 ( <pointer:27> divide-02 :ARG0 <pointer:3> :ARG1 <pointer:22> :manner ( <pointer:28> one-way ) ) :op2 ( <pointer:29> say-01 :ARG0 ( <pointer:30> minority ) :ARG1 ( <pointer:31> lose-02 :ARG0 ( <pointer:32> we ) :ARG1 ( <pointer:33> represent-01 ) ) ) :op3 ( <pointer:34> battle-01 :mod ( <pointer:35> big ) :mod ( <pointer:36> just ) ) ) ) ) ) :time ( <pointer:37> then ) ) :mod ( <pointer:38> yeah :mode expressive ) ) "",</g> [EOS]",I find that tadachi ni is frequently written in two words., I might have been influenced by the preceding double.  But i find that tad
"<t> It had been publicly declared years earlier, most notably in a declaration faxed early in 1998 to an Arabic-language newspaper in London. </t> <g> ( <pointer:0> contrast-01 :ARG1 ( <pointer:1> interest-01 :ARG2 ( <pointer:2> section :part-of ( <pointer:3> island :wiki <lit> Tinos </lit> :name ( <pointer:4> name :op1 <lit> Tinos </lit> ) ) :mod ( <pointer:5> central ) ) :degree ( <pointer:6> little ) ) :ARG2 ( <pointer:7> make-19 :mode imperative :ARG0 ( <pointer:8> you ) :ARG1 ( <pointer:9> way :poss <pointer:8> ) :ARG2 ( <pointer:10> village :wiki <lit> Pyrgos </lit> :name ( <pointer:11> name :op1 <lit> Pyrgos </lit> ) :mod ( <pointer:12> pretty ) :ARG1-of ( <pointer:13> fame-01 :ARG2 ( <pointer:14> school :topic ( <pointer:15> carve-03 :ARG1 ( <pointer:16> marble ) ) :poss <pointer:10> ) ) ) :path ( <pointer:17> over :op1 ( <pointer:18> hill ) ) ) )  </g> [EOS]",It was brought up before in a newspaper in London.," It had been declared years earlier. , most notably in a declaration fax"
"<t> As the explorer Ernest Giles put it, the explorer's experience is a  baptism worse than that of fire'the baptism of no water.  </t> <g> ( <pointer:0> fall-01 :ARG1 ( <pointer:1> lash-01 :ARG2-of ( <pointer:2> cut-01 ) :part-of ( <pointer:3> whip ) ) :ARG4 ( <pointer:4> over :op1 ( <pointer:5> back :part-of ( <pointer:6> they ) ) ) )  </g> [EOS]",Giles said an explorer's experience is like a baptism., Ernest Giles said the experience was worse than being burned.  The explorer's
"<t> Yiddish never apologizes for what it is'the earthy, wise soul of an expressive people learning that life is but a mingled yarn, good and ill together. </t> <g> ( <pointer:0> exemplify-01 :ARG0 ( <pointer:1> city :wiki <lit> Castlerigg </lit> :name ( <pointer:2> name :op1 <lit> Castlerigg </lit> ) :ARG1-of ( <pointer:3> near-02 :ARG2 ( <pointer:4> city :wiki <lit> Keswick </lit> :name ( <pointer:5> name :op1 <lit> Keswick </lit> ) ) ) ) :ARG1-of ( <pointer:6> have-degree-91 :ARG2 ( <pointer:7> good-02 :ARG1 <pointer:0> ) :ARG3 ( <pointer:8> most ) ) )  </g> [EOS]",Yiddish is the soul of a people living out the good and bad of life., Yiddish is a language that teaches people about life.  explains the
<t> Then a unique marker must be created that combines different orders using the same fabric. </t> <g> ( <pointer:0> inferior-01 :ARG1 ( <pointer:1> they ) )  </g> [EOS],It might be helpful to create a marker that combines the different orders using the same fabrics., A unique marker must be created that combines different orders using the same fabric. 
"<t> Let me emphasize  by further extending,  in the quote above. </t> <g> ( <pointer:0> suggest-01 :ARG0 ( <pointer:1> government-organization :wiki <lit> Food and Drug Administration </lit> :name ( <pointer:2> name :op1 <lit> FDA </lit> ) ) :ARG1 ( <pointer:3> possible-01 :ARG1 ( <pointer:4> associate-01 :ARG1 ( <pointer:5> disease :wiki <lit> BSE </lit> :name ( <pointer:6> name :op1 <lit> BSE </lit> ) ) :ARG2 ( <pointer:7> disease :wiki <lit> Transient immune deficiency syndrome </lit> :name ( <pointer:8> name :op1 <lit> TSE </lit> ) :mod ( <pointer:9> human ) :mod ( <pointer:10> form ) :ARG1-of ( <pointer:11> know-02 :ARG2 ( <pointer:12> disease :wiki <lit> Creutzfeldt\u2013Jakob disease </lit> :name ( <pointer:13> name :op1 <lit> Creutzfeldt-Jakob </lit> :op2 <lit> disease </lit> ) :mod ( <pointer:14> variant :ARG1-of ( <pointer:15> new-01 ) ) ) ) ) ) ) )  </g> [EOS]",The quote above will show the emphasis.," The quote above is a reminder. , in thequote below: Let"
<t> This guild of scholars is one of the most successful enterprises in the history of our species. </t> <g> ( <pointer:0> cause-01 :ARG0 ( <pointer:1> reason :mod ( <pointer:2> some ) ) :ARG1 ( <pointer:3> excite-01 :polarity - :ARG0 ( <pointer:4> football :time ( <pointer:5> date-entity :season ( <pointer:6> summer ) ) :source ( <pointer:7> game :wiki <lit> FIFA World League </lit> :name ( <pointer:8> name :op1 <lit> World </lit> :op2 <lit> League </lit> ) ) ) :ARG1 ( <pointer:9> i ) :time ( <pointer:10> ever ) :ARG1-of ( <pointer:11> real-04 ) ) :mod ( <pointer:12> oh :mode expressive ) :mod ( <pointer:13> well :mode expressive ) )  </g> [EOS],This guild of scholars is a very successful enterprise.," The guild of scholars is one the most successful enterprises in history. ,"
"<t> Yet a few years ago, it almost closed its doors due to a lack of applicants. </t> <g> ( <pointer:0> pay-01 :ARG1 ( <pointer:1> it ) :mod ( <pointer:2> back ) :mod ( <pointer:3> uh :mode expressive ) :direction ( <pointer:4> down ) )  </g> [EOS]",A few years ago there were hardly any applicants.," A few years ago, it almost closed its doors due to a lack of applicants."
"<t> In addition, the full donation of $1,000 can be itemized as a federal income tax deduction. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> transform-01 :ARG1 ( <pointer:2> it ) :ARG2 ( <pointer:3> museum :wiki <lit> Bob Marley Museum </lit> :name ( <pointer:4> name :op1 <lit> Bob </lit> :op2 <lit> Marley </lit> :op3 <lit> Museum </lit> ) ) ) :op2 ( <pointer:5> manage-01 :ARG0 ( <pointer:6> family :wiki <lit> Marley family </lit> :name ( <pointer:7> name :op1 <lit> Marley </lit> ) ) :ARG1 <pointer:2> :manner ( <pointer:8> careful ) :purpose ( <pointer:9> protect-01 :ARG0 <pointer:6> :ARG1 ( <pointer:10> memory :topic ( <pointer:11> life :poss ( <pointer:12> he ) ) ) ) ) :time ( <pointer:13> since :op1 ( <pointer:14> die-01 :ARG1 <pointer:12> ) ) )  </g> [EOS]","The full donation of $1,000, in addition, can be itemized as a federal income tax deduction."," The donation of $1,000 can be itemized as a federal income tax deduction"
"<t> Uh, we used to walk up to the local grocery store, uh, which was about three or four blocks away. </t> <g> ( <pointer:0> feel-01 :polarity - :ARG0 ( <pointer:1> i ) :ARG1 ( <pointer:2> comfortable-02 :ARG0 <pointer:1> :ARG1 <pointer:1> ) :location ( <pointer:3> around :op1 ( <pointer:4> person :ARG0-of ( <pointer:5> enjoy-01 :ARG1 ( <pointer:6> speak-01 :ARG0 <pointer:4> ) ) ) ) :ARG1-of ( <pointer:7> real-04 ) )  </g> [EOS]",The local grocery store was about three or four blocks away.," We used to walk up the street. , we were about three or"
<t> If I wasn't working here. </t> <g> ( <pointer:0> possible-01 :ARG1 ( <pointer:1> bring-01 :ARG0 ( <pointer:2> prospect-02 :mod ( <pointer:3> that ) ) :ARG1 ( <pointer:4> person :ARG0-of ( <pointer:5> have-org-role-91 :ARG1 ( <pointer:6> political-party :wiki <lit> Republican Party (United States) </lit> :name ( <pointer:7> name :op1 <lit> Republican </lit> :op2 <lit> Party </lit> ) ) ) ) :ARG3 ( <pointer:8> together ) :purpose ( <pointer:9> defend-01 :ARG0 <pointer:4> :ARG1 ( <pointer:10> thing :wiki <lit> Consumer price index </lit> :name ( <pointer:11> name :op1 <lit> CPI </lit> ) :mod ( <pointer:12> accurate :polarity - :ARG1-of ( <pointer:13> know-01 :ARG0 ( <pointer:14> everyone ) ) ) ) ) ) )  </g> [EOS],If I was working elsewhere than here.," If I wasn't working here. , bringing together the Republican party to"
