"As we come to a close of our fiscal year, would you please help us again? [EOS]","We're close to the end of the fiscal year, will you help?",Please help us as we close out our fiscal year. Commentscommentsand more
 Get your hand off my knee.  [EOS],Take your hand away from my knee.,Get your hand off my knee. factoryAdvertisementscommentsand more! .
What has your support of our campers meant to them and what have they been able to accomplish because you care? [EOS],Have you experienced any benefits from our campers?,What has your support meant to our campers? Comments from the people who
"At 9:00, American Airlines Executive Vice President Gerard Arpey learned that communications had been lost with American 77. [EOS]",At 9:00 Gerard Arpey was notified that American 77 could not be reached.,Gerard Arpey learned that communications had been lost with American 77. 
Counting definitions is a start. [EOS],A start is counting definitions.,A start is counting definitions. factoryAdvertisementscommentsand comments are being made
"Although research is beginning to provide answers regarding factors that may increase the risk for SIDS and suggest actions parents can take to reduce the risks, these measures will not save all babies. [EOS]",Research is starting to give us answers about what causes SIDS.,Research is beginning to provide answers regarding factors that may increase the risk for SIDS.
The FBI told us they found no trace of explosives at the crash sites. [EOS],The FBI didn't find explosives in the wreckage.,The FBI said they didn't find any explosives at the crash sites. PH
"However, their cumulative effect tends to be overpowering. [EOS]","The effects, when put together, are overwhelming.",Their cumulative effect tends to be overpowering. PHILOSOPHYAdvertisements
"Not really original, no, it was, uh, poems by well-known authors that you'd find in a book, but she had to memorize a lot of them, and she, but she read us children's poems, too, out of books, books that were written for children. [EOS]",She had to recall a lot of poems by memory.,She read us poems from books that were written for children. PHILOS
Turn over responsibility for the task to the child as soon as he or she can master it without assistance. [EOS],"As soon as the child can do it perfectly without assistance, give it the responsibility for that task.",The child should take over responsibility for the task. PHOTO: The Child
"Consider, for instance, how many store clerks still scan items incorrectly at the register. [EOS]",Items are consistently miss-scanned at registers.,Store clerks still scan items incorrectly at the register. PHOTO: for instance
The Command Center told Cleveland that FAA personnel well above them in the chain of command had to make the decision to seek military assistance and were working on the issue. [EOS],The Command Center informed Cleveland about the choice FAA personnel had to make.,The Command Center told Cleveland that FAA personnel were working on the issue. PH
The decreasing lead time of the quick-line plant makes it competitive at a lower inventory carrying cost. [EOS],"It's not only the decreasing lead time of the quick-line plant that makes it competitive, it's also the small amount of inventory. ",The quick-line plant has a lower inventory carrying cost. PHOTO:
Secretary Rumsfeld told us he was just gaining situational awareness when he spoke with the Vice President at 10:39. [EOS],"When Rumsfeld talked to the Vice President, he was only getting situational awareness.",Secretary Rumsfeld spoke with the Vice President at 10:39. PH
"Please keep in mind, requests for donations to the Capital Campaign are separate and will be made later this month. [EOS]",Please remember that requests for donations to the Capital Campaign will come later.,The Capital Campaign will be requesting donations later this month. PHOTO: Please
May good cess befall all such quixotically misguided readers! [EOS],May that happen to all the misguided readers.,The readers are misguided. PHILIPPELLA! All such qu
I hope you'll think of Wanda and other mothers' prayers and dreams this Mother's Day. [EOS],This Mother's Day it is my hope that Wanda and the other female parents will be in your thoughts.,I hope you think of Wanda and other mothers' prayers this Mother's Day.
"Even though I had freedom when I was, you know, home, whatever, but I still had a curfew. [EOS]","I still had a curfew, even though I had freedom, when I was home.",I still had a curfew even though I was free. factoryAdvertisementscomments
"Two minutes later, staff reported that they were still trying to locate Secretary Rumsfeld and Vice Chairman Myers. [EOS]",Staff reported they were trying to find Rumsfeld and Myers.,Staff reported that they were still trying to locate Secretary Rumsfeld and Vice Chairman Myers
The coat manufacturer will have to hold relatively more finished goods inventory of the low volume SKUs than of the high volume SKUs. [EOS],The coat manufacturer is required to hold differing goods inventories for different items.,The coat manufacturer will have to hold more finished goods inventory of the low volume SKUs
You will find attached this survey plus our directional statement (goals) for 1993 that is a direct result of the survey. [EOS],There is a survey attached to it.,The survey and the goals for 1993 are attached. factoryAdvertisementsComments on
"I'll twist him, sir. [EOS]","I'll wring him, mister.","I will twist him. factory conditions are changing rapidly, sir! I"
He's the boss! [EOS],He is the one in charge,"He is in charge. factoryAdvertisementscomments>""The boss!"" he"
"If this were indeed to have been a handbook , users would have found a longer list more useful. [EOS]",Users would have wanted a longer list in that handbook.,Users would have found a longer list more useful if this were indeed to be called hand
"The publisher sent unrevised bound proofs from which this review was prepared; unfortunately, there was no proof of an index, but the publisher has assured me that there will be one in the published book, a rather essential ingredient of a work with this title. [EOS]","Even though the publisher unrevised proofs, they insisted that an index would be published along with it. ",The publisher sent the proofs. PHOTO of this review was prepared by a
"Men say that, too, of course. [EOS]",Men and women alike say that.,"Men say that, too. PHILOSOPHYAdvertisementscomments about men"
This ensures that they will acquire competencies that are adaptive in their culture. [EOS],The competencies they acquire are adaptive to the culture.,They will acquire competencies that are adaptive in their culture. PHOTO:
"In 1971, he opened is first business, a small New Jersey construction firm. [EOS]",The first business that he ever opened was a small construction firm out of New Jersey.,He opened his first business in 1971. factoryAdvertisementscommentsand more than
"And then, like now that I'm in college, like I call her, like all the time and it won't occur that I should talk to my dad, too! [EOS]",During college I didn't think that I should call dad more often.,I call her all the time. PHILOSOPHY! I'm
"Open the door, please. [EOS]",Please open the door.,Please open the door. fluxxAdvertisementscommentsand more to come...
"But what about a reference by MacNeil's partner, Jim Lehrer, to  some ten thousand black gold and diamond miners [on strike in South Africa].  [EOS]",Jim Lehrer made reference to black gold and diamond miners on strike in South Africa.,Jim Lehrer is MacNeil's partner. PHILOSOPHY:
"Witness the following conclusion by a researcher who compared American with Japanese infant rearing   An American mother-infant relationship consists of two individuals . . . a Japanese mother-infant relationship consists of only one individual, i.e., mother and infant are not divided.  [EOS]",The following conclusion by a researcher who compared American with Japanese infants.,A researcher compared American and Japanese infant rearing. factoryAdvertisements'An
"Your donation of $25, $50, $125, $250 or more will help us remain a steady source of assistance for people like Ted. [EOS]","People who need assistance, like Ted, will be helped if you donate.",You can give us money to help Ted. PHOTO: courtesy of the
"Obviously, I could not say much. [EOS]",I didn't say much.,I couldn't say much. phobicComments are not allowed in this place
"Muscat, or muscatel, on the other hand, is found on skid rows all over the land. [EOS]",Muscat is on skid row.,Muscat is found on skid rows all over the land. PHOTO
It's definitely grown. [EOS],It's certainly gotten bigger.,It has grown. phobicComments from a user: It's definitely changed
"The campus also can serve as a community forum, sponsoring public lectures by authorities on issues in the news. [EOS]",The campus can serve as a forum for sponsored public lectures.,The campus can be used as a community forum. PHOTO: The Campus
"Indeed, the central purpose of language, from its moment of emergence, is  communication, social contact, infiuencing surrounding individuals.  [EOS]","Language has three purposes: communication, social contact and influence.",Language is the central purpose of communication. PHOTO OF Linguistic Purpose
"Focusing on these two definitions, it must be conceded that naive users who did not know the meaning of Boolean or of Boolean algebra before going to either dictionary are unlikely to come away any the wiser. [EOS]",There are at least two meanings of the word.,Nuanced users who did not know the meaning of Boolean or any other word in
I look forward to seeing your name on our membership list. [EOS],I look forward to seeing that you are a member.,I can't wait to see your name on our membership list. PHIL
\\And you'll stay here? [EOS],Are you going to stay here?,You will stay here? factory.com/products/_temperature_
"Specific cliches' working wife, working mother, house-wife , etc.'are discussed, with sober explanations of why they are offensive and with suggestions for suitable alternatives. [EOS]",Certain overly used terms were pointed out.,There are suggestions for suitable alternatives to specific cliches. PHOTO of
"At 8:52, in Easton, Connecticut, a man named Lee Hanson received a phone call from his son Peter, a passenger on United 175. [EOS]",Lee Hanson was on the phone to his son.,Lee Hanson's son Peter called him at 8:52. PHOTO OF
"According to fourth-year student David Schmidt, who serves as president of the Students Affairs council, the upgraded lounge is a priority for the students. [EOS]","According to David Schmidt, the upgraded lounge is very important for the students.",David Schmidt is a fourth-year student. PHOTO of DavidSchmidt
The use of modern design tools and information technology can collapse the design time so that managerial decision-making becomes the longest step in the process'and even the time for that step can be shortened with information technology. [EOS],Informational technology can decrease the time needed for every process step.,Information technology can shorten the time for managerial decision making. PHOTO: The
"As of this date, we have received commitments for approximately forty percent of our goal to the Timothy J. O'Leary Periodontal Endowment Fund. [EOS]","As of today, we have been given commitments of roughly 40 percent. ",We have received commitments for approximately forty percent of our goal to the Timothy J. O
"Especially appealing, for you and the department, is the fact that a number of alumni work for companies that will match their gifts--sometimes as much as three to one. [EOS]","Many alumni have employers that will match what they give, as much as three to one. ",Alumni work for companies that match their gifts. PhilstockAdvertisements'
"Most of the religions of the world connected woman with mother earth, fertility, and all the other progenetic and nurturing associations, and this was borne out in the cultures of the people. [EOS]",Most religions of the world connect mother earth and fertility to women. ,The cultures of the people were influenced by religions. PHILOSOPHY
"A Stitch in Time is organized into five sections, roughly corresponding to the channel components. [EOS]",There are five sections that it has been split into.,A Stitch in Time is divided into five sections. PHOTO of A
"Work hard study balance your time, you know. [EOS]","You know, study, work hard, balance your time.",You should work hard to balance your time. PHILOSOPHYAdvertisements
"SEND advances these efforts by forming long-standing relationships with local businesses, churches, residents, and other interested groups and individuals. [EOS]",SEND forms long-standing relationships with local churches.,SEND is working to build relationships with local businesses. PHOTO: Send
There were various whimsical variants. [EOS],There were many whimsical variants.,There were a number of different variations. phobicCommentscommentsand comments about
"Hani Hanjour, Khalid al Mihdhar, and Majed Moqed were flagged by CAPPS. [EOS]","CAPPS flagged Majed Moqed, Khalid al Mihdhar, and Hani Hanjour.","Hani Hanjour, Khalid al Mihdhar and Majed Moq"
The program could be an important boon to productivity and competitiveness. [EOS],The program could be important to productivity,The program could be a boon to productivity and competitiveness. PHOTO: The
"In play, Alison thinks about paint colors, which need not be the color of her real room. [EOS]","During play, Alison considers paint colors including those that are not the color of her room.",Alison thinks about paint colors in play. PHILIPPEAL:
"Again, the time it takes managers to reach a decision is what determines the length of this process. [EOS]","Again, the time it takes in making a decision determines how long this process is.",The length of the process depends on how long it takes managers to reach a decision.
"Chapters 13 through 15 examine the channel as a whole, from global, private-performance, and public-policy perspectives. [EOS]",These chapters examine the channel from 3 separate perspectives.,Chapters 13 through 15 examine the channel as a whole. PHOTO:
Don't they do that a lot with like Britney Spears and people like that? [EOS],Is that done a lot with people like Britney Spears?,Britney Spears and other celebrities do that a lot. PHILOSOP
United Way of Central Indiana adds value by doing research and follow-up to make sure that the most important needs are being met in the most efficient way. [EOS],Steps are taken by the United Way of Central Indiana to ensure efficiency.,The United Way of Central Indiana does research to make sure that the most important needs are
"With over 18 years experience, we have found that many conflicts between young people are rooted in attitudes and prejudices that exclude and target individuals and groups. [EOS]",We have over 18 years experience working with young people.,Many conflicts between young people are rooted in attitudes and prejudices that exclude individuals. 
Private gifts will play a vital role in reaching these goals. [EOS],To achieve these deliverables donations will be necessary.,Private gifts will play a vital role in reaching these goals. PHOTO:
"In Mandarin the name America becomes `beautiful nation,' as Mr. Henn says. [EOS]",Mr Henn says that America translates to 'beautiful nation' in Mandarin.,Mr. Henn says that America is called beautiful nation in Mandarin PHOTO
New initiatives in the inner-city are taking hold. [EOS],We are making headway in the inner-city.,New initiatives are taking hold in the inner city. fluxxAdvertisementscomments
"Between 9:15 and 9:30, the staff was busy arranging a return to Washington, while the President consulted his senior advisers about his remarks. [EOS]","After nine o'clock, the staff was planning to return to Washington. ",The President consulted with his senior advisers about the remarks he made. PHIL
"If you have any questions, please feel free to give us a call at 638-3360. [EOS]",Please call us when you have a question,Please call us if you have any questions. PHOTO courtesy of the author
"Yet as political, social, and economic problems created flammable societies, Bin Ladin used Islam's most extreme, fundamentalist traditions as his match. [EOS]",Islam contains some extreme and fundamentalist traditions.,Bin Ladlin used Islam's most extreme traditions as his match. PH
"American also began getting identifications of the hijackers, as Ong and then Sweeney passed on some of the seat numbers of those who had gained unauthorized access to the cockpit. [EOS]",The hijackers got unauthorized access to the cockpit.,American began to get information about the hijackers. flockerAdvertisementscomments
The forecasting challenges retailers confront have been amplified in recent years by product proliferation in almost every category. [EOS],More and more products are being made and sold which makes forecasting more challenging.,Product proliferation has increased the forecasting challenges retailers face. Pharma products have become
"I can, well you know we just relived the story today of when you built the house over on um, // Songbird. [EOS]",We recalled the tale of the time you built the house.,We just relived the story of when you built that house. PHIL
"These practices have resulted in the integration of enterprises at all stages of the distribution and production chain, because of the infusion of real-time information on consumer sales. [EOS]",Real time information about sales has changed the distribution chain.,The integration of enterprises has been achieved because the infusion in real-time information on consumer
This could be a third aircraft. [EOS],This plane is possibly the third one.,This could be a third aircraft. phobicCommentscommentsand behaviors of this
It exemplifies the support and encouragement that the faculty and community provides. [EOS],This focuses on the encouragement and support offered by the staff.,The faculty and community provide support. PHOTO: It exemplifies the help
How do they feel about your being a Theater major? [EOS],What are their feelings toward your major?,What is their opinion of your theater major? PHILOSOPHY.
At least some FAA officials in Boston Center and the New England Region knew that a hijacker on board American 11 had said we have some planes. [EOS],FAA officials in Boston Center were aware of a hijacker on American 11.,A hijacker on American 11 said we have some planes. PHASE 2
How can the definers be sure we will know without being told that a man-about-town is never a woman? [EOS],How can they be sure that a man in public is not really a woman?,How can the definers be sure we will know without being told that a man-
"Well, as a teacher, do you see reading as something that is still important in families today? [EOS]",Is reading still something important that families should do nowadays?,Do you think reading is still important in families? Comments from a teacher.
"The guild's institutions have, in their unobtrusively ubiquitous way, become more powerful than both the Catholic Christianity which gave them birth and the regimes of Europe that scattered them round the world. [EOS]",The guild's institutions have become stronger than the Catholic Christianity.,The guild's institutions have become more powerful than both Catholic Christianity and the regimes of Europe
"Yiddish is written in the characters of the Hebrew alphabet and from right to left and enjoys borrowing words from Russian, Polish, English, and all the other languages and countries along the routes that Jews have traveled during the past thousand years. [EOS]","Yiddish is written from right to left, and borrows words from a range of other languages.",Yiddish is a language that borrows words from other languages. PH
"But it is patently ridiculous to refer to someone whose sex is known as a chairperson .  Chair should be reserved for the office of the chairperson, not the person holding the office. [EOS]",Calling someone whose sex is known a chairperson is not so intelligent.,It is ridiculous to refer as a chairperson. PHOTO/Commentscomments
Bin Ladin agreed to help Turabi in an ongoing war against African Christian separatists in southern Sudan and also to do some road building. [EOS],Bin Ladin agreed to help Turabi in their war in south Sudan.,Bin Ladlin agreed to help Turabi in the war. PHOTO
"The forty operations indicated in the figure may require only twelve minutes if the operators are working at 100 percent efficiency, but any given shirt still takes twenty working days to pass through the plant. [EOS]","If operators are at 100 percent efficiency, the operations can be done in only 12 minutes.",The forty operations indicated in the figure may require only twelve minutes if operators are working at
The Chairman was out of the country. [EOS],The leader was not in the country.,The Chairman was out of the country. factoryAdvertisementscommentsand more to
"Your $1,000 contribution can put a mentor in a child's life-and hope in a child's future. [EOS]",The contributions provide a mentor and hope for a child.,"A child's life can be changed with a $1,000 contribution. "
But the need is still great. [EOS],There is still a great need.,The need is still great. PHOTO: The Need remains strong and important
One of our volunteers will be contacting you soon. [EOS],"Soon, you will hear from one of our volunteers.",One of our volunteers will be contacting you soon. factoryAdvertisementscommentsand
"Map 33 shows the distribution of child (most of southern England) and of bairn (north of a slightly wavy line between Boston, on the Wash to the east, and Lancaster, on the west coast). [EOS]",In Map 33 we see the areas where the words child and bairn were popular.,The map shows the distribution of child and bairn. PHOTO:
They initiated their cockpit takeover within 30 minutes of takeoff. [EOS],The takeover began less than an hour after takeoff.,They took over the cockpit within 30 minutes of takeoff. factoryAdvertisementscomments
"Big Sisters helps fill that void by matching caring, responsible adult volunteers with at-risk girls, ages 8-14. [EOS]",The at-risk girls are paired with Big Sisters.,"Big Sisters helps fill that void by matching caring, responsible adult volunteers with at-risk"
"I would like to look for a job in education, possibly teaching elementary school, um, hopefully up north I would rather do that up north, so-- [EOS]",I would like a job up north teaching in an elementary school.,"I would like to work in education. PHILadelphia, I'd rather"
"Here is a commonsense style book, useful to those who have the education and common sense to be in doubt about questions of English usage. [EOS]",A commonsense style book is useful to anyone with education and common sense who doubts something in the English language. ,This book is useful to those who have the education and common sense. PH
"In any case, on May 19, 1996, Bin Ladin left Sudan-significantly weakened, despite his ambitions and organizational skills. [EOS]",Bin Ladin traveled away from Sudan in 1996.,Bin Ladelin left Sudan in 1996. PHILIPPE BIN
"At first, the adult tries to capture the child's attention by working the toy and, as the clown emerges, exclaiming,  Pop! [EOS]","The adult goes ""pop"" after the clown emerges from the toy.",The adult tries to get the attention of a child by working with toys. 
"The natural line of development makes closer contact with its surrounding social context, merges with it, and is transformed by it. [EOS]",It is natural for development to follow the social influences surrounding people.,The natural line of development merges with its surrounding social context. PHOTO
'  The barn was the building for storing barley. [EOS],The barn is used to store crops such as barley.,The barn was used for storing barley. phobic' The building housed the
Today we can readily buy lap-top computers with data storage capacity far greater than that entire IBM factory could have offered. [EOS],We can easily purchase laptop computers that are greater than previous computers.,We can buy lap-top computers with data storage capacity far greater than that entire IBM
"In his delightful article,  Onomatoplazia  [XV, 1], Chester Delaney writes,   analysand ... [EOS]",Onomatoplazia was an article written by Chester,Chester Delaney wrote an article called Onomatoplazia. 
All were convinced that anything so compelling and engrossing in the life of the young child must be profoundly significant. [EOS],Everyone believed that anything so engulfing to a child must be very important.,They were convinced that anything so compelling and engrossing in the life of a young
And welfare reform is an uncertain solution with an unknown starting date. [EOS],There are some uncertainties around the benefits of a welfare reform.,Welfare reform is not certain. PHILOSOPHY will be an
"As a result, they do not have to be preoccupied with those needs and, instead, can turn their attention outward, toward acquiring physical, cognitive, and social skills. [EOS]",Social skills would be considered an outward area for them to pay attention to.,"They can focus on acquiring physical, cognitive and social skills. PHOTO:"
Please call Sharyl Hamblen at 921-2049 or Kim Gattle at 921-2056 if you have any questions. [EOS],Call Sharyl or Kim with any questions.,Sharyl Hamblen and Kim Gattle can be reached at 921-20
"He told us that by the time he arrived, the order had already been passed down NORAD's chain of command. [EOS]",He told us that the order had been sent down from NORAD.,He told us that the order had already been passed down NORAD's chain of command
"Lenient  --lenient, you know. [EOS]","Permissive, tolerant","You know, you're lenient. phobic? I'm not sure"
"The reception is scheduled for Thursday, April 29, (6:00-7:30 p.m.) at the Hyatt Regency. [EOS]",The reception will be held at the Hyatt Regency.,"The reception is scheduled for Thursday, April 29. fluxxAdvertisementscomments"
I was old enough at the time that I knew what was going on. [EOS],"By that age, I knew what was happening.",I was aware of what happened. PHILIPPE MALoney-
 She's paying him for the apartment. [EOS],He is being paid by her for the apartment.,She is paying him for the apartment. phobicCommentscommentsand behaviors of
"Uh, we used to sit on her back porch and uh snap uh beans or what they called doing snap beans, uh, which was really just taking green beans and snapping them into smaller pieces. [EOS]",We used to snap green beans on her back porch.,We used to sit on her back porch and snap beans. PHILIP
So in some ways it was very similar to the space exploration that you were so interested in? [EOS],So it was much like the subjects you enjoyed?,It was similar to the space exploration you were interested in. PHILOS
(Points to the shell's colors) Sometimes people make jewelry out of these shells. [EOS],Some people make jewelry out of shells.,Sometimes people make jewelry out of these shells. PHOTO: Pointing to
"We uh, we would run our safety drills at the elementary school. [EOS]",We had drills at the Elementary School.,We would run our safety drills at the elementary school. PHOTO: We
"Older preschoolers realize that people's beliefs, not just their desires, aect their behavior. [EOS]",Older preschoolers know people's beliefs affect their behavior.,Older preschoolers realize that people's beliefs affect their behavior. PHIL
he said to me. [EOS],The man mentioned to me.,He spoke to me. factoryAdvertisementscommentsand he said something else about
"In addition, researchers now realize that quite normal children show both similarities and dierences in pathways of change. [EOS]",Researchers realize that normal kids show differences in pathways of change.,Researchers now realize that quite normal children show both similarities and dierences in pathways of change
Fifty-six passengers boarded the flight. [EOS],"On the flight, there were 56 passengers.",There were fifty-six passengers on the flight. fantasyAdvertisementscommentsand
"By the mid-1980s, a number of the most prestigious retailers were faltering, with some filing for bankruptcy or being acquired by other retailers. [EOS]","In the 80s, many prominent retailers were failing, filing for bankruptcy or being purchased.",Some of the most prestigious retailers were failing by mid-1980s. PH
"At 9:44, NORAD briefed the conference on the possible hijacking of Delta 1989. [EOS]",NORAD spoke to the conference concerning a possible hijacking of Delta 1989.,NORAD briefed the conference at 9:44. factoryAdvertisementscommentsand
The Coming Competitive Landscape [EOS],The landscape is going to be competitive in the near-future,The coming competitive landscape. PHILOSOPHYAdvertisementscomments about the upcoming
The controller checked to see if American Airlines could establish communication with American 11. [EOS],The controller wanted to see if American Airlines could communicate with American 11,The controller checked to see if American Airlines could establish communication with 11. PH
"That's good, though, you need to, I guess. [EOS]","Yeah, it's ok, I guess you probably have to.","That's good, you need to. phobic? I guess...I"
"Our students and the public are continuing to enjoy a number of special programs, such as the Visiting Artist Program, which draws about 10 nationally known artists who present free public slide lectures about their work, the Saturday School, now in its 70th year of providing art classes for junior and senior high school students every spring and fall, and the Pre-College Program, offering art classes for recently graduated high school students who are interested in careers in the arts. [EOS]",The Visiting Artist Program brings great artists to free public lectures.,The Visiting Artist Program draws about 10 nationally known artists. PHOTO:
He had an appetite and aptitude for business. [EOS],"In business, he found that he could excel; on top of this, he really enjoyed it.",He was very hungry for business. PHILIPPE had an appetite and
We need to talk to FAA. [EOS],It is imperative for us to communicate with FAA about these matters.,"We need to talk with FAA. phobic?sigh...""F"
"Unfortunately, most American employers do not provide this option, and many parents'especially, single parents'cannot aord it. [EOS]",Many single parents cannot afford this option.,Most American employers do not provide this option. PHOTO: Single parents cannot
Al Qaeda's role in organizing terrorist operations had also changed. [EOS],The role Al Qaeda played in organizing terrorist operations later changed.,Al Qaeda's role in organizing terrorist operations had changed. PHILIPPE
"Perhaps $100 is more to your liking or, perhaps, you would be interested in making several smaller gifts during the year. [EOS]","If you are interested, you can give us small gifts throughout the year, or you can give us $100 now. ",Maybe you would like to make smaller gifts. PHILIPPEASANT
"About this time, Card, the lead Secret Service agent, the President's military aide, and the pilot were conferring on a possible destination for Air Force One. [EOS]",The group was having a discussion about where to fly to.,Card was talking to the pilot about Air Force One. PHOTO: The
"He then discovered, to his surprise, that the Langley fighters were not headed north toward the Baltimore area as instructed, but east over the ocean. [EOS]",He discovered that the fighters were headed east over the ocean. ,He was surprised to discover that the Langley fighters were headed east over a sea.
One of us will call you to discuss how your company can become an important highly visible partner with the JCC in support of our scholarship programs. [EOS],You will be personally contacted so that we can tailor your partnership with us.,One of us will call you to discuss how your company can become an important highly visible
Enclosed is a form you can complete and return to us in the postage-paid envelope. [EOS],Within is a document that you can fill out and send back with the postage paid envelope.,You can complete the form and return it to us in a postage paid envelope. 
"Bin Ladin has stated flatly,Our fight against these governments is not separate from our fight against you. [EOS]","The fight against these governments is entwined with the fight against you, according to Bin Laden.",Bin Ladalin has stated that the fight against these governments is not separate from their
"It is not at once apparent why the book is styled an  almanac,  but that is  there is no other book I know of that contains as much diverse information about American writers as this one. [EOS]",It's not obvious why the book is like an almanac but it contains more diverse information on American writers than any other book. ,The book is styled like an almanac. PHILOSOPHY:
"And did you find that to be kind of hard, or did, you know--? [EOS]","Was that kind of hard for you, or - ?",Did you find that to be difficult? factory.comComments are being
How far away? [EOS],What is the distance?,How far away? factory.comComments are open for comments on this
"she said to them, because of you we're going to die too, through no fault of our own! [EOS]",She said because of all of you we're also going to die and we did nothing wrong!,She said that we will die because of you. factoryComments on her
We will host a reception for Century Club members during the Indiana Dental Association meeting in Indianapolis. [EOS],There will be a reception for Century Club members during the Indiana Dental Association meeting.,We will host a reception for Century Club members during the Indiana Dental Association meeting in
The Vice President again said yes. [EOS],The Vice President agreed to the proposal again.,The Vice President said yes again. factory>Advertisementscommentsandsnacks
"We have concluded, from the available evidence, that the Vice President arrived in the room shortly before 10:00, perhaps at 9:58. [EOS]",We believe that the Vice President arrived into the room before 10:00,We have concluded that the Vice President entered at 9:58. PHIL
"These social encounters oer children many opportunities to hear people refer to their own mental states and those of others and, therefore, to observe dierent points of view. [EOS]",The social encounters give kids a lot of chances to hear people talk about their mental states and how things make them feel.,Children have many opportunities to hear people talk about their mental states. PHOTO
"This sort of misnomer leads Carnegie to suppose that  to the uninitiated no map is so misleading as that of West Australia where lakes are salt-bogs without surface water, springs seldom run, and native `wells' are merely tiny holes in the rock, yielding from 0 to 200 gallons.  [EOS]",People not familiar with Western Australia would read a map and find the actual results to be misleading.,Carnegie thinks that the map of West Australia is misleading. PHOTO:
So it's almost like a second home. [EOS],"Alas, it is basically like my second home. ",It's almost like a second home. factoryAdvertisementscommentsand more to
"For Indianapolis, that public university must be IUPUI. [EOS]",IUPUI is a public university.,IUPUI is the public university in Indianapolis. PHILADELphia
Radar data show the Otis fighters were airborne at 8:53. [EOS],The radar showed the fighter jets taking off at 8:53 AM.,The Otis fighters were airborne at 8:53. factory conditions are
"The Vice President's military aide told us he believed the Vice President spoke to the President just after entering the conference room, but he did not hear what they said. [EOS]",The military aide believed that he heard a conversation between the Vice President and the President.,The Vice President's military aide said he believed the VP spoke to him. 
"Recall the Zinacanteco Indian child weavers and the Brazilian child street vendors, who are advanced in skills relevant to their own culture yet behind on tasks devised for children in Western industrialized nations. [EOS]",Some children who weave or sell items in the street are behind on tasks devised for Western children.,Zinacanteco Indian child weavers and Brazilian street vendors are advanced in skills
"In Great Expectations (Chapter VI), we learn how  .. [EOS]","Chapter VI, entitled Great Expectations, shows us how.",We learn how in Great Expectations. fantasiesAdvertisementscommentsand
"Muslims believe that these revelations, given to the greatest and last of a chain of prophets stretching from Abraham through Jesus, complete God's message to humanity. [EOS]",Muslims believe that the revelations are the rest of God's message to humanity.,"Muslims believe that these revelations, given to the greatest and last of a chain. "
"Seizing on symbols of Islam's past greatness, he promises to restore pride to people who consider themselves the victims of successive foreign masters. [EOS]",They used past events to spur on the people now.,He wants to restore pride in the people who have been oppressed by foreign masters. 
Push them back. [EOS],They need to be shoved back now.,Push them back. phobicAdvertisementscomments about this topic:Comments on the
"In August 1996, Bin Ladin had issued his own self-styled fatwa calling on Muslims to drive American soldiers out of Saudi Arabia. [EOS]",Bin Ladin urged that Americans be driven from Saudi Arabia.,Bin Ladrin called for Muslims to drive American soldiers out of Saudi Arabia. 
"Your $1,000 contribution can put a mentor in a child's life-and hope in a child's future. [EOS]",Money can buy hope.,"A child's life can be changed with a $1,000 contribution. "
"Please consider joining the Chairman's Roundtable with a gift of $1,000. [EOS]","You may join the Chairman's Roundtable with your gift of $1,000 or more.","Please join the Chairman's Roundtable with a gift of $1,000. "
"He boarded the aircraft, asked the Secret Service about the safety of his family, and called the Vice President. [EOS]","After boarding the aircraft, he asked the secret service if his family was alright, then he called the vice President.",He called the Vice President before boarding an aircraft. factoryAdvertisementscommentsAbout
" United nine three, have you got information on that yet? [EOS]","You got information yet, United 93?",Have you got any information on that? factory.com/downloads
Wages have risen relative to the average of all manufacturing or nondurable manufacturing. [EOS],In comparison to the average of all manufacturing and nondurable manufacturing wages have gone up.,Wages have increased relative to the average of all manufacturing or nondurable. 
"We have found no evidence indicating that one of the hijackers, or anyone else, sat there on this flight. [EOS]",We found no evidence showing anyone sat there on this flight.,We have found no evidence that anyone sat there on the flight. PHIL
"Um, I'll definitely be ready for the change. [EOS]",I will absolutely be prepared for the change. ,I will be ready for the change. phobicCommentscommentsand behaviors of
"Yet a tension exists between its desire to provide customers with a changing variety of apparel fashions and the need to increase its capacity to replenish a higher percentage of products, thereby taking advantage of its expertise in logistics. [EOS]",There is a tension between adding new varieties of fashion and replenishing more of the products.,There is a tension between the desire to provide customers with different fashions and its
Throwing up. [EOS],Vomiting.,Throwing up. phobicComments from a person who is not familiar with
The thin plastic sheet effectively cuts off the flow of room air through the fabric. [EOS],"To cut off air in the room from the cloth, a thin sheet of plastic is used.",The thin plastic sheet cuts off the flow of room air. PHOTO:
"Then I said, Dear Lord, I said, what are we going to do about this? [EOS]","I prayed, and asked, what can we do? ",I asked what we should do about this. factoryAdvertisementscommentsand then
"In a time when higher education, and graduate programs in particular, are suffering from a lack of funding, we are positioning ourselves to remain in a leadership position with outstanding faculty, students, and private support from alumni and friends of the program. [EOS]",Private support from alumni and friends has been able to keep us afloat.,"Higher education is facing a lack of funding. PHOTO: Higher Education,"
Do you think that's what it was? [EOS],"Is that what it was, you think?",Do you think that was what it could have been? phobic.com
"Our state appropriation is not now -nor has it ever been --sufficient to fund, for example, all of the costs associated with faculty research, student programs, scholarships, seminars, guest speakers, and the law library. [EOS]",Our state funding can't support all of the costs associated with the school.,Our state appropriation is not sufficient to fund all of the costs associated with faculty research.
