premise,hypo,generated_hypo
"I hope you join our family of patients, loved ones and professionals. [EOS]",I would be happy if you became part of our community.,"I hope you join our family of patients, loved ones and professionals. PH"
"When toddlers begin to speak, their main interest is in talking about what people do and the consequences of their behavior. [EOS]","When the children talk, they are interested in talking about the things people do.","When toddlers start to speak, their main interest is in talking about what people do and"
"Alternatively, an adept supplier who uses information for planning, production, and distribution may well share in the competitive advantages derived from better information on the true state of final customer demand. [EOS]",Suppliers who know their customers' demand tend to make the most profits.,"An adept supplier who uses information for planning, production and distribution may well share in the"
"W has illustrations (better than those in the Third Unabridged ); L has none, but it must be noted that other British dictionaries lack them also, so L need not have included them purely for competitive reasons in the main market it is intended to serve. [EOS]",L doesn't have any illustrations in it ,"L has illustrations, but other British dictionaries lack them. PHILOS"
 From Fiber to Cloth to Finished Product [EOS],The finished product from the beginning.,From fiber to cloth. PHOTO of the finished product from Fiber-Cl
"They welcome the chance to belong, to become self- sufficient, to regain their self-esteem and confidence. [EOS]",Self-sufficiency is desirable for some.,They want to regain their self-esteem and confidence. PHOTO: They
"But Bin Ladin and his comrades had their own sources of support and training, and they received little or no assistance from the United States. [EOS]",The United States provided little or no assistance to Bin Ladin.,Bin Ladalin and his comrades had their own sources of support. PH
"At 9:03, they would see another aircraft strike the World Trade Center. [EOS]",They saw another airplane hit the World Trade Center at 9:03.,They saw another aircraft strike the World Trade Center at 9:03. PH
"And uh, my parents and I had stopped many times in a little town called New Market, VA which was just a // little, // yeah it seemed like a halfway point. [EOS]","New Market, VA was the halfway point of our trips.","My parents and I had stopped in New Market, VA many times. PH"
"Three minutes later, Sweeney was reconnected to the office and began relaying updates to the manager, Michael Woodward. [EOS]",The manager was given updates by Sweeney.,Sweeney was reconnected to the office and began relaying updates. PH
Consider a study of the relationship of maternal employment to first graders' academic and social competence. [EOS],Consider a study of first graders' academic and social skills in relation to their mothers' employment. ,A study of the relationship between maternal employment and first graders' academic competence is worth
"In the 95 paper, I extend Tuleja my sympathies. [EOS]",I am sorry for Tuleja.,I extend my sympathies to Tuleja in the 95 paper. PH
impregnable Non-English speakers have been known to think this means inconceivable. [EOS],Some non-English speakers have misunderstood what it means.,Non-English speakers have been known to think that this means inconceivable. 
"I said to him, Why? [EOS]","I asked him, for what reason?",I asked him why. fantasyAdvertisementscommentsand I said to the man
"It has been suggested that SF include only those stories which would be invalidated without their scientific content;  that fiction which concerns science, scientists, and the impact of science on humans;  that which explores alternate existences (whether future, extraterrestrial, or only in characters' minds) based on facts and logical progression via scientific method. [EOS]",Some people think Science Fiction should necessarily espouse facts and logic rooted in the scientific method.,SF is suggested to include only those stories that would be invalidated without their scientific content
"I don't remember, but only, only a fractured collarbone, which I recommend to anyone that needs to break a bone, break a collarbone. [EOS]",I would recommend to break a collarbone of all bones. ,"I recommend anyone that needs to break a bone, do it with their collarbone."
That nine minutes' notice before impact was the most the military would receive of any of the four hijackings. [EOS],"In all of the hijackings, the earliest notification the military would receive was nine minutes ahead of the crash.",The military only received nine minutes' notice before impact. PHOTO OF THE
I want him to beat my heart and beat my brain. [EOS],I want him to beat my heart and brain,I want him to beat my heart and brain. factoryCommentscommentsand
"In Sarasota, Florida, the presidential motorcade was arriving at the Emma E. Booker Elementary School, where President Bush was to read to a class and talk about education. [EOS]","In Sarasota, Florida the President had arrived at a school.",President Bush was to read and talk about education at the Emma E. Booker Elementary School
"Narrative conversation also fosters language development and emergent literacy, which greatly ease the task of learning to read and write when children get to school. [EOS]",Certain styles of conversation makes it easier to teach children to eventually read and write. ,Narrative conversation helps children learn to read and write. PHILOSOP
"Well, some of them that uh, with your mother Marsha uh, I she was, I believe about 18 when I was born. [EOS]",I think your mother was still young when I was born.,I believe my mother was 18 when I first came into the world. PH
"For Johnson's Frenchie this becomes,  Bid him go to hell, to hell he goes.  [EOS]",Johnson's Frenchie goes to hell.,Johnson's Frenchie is a character. PHILADELphinium
"Five-year pledges are essential, and will be recognized at the IDA Annual Session and in school and professional publications. [EOS]",Five-year pledges are the most important and you will get recognition in publications for them. ,The IDA Annual Session will recognize five-year pledges. PHOTO of
Enclosed is a pledge card and return envelope to assist you in making your tax deductible contribution. [EOS],A pledge card and envelope is included for your usage.,You can make a tax deductible contribution with the help of an envelope and pledge card.
"The military aide returned a few minutes later, probably between 10:12 and 10:18, and said the aircraft was 60 miles out. [EOS]","Sometime after 10 in the morning, the military aide returned.",The military aide returned a few minutes later. factoryAdvertisementscommentsand they
"At 9:34, the Command Center relayed the information concerning United 93 to FAA headquarters. [EOS]", the Command Center relayed the information concerning United 93 to FAA headquarters,The Command Center relayed the information concerning United 93 to FAA headquarters at 9:34.
"The new requirements stress closer attention to individual learning between students and advisers and emphasize the connections among literary study, writing, and linguistics. [EOS]","The connections among literary study, writing and linguistics are emphasized by the new requirements.","The new requirements emphasize the connections between literary study, writing and linguistics. "
"Tomorrow will be another day for the kids, they rationalize, but a business deal or a professional achievement, if not capitalized on at the moment, may evaporate. [EOS]",The view their children as more permanently available than job opportunities.,The kids think tomorrow will be another day. PHILOSOPHYAdvertisements
"The Branch's goals focus on increasing the percentage of youth  Grow into mentally and physically healthy adults; Know how to structure their lives in ways that produce meaning and enjoyment; Plan their high school program to allow them to qualify for future higher education, even if the current goals are vocational; Use non-violent conflict resolution skills when needed; Reach adulthood without being involved in alcohol, tobacco and other drug use; Are able to develop and achieve their goals and aspirations. [EOS]",The Branch has several goals revolving around helping youths.,The Branch's goals focus on increasing the percentage of youth Grow into mentally and physically healthy
Please help Goodwill and help people find jobs. [EOS],The Goodwill and people need your help in finding jobs.,Please help Goodwill find jobs. PHILOSOPHYAdvertisementscommentsAbout
"Alternatively, an adept supplier who uses information for planning, production, and distribution may well share in the competitive advantages derived from better information on the true state of final customer demand. [EOS]",Having information on the customer demand is a competitive advantage.,"An adept supplier who uses information for planning, production and distribution may well share in the"
Finding the correct parts for a shirt can often involve a hunt through the plant. [EOS],Sometimes hunting is necessary in order to find a shirt's correct parts.,Finding the correct parts for a shirt can be difficult. PHOTO of plant
Do you like riding your bike a lot? [EOS],Do you like to cycle a lot?,Do you like riding your bike? PHOTO.com/horses-
"To answer this question, Vygotsky pointed out, we must identify the distinctive features of make-believe play'those that make it unique among young children's experiences. [EOS]",The distinct characteristics of make-believe must be identified according to Vygotsky.,Vygotsky pointed out that we must identify the distinctive features of make-bel
Make your contribution payable to the Indiana University Foundation with the designation for Law- Indpls. [EOS],You can make your check out to the Indiana University Foundation and designate it for Law-Indpls.  ,The Indiana University Foundation is a non-profit organization. PHASE 1 of
"Nobody used to snicker at Chaucer's line (No.5818) in The Prologe of the Wyf of Bathe , in which that harried dame: Why is my neghebores wif so gay? [EOS]",Nobody laughed at Chaucer's line.,Chaucer wrote The Prologe of the Wyf. PHASE
"Gifts also support student organizations such as moot court, supply library materials, pay for student research assistants, and make available other necessary resources. [EOS]","Gifts allow necessary resources, like supplying library materials, moot court, and student research assistants.",Gifts help student organizations. PHOTO of gift giving to students in college
"The Vice Chairman joined the conference shortly before 10:00; the Secretary, shortly before 10:30. [EOS]",The Secretary and Vice Chairman joined by 10:30 am.,The Secretary joined the conference shortly before 10:30. fantasies
At this time the FAA had no contact with the military at the level of national command. [EOS],There was no direct line between the FAA and military command.,The FAA had no contact with the military at this time. PHILAD
The ambiguity resulting from the conjunction of black and gold is akin to the distraction caused by optical  Lehrer's phrase is both literally correct and literally nonsense. [EOS],The conjunction of black and gold is ambiguous. ,The ambiguity caused by the conjunction of black and gold is similar to optical Lehrer's
"Under Boolean algebra , W has the  a set that is closed under the two commutative binary operations and that can be described by any of various systems of postulates all of which can be deduced from the postulates that an identity element exists for each operation, that each operation is distributive over the other, and that for every element in the set there is another element which when combined with the first under one of the operations yields the identity element of the other operation&lt;under the operations of taking intersections and unions, the subsets of a given set form a Boolean algebra [EOS]","Boolean algebra is formed from the subsets of a given set, and under Boolean algebra certain sets are closed underneath two commutative binary options that are described by systems of postulates, which can be calculated from the postulates which identify elements that exist for each specific operation.",W has a set that is closed under the two commutative binary operations. 
Fewer were seen as involved in worthwhile activities that truly engaged them. [EOS],Only a small percentage were judged to have been involved in activities that grabbed their attention.,Fewer were engaged in worthwhile activities. PHILOSOPHYAdvertisementscomments
"And how, OK can you tell me any flood stories about growing up in Penn? [EOS]",Did you personally experience floods growing up in Penn? ,Can you tell me any flood stories about growing up in Penn? PHIL
"Historically, the textile-apparel relationship involved long lead times or advance commitments to secure the necessary cloth in the right style, texture, and patterns. [EOS]",The textile-apparel relationship involved commitments to securing materials ahead of time.,The textile-apparel relationship has historically involved long lead times. PHIL
I still read history. [EOS],I currently read history.,I still read history. PHILOSOPHYAdvertisementscommentsand more!
May good cess befall all such quixotically misguided readers! [EOS],May that happen to all the misguided viewers.,The readers are misguided. PHILIPPELLA! All such qu
There is nothing wrong with any of [these images] in themselves. [EOS],There isn't anything wrong with any of the images.,There is nothing wrong with any of the images. PHOTO IDENTITY
"First, preschoolers easily misunderstand televised material. [EOS]",Televised material is easy for preschoolers to misunderstand.,Televised material can be misunderstood by preschoolers. PHOTO GALL
  The correct translation is the  Yueh (or Viet)  of the  south  (as opposed to the  Yueh  who used to be just beyond present-day Shanghai). [EOS],There is a correct translation of the south.,The correct translation is the Yueh of south. PHOTO: The Viet
A small capital in Czechoslovakia  [EOS],Czechoslovakia's compact capital.,The capital of Czechoslovakia is small. phobicCommentscommentsand comments
"The hijackers had planned to take flights scheduled to depart at 7:45 (American 11), 8:00 (United 175 and United 93), and 8:10 (American 77). [EOS]",The hijackers planned to take early flights.,The hijackers had planned to take flights that were scheduled for departure at 7:45
"When you give to United Way, you can rest assured that your gift will be used efficiently and effectively to help people in need here at home. [EOS]","Make no mistake, your gift to the United Way will be used efficiently and effectively to help people with no other recourse, who are in need here in the area.",You can be assured that your donation to United Way will help people in need. 
"It began in medieval Europe, and in the late 20th century it is everywhere in the world. [EOS]",It spread across the world after beginning in Europe.,It began in medieval Europe and is now everywhere. PHOTO of it's
"Come in, please!  [EOS]",I would like you to visit me here. ,Please come in. phobicComments on this topic are being made by me
And the scope of The Salvation Army's services extends far beyond this community. [EOS],The Salvation Army's services go beyond the community.,The Salvation Army's services are available to many people. PHOTO: The
"To recognize donors who have achieved this level, Dean Lefstein has now established the Black Cane Society. [EOS]",The Black Cane Society is a way to recognize donors.  ,Dean Lefstein established the Black Cane Society to recognize donors who have achieved this
It is the term applied to a one-year-old sheep. [EOS],A sheep of one years of age has this term.,"A one-year old sheep is referred to as a ""one year"" by this"
Contributions qualify for tax deductions under state and Federal guidelines. [EOS],Any contribution would be able to qualify for tax deductions. ,Contributions qualify for tax deductions under state and Federal guidelines. PHOTO:
"Now, I'm on a journey. [EOS]",I am starting a journey.,I'm on a journey. phobicCommentscommentsand actions taken by me
"However, the excitement and motivation of that goal is often diminished by the difficult financial constraints that students experience. [EOS]",Students run into financial obstacles that diminish their excitement and motivation.,Financial constraints can affect the motivation of students. PHILOSOPHYAdvertisements
"I, I do think they read to them when they are little. [EOS]",When they were little they were read stories.,I think they read to them when the kids were young. PHILOS
"Um, what other, now I know you worked with your dad in the beginning there when you were quite younger. [EOS]",When you were younger you worked with your father.,I know you worked with your dad when he was younger. PHILIP
that Amelia wept confidentially on the housekeeper's shoulder  and relieved herself a good deal.  [EOS],Amelia felt much better after her cathartic cry.,Amelia wept on the housekeeper's shoulder. PHILIPPE
Are your parents putting a lot of pressure on you? [EOS],Are you under huge pressure from your parents?,Are your parents putting a lot of pressure on you? PHILIPPE
"Um, I like this area a whole lot and it's, it's growing so much and I just want to be near my family so I can take care of them whenever they get older. [EOS]",I am very fond of this area and I prefer to live close to my family.,I want to be near my family so I can take care of them when they get
No finer education is available-anywhere. [EOS],We provide the best education around. ,There is no better education anywhere. PHILOSOPHYAdvertisementscomments>
Let's look for Paua shells! [EOS],Let's look for shells.,We should look for Paua shells. phobic! Let's search the
The growth of private-label programs among retailers in the 1980s exemplifies this trend. [EOS],The private-label programs grew in the 1980's.,The trend of private label programs among retailers in the 1980s exemplifies this. 
"bound in fetters, they work continually without being allowed any rest by night or day. [EOS]",They worked continuously without any rest at all. ,They work all day and night without rest. factory conditions are not conducive
"The user is offered a choice with man-  a  a tiger or other animal that has acquired the habit of eating  a woman given to chasing, catching and devouring men.  [EOS]",Tigers devour people. ,The user can choose between a tiger or other animal that has the habit of eating women
"They need real-time information regarding what goods their plants have in finished, work-in-process, and material inventories. [EOS]",Information concerning what material inventories plants have in real-time is needed.,"They need to know what goods their plants have in finished, work-in process and"
Putting another ply on top the same way creates an additional problem. [EOS],There's another problem created when another ply is put on top.,There is an additional problem with adding another ply. PHOTO: Getty Images
"All of the above techniques rest, in one way or another, on the meanings of words. [EOS]",The mentioned methods rely on the definition of words. ,The meanings of words are the basis for all techniques. PHOTO: All
"The parent always in a hurry'who says, when the child desires involvement,  There isn't time,  or who fails to insist that the child join in household tasks in keeping with his or her capacity'severely limits the child's learning. [EOS]",The parent who insists that their child do some household chores encourages the child's learning.,The parent is always in a hurry. PHILOSOPHY: The
There is no doubt that Randall enjoys her work. [EOS],It is very clear that Randall finds joy in her work.,Randall is very fond of her work. PHILOSOPHYAdvertisements
A more convincing case for Latin studies can be made on other grounds (if the study of ANY language requires pleading). [EOS],Other grounds can be used to convince one to study Latin.,There are other reasons for Latin studies. PHOTO: LATin Studies can
"Notwithstanding, even the brief glimpses afforded by such investigations can provide some insight into civilizations that existed hundreds or, in some cases, thousands of years earlier. [EOS]",Insight about civilizations that existed in the past can be gleaned from these investigations.,The investigations can give insight into civilizations that existed hundreds or thousands of years earlier. 
Sweeney We are flying low. [EOS],We are flying low to the ground.,We are flying low. factoryAdvertisementscomments from Sweeney: We're going
This statement was also incorrect. [EOS],The statement was not true.,This statement was also incorrect. factoryAdvertisementscomments about this item were not
"We have already seen how academically related tasks, family celebrations, family outings, and adult-child storybook reading are excellent focal points for adult-child engagement. [EOS]",We have already noted how family outings are one of the excellent focal points of adult-child engagement.,"We have seen how family celebrations, storybook reading and academically related tasks are excellent"
"They would rather me stay in Nursing because they know that's where my heart is but, um, you know, they're behind me in whatever I decide to do. [EOS]","I know that they will fully support me no matter what I choose to do next, even though they would love for me to stay in nursing since they know it's what I truly love. ",They want me to stay in nursing because they know my heart is there. 
"Men are seldom assigned to review them, possibly because the editor fears that they will be either ignorant of or unsympathetic to the issues raised, if not biased against them, or because the editor is a woman. [EOS]",Men usually don't assigned their work to review.,The editor is a woman. PHILOSOPHY: Men are rarely
"The slang of one military generation passes on to the next, so the Marines who called the Koreans gooks in the '50s and the Vietnamese gooks in the '60s and '70s were the linguistic heirs of the Marines who called the Nicaraguans gooks in 1912. [EOS]",Some military slang terms have been in use for several decades.,The Marines called the Vietnamese gooks in Vietnam. PHOTO GALLERY
"At 10:00:03, Jarrah stabilized the airplane. [EOS]","Around exactly 10 o'clock, Jarrah got control of the airplane.",Jarrah stabilized the airplane at 10:00. factoryAdvertisementscommentsand
The Vice President again said yes. [EOS],The Vice President agreed again.,The Vice President said yes again. factory>Advertisementscommentsandsnacks
"From this and other evidence, we believe the hijacking began at 8:14 or shortly thereafter. [EOS]",The 9/11 hijackings all occurred on the same day.,We believe the hijacking began at 8:14 or shortly thereafter. PH
"This can lead to a condition called imprinting, where the baby grows up thinking it is a people instead of a duck. [EOS]",An issue called imprinting may happen where the duck thinks its a person.,The baby may think it is a person instead of an animal. PHOTO
Then a unique marker must be created that combines different orders using the same fabric. [EOS],A unique marker that combines different orders using the same fabric is required.,A marker must be created that combines different orders using the same fabric. PH
"Tillie Olsen identifies silent periods when women are diverted from their work by needs of their families; Spender talks of  silence upon silence  that has kept women's experience from being encoded; Adrienne Rich, in On Lies, Secrets and Silences , sees women's struggle for self-determination  muffled or silenced over and over ; most recently, Sandra Gilbert and Susan Gubar chart women authors' apparent alienation from language, their frequent use of pseudonyms an attempt at renaming or, really, naming themselves. [EOS]",A large proportion of women authors use pseudonyms.,Tillie Olsen identifies periods when women are diverted from their work by needs of families
We are most grateful for your support in whatever amount you can spare! [EOS],"Whatever you donate, we're thankful to receive it.",We are grateful for your support. PHOTO: We're most thankful to
"I am happy to report that we have reached our 50 person minimum and the Class of '58 will be celebrating, as planned, at the Holiday Inn on Saturday, September 18 at 6:30. [EOS]",The good news it that we will be able to party at the Holiday Inn on Sept. 18 at 6:30 due to the fact we have acquired the minimum number of attendees (50).,The Class of '58 will be celebrating at the Holiday Inn on September 18. 
He said he had not heard any prior discussion on the subject with the President. [EOS],He did not talk about that with the President.,He said he hadn't heard anything about the subject from President. PHIL
"Bin Ladin apparently kept his options open, maintaining contacts with Gulbuddin Hekmatyar, who, though an Islamic extremist, was also one of the Taliban's most militant opponents. [EOS]","Bin Ladin made friends with other extremists like Gulbuddin Hekmatyar, who was Islamic.",Gulbuddin Hekmatyar was one of the Taliban's most militant
"Then they left, they left for the mountain, they went on up. [EOS]",They left to go on up the mountain.,"They left for the mountain. PHOTO: They went up and down,"
"During the course of the morning, there were multiple erroneous reports of hijacked aircraft. [EOS]",There were many reports that morning with incorrect information about the hijacking.  ,There were multiple erroneous reports of hijacked aircraft during the course. PHOTO:
This simple fact of sewing makes it very difficult to automate the process. [EOS],The plain idea of sewing renders it hard to automate the process.,"It is difficult to automate sewing. PHOTOCommentscomments""Sewing"
Michael was born with cerebral palsy. [EOS],Michael had a movement disorder from the day he was born.,"Michael was born with cerebral palsy. PHOTO OF Michael's birth,"
No one at the FAA or the airlines that day had ever dealt with multiple hijackings. [EOS],No one with the airlines or FAA had ever dealt with more than one hijacking.,No one at the FAA or airlines had ever dealt with multiple hijackings. 
"Army, and became an instructor at Fort Bragg. [EOS]",He was later the instructor at Fort Bragg.,Fort Bragg is where I became an instructor. factory-trained army
"Children of highly involved fathers score better on measures of intelligence, school achievement, mature social behavior, and fiexible beliefs about gender roles'in short, on all the positive outcomes associated with maternal employment. [EOS]",A closer relation to the father enhances a child's cognitive and social capacities.,Children of highly involved fathers score better on measures. PHOTO: Maternal
It truly was my life in high school. [EOS],That was really my high school life.,My high school life was like that. PHILOSOPHYAdvertisementscomments
"IUPUI envisions a complete and unified university campus, one that will become a model for public higher education for the nation's cities. [EOS]",The IUPUI will become a great example for other higher education institutions.,IUPUI wants to become a model for public higher education. PHOTO
"Consider sponsoring 1, 2, or 3 children. [EOS]","Think about helping 1, 2, or 3 children. ","Consider sponsoring one, two or three children. PHILOSOPHYAdvertisements"
"Beyond English, entry into the guild may mean acquiring a special language of education (such as French in Senegal and English in Kenya), because many of the world's tongues are not yet (and may not ever be) part of the circle of standardized print languages in which the work of the guild can be conducted. [EOS]",A special language of education may be necessary to acquire to join entry into the guild.,Many of the world's tongues are not yet part in a circle. PH
"She learns that you can consider possibilities and choose among them, thereby controlling eventual outcomes. [EOS]",She learns that it is possible to choose possibilities and control the outcomes.,She learns that you can consider possibilities and choose among them. PHOTO:
"These dialogues occur frequently and spontaneously as adults and children spend time together'in everyday situations such as household chores, mealtimes, play, storybook reading, outings in the community, and children's eorts to acquire all sorts of skills. [EOS]",These dialogues happen often.,These dialogues occur frequently and spontaneously as adults spend time together'in everyday situations.
 By the year 2000. [EOS],By the 21st century.,"By the year 2000. factoryAdvertisementscommentsand more...""About this"
Or if they ever will at all? [EOS],Will they ever?,Or if they ever will? phoenix.comComments on the topic of
The time was 9:38. [EOS],The time was before 10:00,The time was 9:38. factoryAdvertisementscommentsand more to follow
"We would like to announce the success of this year's campaign at the Annual Meeting on April 27, so please return you pledge or gift within the next 30 days. [EOS]",Pledges or gifts should be returned within the next 30 days.,We would like to announce the success of this year's campaign at April 27. 
Intelligence clearly linked the bombing to Libya's Colonel Muammar Qadhafi. [EOS],"Intelligence said the bomb was linked to Libya's Qadhafi, the head of the military.",The bombing was linked to Libya's Colonel Muammar Qadhafi. 
"Besides going to Valencia for paella, the compleat traveler in Spain should experience duende .  This is not easy to arrange, however, for duende , unlike paella, cannot be made to order. [EOS]","While paella is a good dish to eat in Valencia, duende is one that should be tried too even though it's tricky to order.",Duende is a food that can be ordered to order. PHOTO of
Men's clothing has generally been made in long production runs with only small variations among styles in a given year and relatively little change from year to year. [EOS],Long production runs have traditionally been how men's clothing have been made.,Men's clothing has been made in long production runs with only small variations among styles.
No it hasn't because my grades are still pretty bad. [EOS],My grades are not so good.,My grades are still not good. PHILOSOPHYAdvertisementscommentsand
You still do. [EOS],You still haven't stopped.,"You still do. phobicCommentscommentsand behaviors of you, as well"
Enclosed is a specially prepared and entertaining crossword puzzle that challenges your knowledge about the law school. [EOS],We sent a crossword that gives information on the law school.  ,The crossword puzzle is prepared and entertaining. PHILOSOPHYAdvertisements
6 million grant from Lilly Endowment Inc. [EOS],Lilly Endowment Inc. gave a 6 million grant.,Lilly Endowment Inc. gave a grant of 6 million dollars to the project 
"It's just one of those things that you know, you just don't think people want to hear much about these days. [EOS]",People don't usually want to hear about those things much.,It's not something that people want to hear about. PHILIPPE
"The first is that I find their interpretation of the evidence often skewed; the second is that while adjustment to lexicon, which they have always strongly advocated, is one thing, modification of grammar is another. [EOS]",In my opinion the way they interpreted the evidence is skewed.,I find their interpretation of the evidence often skewed. factoryAdvertisementscomments about
How will that compare to the number who would buy the same product but with a  short  pant length? [EOS],What is the comparison to the amount that would purchase the product but with a short pant length instead.,How will that compare to the number who would buy a product with short pant length?
"She reported that the pilot had announced that the flight had been hijacked, and she asked her husband what she should tell the captain to do. [EOS]",She said the pilot told them they'd been hijacked.,She asked her husband what she should tell the captain to do. PHOTO
"Na, that's the only one they told me. [EOS]",They only told me that one.,"They only told me that one. factoryAdvertisementscommentsand more..."""
Still no response. [EOS],Still didn't respond.,No response. factoryAdvertisementscomments about this topic are still not available to
I am asking that you consider supporting our efforts once again this year with a similar gift. [EOS],I would appreciate it if you would send a similar gift again this year to support our efforts.,I am asking you to support us with a similar gift. PHOTO:
I can think of no better time to continue extending grace to others than at Easter. [EOS],Easter is a wonderful time like no other to continue to extend grace to others.,Easter is a good time to extend grace. PHILOSOPHY
 [the tenor] brings the opera to its climax in his final suicide.  [EOS],The tenor brings the show to force with his ending. ,The tenor brings the opera to its climax in his final suicide. PH
Do you ever tell this story yourself? [EOS],Is that a story you tell?,Do you ever tell this story yourself? factory.comCommentscomments are
This is New York Center. [EOS],Here is New York Center.,This is New York Center. PHOTO: NYC-center/ Flickr
"But we know that at 10:31, General Larry Arnold instructed his staff to broadcast the following over a NORAD instant messaging  10:31 Vice president has cleared to us to intercept tracks of interest and shoot them down if they do not respond per [General Arnold]. [EOS]",General Larry Arnold told his staff to broadcast over a NORAD messaging service at 10:31 that the Vice president had authorized the shooting down of hijacked planes.,General Larry Arnold instructed his staff to broadcast the following over a NORAD instant messaging 10
and that sounds like good ad copy to me. [EOS],That ad copy sounds good to me.,That sounds like good ad copy to me. PHILIPPEASANT
The duty officer replied that security personnel at headquarters had just begun discussing the apparent hijack on a conference call with the New England regional office. [EOS],The security personnel are said to have discussed a hijacking of the plan.,The duty officer said that security personnel were discussing the hijack on a conference call.
The total production quantity for each SKU is allocated between the two plants. [EOS],The total production for each SKU is allocated to two plants.,The total production quantity for each SKU is split between the two plants. 
Children must  do their own work.  [EOS],Children are responsible for completing their own work.,Children must do their own work. PHILOSOPHYAdvertisementscommentsand
"Out of this interconnection springs mastery, proficiency, and self-confidence. [EOS]","This interconnection creates competence, expertise and self-assurance.","The interconnection gives rise to mastery, proficiency and self-confidence. PH"
"It was kind of, it's sort of, it seemed unfair to me to, um, to subject her to that, and plus, I mean, the schedule was just starting to take a toll on me as well, and you can only put in so many 80 hour weeks before you kind of break down from it. [EOS]",You can only keep doing 80 weeks for so long before it wears you down.,It was unfair to subject her. PHOTO: I couldn't handle the
Students will provide dental health education for homeless patients as well. [EOS],Students will provide dental health education to homeless people.,Students will provide dental health education for homeless patients. PHOTO ID: Homeless
Let's get it right. [EOS],We should do this correctly.,Let's get it right. phobicCommentscommentsand behaviors of the person
He searched along the plane's projected flight path and the airspace to the southwest where it had started to turn. [EOS],He looked along the projected flight plan.,He looked at the plane's projected flight path and airspace to its southwest. 
"The video footage indicates that he was carrying an unidentified item in his back pocket, clipped to its rim. [EOS]","He appeared to have something in his back pocket, according to the video footage.",The video footage shows him holding something in his pocket. factoryAdvertisementscomments
"When parents do make an eort, preschoolers watch less TV, find educational programs more appealing, and more often view shows with their parents. [EOS]",Preschoolers view shows with their parents.,Preschoolers watch less TV when parents make an eort. PHIL
Macbeth's action to have the bond canceled becomes null and void. [EOS],Macbeth is stopped from annulling the bond.,Macbeth's action to cancel the bond is null and void. PH
"The people of Batavia on the Hopi Reservation in northern Arizona were motivated by their desire to rekindle traditional cultural values among younger generations when, with the help of Futures for Children, they decided to restore traditional terrace gardens at the edge of their village -gardens that had been abandoned for decades. [EOS]",People on the Hopi Reservation think their culture should be preserved.,Batavia is located in northern Arizona. phobicComments on the Hopi
These findings are not an indictment of maternal employment or nonparental child care. [EOS],Maternal employment or non parental child care are not an allegation of the findings.,The findings do not indict maternal employment or nonparental child care. PH
His generous contribution to dentistry in 1971 has helped twenty-five orthodontic students so far to meet educational expenses; and more students will receive scholarships this year. [EOS],"So far, twenty five orthodontic students have benefited from his contribution.",He gave a lot of money to dentistry. PHOTO: He has
"If a retail customer pays a premium for a custom pair of jeans, dress shirt, or suit, that customer will expect the item to be delivered to her home within days, not weeks or months. [EOS]",Customers will typically receive the items paid for in days.,Custom clothing can be ordered within days. PHOTO OF A customer paying a
Proposition 3 The assembly room'the traditional focus of attention for industry competitiveness'can provide competitive benefits only if other more fundamental changes in manufacturing practice have been introduced. [EOS],Changing the manufacturing practice allows the industry to focus on competitiveness.,Proposition 3 The assembly room can only provide competitive benefits if other fundamental changes in manufacturing
"Third, no middle ground exists in what Qutb conceived as a struggle between God and Satan. [EOS]",What Qutb conceived as a fight between God and Satan is very black and white.,Qutb thought that there was no middle ground in the struggle between God and Satan
Ted is a single father with three children under 10. [EOS],All of Ted's children are less than the age of 10.,Ted has three children under 10. fantasiesAdvertisementscommentsand is
and that sounds like good ad copy to me. [EOS],I like that ad copy.,That sounds like good ad copy to me. PHILIPPEASANT
"YMCA International Conference -- Four delegates (3 volunteers and 1 staff attended the YMCA International Conference in Toronto, Canada in October. [EOS]",There were 3 volunteers and 1 staff member at the YMCA International Conference.,"The YMCA International Conference was held in Toronto, Canada. PHOTO"
They didn't answer. [EOS],They failed to respond.,They didn't answer. factoryAdvertisementscommentsand they did not respond to
Congratulations on the completion of your bachelor's degree from Purdue University School of Engineering and Technology at IUPUI. [EOS],You completed a bachelor's degree from Purdue University,Congratulations on your bachelor's degree. PHOTO: Purdue University School of Engineering
"Die-cutters are much safer when fully automated, but building computerized loading and unloading features into the machine adds cost. [EOS]",Fully automatic die-cutters are safer than other equipment.,Die-cutters are safer when fully automated. factoryIt is expensive
"However, some recent studies explore the connection between development of linguistic gender and sex/gender, and the question of anatomically determined language is fashionable.) [EOS]",There are studies examining the connection between a person's gender and linguistic gender.,Some recent studies explore the connection between development of linguistic gender and sex/gender. 
Bin Ladin had to tell the Libyans who had been part of his Islamic army that he could no longer protect them and that they had to leave the country. [EOS],The Libyans had to leave the country since Bin Laden couldn't protect them.,Bin Ladil told the Libyans that they had to leave. 
"I love them all to death, but what they do, doesn't like reflect who I am-- [EOS]",I love them but their actions do not reflect on myself.,"I love them all to death, but what they do doesn't reflect who I am"
"Chapter 3, Generalizations, treats with good sense methods that can be employed to avoid sexism in a wide variety of constructions. [EOS]",Third chapter is describing how to avoid sexism.,"Chapter 3, Generalizations treats with good sense methods that can be employed to avoid sexism"
