premise,hypo,generated_hypo
He motioned to me as if they were going to cut off his head. [EOS],He made a gesture at me like the people intended to decapitate him.,He motioned to me as if they were going cut off his head. 
Nostalgia for Islam's past glory remains a powerful force. [EOS],The nostalgia for Islam's past prestige should not be underestimated.,Nostalgia for Islam's past glory is still powerful.  summa contra
"We noted earlier that a retailer's decision about how much to stock depends on the demand forecast for the product, the level of product availability it wishes to provide to customers, the frequency with which it will place replenishment orders, and the lead time to acquire replenishment units. [EOS]",Retailers must consider many other things besides just customer demand when deciding how much stock to carry.,"A retailer's decision about how much to stock depends on the demand forecast for product,"
"In studies following children from infancy into childhood and adolescence, early brief episodes of parental stimulation and sensitivity did not result in more competent children. [EOS]","In studies of a child's growth over the years, early signs of parental stimulation did not make competent children.",Studies were conducted on children from infancy to adolescence. onecement of parental
"It had resumed its flight to Minnesota and saw the smoke from the crash of United 93, less than two minutes after the plane went down. [EOS]",The plane started to smoke two minutes after the crash.,The plane crashed.  summa contravene the flight schedule and was seen
"Yeah, I know he had on pants, he had on a long sleeve I think the cuffs were rolled up once or twice. [EOS]",I know he had pants.,"He had on pants, a long sleeve and cuffs. onece over"
Now what about your mom? [EOS],Let's talk about your mom now.,"What about your mother? ask.com""Now what?"" I asked,"
Do you watch that? [EOS],Have you seen it?,"Do you watch that? ask.com""Are we watching something?"" I"
"Six weeks of learning and exploring, sports, arts, and fellowship. [EOS]","A month and a half of activities such as exploration, sports, arts, and fellowship.","Six weeks of learning and exploring, sports. onecementionible activities"
"The Army suspected him of malingering, and that didn't sit well with the 9th Infantry Division platoon sergeant. [EOS]",The platoon sergeant of the 9th infantry didn't like that he was malingering.,The 9th Infantry Division platoon sergeant didn't like that the Army suspected him of m
Onomatoplazia struck a delightful chord for me. [EOS],I was pleasantly surprised by onomatoplazia,I was struck by Onomatoplazia. onece over time
I didn't do a lot of reading. [EOS],Reading was not something that I did very often. ,"I didn't read much. Vegas, California - I did not"
"Of course it can't be published because all those things are copyrighted, but my mother made up the story and I thought it was very nice and I still have it, uh, handwritten, uh, in our file here. [EOS]","Even though my mother made up the story, it can't be published because it's copyrighted but I still have the file.",My mother made up the story and I thought it was nice.  summa
"After the Saudis agreed to allow U.S. armed forces to be based in the Kingdom, Bin Ladin and a number of Islamic clerics began to publicly denounce the arrangement. [EOS]",Bin Ladin denounced the American presence in Saudi Arabia.,Bin Ladins and other Islamic clerics were not happy with the arrangement. 
"Um, I read some of the same books that they had read to me, first, and then, as I got older, I just got hungry for books. [EOS]",I developed a need for books as I grew up. ,I read the same books that they had told me. onece over time
Sexually Transmitted Infections (including AIDS) [EOS],Sexually Transmitted Infections include AIDS.,"AIDS is a sexually transmitted infection. onevenues of sex transmission, including"
But there is something you can do to help. [EOS],You can be of assistance. ,"You can help. Vegas, California - This is something you are"
"As the lead pilot explained, I reverted to the Russian threat. [EOS]",The Russian threat was revisited.,The lead pilot explained that I reverted to the Russian threat. onecement
"Around age 2, children begin to pretend with less realistic toys, such as a block for a telephone. [EOS]",Toys that are less realistic are often used by kids at roughly age 2.,Children begin to pretend with less realistic toys around age 2. onecement
Now he comes running out from there whenever he sees Harry. [EOS],Whenever he sees Harry he comes running out from there.,He comes running out whenever he sees Harry. onece over twenty times a
"But it wasn't like Daddy's Little Wannabe Tomboy, thing anymore, you know. [EOS]",I was no longer considered my father's tomboy.,It wasn't like Daddy's Little Wannabe Tomboy anymore. one
This was later determined to have been Flight 77. [EOS],This was determined to be Flight 77 at a later time.,It was later determined that Flight 77 had been involved. onecement of
The hijackers attacked sometime between 8:42 and 8:46. [EOS],Sometime between 8:42 and 8:46 the hijackers attacked.,The hijackers attacked between 8:42 and 9. onecement of
"Since that time, the financial burden of a college education has been lessened for many deserving students. [EOS]",The financial stress of a going to college has been lessened for many deserving students since that time. ,Many deserving students have been less burdened by the financial burden of a college education.
"This, in turn, suggests that firms with more of the key technologies in place will have total inventories that are less volatile. [EOS]",The firms that had more technology were more stable.,Firms with more of the key technologies in place will have total inventories that are
"They, too, can read and write, of course, but their  solecisms,   barbarisms,  and  vulgarisms  call for rebuke, and what better rebuke than to treat them as if they did not belong at all'to condemn them figuratively to the outer darkness of the unlettered? [EOS]","They can read and write, but they aren't exactly polished, so we treat them as poorly as those who can't read and write.","They can read and write, but their solecisms call for rebuke. "
"And it, it kind of makes me feel bad. [EOS]",I feel kinda bad about it.,"It makes me feel bad. Vegas, California - 00:00"
And they had to take him to a hospital right. [EOS],They had to take him to the hospital after.,They had to take him somewhere. onecephaloic sumptuous
"Power in the form of electricity, water'especially if items like jeans are to be washed'and a phone are about all that is required. [EOS]",Electrical and hydro power all thats needed for jeans and a phone.,"Electricity, water and a phone are all that is needed. onece"
"She further indicated that the hijackers were not aware of her phone call, and that they had put all the passengers in the back of the plane. [EOS]",She made a phone call that the hijackers might not have been aware of.,The hijackers were not aware of her phone call. onecemention
The last two items merit comment. [EOS],The bottom two items deserve to be commented on.,The last two items are worth comment. one of them is the second one
They lived across the street from us in PA. [EOS],The lived in the house across the street.,They lived across the street from us in PA. onece over a decade
We look forward to seeing you at our annual recognition event Space is limited. [EOS],"We have limited space at our annual recognition event, but we'd like to see you there.",We look forward to seeing you at our annual recognition event.  summa contra
"The Vice President recalled being told, just after his arrival, that the Air Force was trying to establish a combat air patrol over Washington. [EOS]","After the Vice President arrived, he was told that the Air Force was trying to establish a combat air patrol over Washington.",The Vice President was told that the Air Force wanted to establish a combat air patrol over
The first President Bush had authorized the use of U.S. military forces to ensure humanitarian relief in war-torn Somalia. [EOS],Bush authorized the military to help in Somalia for humanitarian reasons.,The first President Bush authorized the use of US military forces to ensure humanitarian relief in war
"Yiddish never apologizes for what it is'the earthy, wise soul of an expressive people learning that life is but a mingled yarn, good and ill together. [EOS]",Yiddish stays true to what it is through good times and bad.,Yiddish is a language that teaches people about life. ­hood of
"In the course of a long night, two Black Hawk helicopters were shot down, 73 Americans were wounded, 18 were killed, and the world's television screens showed images of an American corpse dragged through the streets by exultant Somalis. [EOS]","The incident that saw 73 wounded and 18 killed, played out on TV and brought the war into American homes.",The world's television screens showed images of an American corpse dragged through the streets by ex
Short leaves of 6 weeks or less (the norm in the United States) were linked to maternal anxiety and depression and negative interactions with babies. [EOS],A few weeks away from the child had negative effects on babies.,Maternal anxiety and depression were linked to short leaves of 6 weeks or less. 
"The screener should have resolved what set off the alarm; and in the case of both Moqed and Hazmi, it was clear that he did not. [EOS]",The screener did not resolve what set off the alarm.,The screener should have found out what set off the alarm. one
" Look, the sun is sleepy, going to bed,  said 2 1/2-year-old David while watching the sun disappear below the horizon at the end of a day at the beach. [EOS]",A young boy watched the sun go down and said the sun was sleepy.,"David was watching the sun go to bed. one over two years old,"
I liked that part. [EOS],That part brought me a great deal of enjoyment. ,"I liked that part. Vegas, California - 2001-0100"
"We really do appreciate your efforts, whatever amount you can contribute. [EOS]","Even if you can only give us a little, we are still grateful. ","We appreciate your efforts, whatever amount you can contribute. onecement of"
"Yet once their children are beyond their grasp, they are hardly o the hook! [EOS]","When their children are far way from their clutches, they are not even o the hook.",Their children are beyond their grasp. onevensseventy-five
But it was a bunch of wild and crazy stories. [EOS],The stories were wild and crazy. ,There were a lot of crazy stories. Commentary on the subject is available
"Hmm, well , I had some teachers that were really, um, influential about what I read and their love for literature. [EOS]",I went to school and was interested in literature. ,I had teachers that were very influential about what I read. onecement
"After our caseworkers meet with these families and their children they often find they lack even the basic necessities such as cooking utensils, beds, cleaning supplies, etc. [EOS]","These families we see often go without food to eat, beds to sleep in, or a rag to wash themselves with. ",Our caseworkers find that the families do not have basic necessities. one
(I have often wondered why the publishers did not have the nerve to call themselves  F**k and Wagnalls.  [EOS],I wondered why the publishers didn't call themselves Fuck and Wagnalls.,I have often wondered why the publishers didn't call themselves F**k and Wagn
What did you choose? [EOS],Which one did you pick?,"What did you choose? ask.com"" What was it?"" I asked"
Men of your caliber are hard to find. [EOS],There are few men of your caliber.,"Men of your caliber are hard to find. oneventively speaking,"
"We use terms like Neanderthal Man, Peking Man , etc., without believing for a moment that there were no Neanderthal or Peking women (leaving aside Peking Toms). [EOS]",We use terms like Neanderthal Man without believing for a moment that there were no Neanderthal women.,"We use terms like Neanderthal Man, Peking man and even though we don't"
"It was passed from here through the [operations] center at the White House, from the [shelter]. [EOS]",It was passed from the shelter to the operations center.,The operations center at the White House was where it went from. onece
Yet the train trip across the country she will take at age 3 1/2 and her first day of kindergarten at age 5 may still be memorable when she is 80. [EOS],She may remember her first day at kindergarten when she turns 80.,She will take a train trip across the country at 3 1/2. 
"But via a network that allows contractors access, manufacturers' headquarters can make sure that the information available is the most recent and complete. [EOS]",Being able to access the manufacturer's network would ensure that contractors would have the updated information every time.,Manufacturers' headquarters can make sure that the information available is complete. one
"In practice, however, retail inventory management is fraught with challenges, such as long and uncertain order-fulfillment lead times, and errors in product identification and record keeping. [EOS]","By and by, be that as it may, retail stock administration is full of difficulties, for example, long and indeterminate request satisfaction lead times, and blunders in item ID and record keeping.","Retail inventory management is fraught with challenges. onece, long and uncertain"
Monsters have had starring roles in SF from its early years. [EOS],"Since the beginning, monsters have been front and center in SF.",Monsters have been in SF since its early years. onecement of
"Many of the thirsty crowd were veterans, as were many of the bartenders. [EOS]",There was a large proportion of veterans in the thirsty crowd.,The bartenders were veterans. Vegas was thirsty and many of the
"So when I graduate, more than likely I'll move to Boston, but Charlotte has definitely been a nice place to live. [EOS]",I have found it nice to live in Charlotte. ,"Charlotte has been a nice place to live, but I will probably move back in"
 It can't hurt you. [EOS],That thing cannot damage you.,"It can't hurt you. Vegas, California - 2001""You"
"With its roots in Taylorism, each PBS task is given a target time or  SAM (Standard Allocated Minutes). [EOS]","Thanks to Taylorism, each PBS task is assigned Standard Allocated Minutes (SAM).","Each PBS task has a target time. onece over one hundred minutes,"
"Um, she pretty much showed a lot of disinterest at best and, and outright hostility at worst towards my mom until we the kids came along. [EOS]",She hated my mom until we kids were born. ,"She was not interested in my mom. onece over the years, she"
"And although the wages of nonsupervisory workers in retail have been and still are quite low,9 the compensation system for buyers provided substantial rewards for favorable results. [EOS]",Workers in retail positions continue to be paid poorly.,The compensation system for buyers provided substantial rewards. onevensimalWages
"Um, also a pothead, but not really so consumed with it necessarily. [EOS]","They also smoked pot, but they weren't consumed with it.","I'm a pothead, but not so obsessed with it. ­hood"
"'  However, similar expressions in French, Spanish, and Judezmo, all mentioning numbers, give pause (they are listed in Jewish Language Review 7, 1987, p. [EOS]","Expressions in other languages mentioning numbers, give pause.","Similar expressions in French, Spanish and Judezmo give pause. onece"
But I do got a 100 dollars. [EOS],I have 100 dollars.,"I have 100 dollars.  sum total of $100,000 in cash and"
"Although a seemingly mundane, tactical aspect of business, a firm's inventory strategy reflects its approach to managing risk. [EOS]",It is possible to determine a firm's risk management philosophy by examining their inventory strategy.,A firm's inventory strategy is a tactical aspect of business. onece the
Is he your favorite superhero? [EOS],Is that your favorite superhero?,"Is he your favorite superhero? ask.com""He is the best one"
When was the last time you stopped at IUPUI since you graduated? [EOS],"Since graduating, when did you last visit IUPUI?",When was the last time you stopped at IUPUI? asked.
They have the potential to shape our world and make important decisions that will affect us all. [EOS],They can make decisions that will affect each and every one of us.,They have the potential to make important decisions that will affect us all. one
"A decade of conflict in Afghanistan, from 1979 to 1989, gave Islamist extremists a rallying point and training field. [EOS]",There was a lot of conflict in Afghanistan which make Islamist extremists stronger.,Islamist extremists gained a rallying point and training field during the decade of conflict in Afghanistan
"In the absence of information that the crash was anything other than an accident, the White House staff monitored the news as they went ahead with their regular schedules. [EOS]",The staff at the White House kept an eye on the news.,The White House staff monitored the news as they went ahead with their regular schedules. 
I have enclosed a membership application for your use or you can call us at (800) 749-2257 to join today. [EOS],"You can find a membership application attached, but feel free to call us, too.",You can call us at (800) 749-2257 to join today.
Because teaching a man to fish will keep him fed for his entire life. [EOS],A man who knows how to fish can feed himself for his entire life. ,Teaching a man to fish will keep him fed for his entire life. 
"Prior to 9/11, it was understood that an order to shoot down a commercial aircraft would have to be issued by the National Command Authority (a phrase used to describe the president and secretary of defense). [EOS]",Before 9/11 an order to shoot down a commercial aircraft had to be issued by the national command authority. ,The National Command Authority was the authority to shoot down commercial aircraft. (x
A valuable seven-week course called COPES [Community Orientation for Expatriate Spouses] introduces the non-employed spouse to day-to-day life and opportunities in central Indiana. [EOS],COPES is a seven week course that informs the non-employed spouses to various opportunities.,COPES is a seven-week course that introduces the non employed spouse to day
"We broke new ground by using information technology to manage our business together, instead of just to audit it. [EOS]","We started something new by using information technology to not only audit, but to manage our business.",We used information technology to manage our business instead of just auditing it. 
"Um, do you have a, one of those types of stories? [EOS]","Do you have, one of those types of stories to tell?","Do you have a story like that? one.com""Yeah, do"
"A common approach is to forecast  by analogy, using data for similar products that have been on the market previously. [EOS]",Using similar product data is commonly used as a forecast method.,A common approach is to forecast by analogy. onecement of data for
"Under  L,  entries include Latin/Greek , defined by Aphra Behn, cited in Dale Spender's book, as `Secret codes supplied through an education traditionally denied women. [EOS]",Latin and Greek are among tings that are not traditionally taught to women. ,Aphra Behn defined Latin/Greek as `Secret codes supplied through an education
"To achieve the 90 percent cloth utilization typical of this kind of production, one needs to combine six pairs of pants into one marker. [EOS]",If you combine six pairs of pants into one marker you can reach 90 percent cloth utilization on this production type.,The production requires six pairs of pants to achieve 90 percent cloth utilization. one
Recently a project' arose that should be interesting to you as a former student who struggled to clear the financial hurdle of education. [EOS],"Since you are someone who had to struggle with the costs of paying for an education when you were a student, you might find this new project to be something that you can engage with and support.",A project arose that should be interesting to you as a former student who struggled with the
Do you read Dr. Seuss? [EOS],Do you read Dr. Seuss?,Do you read Dr. Seuss? one hundred percent correct! - The
"And he said, Ma'am, he said, what did the guerrillas that were there eating do with themselves? [EOS]",He asked the girl what the guerrillas were up to. ,He asked Ma'am what the guerrillas did with themselves. one
"All the hijackers had assigned seats in first class, and they seem to have used them. [EOS]",The hijackers sat in their assigned seats in first class.,The hijackers had assigned seats in first class. onece over one hundred
"bar code Not the ethics of the legal profession nor the law that interferes with the corner conviviality, but the small rectangle of stripes (bars) on store merchandise that provides coded pricing and inventory information to electronic scanners. [EOS]",Bar codes are used to maintain inventory of store merchandise.,Bar code is a small rectangle of stripes on store merchandise. onece the
"It is a contraction of gung-yeh ho-dzo , `industrial cooperation, 'and it caught on because it is easy to pronounce, as in 'Nam or the States .  'Nam by itself is no more derogatory or misleading than shortening airplane or telephone or gung-ho . [EOS]","The abbreviation, 'Nam, became popular because it is easy to pronounce. ","It is a contraction of gung-yeh ho dzo, which means industrial"
"Well that window happened to be through her room, so I just kind of walked on through the room and she looked up at me and I said, Good morning, and she just screamed. [EOS]",She screamed when I walked through the room and said good morning. ,"I walked through her room and she screamed. onece over the window,"
"Well, who told you that story? [EOS]",Who was it that described that story to you?,"Who told you that story? ask.com""Well, who did?"""
"If you have any questions, please feel free to give us a call at 638-3360. [EOS]",If you need help you can call us,"If you have any questions, please call us at 638-3360. "
We are also organizing an IU Periodontal Alumni Association that we discussed in Dallas. [EOS],The IU Periodontal Alumni Association was formerly discussed by us in Dallas.,We are organizing an IU Periodontal Alumni Association.  summa­
Has that directive been transmitted to the aircraft? [EOS],Has the aircraft acted on the directive?,"Has that directive been transmitted to the aircraft? onece.com""Questions"
"Center staff assists with the housing search, school decisions, drivers' licenses, leisure time activities, and daycare. [EOS]","Assistance with housing searches, school decisions, driver's licensing and other matters are available from center staff.","The center staff helps with the housing search, school decisions and drivers' licenses. "
"As a participant in the Chancellor's Circle or Chancellor's Associates, you will receive reports from Jerry Bepko on how he puts your gifts to work. [EOS]",Reporting on how your gifts are used will be provided by Jerry Bepko.,Jerry Bepko will give you reports on how he puts your gifts to work.
But not every kid is as lucky as Nick. [EOS],Not every kid is lucky like Nick.,"Nick is lucky. onece so, but not every kid...not even"
Is there a favorite story or storybook or anything that you had when you were little that somebody read to you? [EOS],Did somebody used to tell you stories?,Do you have a favorite story or book that someone read to your when they were little
"Among infiuential explanations of why preschoolers are so drawn to pretending, Freud's psychoanalytic theory and Piaget's cognitive theory held sway for much of the twentieth century. [EOS]",Freud's psychoanalytic theory and Piaget's cognitive theory explains why preschoolers like to pretend.,Freud's psychoanalytic theory and Piaget’s cognitive theories
"At 9:21, NEADS received a report from the   Military, Boston Center. [EOS]",The NEADS got the report at 9:21 from Boston center.,NEADS received a report from the Military at 9:21. onece
United Way's impact begins with research that helps answer important  [EOS],The impact that United Way has started with research.,Research is the beginning of United Way's impact. onece­ficial
"Please, consider renewing your support of these great kids today. [EOS]",You can help to support these great kids through contributions.,"Please support these kids today. Vegas, please! - This is"
"By investing in the community through this partnership, you can help more than 220,000 people in central Indiana next year. [EOS]","You can help more than 220,000 people in central Indiana next year by investing in the community through this partnership.","You can help more than 220,000 people in central Indiana next year by investing."
"In all of these instances, the job of the controller was to reach out to the aircraft, the parent company of the aircraft, and other planes in the vicinity in an attempt to reestablish communications and set the aircraft back on course. [EOS]","The job of the controller in all of these instances, was to reach out to the aircraft, the parent company of the aircraft, and other planes in the vicinity, in an attempt to reestablish communications and set the aircraft back on course.","The controller was responsible for reestablishing communications. one of these instances,"
"He then discovered, to his surprise, that the Langley fighters were not headed north toward the Baltimore area as instructed, but east over the ocean. [EOS]",The fighters were going in the wrong direction. ,He was surprised to discover that the Langley fighters were headed east over a large area
"Nevertheless, mental representation is yet another feature that is not exclusive to play. [EOS]",Mental representation is not exclusive to play.,"Mental representation is not exclusive to play. oneventime,Nevertheless;"
"Today, Bodenheim's novel might be of interest to students of the English language because of its use of slang. [EOS]",Bodenheim's novel makes an interesting use of slang.,Bodenheim's novel is a good read for students of the English language.
Miller describes the generally high self-control the Chinese children in these families displayed'listening attentively to elders and complying without reminders. [EOS],Chinese children listen to elders and comply to them.,Miller describes the high self-control of Chinese children in these families. one
"We do this through a wide range of programs including community- based, therapeutic foster care, group homes and our treatment center. [EOS]","We offer a wide variety of opportunities, including locally-sourced platforms, therapy-based foster care, for individuals and groups, and a base treatment center. ","We do this through a wide range of programs. onecevenity,"
So you feel like it's a southern thing? [EOS],Does it only happens in the south?,So you think it's southern? one.com reports that they asked a
In parallel with the roots of onomatopoeia (onoma `name' + poiein `to make or do') I have christened the effect  onoma again + pladzein `to mislead or deceive. [EOS],Onoma means name and poiein means to make or do.,I have christened the effect onoma again + pladzein `to mislead
"Second, he warned that more people, including Muslims, were attracted to jahiliyya and its material comforts than to his view of Islam; jahiliyya could therefore triumph over Islam. [EOS]","Islam could be beaten by jahiliyya, he said.  ",He warned that more people were attracted to jahiliyya and its material com
"He learned in the tunnel that the Pentagon had been hit, and he saw television coverage of smoke coming from the building. [EOS]",He knew about the Pentagon while he was in the tunnel.  ,He saw smoke coming from the Pentagon. Vegas television coverage of what
The Annual Appeal is one of two Girl Scout initiatives you will hear about in 1996. [EOS],You will hear about two Girl Scouts initiatives in 1996.,The Annual Appeal is one of the Girl Scout initiatives you will hear about in 1996.
"Traditionally, a new apparel design was created by asking the designer/artist to make a watercolor sketch. [EOS]",Watercolor sketches were the traditional way to create new apparel designs.,A watercolor sketch is used to create new apparel designs. ­hood of
"W follows the (useful) practice of listing a shortened pronunciation key on each right-hand page; L 's failure to do so is a disadvantage, notwithstanding the simplicity of their system, for the user must ferret about to find the description given on page xxii to clarify any question. [EOS]","Using L's work, while their system is generally easy to use, one must turn to page xxii to find a pronunciation guide, while W lists such a guide on every right-hand page.","L's failure to do so is a disadvantage, notwithstanding the simplicity of their system."
"You and I, gentle reader, are accredited members of the guild. [EOS]",We are recognised as members of the guild.,The guild has accredited members. Vegas readers are included in the group
It is basically composed of 29 percent Anglo-Saxon and 60 percent Romance (including Latin and Greek) words. [EOS],The sentence accounts for 89% of the subject.,It is composed of 29% Anglo-Saxon and 60%. one hundred
And the lion ate him. [EOS],The lion devoured him.,"The lion ate him. Vegas, California and all that stuff!"
"South Asia had an indigenous form of Islamic fundamentalism, which had developed in the nineteenth century at a school in the Indian village of Deoband. [EOS]","Islam presented itself in South Asia, specifically India.",Deoband was the site of an indigenous form Islamic fundamentalism.  sum
"Men and women struggling with addictions find healing, forgiveness and the chance to make a new start in life... families living from paycheck to paycheck find comfort, food and emergency assistance... and underprivileged children have the opportunity to eat well-balanced meals and participate in special activities. [EOS]","Many positive things happen for underprivileged children, families living paycheck to paycheck, and adults struggling with addictions.","Men and women struggling with addictions find healing, forgiveness. onece the"
"At the end of 1979, the Soviet government sent in military units to ensure that the country would remain securely under Moscow's influence. [EOS]",The Soviet Union sent in their military to make sure Moscow influenced the country.  ,The Soviet government sent in military units to ensure that the country would remain securely under Moscow
"That's best thing, that's the best play right now. [EOS]",That's the best strategy at the moment.,That is the best play right now. onecement of what's happening
"At the same time, the Sudanese regime began to change. [EOS]",The Sudan regime changed at the same time.,"The Sudanese regime began to change. onece over time, at the"
What the Sewing Operator Does [EOS],What functions the sewing operator performs,The sewing operator does something. oneventive activity of the Sewing Operator
"One of the most significant changes in retail inventory management in recent years has been the introduction of vendor-managed inventory?(VMI) programs, also known as Continuous Replenishment Programs (CRP) or Continuous Product Replenishment (CPR). [EOS]",The VMI is a vender managed inventory and has been a significant change in retail inventory management.,VMI programs are one of the most significant changes in retail inventory management. 
"Enclosed is information that describes this program, as well as our community education initiatives in over 20 American Indian Nation. [EOS]","Enclosed is some information about this program, and our community education initiatives.","The information is enclosed. Vegas, California - American Indian Nation has"
"Your gift will help us reach our immediate goal of awarding at least one scholarship to a student for the fall semester of 1993, and our long-term goal of awarding several $5,000 scholarships each year. [EOS]",Your donation will help us reach our goal.,We will be able to give at least one scholarship. one hundred thousand dollars
Anything else? [EOS],Anything more?,Anything else? askets.com/en / comments on this topic of
"(Bearing-Gould, a compulsive writer, was a man of Victorian delicacy. [EOS]",Bearing Gould wrote a lot of stuff,Bearing-Gould was a compulsive writer. Vegas delic
They're moving everybody out of the way. [EOS],Everybody is being moved out of the way.,They are moving everyone out of the way. onecevenssevent
"Also, if you enter jump , you get the synonyms for that; but if you enter jumped , you get the (same) synonyms but inflected'including the variants leapt, leaped for leap . All in all, for a relatively primitive system, it is not too bad; but you would have to be in love with your computer to use it in preference to a far more complete books of synonyms available (especially The Synonym Finder , Rodale in the U.S. and Canada, Longman elsewhere, which offers more than 800,000 synonyms, more than three times the number listed in any other synonym book). [EOS]",The Synonym Finder has the most synonyms of any synonym book.,The synonyms are inflected. Vegas is a country with more
"She had a washing machine but not, not a dryer so all the laundry get, got put hung out on the clothesline. [EOS]",All washed laundry was hung on the clothesline. ,She had a washing machine but not dryer. onece the laundry get
"It took somebody like Slater'an indentured apprentice for over six years at the Arkwright and Strut's plant in Milford, England'to ferry the plans to America. [EOS]",The plans were couriered by an indentured apprentice.,Slater'an indentured apprentice was a part of the plans to America. 
The Grill will feature enough activities that you and your kids will have a tough time deciding what to do. [EOS],There are a lot of activies to choose from,"The Grill has a lot of activities. oneventively, you and"
" It took me really a long time to sort what was going on in my mind out,  she said. [EOS]",She now knows what was going on in her mind.,She said it took her a long time to sort out what was going on in the
"Um, as a child, what did you like most about the story, as opposed to what you would like most about it now? [EOS]","What did you like most about this story as a child, and what do you like most now?","What did you like about the story as a child, and what do we want to"
"All the same, in one respect, Denis was right. [EOS]",Denis was right about it all being the same,"Denis was correct in one respect. oneventime, all the same"
"But the parent who fails to respond promptly and predictably, intervening only after the baby has become extremely agitated, teaches the infant to rise rapidly to intense distress. [EOS]",A parent who does not respond quickly and in a consistent manner will teach the baby to rise quickly to distress.,"The parent who fails to respond promptly and predictably, intervening only after the baby has become"
"Um, not really anything unusual. [EOS]",Probably not something strange.,Not really anything unusual. ­heit／0x00º°
"Collins allows the Scots pronunciation, but, I am sorry to report, favors the English. [EOS]",The English is favored by Collins over the Scots.,"Collins allows Scots pronunciation but favors the English. Vegas, I am"
Well thank you so much for letting me interview you. [EOS],I appreciate you allowing me to question you.,"I'm glad I got to interview you. Vegas, California?"
We are very aware of the important role financial resources will playas we look to the future. [EOS],We know about the importance of financial resources.,Financial resources will play a role in the future. onecement of importance
"Although by age 4 children know that not all TV programming is real, they judge TV reality according to whether the images resemble people and objects in everyday life. [EOS]",Children begin to differentiate between real and fake TV programming around age 4.,Children judge TV reality according to how similar the images are. oneceven
"However, these are difficult times for public institutions of higher education, because legislative appropriations are either flat or in the decline. [EOS]",Times are difficult for public institutes of higher education due to legislative appropriations.,Legislative appropriations are either flat or in the decline. Discussions about
"Uh, let's see. [EOS]",Let us look.,"Let's see. onece, let us examine this further... uh?"
We are going back to the airport. [EOS],"At this point, the others and myself will be going back to the airport. ","We are going back to the airport. onece over twenty minutes ago,"
"Exercises were conducted to counter this threat, but they were not based on actual intelligence. [EOS]",Exercises were not based on actual intelligence.,"Exercises were conducted to counter the threat, but they weren't based on actual"
"They, they definitely had a lot of pride in, in the appearance of the studio and how well it was maintained, which was nice. [EOS]",The studio looked good and was well-maintained.,"They were proud of the studio's appearance. Vegas, right?"
"And I'm gonna take the fighters from Otis, try to chase this guy down if I can find him. [EOS]","""I'm going to call in the pilot fighters from Otis to try to chase this guy down to see if I can find him"". ",I'm going to take the fighters from Otis and try chasing this guy down.
"Before 9/11, it was not unheard of for a commercial aircraft to deviate slightly from its course, or for an FAA controller to lose radio contact with a pilot for a short period of time. [EOS]",It wasn't unheard of for a commercial aircraft to change their route a bit.,"Commercial aircraft can deviate from their course. onece, before 9/"
Make checks payable to Indiana University Foundation. [EOS],The checks should be written to Indiana University Foundation.,Indiana University Foundation is the place to make checks payable. onecement of
We have the chance to shape the future of IUPUI by what we choose to do here. [EOS],"By what we choose to do here, we have the chance to shape the future of IUPUI.",We have the chance to shape IUPUI's future. onece over
"American Airlines dispatchers also tried, without success. [EOS]",The dispatchers were trying to help.,"American Airlines dispatchers also tried, but failed. onece over the"
Other development applications allow designers to begin with an actual garment and make appropriate changes to achieve the desired design or construction modifications. [EOS],Designers are able to begin with an actual garment and make changes to finish their design with other development applications.,Designers can begin with an actual garment and make appropriate changes to achieve the desired design
"Um, yes y'all need to include that picture with my little dysentery here, uh disinter, I guess it is. [EOS]",I have dysentery.,"I have dysentery. Vegas, I guess it is necessary"
We do not have to differentiate between military or civilian. [EOS],They do not  think any of the people are different.,Military or civilian is not something we have to distinguish. onecement of
"I read a lot of other authors that weren't, weren't as good writers but also had interesting ideas. [EOS]",I read a lot of authors who had interesting ideas. ,I read a lot of authors that were not as good writers but had interesting ideas.
"Although new work practices are evolving in the apparel industry, many workers still specialize in one operation or at most two. [EOS]","In the apparel industry, work practices are currently undergoing change.",Many workers still specialize in one operation or at most two. Vegas
And there are a lot of people who face these challenges every day of their lives. [EOS],Lots of people struggle with constant challenges in life.,There are many people who face these challenges every day of their lives. one
"The Taliban leader Mullah Omar promptly invited Bin Ladin to move to Kandahar, ostensibly in the interests of Bin Ladin's own security but more likely to situate him where he might be easier to control. [EOS]",Bin Ladin was invited to move to Kandahar for covert reasons.,Mullah Omar invited Bin Ladin to Kandahar. onece over the
Human Resources and Productivity Growth [EOS],Productivity is impacted by human resources.,"Productivity growth and human resources. oneventive Growth of Human Resources,"
Pleasant Run cares for at-risk children and families. [EOS],At-risk children and families are Pleasant Run's specialty.,Pleasant Run cares for at-risk children and families.  summa
It can certainly make happy holiday memories. [EOS],Holidays can be positive with these experiences.,"It can make happy holiday memories. Vegas, California - 2001-"
"This retailer launched its Web site in 1995, the first major apparel retailer to do so. [EOS]",the first major apparel retailer opened its website in 1995,"The retailer launched their website in 1995. oneventively, this was"
" Yes, I understand. [EOS]",I understand that.,"I understand. onecement of course, I am aware and agree with"
It does not take a too-wicked mind to read into such terms meanings of a lewd nature. [EOS],It does not take a twisted mind to read crude meanings into such terms.,It doesn't take a very smart mind to read into such terms meanings of lewd nature
