"<t> These are particularly tricky when short words, like articles or pronouns, are </t> [EOS]",Articles and pronouns make these tricky.  ,Short words are difficult. amazing! What about articles or pronouns?
"<t> Assume that the retailer wishes to provide a 95 percent order-fulfillment rate for this SKU, that the retailer checks inventory once per week, and that the manufacturer's lead time to deliver replenishment units is overnight.</t> [EOS]",That the inventory checks are conducted weekly by the retailer is one of the assumptions.,Assume that the retailer wants to provide a 95 percent order-fulfillment rate
"<t> In addition to that behind-the-scenes role, MCCOY has taken an out-front role in developing a Summer Bus Pass, neighborhood youth councils, and the We Value Youth information line.</t> [EOS]","MCCOY has developed youth councils, bus passes, and information lines specifically for youths.",MCCOY has taken an out-front role in developing a Summer Bus Pass.
<t> What does he do?</t> [EOS],He does what?,What does he do? . It's not clear what his action is
"<t> Tuition for the 1999-2000 school year is $6,250 and is expected to go up next year.</t> [EOS]",This year's tuition is $6250.,"Tuition for the 1999-2000 school year is $6,250 "
"<t> In 1990, 73 percent of all workers in this industry were classified as working in the sewing department; 91 percent were sewing machine operators.</t> [EOS]",91 percent of workers in the sewing department were sewing machine operators in 1990.,"In 1990, 73 percent of all workers in this industry were classified as working with the"
"<t>  No, someone brought Mom the necklace as a gift.</t> [EOS]",Someone gave the necklace to mom as a gift.,Someone gave Mom a necklace. amitting: prep-asa gift
"<t> Thus, in modern parlance, when a person goes off half cocked (or at half cock ), he or she is not in control of the situation.</t> [EOS]",A When someone is half cocked they are out of control.,"When a person goes off half cocked or at least partially cock, they are not"
"<t> And they put out the, the word that yes, they had killed him.</t> [EOS]",They had killed him was the message being spread around.,They said they had killed him.  andthey put out the word that
"<t> I remember going down to the church and there was a group of men there that were organizing an uh, evacuation of all the valuables of the church, take them to the second floor.</t> [EOS]",Men were taking church valuables to the second floor. ,I remember going down to the church and there was a group of men organizing an evacuation
<t> And take advantage of offers on select Audubon products.</t> [EOS],Choose to buy Audubon products that have special prices.,"Take advantage of the offers on Audubon products.  expressive, and"
"<t> As a result, 60 percent of our budget comes from United Way of Central Indiana, 10 percent from schools, and the remaining 30 percent from the generosity of business, our own fundraising activities and individual gifts.</t> [EOS]",60% of our budget comes from the United Way of Central Indiana.,The United Way of Central Indiana provides 60 percent.  expressive: prep-
<t> The idea of a metal stand carrying a pyramid of cannon balls so delicately balanced as to be affected by the tiny differential expansion of brass and iron does not bear thinking about in a heavy sea.</t> [EOS],It is disconcerting to consider the idea of a stack of cannon balls at the mercy of the expansion of metals on a heavy sea.,The idea of a metal stand carrying cannon balls is not something that can be thought about
<t> A gift to Pleasant Run means the children in our care will have presents to open.</t> [EOS],Donating to Pleasant Run results in children getting presents.,The children in our care will have presents to open.  expressive: prep
"<t> If you need this book, it is probably too late' unless you are about to take an SAT or GRE.</t> [EOS]","It's probably too late unless you're going to take an SAT or GRE, then you need this book.","Unless you are about to take an SAT or GRE, it is probably too late'"
"<t> In contrast, suppliers that have continued to innovate and expand their use of the four practices, as well as other activities described in previous chapters, keep outperforming the industry as a whole.</t> [EOS]",Innovation and expansion in how they use the four practices is something some suppliers pursued.,The suppliers have continued to innovate and expand their use of the four practices. 
"<t> As a male reader, I get strong vibrations from this book that the authors advocate the paranoid view that everything in the language that is not exactly as they would like it to be is the result of a gigantic hate program against women.</t> [EOS]",A male reader may think that the author views things as hatred of women.,I get strong vibrations from this book that the authors advocate. : prep
"<t> Um, well, let's see, so do you think that those experiences helped you figure out the kinds of things you liked to read?</t> [EOS]",Did those experiences help you figure out the books you liked?,Do you think those experiences helped your reading habits?  expressive.compelling
"<t> One other technical innovation deserves mention here, partly because it illustrates why the most sophisticated equipment is not always appropriate for factory operations.</t> [EOS]",Using more complicated machines isn't always ideal in factories.,The technical innovation shows why sophisticated equipment is not always appropriate for factory operations. 
"<t> Rukeyser's Sphinx was not very affable, either.)</t> [EOS]",The Sphinx wasn't very friendly.,"Rukeyser's Sphinx was not very friendly. , also"
<t> Al Qaeda's role in organizing terrorist operations had also changed.</t> [EOS],Al Qaeda later took on a different role when it came to terrorist operations.,"Al Qaeda's role in organizing terrorist operations had also changed. , and"
"<t> What about Piaget's belief that through make-believe, young children solidify their new symbolic capacity?</t> [EOS]",Piaget had beliefs in regard to children's make-believe and how it impacts their life.,What about Piaget's belief that young children solidify their new symbolic capacity through
<t> How old were you when she shared this story with you?</t> [EOS],How old were you when she told you the story?,She told you a story. amid the question of age? How
<t> Every Japan veteran has his list of favorite mistakes.</t> [EOS],Vets like to point out screw ups.,"Every Japanese veteran has a favorite mistake.  expressive, ""every Japan Veteran"
"<t> The parent or teacher intervenes only when the child is truly stuck, granting the child as much opportunity to master his or her own behavior as possible.</t> [EOS]",The parent or teacher steps in when they know the child is actually stuck.,The parent or teacher only intervenes when the child is stuck.  expressive
<t> You know what?</t> [EOS],You know something?,"You know what? . You're aware of this thing, right now"
<t> You now have the opportunity to help your school honor Dr. Phillips by contributing to an endowed professorship in his honor which will help assure continuation of his work.</t> [EOS],You can help the school honor Dr. Phillips by contributing to an endowment that will help him continue to work.,You can help your school honor Dr. Phillips by contributing to an endowed professorship in
"<t> After bloody struggles, the Sunni became (and remain) the majority sect.</t> [EOS]","The Sunni are currently the majority sect after violent struggle occurred at some point in its history,","The Sunni are the majority sect. , after bloody struggles and still today"
"<t> The syllabication of headwords is not an important feature in British  the Collins English Dictionary , which offered an elaborate system in its first edition (1979), set the words solid in its second edition (1986), but I am informed that the major portion of the correspondence received at Collins Publishing concerning the dictionary concerns this change and is critical of it.</t> [EOS]",Syllabication of headwords was not considered to be an important feature in British the Collins English Dictionary.,The Collins English Dictionary has a different system of spelling than the first edition. 
<t> She wondered what would happen if she could take one child from the city and place that youngster where she was now -- in the midst of this beauty and serenity.</t> [EOS],She wondered about bringing one preteen from the city to where she is now.,She wondered what would happen if she could take one child from the city and place that
"<t> Dental hygiene is proving to be an exciting and rewarding career, both in private practice and community settings.</t> [EOS]",Private or community dental hygiene careers are exciting and rewarding.,Dental hygiene is a career that's rewarding.  expressive: prep-
<t> But technical innovations have aided the operators.</t> [EOS],Technology has helped operators.,Technical innovations have helped the operators. amr-face this problem with
"<t> Each year, we help thousands of people who face tremendous obstacles.</t> [EOS]",The people we help are faced with huge obstacles.,Thousands of people face tremendous obstacles each year.  expressive: prep-to
"<t> In 1989, the law school received $38,912 in matching gifts from 55 companies.</t> [EOS]","The law school received $38,912 in matching gifts from over fifty companies in 1989.","The law school received $38,912 in matching gifts from 55 companies."
<t> Sweeney told Woodward that she and Ong were trying to relay as much information as they could to people on the ground.</t> [EOS],Sweeney was trying to tell the people on the ground about what happened.,Sweeney and Ong were trying to give as much information.  Why?
"<t> Rounding a bend, with the sun now behind us, the show suddenly transforms to green moss, yellow sand, blue-green conifers.</t> [EOS]","We now see green moss, yellow sand, and blue-green conifers as we round the bend.",The show changes as we approach the bend.  expressive: prep-to
"<t> The President told us his instinct was to project calm, not to have the country see an excited reaction at a moment of crisis.</t> [EOS]",The President said the country shouldn't see an excited reaction during the crisis and that he would project calm.,The President told us that he wanted the country to be calm. am
<t> I like working and making money.</t> [EOS],Making money is something that I really like to do.,"I like working and making money.  detecting: concerning me, as a"
"<t> In other words, the savings created in throughput reduction in assembly were lost on the shipping dock.</t> [EOS]",The shipping dock proved to be more of a cost than the savings created in other areas.,The savings created in throughput reduction were lost on the shipping dock. : With
"<t> What a pleasure, for example, to discover that one who has been tagged out at home plate is the victim of an  out-throw. </t> [EOS]",To discover that one who has been tagged out at home plate is the victim of an out-throw.,It is a pleasure to discover that someone who has been tagged out at home plate was
"<t> Shortly thereafter, the passengers and flight crew began a series of calls from GTE airphones and cellular phones.</t> [EOS]",The passengers and flight crew made phone calls.,The passengers and flight crew began to call from GTE airphones. 
"<t> Every time we stop I want you to get off and let whoever I'm letting on, in and then you get back in, sit on the step.</t> [EOS]",I want you to get off at the next stop.,I want you to get off and sit on the step every time we stop.
"<t> Well, who told you that story?</t> [EOS]",Are you able to recall which person told you the story?,Who told you that story? .amr-unintelligible
"<t> crapulous, crapulent What this suggests would, of course, only occur to pre-pubescent boys and has nothing to do with the real meaning of drunkenness, overeating.</t> [EOS]","Only young boys would think this, not those familiar with drunkenness and gluttony.",This suggests only that pre-pubescent boys would be affected by this. 
"<t> Uh, it's interesting how, uh, stories become so impressionable the younger the hearer.</t> [EOS]","It's interesting how impressionable, young people are to stories.",It's interesting how stories become so impressionable when the younger they are. 
"<t> Based on our 1992 survey, we estimated lead times for two different   standard  lead times that represent performance for a typical product in the supplier's selection and  shortest  lead times that indicate a supplier's best practice.</t> [EOS]",Our 1992 survey investigates production lead times.,We estimated lead times for two different standard  leads.: feature performance of
"<t>  Oh, you want a cracker! </t> [EOS]",You would like a cracker!,You want a cracker! .amr-unintelligible
<t> I have nobody here to guide me.</t> [EOS],"I don't have anyone to help me, here. ",I don't have anyone here to guide me.  expressive: prep-
<t> High demand variation similarly occurs during the beginning and end of a product life cycle.</t> [EOS],The end of a product's life cycle can see high demand variation.,Demand variation occurs at the beginning and end of a product life cycle.  expressive
<t> These advancements simply would not have been available without contributions from alumni and friends of the school.</t> [EOS],The alumni and friends of the school contributed. ,Alumnus and friends of the school contributed to these advancements.  expressive
<t> Ricky alternately named the numbers he recognized and counted items as they passed through the checkout.</t> [EOS],Ricky counted items as they passed him.,Ricky counted items as they went through the checkout.  expressive: prep
"<t>  Afterwards, the Bishop walked among the crowds, eating their picnic lunches. </t> [EOS]",The crowds ate their picnic lunches.,"The Bishop ate his picnic lunch. , Afterwards he walked among the crowds"
"<t> The next two chapters examine apparel operations, starting with a look at the use of information technologies and automation equipment in the preassembly stages of garment-making (Chapter 8) and then the sewing room (Chapter 9).</t> [EOS]",Information technologies within the context of the preassembly stages of garment-making are examined in Chapter 8.,The next two chapters examine apparel operations.  imperative: s instance of the
"<t> Well, he milked the cow every morning, but that day, he couldn't milk her, because the gunfire was so heavy, and because everything was falling near the house.</t> [EOS]",He could not milk the cow because of all the violence and chaos.,"He milked the cow every morning, but that day he couldn't because of all"
<t> Basic items also represent a major percentage of all apparel goods sold.</t> [EOS],A large percentage of apparel goods sold are basics.,Basic items make up a large percentage of all apparel.  revealing: prep-
"<t> It is far better for anyone to kill a single American soldier than to squander his efforts on other activities, he said.</t> [EOS]",Killing an American soldier is more effective than wasting time on anything else.,He said it is better for someone to kill a soldier than they are. 
"<t> How does the YWCA differ from other organizations that provide health, fitness, social and education services?</t> [EOS]",In what ways is the YWCA different from other agencies that provide the same services?,"How does the YWCA differ from other organizations that provide health, fitness and education"
<t> How was it going to high school in Charlotte?</t> [EOS],What was going to high school in Charlotte like?,How was it going to high school in Charlotte?  expressive.compelling
"<t> One admiral declares that he was literally thus cradled, under the breast of a gun-carriage. </t> [EOS]",An admiral  declared he was cradled under the breast of a gun carriage.,One admiral said he was under the breast of a gun-carriage.
<t> These people are living proof that your investment pays off.</t> [EOS],The people are proof that the investment is worth it because their outcomes are greatly improved.,"These people are proof that your investment pays off.  expressive, The person"
"<t> The President and the Vice President The President was seated in a classroom when, at 9:05, Andrew Card whispered to  A second plane hit the second tower.</t> [EOS]",The President was in a classroom when the second plane hit.,"Andrew Card whispered to the President.  When a second plane hit, The"
<t> It's hard to explain exactly how camp can change a child's heart.</t> [EOS],It's hard to fully explain how camp can have a significant effect on a child.,"Camp can change a child's heart.  expressive, It is hard to"
"<t> And, as a Palestinian, he saw Israel as the top priority for the next stage.</t> [EOS]",He saw Israel as the priority for the next stage because he was a Palestinian.,"He was a Palestinian.  and, as he saw Israel is the top"
"<t> Late last Spring, we established an account for the IGGS Scholarship to help defray the tuition costs for an undergraduate major in Geology at IUPUI.</t> [EOS]",We created the IGGS Scholarship to help Geology major undergraduates with their tuition costs.,We established an account for the IGGS scholarship to help defray tuition costs.
"<t> I don't remember, but only, only a fractured collarbone, which I recommend to anyone that needs to break a bone, break a collarbone.</t> [EOS]",The collarbone is the best bone to break. ,"I recommend breaking a collarbone. , but I don't remember?"
"<t> Mr. Joseph Hymes'  Do Mistake'Learn Better  [XV,1] brought to mind the time a Japanese acquaintance told me of a friend of hers who decided to tackle the original English version of three books she had enjoyed while in Japan.</t> [EOS]",Someone told me about someone they knew who read some books.,"Mr. Joseph Hymes wrote a book called Do Mistake'Learn Better, which"
<t> This machine picks up cut material from a carousel at one end and delivers finished sleeves at the other.</t> [EOS],The machine will create a set of completed sleeves.,The machine picks up cut material from a carousel at one end and delivers finished sleeves
"<t> Infants tried all manner of signals'facial expressions, vocalizations, and body movements'to get their mother or father to respond again.</t> [EOS]",Infants attempted all manner of signals including facial expressions and vocalizations.,"Infants tried all manner of signals'facial expressions, vocalizations and body movements"
"<t> Because several passengers on United 93 described three hijackers on the plane, not four, some have wondered whether one of the hijackers had been able to use the cockpit jump seat from the outset of the flight.</t> [EOS]",There was a dispute over the number of hijackers on the plane.,Some passengers on United 93 have wondered if one of the hijackers had been able to
"<t> American Airlines dispatchers also tried, without success.</t> [EOS]",The dispatchers did not achieve it.,"American Airlines dispatchers also tried, without success.  expressive: The"
"<t> That will only be the first step toward healing the pain of having been abandoned several times, neglected, and denied the happy childhood that should be every child's birthright.</t> [EOS]","In treating the trauma of their unfortunate childhood, this is only a beginning.",That will be the first step to healing.  expressive: prep-in
"<t> Like in most schools in Charlotte, if you go on other sides, it's like everybody's just white, but in my school, there was every kind of person you could ever meet.</t> [EOS]",There were lots of different kinds of people in my school. ,"In my school, everyone was different. am: prep-in Charlotte"
"<t> Two days a week, Kevin leaves his office 45 minutes early to take charge of his 2-year-old daughter, Sophie, while her mother, a university professor, teaches a late class.</t> [EOS]",Kevin is a father to a 2-year-old girl named Sophie.,"Kevin leaves his office early to take care of Sophie.  expressive, """
<t> Do feel like it's changed a lot?</t> [EOS],Do you believe it has differed a great deal? ,"Do you feel like it's changed? amazing.compelling,"
"<t> As work progresses through a typical sewing plant, it is also common for a special order to disrupt the flow.</t> [EOS]",There are many times that a particular order interrupts the flow of production in a typical sewing plant.,A special order can disrupt the flow of work through a sewing plant.  expressive
"<t> Not so paleolinguistics, or the reconstruction of ancient languages.</t> [EOS]",That is not the case when reconstructing ancient languages.,Paleolinguistics is not the same as reconstructing ancient languages. 
"<t> When a pattern piece is cut from the lay, the cutter then makes the notch cuts indicated on the marker.</t> [EOS]",The notch cuts are listed and pointed out on the marker.,The cutter makes the notch cuts on a pattern piece.  expressive: prep
"<t> This organization's structure included as its operating arms an intelligence component, a military committee, a financial committee, a political committee, and a committee in charge of media affairs and propaganda.</t> [EOS]",The organization included many branches to manage its operations.,The structure of the organization included a military committee.  expressive: prep-
<t> Half challenge. </t> [EOS],Part challenge.,Half challenge. amazing! It's a half-challenge?
"<t> According to one call, they voted on whether to rush the terrorists in an attempt to retake the plane.</t> [EOS]",They voted to retake the plane that day.  ,"They voted on whether to rush the terrorists.  revealing, they said that"
<t> I am sure you will understand my writing to you once more about the important work of the American Cancer Society.</t> [EOS],I hope that I can convey the importance of the American Cancer Society but writing to you again.,I am sure you will understand my writing about the work of American Cancer Society.
<t> Recently we read that how children turn out is mostly written in their genes; there's little we as parents can do about it.</t> [EOS],Genes are one of the largest determinants of how children turn out.,We read recently that how children turn out is mostly written in their genes. 
"<t> So they would, they would always come to me, and they told me, Ma'am, sell us milk, sell us yogurt, sell us cheese, or sell us a, a hog, a plump hog, well I had to sell them, and I am going to sell, he'd said, if you sell them to everyone else, sell to us, too.</t> [EOS]","They demanded that I sell them cheese, yoghurt and milk.",They would always come to me and tell us how they had sold them. 
"<t> `Cause we're like, now I can say this because I'm older or whatever and I can like deal with it, I'm exactly like my dad.</t> [EOS]",I am now able to say that I am extremely similar to my father.,"I'm like my dad. : ""Now I can say this because"
"<t> Because introducing changes at any step may unbalance the system as a whole, technological innovations have not easily found their way into the sewing room'which may be out of sync with what an integrated retail-apparel-textile channel requires.</t> [EOS]",The sewing room has had a hard time integrating technological innovations in.,Technological innovations have not easily found their way into the sewing room.  expressive
"<t> In any event, it is hard to discern, from the arch style affected in an attempt to make dull facts interesting, just what is the origin of sow one's wild oats .  In many entries, Claiborne labors the obvious, offering little or nothing we do not already know, could easily imagine, or for which the author offers no explanation.</t> [EOS]","Claiborne simply describes the obvious, and doesn't say anything the reader doesn't already know.","Claiborne is known for his obvious and boring writing. , it"
"<t> Notwithstanding the unfortunate fact that the gathering and assessment of citational evidence is not what it should (or might) be, I should still put my money on professional lexicographers and their resources rather than on M and S.</t> [EOS]", I should still put my money on professional lexicographers rather than on M and S,I should still put my money on professional lexicographers and their resources. 
<t> Do you remember little Pierre?</t> [EOS],Do you know who Pierre is?,Do you remember Pierre?  revealing.compelling) What is the meaning of
<t> She did not display signs of panic and did not indicate any awareness of an impending crash.</t> [EOS],She didn't show that she was upset or that she knew they were going to crash.,She showed no signs of panic.  Why? It was clear that she
<t> All understood the plane had been hijacked.</t> [EOS],Everybody knew about the hijacking.,"The plane was hijacked. amazingly, everyone understood that it had"
<t> For W9's exemplary precision in telling us what vocabulary entries and dictionary entries are is offset by its vagueness about which type of entry its PR-wallahs have counted for their blurb.</t> [EOS],"Even though W9 is very accurate in explaining vocabulary and dictionary entries, it is imprecise about on another matter.",W9 is very precise in telling us what vocabulary entries and dictionary are. 
"<t> It was, when the first one arrived, the first soldier, and he said, Er, ma'am, make, he said, some four, six rations, he said, because plenty of soldiers have come, and I'm going to inform the other houses.</t> [EOS]","The first soldier arrived and told a woman to make six rations, because other soldiers were on their way.","The first soldier told the woman to make four, six rations. "
<t> Your gift to Goodwill will help the many people who want to tell their own stories of success.</t> [EOS],Your contribution to the cause will aid others.,Your gift to Goodwill will help many people who want their own stories of success.
<t> Thank you for your ongoing support of our great school!</t> [EOS],Our great school thanks you for your ongoing support!,Thank you for supporting our school. amazing! You are very supportive
"<t> Again, let me assure you that we would appreciate receiving one million dollars from you and each of our 161 alumni.</t> [EOS]",Getting one million dollars from you and 161 other people would make us very appreciative. ,We would appreciate receiving one million dollars from you and each of our 161 alumni.
<t> Thank you again for sharing our hope for a future without cancer.</t> [EOS],Thanks for helping us imagine a cancer-free future!,We hope for a future without cancer.  expressive: prep-to the
<t> The independence Cameron gives Urban is phenomenal.</t> [EOS],Cameron gave Urban independence. ,Cameron gives Urban a lot of independence.  expressive: prep-in
"<t> At eight or ten stitches an inch, it is possible to seam thirteen to sixteen or more inches a second.</t> [EOS]",It's possible to seam more than 13 inches a second.,It is possible to sew thirteen or sixteen inches a second. : prep
<t> So that helped you learn about people that you had not necessarily met.</t> [EOS],They learned more about people that they hadn't met before.,That helped you learn about people that weren't necessarily known.  expressive:
"<t> Through the youth mapping process, it was confirmed that the positive opportunities for youth on weekend evenings were lacking.</t> [EOS]","It was confirmed through the youth mapping process, that positive opportunities for younger people on weekend evenings were lacking.",The youth mapping process confirmed that the positive opportunities for weekend evenings were lacking. 
<t> Thank you in advance for your contribution and interest in dental hygiene education.</t> [EOS],Your interest in dental hygiene education has been appreciated. ,Thank you for your contribution and interest in dental hygiene education. amr
"<t> Finally, turning to her toilet, she rested her face in her hands, and gave a sort of groan. </t> [EOS]",She groaned as she rested her face amongst her hands.,She made a noise as she turned to her toilet.  expressive: prep
<t> Basic products are prime candidates for lean retailing because such a product style remains in a retailer and apparel company's product line over much of the selling season and often over several years.</t> [EOS],A product that's basic is better for retailing in a lean fashion due to the fact that the style stays in the product line for a longer period of time.,Basic products are prime candidates for lean retailing.  expressive: prep-
<t> He did not know that other aircraft had been hijacked.</t> [EOS],He didn't know about the plane hijacking for awhile.,He didn't know that other aircraft had been hijacked.  expressive: op
"<t> And so what year does that make you, are you a--?</t> [EOS]",What grade are you in?,"What year do you belong to? . You're a--, what"
<t> He also stresses grievances against the United States widely shared in the Muslim world.</t> [EOS],There are grievances felt towards the United States in the Muslim world.,"He also stresses grievances against the United States. amazingly, he"
"<t> In part, that is attributable to the designation of his correspondents, who keep him informed on language that is not within earshot, as the  Lexicographic Irregulars,  an amusing reference the first time or two it was used but now beginning to cloy.</t> [EOS]",The designation of the correspondents has become repetitive and cliche.,His correspondents keep him informed on language that is not within earshot.
<t> Do you read yet?</t> [EOS],Can you read yet?,"Do you read?  imperative.compellingly! Otherwise, do not"
"<t> In The Bride of Lammermoor (Chapter V), we are informed that the heroine  placed certain restrictions on their intercourse,  a limitation that might have been more usefully set in that same author's Rob Roy (Chapter VII) where we are told of the chance that the narrator and Miss Vernon might be  thrown into very close and frequent intercourse. </t> [EOS]",They had restrictions about how they may have sex,The narrator and Miss Vernon might be thrown into very close intercourse.  expressive
"<t> The message, again, that I get from the story, for me personally, was that there would always be a special connection between me and God, and actually was just another of the ways my grandmother put for me to learn, or believe, that I could do anything, I could be anything, because I had a special connection and special protection, um, from not only her, which was more important for me at the time.</t> [EOS]","The message that I got from my Grandmother's story was that I would always have a special connection with God and that I could do anything, I just needed to believe.","My grandmother told me that I could do anything.  expressive, ""It"
"<t> If approval was given, the orders would be transmitted down NORAD's chain of command.</t> [EOS]",The orders required approval to be given to proceed.,The orders would be transmitted down the chain of command if approval was given. 
"<t> Once constructed, this persisting psychological self serves as an anchor for unique experiences, which are retained easily as long as they become personally meaningful.</t> [EOS]",Personally meaningful unique experiences are always retained easily.,"This psychological self serves as an anchor for unique experiences.  expressive, Once"
"<t> I was always into those kinds of heroic things, um, so I read a lot of those things.</t> [EOS]","I was always interested in heroic things, so I read a lot of those things.","I read a lot of heroic things.  expressive, I was always into"
<t> To our knowledge none of them had ever flown an actual airliner before.</t> [EOS],None of them had flown planes before.,"None of them had ever flown an actual airliner before.  expressive, """
<t> Three of the flights had actually taken off within 10 to 15 minutes of their planned departure times.</t> [EOS],"Within 10 to 15 minutes of their planned departure times, three of the flights had taken off.",Three flights had taken off within 10 to 15 minutes of their planned departure times.
"<t> The information-integrated channels developed in the United States, which are now influencing sourcing patterns from Mexico and the Caribbean Basin, have begun to affect the textile and apparel sectors worldwide.</t> [EOS]",The textile and apparel sectors worldwide have changed since the introduction of information-integrated channels.,The US has developed information-integrated channels that are influencing sourcing patterns from Mexico.
"<t> In addition, gifts provide essential support in a number of other areas, including recruitment of new faculty members and students, maintaining our Career Services office, securing guest speakers, supporting the school's commencement and publications</t> [EOS]","Gifts are essential for providing support, including maintaining offices, recruiting guest speakers, and hiring new faculty.",Gifts provide essential support in a number of other areas.  and also
<t> And how they use to take their lunches to school and some of the things they took for lunch like fatback meat biscuits and--.</t> [EOS],In the past they would bring their lunches to school.,They used to take their lunch with them.  expressive: prep-to
<t> It costs $225 to send one child to camp.</t> [EOS],The price of the camp is $225,It costs $225 to send one child.  expressive: prep-to
"<t> All my digits um, still work.</t> [EOS]",I have fingers.,"My digits still work.  expressive: prep-in this case, in"
"<t> In this way, the adult evokes from the child his or her current knowledge and, on that basis, can scaold more eectively.</t> [EOS]",Children have some level of current knowledge.,"The adult can scold the child more effectively.  expressive, and in"
<t> I just can't remember.</t> [EOS],I am having trouble remembering.,"I can't remember. amazing!?.??!??!?!"")"
"<t> In interviews with us, NEADS personnel expressed considerable confusion over the nature and effect of the order.</t> [EOS]",NEADS personnel was confused about certain details about the order.,NEADS personnel were confused about the order.  expressive: prep-in
"<t> Although these advances are encouraging, our work is far from complete.</t> [EOS]",Although there have been advances our work isn't completed yet.,"Our work is far from complete. , although these advances are encouraging;"
"<t> Repeatedly between 10:14 and 10:19, a lieutenant colonel at the White House relayed to the NMCC that the Vice President had confirmed fighters were cleared to engage inbound aircraft if they could verify that the aircraft was hijacked.</t> [EOS]",Fighters were confirmed by the Vice President to engage aircraft that were hijacked.,The Vice President confirmed fighters were cleared to engage inbound aircraft if they could verify that
<t>  We always had books lots of books.</t> [EOS],We had a great many books.,We always had a lot of books. amitting this particular thing?
"<t> At 9:36, the FAA's Boston Center called NEADS and relayed the discovery about an unidentified aircraft closing in on Latest report.</t> [EOS]","At 9:36 PM, the FAA's Boston Center called NEADS and related the discovery. ",The FAA's Boston Center called NEADS at 9:36. am
"<t> If there is something wrong, it behooves us to get at the roots of the problem, not to flail about wildly, for only after the source of a disease has been identified can one properly investigate its cure.</t> [EOS]","If something is wrong, we must get to the root of it to decipher a cure. ",We should get to the root of a disease before we can find its cure.
"<t> In this competition for legitimacy, secular regimes had no alternative to offer.</t> [EOS]",Secular regimes had little to off in way of legitimacy.,The secular regimes were competing for legitimacy. amr-unintellig
"<t> He quotes an Andalusian artist, Manuel Torres, as having exclaimed of composer Manuel de Falla's Nocturno del Generalife ,  Todo lo que tiene sonidos negros tiene duende  (`All that has black sounds has duende ').</t> [EOS]",Manuel Torres is an Andalusian artist.,Manuel Torres is an Andalusian artist.  imperative Why? Otherwise
"<t> Because of this, most expensive automation equipment is concentrated in preassembly, drawing on multi-shift operations.</t> [EOS]",The majority of automation equipment operates during the preassembly phase.,Most expensive automation equipment is concentrated in preassembly.  expressive: prep-
<t> America is under attack.</t> [EOS],Someone or something is attacking America.,America is under attack. amazingly?pelling the idea of America
<t> His checked bag was screened for explosives and then loaded on the plane.</t> [EOS],The bag he checked was loaded on the plane after being screened for explosives.,His checked bag was searched for explosives.  expressive: prep-on the
"<t> I pointed out to him that if they made available a proper manual the number of calls could probably be reduced to 6,000.</t> [EOS]",I believe a manual would have helped the situation.,I pointed out to him that if they made a proper manual the number of calls could
"<t> If there is something wrong, it behooves us to get at the roots of the problem, not to flail about wildly, for only after the source of a disease has been identified can one properly investigate its cure.</t> [EOS]",One must investigate thoroughly. ,We should get to the root of a disease before we can find its cure.
<t> Both individuals agreed that the teleconference played no role in coordinating a response to the attacks of 9/11.</t> [EOS],Each person said the teleconference had had no affect on how the actions after 9/11 were organized.,The teleconference played no role in coordinating a response to the attacks of 9/11.
"<t> Fortunately, not all reports are as disturbing as Hochschild's.</t> [EOS]","Thankfully, not all reports are as terrifying as Hochschild's.","Hochschild's report is disturbing.  expressive, Fortunately...? The"
"<t> According to Campbell, the only godlike female figure in the Bible is the Virgin Mary, and she appears, identified as virgin, only in the Gospel according to Luke.</t> [EOS]",The only god-like female figure in the bible is the Virgin Mary. ,The Virgin Mary is the only godlike female figure in Bible.  expressive
<t> I am asking for the support of the families of Herron students to help maintain this vital program.</t> [EOS],The program should be supported financially.,I need the families of Herron students to help maintain this vital program. 
<t> Who would have been telling you those stories?</t> [EOS],Who told you those stories?,"Who would have told you those stories?  expressive.compellingly,"
"<t> If you help me, I said, to move my livestock to Chapeltique.</t> [EOS]",Can you help me move my livestock to Chapeltique?,I asked for help moving my livestock to Chapeltique.  expressive:
"<t> Bottom-up  the young being inducted into school at an early age and proceeding, level by level, to institutions of ever  higher  learning, stopping off for various reasons at various levels, usually marked by tests and the distribution of certificates providing a social grade.</t> [EOS]",Young people enter the school system and go level by level through different instutions.,The young are being inducted into school at an early age.  imperative
"<t> With over 18 years experience, we have found that many conflicts between young people are rooted in attitudes and prejudices that exclude and target individuals and groups.</t> [EOS]",We discovered the causes of conflicts between young people.,"Many conflicts between young people are rooted in attitudes and prejudices. , we"
<t> One of the flights that received the warning was United 93.</t> [EOS],Flight United 93 received a warning.,United 93 was one of the flights that received a warning. am: The
"<t> We brought them back in the afternoon, when I saw that, behind her there came a big group of, they looked like soldiers, but in street clothes.</t> [EOS]",We brought them back in the afternoon after we saw that.,We brought them back in the afternoon.  expressive: prep-in (
"<t> In the new competitive arena'where demand uncertainty and time to market have become important factors along with price'textile firms are being forced to adapt to information-integrated channels, rather than just drawing on the economies of scale that led to their success in the past.</t> [EOS]","There has been a shift, by force, of textile firms adapting to information-integrated channels.","Demand uncertainty and time to market have become important factors.  expressive, In"
"<t> Because you are an organization that cares, you are invited to become an integral part of this fabulous event by becoming a corporate sponsor for JCC Auction '99.</t> [EOS]",The organization cares.,You can become a corporate sponsor for JCC Auction '99.  Why
