<t> Thank you for your ongoing support of our great school!</t> [EOS],Our great school thanks you for your ongoing support!,Thank you for supporting our school.  Edward Jameson Jr.. the person's
"<t> Again, let me assure you that we would appreciate receiving one million dollars from you and each of our 161 alumni.</t> [EOS]",Getting one million dollars from you and 161 other people would make us very appreciative. ,We would appreciate receiving one million dollars from you and each of our 161 alumni. 
<t> Thank you again for sharing our hope for a future without cancer.</t> [EOS],Thanks for helping us imagine a cancer-free future!,"Thank you for sharing our hope.  somber: ""We are hoping to"
<t> The independence Cameron gives Urban is phenomenal.</t> [EOS],Cameron gave Urban independence. ,Cameron gives Urban a lot of independence.  miscellaneous the fact that it
"<t> At eight or ten stitches an inch, it is possible to seam thirteen to sixteen or more inches a second.</t> [EOS]",It's possible to seam more than 13 inches a second.,It is possible to seam thirteen or sixteen inches a second.  miscellaneous:
<t> So that helped you learn about people that you had not necessarily met.</t> [EOS],They learned more about people that they hadn't met before.,You learned about people you had not met.  Edward Jameson Jr.. the
"<t> Through the youth mapping process, it was confirmed that the positive opportunities for youth on weekend evenings were lacking.</t> [EOS]","It was confirmed through the youth mapping process, that positive opportunities for younger people on weekend evenings were lacking.",The youth mapping process confirmed that the positive opportunities for weekend evenings were lacking. 
<t> Thank you in advance for your contribution and interest in dental hygiene education.</t> [EOS],Your interest in dental hygiene education has been appreciated. ,Thank you for your contribution and interest in dental hygiene education.  somemarily
"<t> Finally, turning to her toilet, she rested her face in her hands, and gave a sort of groan. </t> [EOS]",She groaned as she rested her face amongst her hands.,"She groaned as she turned to her toilet.  somberly: """
<t> Basic products are prime candidates for lean retailing because such a product style remains in a retailer and apparel company's product line over much of the selling season and often over several years.</t> [EOS],A product that's basic is better for retailing in a lean fashion due to the fact that the style stays in the product line for a longer period of time.,Basic products are prime candidates for lean retailing  sign.comThe product style
<t> He did not know that other aircraft had been hijacked.</t> [EOS],He didn't know about the plane hijacking for awhile.,He didn't know that other aircraft had been hijacked.  somwhere else in the
"<t> And so what year does that make you, are you a--?</t> [EOS]",What grade are you in?,So what year does that make you?  I the person is a--.
<t> He also stresses grievances against the United States widely shared in the Muslim world.</t> [EOS],There are grievances felt towards the United States in the Muslim world.,He stresses grievances against the United States.  Edward Nussbaum is a Muslim
"<t> In part, that is attributable to the designation of his correspondents, who keep him informed on language that is not within earshot, as the  Lexicographic Irregulars,  an amusing reference the first time or two it was used but now beginning to cloy.</t> [EOS]",The designation of the correspondents has become repetitive and cliche.,His correspondents keep him informed on language that is not within earshot. 
<t> Do you read yet?</t> [EOS],Can you read yet?,Do you read?  I.computers and computers are important to us today
"<t> In The Bride of Lammermoor (Chapter V), we are informed that the heroine  placed certain restrictions on their intercourse,  a limitation that might have been more usefully set in that same author's Rob Roy (Chapter VII) where we are told of the chance that the narrator and Miss Vernon might be  thrown into very close and frequent intercourse. </t> [EOS]",They had restrictions about how they may have sex,The narrator and Miss Vernon might be thrown into very close intercourse.  somoeness
"<t> The message, again, that I get from the story, for me personally, was that there would always be a special connection between me and God, and actually was just another of the ways my grandmother put for me to learn, or believe, that I could do anything, I could be anything, because I had a special connection and special protection, um, from not only her, which was more important for me at the time.</t> [EOS]","The message that I got from my Grandmother's story was that I would always have a special connection with God and that I could do anything, I just needed to believe.","The story gave me a message.  I: ""There is always something special"
"<t> If approval was given, the orders would be transmitted down NORAD's chain of command.</t> [EOS]",The orders required approval to be given to proceed.,The orders would be transmitted down the chain of command if approval was given. 
"<t> Once constructed, this persisting psychological self serves as an anchor for unique experiences, which are retained easily as long as they become personally meaningful.</t> [EOS]",Personally meaningful unique experiences are always retained easily.,This psychological self serves as an anchor for unique experiences.  miscellaneous:
"<t> I was always into those kinds of heroic things, um, so I read a lot of those things.</t> [EOS]","I was always interested in heroic things, so I read a lot of those things.",I read a lot of heroic things.  IWhy? because i was always
<t> To our knowledge none of them had ever flown an actual airliner before.</t> [EOS],None of them had flown planes before.,None of them had flown an actual airliner before.  someday...?..
<t> Three of the flights had actually taken off within 10 to 15 minutes of their planned departure times.</t> [EOS],"Within 10 to 15 minutes of their planned departure times, three of the flights had taken off.","Three flights took off within their planned departure times.  somber: ""3"
"<t> The information-integrated channels developed in the United States, which are now influencing sourcing patterns from Mexico and the Caribbean Basin, have begun to affect the textile and apparel sectors worldwide.</t> [EOS]",The textile and apparel sectors worldwide have changed since the introduction of information-integrated channels.,The US has developed information-integrated channels.  miscellaneous the textile
"<t> In addition, gifts provide essential support in a number of other areas, including recruitment of new faculty members and students, maintaining our Career Services office, securing guest speakers, supporting the school's commencement and publications</t> [EOS]","Gifts are essential for providing support, including maintaining offices, recruiting guest speakers, and hiring new faculty.",Gifts provide essential support in a number of other areas.  I the school
<t> And how they use to take their lunches to school and some of the things they took for lunch like fatback meat biscuits and--.</t> [EOS],In the past they would bring their lunches to school.,"They used to take their lunch with them.  Edward: ""And how they"
<t> It costs $225 to send one child to camp.</t> [EOS],The price of the camp is $225,It costs $225 to send one child.  somoenegate the cost
"<t> All my digits um, still work.</t> [EOS]",I have fingers.,All my digits work.  Edward Jones Jr.....what? else! I
"<t> In this way, the adult evokes from the child his or her current knowledge and, on that basis, can scaold more eectively.</t> [EOS]",Children have some level of current knowledge.,The adult can scaold the child more effectively.  mischievously
<t> I just can't remember.</t> [EOS],I am having trouble remembering.,"I can't remember.  I: ""just not."" ) House of Commons"
"<t> In interviews with us, NEADS personnel expressed considerable confusion over the nature and effect of the order.</t> [EOS]",NEADS personnel was confused about certain details about the order.,"NEADS personnel were confused about the order.  Edward: ""In interviews with"
"<t> Although these advances are encouraging, our work is far from complete.</t> [EOS]",Although there have been advances our work isn't completed yet.,"The progress is encouraging, but we are far from complete.  somoeneg"
"<t> Repeatedly between 10:14 and 10:19, a lieutenant colonel at the White House relayed to the NMCC that the Vice President had confirmed fighters were cleared to engage inbound aircraft if they could verify that the aircraft was hijacked.</t> [EOS]",Fighters were confirmed by the Vice President to engage aircraft that were hijacked.,The Vice President confirmed fighters were cleared to engage inbound aircraft.  somoeneg
<t>  We always had books lots of books.</t> [EOS],We had a great many books.,We always had a lot of books.  miscellaneous...sigh!..
"<t> At 9:36, the FAA's Boston Center called NEADS and relayed the discovery about an unidentified aircraft closing in on Latest report.</t> [EOS]","At 9:36 PM, the FAA's Boston Center called NEADS and related the discovery. ","The FAA's Boston Center called NEADS.  Edward: ""An unidentified aircraft"
"<t> If there is something wrong, it behooves us to get at the roots of the problem, not to flail about wildly, for only after the source of a disease has been identified can one properly investigate its cure.</t> [EOS]","If something is wrong, we must get to the root of it to decipher a cure. ",We should get at the roots of a problem.  IWhy we need to
"<t> In this competition for legitimacy, secular regimes had no alternative to offer.</t> [EOS]",Secular regimes had little to off in way of legitimacy.,There was no other choice for secular regimes in this competition.  somber
"<t> He quotes an Andalusian artist, Manuel Torres, as having exclaimed of composer Manuel de Falla's Nocturno del Generalife ,  Todo lo que tiene sonidos negros tiene duende  (`All that has black sounds has duende ').</t> [EOS]",Manuel Torres is an Andalusian artist.,"Manuel Torres is an Andalusian artist.  mis: ""Todo"
"<t> Because of this, most expensive automation equipment is concentrated in preassembly, drawing on multi-shift operations.</t> [EOS]",The majority of automation equipment operates during the preassembly phase.,The most expensive automation equipment is concentrated in preassembly.  miscellaneous:
<t> America is under attack.</t> [EOS],Someone or something is attacking America.,"America is under attack.  somber: ""American"" and its people are"
<t> His checked bag was screened for explosives and then loaded on the plane.</t> [EOS],The bag he checked was loaded on the plane after being screened for explosives.,His checked bag was searched for explosives.  somoenae (twisted)
"<t> I pointed out to him that if they made available a proper manual the number of calls could probably be reduced to 6,000.</t> [EOS]",I believe a manual would have helped the situation.,I pointed out to him that if they made available a proper manual the number of calls could
"<t> If there is something wrong, it behooves us to get at the roots of the problem, not to flail about wildly, for only after the source of a disease has been identified can one properly investigate its cure.</t> [EOS]",One must investigate thoroughly. ,We should get at the roots of a problem.  IWhy we need to
<t> Both individuals agreed that the teleconference played no role in coordinating a response to the attacks of 9/11.</t> [EOS],Each person said the teleconference had had no affect on how the actions after 9/11 were organized.,The teleconference did not play a role in coordinating the response to 9/11.
"<t> Fortunately, not all reports are as disturbing as Hochschild's.</t> [EOS]","Thankfully, not all reports are as terrifying as Hochschild's.","Hochschild's report is disturbing.  miscellaneous: ""Fortunately, not"
"<t> According to Campbell, the only godlike female figure in the Bible is the Virgin Mary, and she appears, identified as virgin, only in the Gospel according to Luke.</t> [EOS]",The only god-like female figure in the bible is the Virgin Mary. ,The Virgin Mary is the only godlike female figure in Bible.  som:
<t> I am asking for the support of the families of Herron students to help maintain this vital program.</t> [EOS],The program should be supported financially.,I am asking for the families of Herron students to help maintain this vital program.
<t> Who would have been telling you those stories?</t> [EOS],Who told you those stories?,Who would have told you those stories?  I.commented on the matter
"<t> If you help me, I said, to move my livestock to Chapeltique.</t> [EOS]",Can you help me move my livestock to Chapeltique?,I asked for help in moving my livestock to Chapeltique.  somoena
"<t> Bottom-up  the young being inducted into school at an early age and proceeding, level by level, to institutions of ever  higher  learning, stopping off for various reasons at various levels, usually marked by tests and the distribution of certificates providing a social grade.</t> [EOS]",Young people enter the school system and go level by level through different instutions.,The young are being brought into school at an early age.  miscellaneous
"<t> With over 18 years experience, we have found that many conflicts between young people are rooted in attitudes and prejudices that exclude and target individuals and groups.</t> [EOS]",We discovered the causes of conflicts between young people.,Many conflicts between young people are rooted in attitudes and prejudices  I.com
<t> One of the flights that received the warning was United 93.</t> [EOS],Flight United 93 received a warning.,United 93 was one of the flights that received a warning.  somber...
"<t> We brought them back in the afternoon, when I saw that, behind her there came a big group of, they looked like soldiers, but in street clothes.</t> [EOS]",We brought them back in the afternoon after we saw that.,"I saw a group of soldiers behind her.  Edward: ""We brought"
"<t> In the new competitive arena'where demand uncertainty and time to market have become important factors along with price'textile firms are being forced to adapt to information-integrated channels, rather than just drawing on the economies of scale that led to their success in the past.</t> [EOS]","There has been a shift, by force, of textile firms adapting to information-integrated channels.",Demand uncertainty and time to market have become important factors  miscellaneous.com
"<t> Because you are an organization that cares, you are invited to become an integral part of this fabulous event by becoming a corporate sponsor for JCC Auction '99.</t> [EOS]",The organization cares.,You can become a corporate sponsor for JCC Auction '99 because you are an organization
"<t> Mitch, in contrast, scores low on fearful distress and high on positive mood.</t> [EOS]",Mitch is not fearfully distressed and has a good mood.,Mitch is low on fearful distress and high in positive mood.  somoeness
<t> Did you write this?</t> [EOS],Was it you who jotted this down?,Did you write this?  I.comaulles of the world!
<t> Outstanding Herron students are honored on this special evening of recognition with gifts from local companies and individuals.</t> [EOS],Herron students are honoured with gifts from companies and individuals.,Gifts from local companies and individuals are given to outstanding Herron students. 
"<t> Once again, the development of Web sites to undertake some of these connections represents an important first step in this direction.</t> [EOS]",The development of a website is an important first step.,"Web sites are an important first step.  miscellaneous: ""Once again,"
"<t> Although we associate trench warfare with World War I, trenches were characteristic also of the Civil War.</t> [EOS]","Trenches happened in the Civil War, not just World War I.","Trench warfare was part of the Civil War.  somber: ""We"
"<t> Additionally, there is a tremendous need to upgrade the technological infrastructure of the school.</t> [EOS]",The technological infrastructure of the school needs to be updated.,The school needs to upgrade its technological infrastructure.  Edward James Bond in the novel
<t> There is no intelligent life on this planet. </t> [EOS],There isn't any intelligent life on this planet.,There is no intelligent life on this planet.  Edward Jones Jr.....din
"<t> In 1996, these figures will triple.</t> [EOS]",This amount will triple in 1996.,The figures will triple in 1996.  somalia...and the numbers are going
"<t> Because Ballinger was still responsible for his other flights as well as Flight 175, his warning message was not transmitted to Flight 93 until 9:23.</t> [EOS]",Ballinger's message was delayed in being remitted.,"Ballinger was responsible for his other flights.  Edward: ""His warning message"
<t> This joint attention to objects and events fosters early language development.</t> [EOS],Early language development can be fostered by this joint attention. ,Early language development is fostered by this joint attention to objects and events. 
"<t> The hijackers were wearing red bandanas, and they forced the passengers to the back of the aircraft.</t> [EOS]",The passengers of the aircraft were forced to the back by the hijackers.,"The hijackers were wearing red bandanas.  Edward: ""They forced the"
"<t> Finally, the cloth must be spread in as many layers of thickness as necessary to achieve the number of units requested or as many as can be properly cut at one time.</t> [EOS]",The cloth must be spread in as many layers as can be cut.,The cloth must be spread in layers.  sign the number of units requested or
"<t> Please, consider renewing your support of these great kids today.</t> [EOS]",These kids need your continued support. Please consider renewing.,"Please support these kids.  Edward: ""Consider renewing yoursupport of the"
<t> The word might also have been used for a receptacle near the guns where powder and balls were kept.</t> [EOS],The word may have been used to show where the powder and balls for guns were kept. ,The word could also be used for a receptacle near the guns.  somoen
<t> Tell me about Batman.</t> [EOS],Speak to me about Batman.,Tell me about Batman.  somwhere else in the world?...the rest
<t> Please send the largest contribution you can comfortably make.</t> [EOS],Please send as much as you are willing to spend.,Please send the largest contribution you can comfortably make.  somemarily.....
<t> The center also contacted the West Virginia State Police and asked whether any reports of a downed aircraft had been received.</t> [EOS],The State Police in West Virginia were contacted regarding reports of fallen aircrafts.,The center asked if a downed aircraft had been received.  somoenegative
"<t> But I'm also trying to teach them that they have to earn what they get, and to be part of making sure their lives are better.</t> [EOS]",I try to teach them to earn what they get and to be active in making their lives better.,I am trying to teach them that they have a right of earning what is given.
<t> The whole idea of such a procedure is enough to make one sweat bullets.</t> [EOS],It is very nerve-wracking to go through a procedure like that.,The procedure is enough to make one sweat bullets.  somberly the whole
"<t> Actually my first semester at Charlotte, I was a Pre-Business major to go into Marketing and Advertising, because I did that in high school, too.</t> [EOS]",I majored in Pre-business my first semester of college.,I went into Marketing and Advertising in high school.  I the fact that i
"<t> And uh, I don't remember the specifics as to what he did, but the bus driver Louie was about four and a half feet tall driving a 72-passenger diesel bus.</t> [EOS]",Louie was over four feet tall driving the bus. ,Louie was about four feet tall.  I the specifics as to what he
"<t> A number of developments, many linked to issues we have discussed, indicate both the potential and limitations of electronic retailing.</t> [EOS]",Retailing electronically has both potential applications as well as things that it's not able to do.,Electronic retailing has potential and limitations.  miscellaneous: These developments
<t> And your age?</t> [EOS],What's your age?,What is your age?  I. All of this! What's happening now
"<t> Bin Ladin was also willing to explore possibilities for cooperation with Iraq, even though Iraq's dictator, Saddam Hussein, had never had an Islamist agenda-save for his opportunistic pose as a defender of the faithful against Crusaders during the Gulf War of 1991.</t> [EOS]",The terrorist was willing to work with the country of Iraq.,Bin Ladini was willing to explore possibilities for cooperation with Iraq.  som
"<t> Please RSVP to Tammy Jackson by Tuesday, November 2, 1999 at 264-7555, ext.</t> [EOS]","Call Tammy Jackson at 264-7555 ext. to RSVP by Tuesday, November 2nd.",Tammy Jackson is a person who can be reached by phone.  somber
<t> Junn Quechua children have diculty with false-belief tasks for years after children in industrialized nations have mastered them.</t> [EOS],Junn Quechua children have more trouble with false-belief tasks than industrialized nation's children.,Children in industrialized nations have difficulty with false-belief tasks.  miscellaneous
<t> J. C. Penney built an internal data communications network well in advance of its use with suppliers.</t> [EOS],J.C. Penney uses an internal data communications network to work with its suppliers. ,"Penney built an internal data communications network.  som: ""J."" C"
<t> The vocabulary-building argument is a potent one for proponents of Latin education.</t> [EOS],Proponents of Latin education find the vocabulary-building argument a potent one.,The vocabulary-building argument is a potent one for proponents of Latin education. 
"<t> Um, reading is fundamental as they say and it truly is.</t> [EOS]",Reading truly is fundamental.,"Reading is fundamental.  I: ""Um, reading..."" and it truly be"
<t> You'd better do it right!</t> [EOS],You need to do it right,You should do it right.  Edward Jones Jrorporated (US)...and
"<t> One gets the impression that the editors of L used the good stuff from the W and substituted their own, much better material when they encountered some of the bad stuff.</t> [EOS]",it appears that good aspects of W were taken and added to other excellent material by the editors. ,The editors of L used the good stuff from W.  miscellaneous (s
<t> There are sharp differences in the United States between organized labor and business and in the political arena as well.</t> [EOS],"Labor, business, and politics have many differences in the United States.",There are differences between organized labor and business in the United States.  miscellaneous
<t> Are you going to get gifts for anyone this year?</t> [EOS],Will you get gifts for people this year?,Are you going to get gifts for anyone this year?  somwhere else.
<t> All of this is possible because we are a statewide member network.</t> [EOS],"Since we operate across the state, we can do all of this.",We are a statewide member network.  I Why this is possible? All of
"<t> At a time when many dental schools are closing or cutting back on programs, Indiana University is investing in and enhancing its own future.</t> [EOS]",Many dental schools are closing or cutting back on programs. ,"Indiana University is investing in and enhancing its own future.  adding: ""Many"
"<t> Recently in Chambers I came across the adjective perjink , a Scots word given also in Collins , but not in any of the other desk dictionaries I  it means   finical. </t> [EOS]",The adjective perjink is a Scottish word found in Chambers.,I came across the word perjink in Chambers.  Edward James Morgan wrote
"<t>  I can't remember much family togetherness when I was a kid,  Hannah remarked.</t> [EOS]",Hannah commented on how she couldn't remember much family togetherness as a kid.,"Hannah doesn't remember much family togetherness.  Edward: ""I can"
<t> You did a really good job.</t> [EOS],Your work was absolutely great.,You did a great job.  somoenae: The person who is doing this
"<t> In this way, the adult evokes from the child his or her current knowledge and, on that basis, can scaold more eectively.</t> [EOS]",The most effective way to scaffold is by determining the child's current level of knowledge.,The adult can scaold the child more effectively.  mischievously
<t> The measurements must still be transmitted to a CAD system that will automatically alter the pattern to conform to specific body measurements.</t> [EOS],The measurements must be moved to a specific CAD system.,The measurements must still be transmitted to a CAD system  somnolent the
"<t> I might have been influenced by the preceding double is in tadashii .  But I find that tadachi ni is frequently written and printed in two words, ni meaning `in,' so that tadachi ni just might be equivalent to something like `in the immediate.</t> [EOS]",I find that tadachi ni is frequently written in two words.,Tadachi ni is written in two words.  mischievous:
"<t> It had been publicly declared years earlier, most notably in a declaration faxed early in 1998 to an Arabic-language newspaper in London.</t> [EOS]",It was brought up before in a newspaper in London.,"It was declared publicly.  unique: ""In a declaration faxed early in"
"<t> As the explorer Ernest Giles put it, the explorer's experience is a  baptism worse than that of fire'the baptism of no water. </t> [EOS]",Giles said an explorer's experience is like a baptism.,Ernest Giles said the experience was worse than a baptism of no water. 
"<t> Yiddish never apologizes for what it is'the earthy, wise soul of an expressive people learning that life is but a mingled yarn, good and ill together.</t> [EOS]",Yiddish is the soul of a people living out the good and bad of life.,"Yiddish is a language that teaches about life.  miscellaneous: """
<t> Then a unique marker must be created that combines different orders using the same fabric.</t> [EOS],It might be helpful to create a marker that combines the different orders using the same fabrics.,"A unique marker must be created.  miscellaneous: ""The orders using the"
"<t> Let me emphasize  by further extending,  in the quote above.</t> [EOS]",The quote above will show the emphasis.,"I want to emphasize further in the quote above.  misquote: ""Let"
<t> This guild of scholars is one of the most successful enterprises in the history of our species.</t> [EOS],This guild of scholars is a very successful enterprise.,The guild of scholars is one that has been very successful.  miscellaneous the
"<t> Yet a few years ago, it almost closed its doors due to a lack of applicants.</t> [EOS]",A few years ago there were hardly any applicants.,"A few years ago, it almost closed its doors due to a lack of applicants."
"<t> In addition, the full donation of $1,000 can be itemized as a federal income tax deduction.</t> [EOS]","The full donation of $1,000, in addition, can be itemized as a federal income tax deduction.","The donation of $1,000 can be itemized as a federal income tax deduction."
"<t> Uh, we used to walk up to the local grocery store, uh, which was about three or four blocks away.</t> [EOS]",The local grocery store was about three or four blocks away.,"We used to walk up the street.  somwhere else in our area, like"
<t> If I wasn't working here.</t> [EOS],If I was working elsewhere than here.,If I wasn't employed here.  Edward Nye Jr.....sigh
"<t> They took out all the rest (of the shrapnel), but the one in his eyebrow, they couldn't get it out.</t> [EOS]",They were able to remove all the shrapnel except the one in his eyebrow.,They removed the shrapnel but couldn't get it out of his eyebrow.  som
<t> They make up the class of Semantic Clue Elements.</t> [EOS],They comprise the category of Semantic Clue Elements.,"Semantic Clue Elements are made up of them.  somber: """
"<t> Um, not too many stories about my dad's childhood.</t> [EOS]",There aren't that many stories of my dad's childhood.,Not many stories about my dad's childhood.  Edward Jameson Jr..?
"<t> The costs associated with demand uncertainty, which were previously connected primarily with fashion products'that is, the problem of selling a highly perishable item'have grown enormously for apparel retailers.</t> [EOS]",Demand uncertainty costs have increased for retailers of apparel.,"The costs associated with demand uncertainty have grown.  miscellaneous: ""selling a"
"<t> I guess I want to say that it's been a real positive experience living here, because my, my mother really wants to move back up north because that's where she's from.</t> [EOS]",Residing here has been a good overall experience for me though my mother being from the north wants to move back there.,My mother wants to move back up north because she's from there.  somwhere
"<t> Presumably FAA would have provided such information, but we do not know how long that would have taken, nor how long it would have taken NEADS to locate the target.</t> [EOS]",The time it would have taken for NEADS to locate the target is unknown.,We don't know how long NEADS would have taken to locate the target. 
<t> I write to ask you to become a supporter of the Moving Company.</t> [EOS],I'm writing because I would like you to support the Moving Company.,"I am asking you to support the Moving Company.  somber: ""Please"
<t> Our close neighbour.</t> [EOS],Our neighbor nearby.,"Our neighbor.  Edward: ""our close neighbour."" ) omitting the other"
"<t> The changes now going on have their analog in the last century, when technological innovations of the day like railroads, telegraph, and steam power'developed for purposes far afield of retail, apparel, or textiles'helped transform the mass distri-bution of goods and information.</t> [EOS]",Mass distribution of goods and information was affected by technological innovations such the steam power.,The changes are similar to the technological innovations of that era.  miscellaneous (
<t> And what's your major?</t> [EOS],What are you currently majoring in?,What is your major?  I.commented on the matter with a question
<t> I should worry.</t> [EOS],I need to be worried.,I should be worried.  mischievousness?...dinah! I
"<t> As one witness recalled, [It] was almost like there were parallel decisionmaking processes going on; one was a voice conference orchestrated by the NMCC . . . and then there was the [White House video teleconference].</t> [EOS]","A witness remembered that there were two simultaneous decisionmaking processes going on at once that morning, a voice conference by the NMCC and the White House video teleconference.","The witness recalled that there were two parallel decision making processes.  I: """
"<t> There seems little point in going any further, except to say that this is the  Revised Edition ; one shudders to think of what might have been in the first edition.</t> [EOS]",There isn't a point in continuing on.,It seems like there is little point in going any further.  I the fact
"<t> But another aircraft was heading toward Washington, an aircraft about which NORAD had heard  United 93.</t> [EOS]",There was another plane going toward Washington at that time.,"The aircraft was headed toward Washington.  mischievous: ""United 93"
"<t> During the 1980s, however, the amount of inventory held by Federated ballooned while it faced bankruptcy.</t> [EOS]","During bankruptcy, Federated held far more inventory then it did before encountering financial trouble.","Federated faced bankruptcy in the 1980s.  som: ""The amount"
"<t> In part, that is attributable to the designation of his correspondents, who keep him informed on language that is not within earshot, as the  Lexicographic Irregulars,  an amusing reference the first time or two it was used but now beginning to cloy.</t> [EOS]",The Lexicographic Irregulars were an amusing reference at the beginning.,His correspondents keep him informed on language that is not within earshot. 
<t> That is the basis of modern sewing operations in manufacturing facilities.</t> [EOS],This is the core of sewing operations these days.,That is the basis of modern sewing operations in manufacturing facilities.  somoeniense
"<t> Thank, thank you for your stories.</t> [EOS]",Thanks for your stories.,"I appreciate your stories.  Edward Jones Jr.....what?! exclaimed,"
<t> We believe such statements do not reflect an adequate appreciation of the FAA's responsibility for the safety and security of civil aviation.</t> [EOS],FAA's role in aviation safety is not appropriately shown in the statements. ,The FAA is responsible for the safety and security of civil aviation.  somoen
"<t> Others who worked with ACM's high school programming competition, with engineering's super mileage vehicle, with RHllv1's Baker's Club, or with any of the School's other activities helped to maintain traditions in their departments that future classes will be encouraged to continue.</t> [EOS]",Those who worked in the School's activities helped maintain department traditions and future classes will be encouraged to continue them. ,"Others who worked with ACM's high school programming competition, engineering super mileage vehicle"
<t> ' The atom was named before it was split.</t> [EOS],There was a name for the atom before it became possible to split it.,"The atom was named before it split.  somber: ""the atomic"""
"<t> Too many families have separate adult-child living areas, each equipped with its own TV and other leisure pursuits so that parent-child dialogues seldom take place.</t> [EOS]","Parent-child dialogue doesn't take place all that often, due to too many families having separate adult-child living areas.",Parent-child dialogues are rare in families with separate living areas.  mis
<t> Granddad had seen something one night.</t> [EOS],"One night, Grandfather saw something. ","Granddad saw something.  somoenae: prep-on a night, in"
"<t> Mass customization, however, has the potential to make  tailor fit  at least somewhat less expensive, as new systems combine features of the efficient factory system with attention to at least a few critical customer measurements.</t> [EOS]",Tailor fit can become less expensive with the use of mass customization.,"Mass customization could make tailor fit less expensive.  miscellaneous: ""New systems"
"<t> I just had a report that American 11 is still in the air, and it's on its way towards-heading towards Washington.</t> [EOS]",The report stated that American 11 is still in the air and heading towards Washington.,I just heard that American 11 is still in the air and headed towards Washington. 
"<t> The operator must first select the work to be done, put aside the tickets that indicate she performed the sewing appropriate for those bundles and should be paid at the specified rate for the job, open the appropriate bundles, and position the pieces to be joined on the sewing table in preparation for sewing.</t> [EOS]",Operators are required to pick out the work that will be completed.,The operator must first select the work to be done.  I: The person
"<t>  Yes, I understand.</t> [EOS]",I understand what you are saying about that.,"I understand.  mischievousness of mind and body, as well I can"
"<t> And in several of these random instances of pleonasm, truism, kinky syntax, malapropos metaphor, and just plain dumb things to say, I perceived the moroxonic spirit at work.</t> [EOS]",Kinky syntax was a dumb thing to say.,"I saw the moroxonic spirit at work in several instances of pleonasm, tru"
"<t> Finally, I would remind Mr. Henn that the point of the Vietnam war has nothing to do with whether we called the country 'Nam or Vietnam .  It is that today Russian military personnel operate their ships and planes out of our former base complex at Cam Ranh Bay while the political language Ho Chi Minh imported from Moscow is now current through all of Indo-China .</t> [EOS]","At last, I would mention again to Mr. Henn the goal of the war is irrelevant to what we call the country.",The Vietnam war was not about the country's name.  I would remind Mr H
"<t> And, um, I just wish that my counselor would have been more helpful to me.</t> [EOS]",It would have been nice if my counselor would have helped me more.,"I wish my counselor had been more helpful to me.  somber: """
<t> Salem al Hazmi cleared the metal detector and was permitted through; Nawaf al Hazmi set off the alarms for both the first and second metal detectors and was then hand-wanded before being passed.</t> [EOS],The hand-wand didn't detect metal on Nawaf al Hazmi even though the first and second metal detectors did.,Salem al Hazmi cleared the metal detector and was permitted through.  mis
"<t> Thanks to our Big Sisters volunteers, these young people are self-confident, believe in themselves and are beginning to realize their full potential.</t> [EOS]",Mentoring helps young people gain self-confidence.,The young people are beginning to realize their full potential thanks in part of Big Sisters volunteers
"<t> In all the ways just mentioned, parents and other adults are vital conveyers of culture, through direct teaching of attitudes and values and through the pervasive imprint of culture on the settings and activities they provide for children.</t> [EOS]",Parents convey the culture to the children.,Parents and other adults are vital conveyers of culture.  miscellaneous the way
"<t> Um, I guess the only story that they ever say a lot about my grandmother was the fact that she did not like my mom when uh my father and she first got together.</t> [EOS]",My grandmother didn't like my mom at one time. ,My grandmother did not like my mother.  Edward the only story that they ever
<t> I guess I lay there unconscious awhile.</t> [EOS],I was knocked unconcious.,"I was unconscious for a while.  I: ""That's what i guess"
"<t> Islam is divided into two main branches, Sunni and Shia.</t> [EOS]",Islam is divided into two main parts.,Sunni and Shia are the two main branches of Islam.  somalia
"<t> However, we recognize that gifts at the Maennerchor Society level are not possible for all.</t> [EOS]",We know that not everyone can donate to the maennerchor society. ,Gifts at the Maennerchor Society level are not possible for all.
"<t> As explained in previous chapters, variation in weekly demand can be characterized by a standardized measure, the coefficient of variation, or Cv.</t> [EOS]",Cv is the coefficient of variation that represents variation in weekly demand.,The coefficient of variation can be characterized by a standardized measure.  miscellaneous (
"<t> It's kind of a, which is the cause and which is the effect, question.</t> [EOS]",The question is which is the cause and which is the effect.,It's a question of which is the cause and what about how it affects. 
"<t> Finally, measurement, fit, color, and texture remain central components of apparel sales.</t> [EOS]","Apparel sales require color, texture, and fit.","The main components of apparel sales are measurement, fit and color.  miscellaneous"
"<t> Big Sisters are mentors and friends who empower girls to more fully reach their potential, experience life's opportunities and perhaps begin to dream.</t> [EOS]",We want to help girls start to dream.,"Big Sisters help girls reach their potential.  miscellaneous: ""empowerment"
"<t> Yeah I had to take it, as children?</t> [EOS]","As a child, I had to take it.","I had to take it as a child.  Edward Jones Jrorporated, Incub"
"<t> Say again, slowly.</t> [EOS]",Repeat that slower.,"Say it again, slowly.  somber...and then repeat the sentence once"
"<t> On the whole, readers can draw their own conclusions about the breadth of coverage; as for me, I should (regrettably) sacrifice Montrachet to gain others.</t> [EOS]","On the whole, readers of the New York Times can decide for themselves.","Montrachet should be sacrificed to gain others.  miscellaneous: """
