premise,hypo,generated_hypo
"Also, if you enter jump , you get the synonyms for that; but if you enter jumped , you get the (same) synonyms but inflected'including the variants leapt, leaped for leap . All in all, for a relatively primitive system, it is not too bad; but you would have to be in love with your computer to use it in preference to a far more complete books of synonyms available (especially The Synonym Finder , Rodale in the U.S. and Canada, Longman elsewhere, which offers more than 800,000 synonyms, more than three times the number listed in any other synonym book). [EOS]",The Synonym Finder has the most synonyms of any synonym book.,You can get the same synonyms if you enter jump. I'm not
"She had a washing machine but not, not a dryer so all the laundry get, got put hung out on the clothesline. [EOS]",All washed laundry was hung on the clothesline. ,She didn't have a dryer so she hung the laundry on her clothesline.
"It took somebody like Slater'an indentured apprentice for over six years at the Arkwright and Strut's plant in Milford, England'to ferry the plans to America. [EOS]",The plans were couriered by an indentured apprentice.,Slater worked at the Arkwright and Strut plant for over six years. 
The Grill will feature enough activities that you and your kids will have a tough time deciding what to do. [EOS],There are a lot of activies to choose from,The Grill has a lot of activities. I think you'll have trouble deciding
" It took me really a long time to sort what was going on in my mind out,  she said. [EOS]",She now knows what was going on in her mind.,She said it took her a long time to figure out what was going on in my
"Um, as a child, what did you like most about the story, as opposed to what you would like most about it now? [EOS]","What did you like most about this story as a child, and what do you like most now?",What did you like about the story as a child? . What do your
"All the same, in one respect, Denis was right. [EOS]",Denis was right about it all being the same,"Denis was correct in one way. I am not sure, but I"
"But the parent who fails to respond promptly and predictably, intervening only after the baby has become extremely agitated, teaches the infant to rise rapidly to intense distress. [EOS]",A parent who does not respond quickly and in a consistent manner will teach the baby to rise quickly to distress.,The infant is taught to rise quickly when the parent fails. I'm teaching
"Um, not really anything unusual. [EOS]",Probably not something strange.,Not really anything unusual. I'm not sure what to say about that?
"Collins allows the Scots pronunciation, but, I am sorry to report, favors the English. [EOS]",The English is favored by Collins over the Scots.,"Collins allows the Scots pronunciation, but favors English. I am sorry to report"
Well thank you so much for letting me interview you. [EOS],I appreciate you allowing me to question you.,"I am grateful for the interview I conducted.  and gratitude to you, as"
We are very aware of the important role financial resources will playas we look to the future. [EOS],We know about the importance of financial resources.,Financial resources are important to us.  and we know it is so as well
"Although by age 4 children know that not all TV programming is real, they judge TV reality according to whether the images resemble people and objects in everyday life. [EOS]",Children begin to differentiate between real and fake TV programming around age 4.,Children judge TV reality by how much it resembles real life. I'm 4
"However, these are difficult times for public institutions of higher education, because legislative appropriations are either flat or in the decline. [EOS]",Times are difficult for public institutes of higher education due to legislative appropriations.,Legislative appropriations are either flat or in the decline. The public institutions
"Uh, let's see. [EOS]",Let us look.,"Let's see. I'm not sure what to do next, but let"
We are going back to the airport. [EOS],"At this point, the others and myself will be going back to the airport. ",We are going back to the airport. I am not sure what we will
"Exercises were conducted to counter this threat, but they were not based on actual intelligence. [EOS]",Exercises were not based on actual intelligence.,"Exercises were conducted to counter this threat, but they weren't based on actual"
"They, they definitely had a lot of pride in, in the appearance of the studio and how well it was maintained, which was nice. [EOS]",The studio looked good and was well-maintained.,They were proud of the studio. I was glad that it looked well maintained
"And I'm gonna take the fighters from Otis, try to chase this guy down if I can find him. [EOS]","""I'm going to call in the pilot fighters from Otis to try to chase this guy down to see if I can find him"". ",I'm going to take the fighters from Otis and chase this guy. 
"Before 9/11, it was not unheard of for a commercial aircraft to deviate slightly from its course, or for an FAA controller to lose radio contact with a pilot for a short period of time. [EOS]",It wasn't unheard of for a commercial aircraft to change their route a bit.,Commercial aircraft deviate from their course before 9/11. I'm sure
Make checks payable to Indiana University Foundation. [EOS],The checks should be written to Indiana University Foundation.,Indiana University Foundation has a checkmaking system. angle to use for donations made
We have the chance to shape the future of IUPUI by what we choose to do here. [EOS],"By what we choose to do here, we have the chance to shape the future of IUPUI.",We have the chance to shape IUPUI's future. The choice of
"American Airlines dispatchers also tried, without success. [EOS]",The dispatchers were trying to help.,"American Airlines dispatchers also tried, without success. UNfortunate for"
Other development applications allow designers to begin with an actual garment and make appropriate changes to achieve the desired design or construction modifications. [EOS],Designers are able to begin with an actual garment and make changes to finish their design with other development applications.,Designers can begin with an actual garment and make appropriate changes to achieve the desired design
"Um, yes y'all need to include that picture with my little dysentery here, uh disinter, I guess it is. [EOS]",I have dysentery.,I have dysentery.  and need to be included in the picture with
We do not have to differentiate between military or civilian. [EOS],They do not  think any of the people are different.,We don't have to distinguish between military and civilian. The distinction is not
"I read a lot of other authors that weren't, weren't as good writers but also had interesting ideas. [EOS]",I read a lot of authors who had interesting ideas. ,I read a lot of authors that were good but had interesting ideas. Ob
"Although new work practices are evolving in the apparel industry, many workers still specialize in one operation or at most two. [EOS]","In the apparel industry, work practices are currently undergoing change.",Many workers still specialize in one operation or at most two. The apparel industry
And there are a lot of people who face these challenges every day of their lives. [EOS],Lots of people struggle with constant challenges in life.,There are many people who face these challenges every day. I am sure that
"The Taliban leader Mullah Omar promptly invited Bin Ladin to move to Kandahar, ostensibly in the interests of Bin Ladin's own security but more likely to situate him where he might be easier to control. [EOS]",Bin Ladin was invited to move to Kandahar for covert reasons.,Mullah Omar invited Bin Ladin to Kandahar. I'm sure
Human Resources and Productivity Growth [EOS],Productivity is impacted by human resources.,Productivity growth and human resources. I am interested in this topic of interest
Pleasant Run cares for at-risk children and families. [EOS],At-risk children and families are Pleasant Run's specialty.,Pleasant Run cares for children and families. I'm a volunteer at
It can certainly make happy holiday memories. [EOS],Holidays can be positive with these experiences.,It can make happy holiday memories. I am sure of it! It certainly
"This retailer launched its Web site in 1995, the first major apparel retailer to do so. [EOS]",the first major apparel retailer opened its website in 1995,The retailer was the first major apparel store to launch a website. I'm
" Yes, I understand. [EOS]",I understand that.,"I understand. Obtaining that knowledge is not difficult for me to do,"
It does not take a too-wicked mind to read into such terms meanings of a lewd nature. [EOS],It does not take a twisted mind to read crude meanings into such terms.,It doesn't take a very clever mind to read the meanings of words. 
"At 9:03:11, United Airlines Flight 175 struck the South Tower of the World Trade Center. [EOS]",The South Tower of the World Trade Center was struck at 9:03:11.,United Airlines Flight 175 struck the South Tower of World Trade Center. UNITED
"The paradox of make-believe is that in everyday life, when children subordinate actions to rules, they usually give up something they want'instead of keeping a treasured toy all to themselves, they share it; instead of continuing to play, they clean up; instead of watching more TV, they go to bed. [EOS]",Make-believe comes with an inherent paradox that's noticed in regular life.,"Children often give up things they want.  and paradoxical in everyday life,"
"5 million, which did not deter Bin Ladin. [EOS]",Bin Ladin was not worried by 5 million.,Bin Ladins was not deterred by 5 million. I'm sure
We're at an exciting juncture and it won't be long until we start seeing solid results from our efforts. [EOS],We are expecting to see good things soon,We are at a very exciting juncture. I hope to see solid results
And how old are you? [EOS],How old are you?,"How old are you? . I am curious about your age, and how"
" Well, it's yellow and orange and red. [EOS]",It is made up of at least three colors.,"It's yellow, orange and red. I'm not sure what else it"
I didn't hit nothing. [EOS],I didn't hit anything.,I didn't hit anything.  and I did not try to do so?
hordes of giggling high school girls ... [EOS],There are a lot of giggling high school girls.,High school girls giggling.  and confusion... ...hordes of highschool
A perfume called Poison has appeared on the market. [EOS],Poison is a perfume.,"Poison is a perfume.  and has appeared on the market recently, it"
"And sometime during the third year, they can imagine objects and events with little or no support from the real world, as when they say to a play partner,  I'm calling Susie on the phone!  [EOS]","Occasionally during the third year, they are able to imagine objects and events without support from the real world.",They can imagine objects and events with little or no support from the real world. 
"In their testimony and in other public accounts, NORAD officials also stated that the Langley fighters were scrambled to respond to the notifications about American 77,178 United 93, or both. [EOS]",According to NORAD officials the Langley fighters were scrambled in response.,The Langley fighters were scrambled to respond. I'm sure you know that
" a short article about someone or something in a dictionary or encyclopedia,. [EOS]",A short article about something in a publication.,A short article about someone in a dictionary or encyclopedia. ? .The person
"Ooh, one of my three older sisters. [EOS]",One of my sisters.,"My older sisters. I remember one of them from childhood, she was my"
She remembered poems that she had learned when she was in high school. [EOS],She recalled poems from high school.,She remembered poems she learned in high school. I'm remembering the poetry that
"So he says, No, from the school up, are all guerrillas. [EOS]",He claims everyone above school-age is a guerrilla.,He says that all guerrillas are in the school. I'm not
"I've, I've decided and it's very hard. [EOS]","It's been difficult, but I've made a decision.","I have decided and it's very hard. ? I've, ive"
The controller knew American 11 was hijacked; he was focused on searching for it after the aircraft disappeared at 8:46. [EOS],The controller searched for the aircraft he knew to be hijacked.,The controller knew American 11 was hijacked.  and he searched for it after the
"Your Third Prize notwithstanding, Duncan was murdered several pages earlier. [EOS]","A few pages earlier, Duncan was murdered","Duncan was murdered. I'm sorry, but your third prize is not"
"And just as important, I invite you to renew your partnership with The Salvation Army by sending a contribution, once again, today. [EOS]",Your donation to The Salvation Army is important. ,"I invite you to renew your partnership with The Salvation Army by sending a contribution, once"
"Through the use of its own proprietary standard, Wal-Mart gathered and exchanged information among its stores, distribution centers, and the main office in Bentonville, Arkansas, to monitor sales, place orders based on those sales, track shipments to the distribution centers, and coordinate the flow of materials and information throughout the system. [EOS]","Walmart coordinated the flow of information and materials by exchanging information between its stores, centers, and main office. ",Wal-Mart gathered and exchanged information among its stores. I'm using the
"And as our discussion in Chapter 6 will reveal, on the whole, the quality of American child care'whether center-based or home-based'is mediocre to abysmal. [EOS]",American child-care tends to range from mediocre to dreadful.,The quality of American child care is mediocre to abysmal. I will
Profitability is measured as operating profit margin'revenue minus costs of goods sold divided by revenue. [EOS],Profitability is a direct function involving costs of goods sold and revenue.,Profitability is measured by the operating profit margin minus costs of goods sold divided revenue
But not every kid is as lucky as Nick. [EOS],Nick is a lucky kid.,Nick is lucky. I don't think everyone who has kids are as fortunate
"Thus, while the fighter pilots under NORAD direction who had scrambled out of Langley never received any type of engagement order, the Andrews pilots were operating weapons free-a permissive rule of engagement. [EOS]",Fighter pilots were scrambled out of Langley but never got engagement orders.,The Andrews pilots were operating weapons free. I'm aware that the fighter pilot
"In 1986, a bomb went off at a disco in Berlin, killing two American soldiers. [EOS]",A bomb killed two Americans in Berlin.,Two American soldiers were killed in a bomb blast. I'm remembering the event
The words  divine afflatus  thus create an unforgettable image jejune             like a gumdrop [EOS],The image of a gumdrop is created by the words divine afflatus.,The words create an unforgettable image. I'm like a gumdrop in the
"An astute mother I observed in the grocery store had her 3-year-old son, Ricky, reach for items on the shelf and put them in the cart. [EOS]",Ricky reached for groceries and put it into his mother's cart. ,"Ricky, a 3-year old boy who was in the grocery store with his"
"-- After my infant son has done one of those cute things that portend a definitely-not-ordinary childhood, my mother-in-law asks,  What would Mr. [ sic ] Spock say?  [EOS]",My mother-in-law likes to joke about Mr. Spock when my son does something odd.,My mother-in law asked me what Mr. Spock would say after my infant son
And do you feel like it was a good thing to grow up around? [EOS],Was it a good experience to be around it?,Do you think it was a good thing to grow up around? . Do
"This year 20,349 girls are members of our Council. [EOS]",There's a huge number of girls who became members this year. ,"20,349 girls are members of our Council. The year before 20k"
"I was, and still am, captivated by  Babies cry for liquor an' the birds sing bass,  and in the arrogance of my youth, I was certain that nobody else on the airfield either knew or cared who Bessie Smith was, nor would any other G.I. be enchanted by basso birds, so I turned thief. [EOS]",I was obsessed with that song.,I was captivated by Babies cry for liquor and birds sing bass. 
"With higher values of inventory carrying costs, it is more profitable to shift more production to the quick-line plant to allow reduction in work-in-process and finished goods inventory. [EOS]",Production can be shifted to manipulate profitability levels. ,It is more profitable to shift production. I'm able reduce work-in
What are those stories? [EOS],These stories are?,What are those stories? . I don't know what they're about!
"At 9:37:46, American Airlines Flight 77 crashed into the Pentagon, traveling at approximately 530 miles per hour. [EOS]",American Airlines Flight 77 struck the Pentagon at precisely 9:37:46.,American Airlines Flight 77 crashed into the Pentagon. I was traveling at 530 miles
"Since Slurvian thus exists in both a Germanic language (English) and a Romance language (French), must it not therefore follow that Slurvian has its origin in the common ancestor of both tongues, that is in the Indo-stage? [EOS]",Slurvian exists in the Germanic and Romance languages.,Slurvian is a hybrid of both Germanic and Romance languages. 
"And as I look at the last slip in my random handful, again I encounter a classificatory  [EOS]",I encountered a classificatory when I looked at the last slip.,I encounter a classificatory as I look at the last slip in my random handful
"Al Qaeda helped Jemaah Islamiya (JI), a nascent organization headed by Indonesian Islamists with cells scattered across Malaysia, Singapore, Indonesia, and the Philippines. [EOS]",Al Qaeda had a hand in assisting Jemaah Islamiya.,Al Qaeda helped Jemaah Islamiya. I was a nascent organization headed
I was four years old at the time. [EOS],I was four years old then. ,I was four years old at the time.  and I'm not sure why
"And in this network, Bin Ladin's agenda stood out. [EOS]",Bin Ladin's agenda stood out among those people.,Bin Ladins had an agenda that stood out. I'm sure you
On the monkey bars I used to swing up and get on top of it. [EOS],I used to get up on the monkey bars.,I used to swing up and get on top of the monkey bars. Ob
Al Qaeda also used the Afghan state-owned Ariana Airlines to courier money into the country. [EOS],Ariana Airlines was owned by the Afghan state.,Al Qaeda used the Afghan state-owned Ariana Airlines to courier money into Afghanistan.
"Unfortunately, these are difficult times for public institutions of higher education. [EOS]",These are difficult times for public universities. ,These are difficult times for public institutions of higher education. Illustrations by
She told him to shut-up and get her a pack of cigarettes. [EOS],She told him not to talk and to just get her some smokes.,She told him to get her a pack of cigarettes. I'm telling you
An envelope and giving card are enclosed (with checks payable to Indiana University Foundation). [EOS],An envelope and pledging card are included.,The envelope and giving card are enclosed. I'm sure you know the Indiana
"This was the first of several occasions on 9/11 when flight attendants took action outside the scope of their training, which emphasized that in a hijacking, they were to communicate with the cockpit crew. [EOS]",The flight attendants took action outside the scope of their training.,Flight attendants were trained to communicate with the cockpit crew. The flight attendant took
"When Sydney experiments with the color-matching strategy and succeeds in placing the brown piece, she internalizes the technique. [EOS]",Sydney internalizes the technique of experimenting with the color-matching strategy.,Sydney successfully places the brown piece.  and she internalizes how to
"I, at that time I, she just called them hanks. [EOS]",The woman simply named them hanks.,"She just called them hanks. I, at that time I did not"
"At 8:48, while the controller was still trying to locate American 11, a New York Center manager provided the following report on a Command Center teleconference about American 11: [EOS]",A manager at the  New York Center gave the report that follows while the controller was still unable to find American 11.,The New York Center manager provided the following report on a Command center teleconference about American
We'd basically coasted down into town and got about 50 gallons of kerosene and pumped it in the fuel tank so that so that the fuel would actually run through the fuel lines and the bus would run. [EOS],We put about 50 gallons of kerosene in the bus.,We put 50 gallons of kerosene in the fuel tank. I was
"The nuances of Vietnamese history, which Mr. Henn finds so fascinating, were as useful to the men who fought Ho Chi Minh's military machine as the facts of the Meiji Restoration to anyone who fought the Japanese Empire in WWII. [EOS]",Mr. Henn finds the nuances of Vietnamese history fascinating.,"Mr. Henn finds Vietnamese history fascinating, and it was useful to the men who"
Black and white yeah. [EOS],Yeah it was black and white.,"Yes, black and white.  I agree with you on that point as well"
Qutb argued that humans can choose only between Islam and jahiliyya. [EOS],Qutb argued that humans only have two options: Islam or jahiliyya.,Qutb argued that humans can only choose between Islam and jahiliyya
"Note that the work in a shirt plant is generally grouped into production lots of 1,500 shirts if the progressive bundle system is used. [EOS]","The progressive bundle system means work is usually grouped into production lots of 1,500 shirts.","The work in a shirt plant is generally grouped into production lots of 1,500 shirts"
"Not until 1998 did al Qaeda undertake a major terrorist operation of its own, in large part because Bin Ladin lost his base in Sudan. [EOS]",al Qaeda's first major terrorist operation was due to Bin Ladin losing his base.,Bin Laden lost his base in Sudan. I was not able to
I did that because that's what my dad wanted me to do. [EOS],I made that choice based on my dad's opinion.,I did that because my dad wanted me to. Obstacles are not
Our programs are provided to schools at a price far below our actual cost. [EOS],Are programs are highly subsidized to most schools.,Our programs are provided to schools at a far below cost. The program is
"How about um, your kids? [EOS]","What do you have to tell me about your children, exactly; is it something you'd be willing to publicly share?",What about your kids? . I'm curious to know more of their situation
"From there that was kind of frustrating me a little bit, going into, um, sessions every day or every night and having 15 people around me smoking fat blunts, drinking forties of Old English, and really not getting a whole lot of stuff done that was, it was, it was just depressing. [EOS]",I didn't make as much progress as I hoped.,I went to sessions every day and had 15 people around me smoking. It
"Chinese, Japanese, Vietnamese, Guatemalan-Mayan, eastern Kentucky Appalachian, and many other cultural groups regard newborn infants as psychologically separate beings whose most important task is to develop an interdependent relationship with their community'an emotional and social foundation that is crucial for survival and learning. [EOS]","The task of developing an interdependent relationship with their community, is something Chinese, Japanese, Vietnamese, Guatemalan-Mayan, eastern Kentucky Appalachian cultural groups regard as the most important for a newborn infant.",Newborn infants are considered psychologically separate beings by many cultures. 'Casey
"At 9:32, a hijacker, probably Jarrah, made or attempted to make the following announcement to the passengers of Flight 93:Ladies and  Here the captain, please sit down keep remaining sitting. [EOS]","Jarrah, the probable hijacker, attempted to instruct the passengers of flight 93 to sit down and remain seated.",A hijacker attempted to make the passengers sit down. I'm not sure
Not any stories that she used to tell. [EOS],No tales that the woman once told.,Not any of the stories she used to tell. I'm not familiar with
The popularity of casual-wear items like T-shirts and jeans'quintessentially factory-sewn garments'has also shifted sewing from home to the factory. [EOS],The popularity of casual-wear items has moved to the factory.,The factory has become the preferred place to sew clothing.  and/and casual
Please show your support and make a gift. [EOS],A gift would be greatly appreciated. ,Please support and make a gift. I am asking you to show your love
His primary concern was ensuring that the pilots had a clear understanding of their rules of engagement. [EOS],He wanted to make sure the pilots understood their rules of engagement.,He wanted the pilots to understand their rules. I'm concerned with ensuring that
"As we come to a close of our fiscal year, would you please help us again? [EOS]","We're close to the end of the fiscal year, will you help?",Would you please help us again? . As we come to a close of
 Get your hand off my knee.  [EOS],Take your hand away from my knee.,Get your hand off my knee. I am not allowed to touch you directly
What has your support of our campers meant to them and what have they been able to accomplish because you care? [EOS],Have you experienced any benefits from our campers?,What have you done for our campers? . What has your support meant
"At 9:00, American Airlines Executive Vice President Gerard Arpey learned that communications had been lost with American 77. [EOS]",At 9:00 Gerard Arpey was notified that American 77 could not be reached.,Gerard Arpey learned that communications had been lost with American 77 at 9:
Counting definitions is a start. [EOS],A start is counting definitions.,A start is counting definitions.  and it's a good idea to do so
"Although research is beginning to provide answers regarding factors that may increase the risk for SIDS and suggest actions parents can take to reduce the risks, these measures will not save all babies. [EOS]",Research is starting to give us answers about what causes SIDS.,Research is beginning to provide answers regarding factors that may increase the risk for SIDS.
The FBI told us they found no trace of explosives at the crash sites. [EOS],The FBI didn't find explosives in the wreckage.,The FBI said they didn't find any explosives at the crash sites. I
"However, their cumulative effect tends to be overpowering. [EOS]","The effects, when put together, are overwhelming.","Their cumulative effect tends to be overpowering. I'm not sure, but"
"Not really original, no, it was, uh, poems by well-known authors that you'd find in a book, but she had to memorize a lot of them, and she, but she read us children's poems, too, out of books, books that were written for children. [EOS]",She had to recall a lot of poems by memory.,She read us poems from books that were written for children. I was memor
Turn over responsibility for the task to the child as soon as he or she can master it without assistance. [EOS],"As soon as the child can do it perfectly without assistance, give it the responsibility for that task.",The child should take on the task. I suggest that he or she do
"Consider, for instance, how many store clerks still scan items incorrectly at the register. [EOS]",Items are consistently miss-scanned at registers.,"How many store clerks still scan items incorrectly at the register? .Consider,"
The Command Center told Cleveland that FAA personnel well above them in the chain of command had to make the decision to seek military assistance and were working on the issue. [EOS],The Command Center informed Cleveland about the choice FAA personnel had to make.,The Command Center told Cleveland that FAA personnel well above them in the chain of command had
The decreasing lead time of the quick-line plant makes it competitive at a lower inventory carrying cost. [EOS],"It's not only the decreasing lead time of the quick-line plant that makes it competitive, it's also the small amount of inventory. ",The quick-line plant has a lower inventory carrying cost.  and decreasing lead
Secretary Rumsfeld told us he was just gaining situational awareness when he spoke with the Vice President at 10:39. [EOS],"When Rumsfeld talked to the Vice President, he was only getting situational awareness.",Secretary Rumsfeld spoke with the Vice President at 10:39. I
"Please keep in mind, requests for donations to the Capital Campaign are separate and will be made later this month. [EOS]",Please remember that requests for donations to the Capital Campaign will come later.,The Capital Campaign's requests for donations will be made later this month. (
May good cess befall all such quixotically misguided readers! [EOS],May that happen to all the misguided readers.,May good things happen to the misguided readers. I hope they are doomed!
I hope you'll think of Wanda and other mothers' prayers and dreams this Mother's Day. [EOS],This Mother's Day it is my hope that Wanda and the other female parents will be in your thoughts.,I hope you think of Wanda and other mothers on Mother's Day. 
"Even though I had freedom when I was, you know, home, whatever, but I still had a curfew. [EOS]","I still had a curfew, even though I had freedom, when I was home.",I had a curfew even though I was free. The person has freedom when
"Two minutes later, staff reported that they were still trying to locate Secretary Rumsfeld and Vice Chairman Myers. [EOS]",Staff reported they were trying to find Rumsfeld and Myers.,Staff reported that they were still trying to locate Secretary Rumsfeld and Vice Chairman Myers
The coat manufacturer will have to hold relatively more finished goods inventory of the low volume SKUs than of the high volume SKUs. [EOS],The coat manufacturer is required to hold differing goods inventories for different items.,The coat manufacturer will have to hold more finished goods inventory of the low volume SKUs
You will find attached this survey plus our directional statement (goals) for 1993 that is a direct result of the survey. [EOS],There is a survey attached to it.,The survey results are attached.  and you will find the goals for 1993 in
"I'll twist him, sir. [EOS]","I'll wring him, mister.","I will twist him, sir.  I'll do that! He's my"
He's the boss! [EOS],He is the one in charge,He is the boss! . The man has power over everything in this world
"If this were indeed to have been a handbook , users would have found a longer list more useful. [EOS]",Users would have wanted a longer list in that handbook.,Users would have found a longer list more useful if this were indeed to be the hand
"The publisher sent unrevised bound proofs from which this review was prepared; unfortunately, there was no proof of an index, but the publisher has assured me that there will be one in the published book, a rather essential ingredient of a work with this title. [EOS]","Even though the publisher unrevised proofs, they insisted that an index would be published along with it. ","The publisher sent the proofs.  and there was no proof of an index,"
"Men say that, too, of course. [EOS]",Men and women alike say that.,"Men say that too. I am sure of it, yes! .The"
This ensures that they will acquire competencies that are adaptive in their culture. [EOS],The competencies they acquire are adaptive to the culture.,"This ensures that they will acquire competencies. I am sure of it,"
"In 1971, he opened is first business, a small New Jersey construction firm. [EOS]",The first business that he ever opened was a small construction firm out of New Jersey.,He opened his first business in 1971. I'm a construction firm based out
"And then, like now that I'm in college, like I call her, like all the time and it won't occur that I should talk to my dad, too! [EOS]",During college I didn't think that I should call dad more often.,"I call her all the time, but I don't think about talking to my dad"
"Open the door, please. [EOS]",Please open the door.,Please open the door. I need to see you! .The person wants
"But what about a reference by MacNeil's partner, Jim Lehrer, to  some ten thousand black gold and diamond miners [on strike in South Africa].  [EOS]",Jim Lehrer made reference to black gold and diamond miners on strike in South Africa.,Jim Lehrer is MacNeil's partner. I wonder about the reference to
"Witness the following conclusion by a researcher who compared American with Japanese infant rearing   An American mother-infant relationship consists of two individuals . . . a Japanese mother-infant relationship consists of only one individual, i.e., mother and infant are not divided.  [EOS]",The following conclusion by a researcher who compared American with Japanese infants.,A researcher compared American and Japanese infant rearing. I think that an americ
"Your donation of $25, $50, $125, $250 or more will help us remain a steady source of assistance for people like Ted. [EOS]","People who need assistance, like Ted, will be helped if you donate.",Ted needs help. I will be able to provide it if you donate $
"Obviously, I could not say much. [EOS]",I didn't say much.,"I couldn't say much.  I was not able to do anything else,"
"Muscat, or muscatel, on the other hand, is found on skid rows all over the land. [EOS]",Muscat is on skid row.,Muscat is found all over the land. I'm not sure if mus
It's definitely grown. [EOS],It's certainly gotten bigger.,It has grown. I am sure of it! It is definitely a large
"The campus also can serve as a community forum, sponsoring public lectures by authorities on issues in the news. [EOS]",The campus can serve as a forum for sponsored public lectures.,The campus can serve as a community forum. I'm able to sponsor public
"Indeed, the central purpose of language, from its moment of emergence, is  communication, social contact, infiuencing surrounding individuals.  [EOS]","Language has three purposes: communication, social contact and influence.",Languages have a purpose.  and practical meaning from the moment they first emerged
"Focusing on these two definitions, it must be conceded that naive users who did not know the meaning of Boolean or of Boolean algebra before going to either dictionary are unlikely to come away any the wiser. [EOS]",There are at least two meanings of the word.,Nuance users who did not know the meaning of Boolean or algebra before going to
I look forward to seeing your name on our membership list. [EOS],I look forward to seeing that you are a member.,"I can't wait to see your name on our membership list. ""Looking"
\\And you'll stay here? [EOS],Are you going to stay here?,"And you will stay here? . .The person asked that question, and"
"Specific cliches' working wife, working mother, house-wife , etc.'are discussed, with sober explanations of why they are offensive and with suggestions for suitable alternatives. [EOS]",Certain overly used terms were pointed out.,"Specific cliches are discussed.  and with suggestions for suitable alternatives, as"
"At 8:52, in Easton, Connecticut, a man named Lee Hanson received a phone call from his son Peter, a passenger on United 175. [EOS]",Lee Hanson was on the phone to his son.,"Lee Hanson's son Peter called him. I'm from Easton, Connecticut"
"According to fourth-year student David Schmidt, who serves as president of the Students Affairs council, the upgraded lounge is a priority for the students. [EOS]","According to David Schmidt, the upgraded lounge is very important for the students.",David Schmidt is a fourth-year student. Ingoing upgrades to the
The use of modern design tools and information technology can collapse the design time so that managerial decision-making becomes the longest step in the process'and even the time for that step can be shortened with information technology. [EOS],Informational technology can decrease the time needed for every process step.,Modern design tools can reduce the time for managerial decision making. The process is
"As of this date, we have received commitments for approximately forty percent of our goal to the Timothy J. O'Leary Periodontal Endowment Fund. [EOS]","As of today, we have been given commitments of roughly 40 percent. ",We have received commitments for approximately forty percent of our goal. I'm aware
"Especially appealing, for you and the department, is the fact that a number of alumni work for companies that will match their gifts--sometimes as much as three to one. [EOS]","Many alumni have employers that will match what they give, as much as three to one. ","The department has a lot of alumni.  and appealing, for you both to"
"Most of the religions of the world connected woman with mother earth, fertility, and all the other progenetic and nurturing associations, and this was borne out in the cultures of the people. [EOS]",Most religions of the world connect mother earth and fertility to women. ,The cultures of the people were influenced by many religions.  and analysis that connected
"A Stitch in Time is organized into five sections, roughly corresponding to the channel components. [EOS]",There are five sections that it has been split into.,The channel components are organized into five sections.  and a stitch in time is
"Work hard study balance your time, you know. [EOS]","You know, study, work hard, balance your time.","You should balance your time.  and work hard to do it, you know"
"SEND advances these efforts by forming long-standing relationships with local businesses, churches, residents, and other interested groups and individuals. [EOS]",SEND forms long-standing relationships with local churches.,SEND helps with the efforts by establishing relationships. Groups and individuals can
There were various whimsical variants. [EOS],There were many whimsical variants.,There were many variations.  and whimsical variants available to choose from! .
"Hani Hanjour, Khalid al Mihdhar, and Majed Moqed were flagged by CAPPS. [EOS]","CAPPS flagged Majed Moqed, Khalid al Mihdhar, and Hani Hanjour.","CAPPS flagged Hani Hanjour, Khalid al Mihdhar and Maj"
The program could be an important boon to productivity and competitiveness. [EOS],The program could be important to productivity,The program could be beneficial to productivity. I'm not sure if the programs
"In play, Alison thinks about paint colors, which need not be the color of her real room. [EOS]","During play, Alison considers paint colors including those that are not the color of her room.",Alison thinks about paint colors.  and she doesn't have to be the
"Again, the time it takes managers to reach a decision is what determines the length of this process. [EOS]","Again, the time it takes in making a decision determines how long this process is.",The length of the process is determined by how long it takes managers to reach a decision
"Chapters 13 through 15 examine the channel as a whole, from global, private-performance, and public-policy perspectives. [EOS]",These chapters examine the channel from 3 separate perspectives.,Chapters 13 through 15 examine the channel as a whole. The channels are
Don't they do that a lot with like Britney Spears and people like that? [EOS],Is that done a lot with people like Britney Spears?,They do that with Britney Spears and people like her. I wonder if
United Way of Central Indiana adds value by doing research and follow-up to make sure that the most important needs are being met in the most efficient way. [EOS],Steps are taken by the United Way of Central Indiana to ensure efficiency.,Research and follow-up are important for the United Way of Central Indiana. 
"With over 18 years experience, we have found that many conflicts between young people are rooted in attitudes and prejudices that exclude and target individuals and groups. [EOS]",We have over 18 years experience working with young people.,Many conflicts between young people are rooted in attitudes and prejudices. The experience of
Private gifts will play a vital role in reaching these goals. [EOS],To achieve these deliverables donations will be necessary.,Private gifts will play a vital role in reaching these goals. The goal is
"In Mandarin the name America becomes `beautiful nation,' as Mr. Henn says. [EOS]",Mr Henn says that America translates to 'beautiful nation' in Mandarin.,Mr. Henn says that America becomes beautiful nation in Mandarin angle? He
New initiatives in the inner-city are taking hold. [EOS],We are making headway in the inner-city.,The inner city is seeing new initiatives.  and action taking place in the area
"Between 9:15 and 9:30, the staff was busy arranging a return to Washington, while the President consulted his senior advisers about his remarks. [EOS]","After nine o'clock, the staff was planning to return to Washington. ",The President consulted his senior advisers about the remarks he made. I was busy
"If you have any questions, please feel free to give us a call at 638-3360. [EOS]",Please call us when you have a question,Call us if you have any questions. (s) to ask about it
