"<t>  a short article about someone or something in a dictionary or encyclopedia,.</t> [EOS]",A short article about something in a publication.,"A short article about someone in a dictionary or encyclopedia. onia ""short"
"<t> Ooh, one of my three older sisters.</t> [EOS]",One of my sisters.,"My three older sisters are all younger.  the following: ""Ooh"
<t> She remembered poems that she had learned when she was in high school.</t> [EOS],She recalled poems from high school.,"She remembered poems she learned in high school.  the following: ""she"
"<t> So he says, No, from the school up, are all guerrillas.</t> [EOS]",He claims everyone above school-age is a guerrilla.,"He said they were all guerrillas.  the following: ""No"
"<t> I've, I've decided and it's very hard.</t> [EOS]","It's been difficult, but I've made a decision.","I have decided and it's very hard.  the following: ""It"
<t> The controller knew American 11 was hijacked; he was focused on searching for it after the aircraft disappeared at 8:46.</t> [EOS],The controller searched for the aircraft he knew to be hijacked.,The controller knew American 11 was hijacked.  the following: prep-on
"<t> Your Third Prize notwithstanding, Duncan was murdered several pages earlier.</t> [EOS]","A few pages earlier, Duncan was murdered",Duncan was murdered several pages earlier.  the reason for your Third Prize
"<t> And just as important, I invite you to renew your partnership with The Salvation Army by sending a contribution, once again, today.</t> [EOS]",Your donation to The Salvation Army is important. ,You can renew your partnership with the Salvation Army by sending a contribution today. 
"<t> Through the use of its own proprietary standard, Wal-Mart gathered and exchanged information among its stores, distribution centers, and the main office in Bentonville, Arkansas, to monitor sales, place orders based on those sales, track shipments to the distribution centers, and coordinate the flow of materials and information throughout the system.</t> [EOS]","Walmart coordinated the flow of information and materials by exchanging information between its stores, centers, and main office. ",Wal-Mart gathered and exchanged information among its stores.  the use of
"<t> And as our discussion in Chapter 6 will reveal, on the whole, the quality of American child care'whether center-based or home-based'is mediocre to abysmal.</t> [EOS]",American child-care tends to range from mediocre to dreadful.,The quality of American child care is mediocre to abysmal.  (
<t> Profitability is measured as operating profit margin'revenue minus costs of goods sold divided by revenue.</t> [EOS],Profitability is a direct function involving costs of goods sold and revenue.,The operating profit margin is measured as the cost of goods sold divided by revenue.
<t> But not every kid is as lucky as Nick.</t> [EOS],Nick is a lucky kid.,"Nick is lucky.  (a certain way) ) of life, but"
"<t> Thus, while the fighter pilots under NORAD direction who had scrambled out of Langley never received any type of engagement order, the Andrews pilots were operating weapons free-a permissive rule of engagement.</t> [EOS]",Fighter pilots were scrambled out of Langley but never got engagement orders.,"The Andrews pilots were operating weapons free.  the simplest of reasons, that they"
"<t> In 1986, a bomb went off at a disco in Berlin, killing two American soldiers.</t> [EOS]",A bomb killed two Americans in Berlin.,Two American soldiers were killed in Berlin by a bomb.  the following:
<t> The words  divine afflatus  thus create an unforgettable image jejune             like a gumdrop</t> [EOS],The image of a gumdrop is created by the words divine afflatus.,"The words divine afflatus create an unforgettable image.  and conversely,"
"<t> An astute mother I observed in the grocery store had her 3-year-old son, Ricky, reach for items on the shelf and put them in the cart.</t> [EOS]",Ricky reached for groceries and put it into his mother's cart. ,Ricky was 3 years old when the mother put items in a cart. 
"<t> -- After my infant son has done one of those cute things that portend a definitely-not-ordinary childhood, my mother-in-law asks,  What would Mr. [ sic ] Spock say? </t> [EOS]",My mother-in-law likes to joke about Mr. Spock when my son does something odd.,My mother-in law asked what Mr. Spock would say after my infant son did
<t> And do you feel like it was a good thing to grow up around?</t> [EOS],Was it a good experience to be around it?,Do you feel like it was a good thing to grow up around? 
"<t> This year 20,349 girls are members of our Council.</t> [EOS]",There's a huge number of girls who became members this year. ,"The Council has 20,349 girls.  the following: ""This year"
"<t> I was, and still am, captivated by  Babies cry for liquor an' the birds sing bass,  and in the arrogance of my youth, I was certain that nobody else on the airfield either knew or cared who Bessie Smith was, nor would any other G.I. be enchanted by basso birds, so I turned thief.</t> [EOS]",I was obsessed with that song.,I was captivated by Babies cry for liquor.  the following: (
"<t> With higher values of inventory carrying costs, it is more profitable to shift more production to the quick-line plant to allow reduction in work-in-process and finished goods inventory.</t> [EOS]",Production can be shifted to manipulate profitability levels. ,It is more profitable to shift production from the quick line plant.  (
<t> What are those stories?</t> [EOS],These stories are?,"What are those stories?  the following: ""Oh, that's right..."""
"<t> At 9:37:46, American Airlines Flight 77 crashed into the Pentagon, traveling at approximately 530 miles per hour.</t> [EOS]",American Airlines Flight 77 struck the Pentagon at precisely 9:37:46.,American Airlines Flight 77 crashed into the Pentagon at 9:37.46  (
"<t> Since Slurvian thus exists in both a Germanic language (English) and a Romance language (French), must it not therefore follow that Slurvian has its origin in the common ancestor of both tongues, that is in the Indo-stage?</t> [EOS]",Slurvian exists in the Germanic and Romance languages.,Slurvian is a Germanic language.  (a certain reason
"<t> And as I look at the last slip in my random handful, again I encounter a classificatory </t> [EOS]",I encountered a classificatory when I looked at the last slip.,I look at the last slip in my random handful.  (a class
"<t> Al Qaeda helped Jemaah Islamiya (JI), a nascent organization headed by Indonesian Islamists with cells scattered across Malaysia, Singapore, Indonesia, and the Philippines.</t> [EOS]",Al Qaeda had a hand in assisting Jemaah Islamiya.,The JI was headed by Indonesian Islamists.  ( z6) and
<t> I was four years old at the time.</t> [EOS],I was four years old then. ,I was four years old at the time.  (Htime of my
"<t> And in this network, Bin Ladin's agenda stood out.</t> [EOS]",Bin Ladin's agenda stood out among those people.,Bin Ladlin's agenda was the only one that stood out in this network.
<t> On the monkey bars I used to swing up and get on top of it.</t> [EOS],I used to get up on the monkey bars.,I used to swing up and get on top of the monkey bars. 
<t> Al Qaeda also used the Afghan state-owned Ariana Airlines to courier money into the country.</t> [EOS],Ariana Airlines was owned by the Afghan state.,Al Qaeda used Ariana Airlines to courier money into Afghanistan.  the following
"<t> Unfortunately, these are difficult times for public institutions of higher education.</t> [EOS]",These are difficult times for public universities. ,These are difficult times for public institutions of higher education.  the following:
<t> She told him to shut-up and get her a pack of cigarettes.</t> [EOS],She told him not to talk and to just get her some smokes.,She told him to get her a pack of cigarettes.  the following:
<t> An envelope and giving card are enclosed (with checks payable to Indiana University Foundation).</t> [EOS],An envelope and pledging card are included.,The envelope and giving card are enclosed.  (a check payable to Indiana
"<t> This was the first of several occasions on 9/11 when flight attendants took action outside the scope of their training, which emphasized that in a hijacking, they were to communicate with the cockpit crew.</t> [EOS]",The flight attendants took action outside the scope of their training.,The flight attendants were told that they had to communicate with the cockpit crew in a hij
"<t> When Sydney experiments with the color-matching strategy and succeeds in placing the brown piece, she internalizes the technique.</t> [EOS]",Sydney internalizes the technique of experimenting with the color-matching strategy.,Sydney is able to internalize the technique when she experiments with color matching.
"<t> I, at that time I, she just called them hanks.</t> [EOS]",The woman simply named them hanks.,"She called them hanks.  the following: ""I, at that"
"<t> At 8:48, while the controller was still trying to locate American 11, a New York Center manager provided the following report on a Command Center teleconference about American 11:</t> [EOS]",A manager at the  New York Center gave the report that follows while the controller was still unable to find American 11.,The controller was still trying to locate American 11 at 8:48. 
<t> We'd basically coasted down into town and got about 50 gallons of kerosene and pumped it in the fuel tank so that so that the fuel would actually run through the fuel lines and the bus would run.</t> [EOS],We put about 50 gallons of kerosene in the bus.,We had to pump the fuel into a tank so that it would run through.
"<t> The nuances of Vietnamese history, which Mr. Henn finds so fascinating, were as useful to the men who fought Ho Chi Minh's military machine as the facts of the Meiji Restoration to anyone who fought the Japanese Empire in WWII.</t> [EOS]",Mr. Henn finds the nuances of Vietnamese history fascinating.,"Mr. Henn finds Vietnamese history fascinating, as do the Japanese Empire in WWII"
<t> Black and white yeah.</t> [EOS],Yeah it was black and white.,"Yes, black and white.  ( zingy) ) of course"
<t> Qutb argued that humans can choose only between Islam and jahiliyya.</t> [EOS],Qutb argued that humans only have two options: Islam or jahiliyya.,Qutb argued that humans can only choose between Islam and jahiliyya
"<t> Note that the work in a shirt plant is generally grouped into production lots of 1,500 shirts if the progressive bundle system is used.</t> [EOS]","The progressive bundle system means work is usually grouped into production lots of 1,500 shirts.","The work in a shirt plant is usually grouped into production lots of 1,500 shirts"
"<t> Not until 1998 did al Qaeda undertake a major terrorist operation of its own, in large part because Bin Ladin lost his base in Sudan.</t> [EOS]",al Qaeda's first major terrorist operation was due to Bin Ladin losing his base.,Bin Ladlin lost his base in Sudan.  (a) due
<t> I did that because that's what my dad wanted me to do.</t> [EOS],I made that choice based on my dad's opinion.,My dad wanted me to do that.  ( z6) ) of
<t> Our programs are provided to schools at a price far below our actual cost.</t> [EOS],Are programs are highly subsidized to most schools.,Our programs are provided to schools at a price far below our actual cost. 
"<t> How about um, your kids?</t> [EOS]","What do you have to tell me about your children, exactly; is it something you'd be willing to publicly share?","How about your kids?  the following: ""What do you think?"""
"<t> From there that was kind of frustrating me a little bit, going into, um, sessions every day or every night and having 15 people around me smoking fat blunts, drinking forties of Old English, and really not getting a whole lot of stuff done that was, it was, it was just depressing.</t> [EOS]",I didn't make as much progress as I hoped.,I was frustrated by the people around me.  ( z6)
"<t> Chinese, Japanese, Vietnamese, Guatemalan-Mayan, eastern Kentucky Appalachian, and many other cultural groups regard newborn infants as psychologically separate beings whose most important task is to develop an interdependent relationship with their community'an emotional and social foundation that is crucial for survival and learning.</t> [EOS]","The task of developing an interdependent relationship with their community, is something Chinese, Japanese, Vietnamese, Guatemalan-Mayan, eastern Kentucky Appalachian cultural groups regard as the most important for a newborn infant.",Newborn infants are considered psychologically separate beings by many cultural groups.  the
"<t> At 9:32, a hijacker, probably Jarrah, made or attempted to make the following announcement to the passengers of Flight 93:Ladies and  Here the captain, please sit down keep remaining sitting.</t> [EOS]","Jarrah, the probable hijacker, attempted to instruct the passengers of flight 93 to sit down and remain seated.",The hijacker told the passengers to sit down.  ( z6am
<t> Not any stories that she used to tell.</t> [EOS],No tales that the woman once told.,"She used to tell stories. ? The truth is, not any of"
<t> The popularity of casual-wear items like T-shirts and jeans'quintessentially factory-sewn garments'has also shifted sewing from home to the factory.</t> [EOS],The popularity of casual-wear items has moved to the factory.,The popularity of casual-wear items like T shirts and jeans has also shifted sewing from
<t> Please show your support and make a gift.</t> [EOS],A gift would be greatly appreciated. ,"Please show your support and make a gift.  the following: ""please"
<t> His primary concern was ensuring that the pilots had a clear understanding of their rules of engagement.</t> [EOS],He wanted to make sure the pilots understood their rules of engagement.,He was concerned that the pilots understood their rules of engagement.  (H
"<t> As we come to a close of our fiscal year, would you please help us again?</t> [EOS]","We're close to the end of the fiscal year, will you help?",Please help us as we come to the end of our fiscal year. 
<t>  Get your hand off my knee. </t> [EOS],Take your hand away from my knee.,Get your hand off my knee.  ( z6) ) explained by
<t> What has your support of our campers meant to them and what have they been able to accomplish because you care?</t> [EOS],Have you experienced any benefits from our campers?,What have you done to help the campers? OCRATED:
"<t> At 9:00, American Airlines Executive Vice President Gerard Arpey learned that communications had been lost with American 77.</t> [EOS]",At 9:00 Gerard Arpey was notified that American 77 could not be reached.,Gerard Arpey learned that communications had been lost with American 77. 
<t> Counting definitions is a start.</t> [EOS],A start is counting definitions.,"The definitions are a start.  the simplest of terms to understand, counting"
"<t> Although research is beginning to provide answers regarding factors that may increase the risk for SIDS and suggest actions parents can take to reduce the risks, these measures will not save all babies.</t> [EOS]",Research is starting to give us answers about what causes SIDS.,Research is beginning to provide answers regarding factors that may increase the risk for SIDS.
<t> The FBI told us they found no trace of explosives at the crash sites.</t> [EOS],The FBI didn't find explosives in the wreckage.,The FBI said they found no explosives at the crash sites.  (a
"<t> However, their cumulative effect tends to be overpowering.</t> [EOS]","The effects, when put together, are overwhelming.","Their cumulative effect is overwhelming.  the following: ""They tend to be"
"<t> Not really original, no, it was, uh, poems by well-known authors that you'd find in a book, but she had to memorize a lot of them, and she, but she read us children's poems, too, out of books, books that were written for children.</t> [EOS]",She had to recall a lot of poems by memory.,She read us children's poems.  the following: she had to memor
<t> Turn over responsibility for the task to the child as soon as he or she can master it without assistance.</t> [EOS],"As soon as the child can do it perfectly without assistance, give it the responsibility for that task.",The child should take over responsibility for the task as soon he or she can master it
"<t> Consider, for instance, how many store clerks still scan items incorrectly at the register.</t> [EOS]",Items are consistently miss-scanned at registers.,How many store clerks still scan items incorrectly at the register? onia The
<t> The Command Center told Cleveland that FAA personnel well above them in the chain of command had to make the decision to seek military assistance and were working on the issue.</t> [EOS],The Command Center informed Cleveland about the choice FAA personnel had to make.,Cleveland was told by the Command Center that FAA personnel were working on military assistance
<t> The decreasing lead time of the quick-line plant makes it competitive at a lower inventory carrying cost.</t> [EOS],"It's not only the decreasing lead time of the quick-line plant that makes it competitive, it's also the small amount of inventory. ",The quick line plant has a lower inventory carrying cost.  the decreasing lead time
<t> Secretary Rumsfeld told us he was just gaining situational awareness when he spoke with the Vice President at 10:39.</t> [EOS],"When Rumsfeld talked to the Vice President, he was only getting situational awareness.",Rumsfeld spoke with the Vice President at 10:39.  (
"<t> Please keep in mind, requests for donations to the Capital Campaign are separate and will be made later this month.</t> [EOS]",Please remember that requests for donations to the Capital Campaign will come later.,Please keep in mind that the Capital Campaign's requests for donations are separate and will be
<t> May good cess befall all such quixotically misguided readers!</t> [EOS],May that happen to all the misguided readers.,Good luck to all the misguided readers! onia (Homeric)
<t> I hope you'll think of Wanda and other mothers' prayers and dreams this Mother's Day.</t> [EOS],This Mother's Day it is my hope that Wanda and the other female parents will be in your thoughts.,I hope you think of Wanda and other mothers on Mother's Day. 
"<t> Even though I had freedom when I was, you know, home, whatever, but I still had a curfew.</t> [EOS]","I still had a curfew, even though I had freedom, when I was home.","I had a curfew when I was home.  the following: ""even"
"<t> Two minutes later, staff reported that they were still trying to locate Secretary Rumsfeld and Vice Chairman Myers.</t> [EOS]",Staff reported they were trying to find Rumsfeld and Myers.,Staff reported that they were still trying to locate Secretary Rumsfeld and Vice Chairman Myers
<t> The coat manufacturer will have to hold relatively more finished goods inventory of the low volume SKUs than of the high volume SKUs.</t> [EOS],The coat manufacturer is required to hold differing goods inventories for different items.,The coat manufacturer will have to hold more finished goods.  the simplest of terms
<t> You will find attached this survey plus our directional statement (goals) for 1993 that is a direct result of the survey.</t> [EOS],There is a survey attached to it.,The survey is attached.  ( zing) ) and contains a directional
"<t> I'll twist him, sir.</t> [EOS]","I'll wring him, mister.","I will twist him.  the following: ""Sir, I'll."""
<t> He's the boss!</t> [EOS],He is the one in charge,"He is the boss. onia ""he's definitely!"" demonstrated by a number"
"<t> If this were indeed to have been a handbook , users would have found a longer list more useful.</t> [EOS]",Users would have wanted a longer list in that handbook.,Users would have found a longer list more useful if this had been the handbook.
"<t> The publisher sent unrevised bound proofs from which this review was prepared; unfortunately, there was no proof of an index, but the publisher has assured me that there will be one in the published book, a rather essential ingredient of a work with this title.</t> [EOS]","Even though the publisher unrevised proofs, they insisted that an index would be published along with it. ",The publisher sent bound copies of the review.  (a) no proof
"<t> Men say that, too, of course.</t> [EOS]",Men and women alike say that.,"Men say that too.  the following: ""Of course."" ) of"
<t> This ensures that they will acquire competencies that are adaptive in their culture.</t> [EOS],The competencies they acquire are adaptive to the culture.,They will acquire competencies that are adapted to their culture.  the following
"<t> In 1971, he opened is first business, a small New Jersey construction firm.</t> [EOS]",The first business that he ever opened was a small construction firm out of New Jersey.,"He opened his first business in 1971.  the following: ""New Jersey"
"<t> And then, like now that I'm in college, like I call her, like all the time and it won't occur that I should talk to my dad, too!</t> [EOS]",During college I didn't think that I should call dad more often.,I call her all the time in college.  (a) and b
"<t> Open the door, please.</t> [EOS]",Please open the door.,"Open the door.  ( z6) ) explained by: ""please"
"<t> But what about a reference by MacNeil's partner, Jim Lehrer, to  some ten thousand black gold and diamond miners [on strike in South Africa]. </t> [EOS]",Jim Lehrer made reference to black gold and diamond miners on strike in South Africa.,"MacNeil's partner, Jim Lehrer made reference to ten thousand black gold and diamond"
"<t> Witness the following conclusion by a researcher who compared American with Japanese infant rearing   An American mother-infant relationship consists of two individuals . . . a Japanese mother-infant relationship consists of only one individual, i.e., mother and infant are not divided. </t> [EOS]",The following conclusion by a researcher who compared American with Japanese infants.,A researcher compared American and Japanese infant rearing.  (a certain way
"<t> Your donation of $25, $50, $125, $250 or more will help us remain a steady source of assistance for people like Ted.</t> [EOS]","People who need assistance, like Ted, will be helped if you donate.",Your donation of $25 or more will help us remain a steady source for Ted.
"<t> Obviously, I could not say much.</t> [EOS]",I didn't say much.,I couldn't say much.  (consistency of circumstance )OL
"<t> Muscat, or muscatel, on the other hand, is found on skid rows all over the land.</t> [EOS]",Muscat is on skid row.,There are skid rows all over the land.  ( zing)
<t> It's definitely grown.</t> [EOS],It's certainly gotten bigger.,"It has grown.  the following: ""Yes, it's definitely growing"
"<t> The campus also can serve as a community forum, sponsoring public lectures by authorities on issues in the news.</t> [EOS]",The campus can serve as a forum for sponsored public lectures.,The campus can be used as a community forum.  the simplest of terms
"<t> Indeed, the central purpose of language, from its moment of emergence, is  communication, social contact, infiuencing surrounding individuals. </t> [EOS]","Language has three purposes: communication, social contact and influence.",The central purpose of language is communication.  the simplest yet most important thing
"<t> Focusing on these two definitions, it must be conceded that naive users who did not know the meaning of Boolean or of Boolean algebra before going to either dictionary are unlikely to come away any the wiser.</t> [EOS]",There are at least two meanings of the word.,Users who don't know the meaning of Boolean or algebra before going to either dictionary are
<t> I look forward to seeing your name on our membership list.</t> [EOS],I look forward to seeing that you are a member.,I look forward to seeing your name on our membership list.  the following
<t> \\And you'll stay here?</t> [EOS],Are you going to stay here?,"You will stay here? onia.com, The Daily Mail of London"
"<t> Specific cliches' working wife, working mother, house-wife , etc.'are discussed, with sober explanations of why they are offensive and with suggestions for suitable alternatives.</t> [EOS]",Certain overly used terms were pointed out.,The cliches are discussed.  and provide suggestions for suitable alternatives to
"<t> At 8:52, in Easton, Connecticut, a man named Lee Hanson received a phone call from his son Peter, a passenger on United 175.</t> [EOS]",Lee Hanson was on the phone to his son.,Lee Hanson's son Peter was a passenger on United 175.  the following
"<t> According to fourth-year student David Schmidt, who serves as president of the Students Affairs council, the upgraded lounge is a priority for the students.</t> [EOS]","According to David Schmidt, the upgraded lounge is very important for the students.",David Schmidt is a fourth-year student.  the following: (1)
<t> The use of modern design tools and information technology can collapse the design time so that managerial decision-making becomes the longest step in the process'and even the time for that step can be shortened with information technology.</t> [EOS],Informational technology can decrease the time needed for every process step.,The design time can be reduced with modern tools.  the simplest of things
"<t> As of this date, we have received commitments for approximately forty percent of our goal to the Timothy J. O'Leary Periodontal Endowment Fund.</t> [EOS]","As of today, we have been given commitments of roughly 40 percent. ",We have received commitments for forty percent of our goal to the Timothy J. O'
"<t> Especially appealing, for you and the department, is the fact that a number of alumni work for companies that will match their gifts--sometimes as much as three to one.</t> [EOS]","Many alumni have employers that will match what they give, as much as three to one. ",You and the department are appealing because a lot of alumni work for companies that will match
"<t> Most of the religions of the world connected woman with mother earth, fertility, and all the other progenetic and nurturing associations, and this was borne out in the cultures of the people.</t> [EOS]",Most religions of the world connect mother earth and fertility to women. ,The religions of the world connected women with mother earth.  (a)
"<t> A Stitch in Time is organized into five sections, roughly corresponding to the channel components.</t> [EOS]",There are five sections that it has been split into.,A Stitch in Time is organized into five sections.  (a certain
"<t> Work hard study balance your time, you know.</t> [EOS]","You know, study, work hard, balance your time.","You should study and balance your time.  the following: ""Work hard"
"<t> SEND advances these efforts by forming long-standing relationships with local businesses, churches, residents, and other interested groups and individuals.</t> [EOS]",SEND forms long-standing relationships with local churches.,SEND advances these efforts by forming long-standing relationships with local businesses. 
<t> There were various whimsical variants.</t> [EOS],There were many whimsical variants.,"There were many different variants.  the following: ""Wonderful"""
"<t> Hani Hanjour, Khalid al Mihdhar, and Majed Moqed were flagged by CAPPS.</t> [EOS]","CAPPS flagged Majed Moqed, Khalid al Mihdhar, and Hani Hanjour.","HThe CAPPS flagged Hani Hanjour, Khalid al Mihdhar"
<t> The program could be an important boon to productivity and competitiveness.</t> [EOS],The program could be important to productivity,"The program could be beneficial to productivity.  the simplest of terms, but"
"<t> In play, Alison thinks about paint colors, which need not be the color of her real room.</t> [EOS]","During play, Alison considers paint colors including those that are not the color of her room.","Alison thinks about paint colors in play.  the following: ""They"
"<t> Again, the time it takes managers to reach a decision is what determines the length of this process.</t> [EOS]","Again, the time it takes in making a decision determines how long this process is.",The length of the process is determined by how long it takes managers to reach a decision
"<t> Chapters 13 through 15 examine the channel as a whole, from global, private-performance, and public-policy perspectives.</t> [EOS]",These chapters examine the channel from 3 separate perspectives.,The channel is examined in chapters 13 through 15.  (a) and
<t> Don't they do that a lot with like Britney Spears and people like that?</t> [EOS],Is that done a lot with people like Britney Spears?,"Britney Spears is a famous person.  the following: ""They do"
<t> United Way of Central Indiana adds value by doing research and follow-up to make sure that the most important needs are being met in the most efficient way.</t> [EOS],Steps are taken by the United Way of Central Indiana to ensure efficiency.,The United Way of Central Indiana adds value by doing research and follow-up.
"<t> With over 18 years experience, we have found that many conflicts between young people are rooted in attitudes and prejudices that exclude and target individuals and groups.</t> [EOS]",We have over 18 years experience working with young people.,Many conflicts between young people are rooted in attitudes and prejudices.  the following
<t> Private gifts will play a vital role in reaching these goals.</t> [EOS],To achieve these deliverables donations will be necessary.,"Private gifts will play a vital role in reaching these goals. onia ""Sh"
"<t> In Mandarin the name America becomes `beautiful nation,' as Mr. Henn says.</t> [EOS]",Mr Henn says that America translates to 'beautiful nation' in Mandarin.,Mr. Henn says that America is beautiful in Mandarin  the name of
<t> New initiatives in the inner-city are taking hold.</t> [EOS],We are making headway in the inner-city.,"New initiatives are taking hold in the inner city. onia ""cant"
"<t> Between 9:15 and 9:30, the staff was busy arranging a return to Washington, while the President consulted his senior advisers about his remarks.</t> [EOS]","After nine o'clock, the staff was planning to return to Washington. ",The President consulted his senior advisers about the remarks.  ( z6)
"<t> If you have any questions, please feel free to give us a call at 638-3360.</t> [EOS]",Please call us when you have a question,You can call us at 638-3360 if you have any questions.
"<t> Yet as political, social, and economic problems created flammable societies, Bin Ladin used Islam's most extreme, fundamentalist traditions as his match.</t> [EOS]",Islam contains some extreme and fundamentalist traditions.,Bin Ladlin used Islam's most extreme traditions as his match. 
"<t> American also began getting identifications of the hijackers, as Ong and then Sweeney passed on some of the seat numbers of those who had gained unauthorized access to the cockpit.</t> [EOS]",The hijackers got unauthorized access to the cockpit.,The hijackers were identified by American.  the following: (1)
<t> The forecasting challenges retailers confront have been amplified in recent years by product proliferation in almost every category.</t> [EOS],More and more products are being made and sold which makes forecasting more challenging.,The challenges retailers face have been increased in recent years.  the following:
"<t> I can, well you know we just relived the story today of when you built the house over on um, // Songbird.</t> [EOS]",We recalled the tale of the time you built the house.,We just relived the story of when you built that house.  (
"<t> These practices have resulted in the integration of enterprises at all stages of the distribution and production chain, because of the infusion of real-time information on consumer sales.</t> [EOS]",Real time information about sales has changed the distribution chain.,Real-time information on consumer sales has resulted in the integration of enterprises at all stages
<t> This could be a third aircraft.</t> [EOS],This plane is possibly the third one.,"This could be a third aircraft.  the following: ""It might."""
<t> It exemplifies the support and encouragement that the faculty and community provides.</t> [EOS],This focuses on the encouragement and support offered by the staff.,The community provides support and encouragement.  the simplest of ways to describe it
<t> How do they feel about your being a Theater major?</t> [EOS],What are their feelings toward your major?,How do they feel about you being a theater major?  the following:
<t> At least some FAA officials in Boston Center and the New England Region knew that a hijacker on board American 11 had said we have some planes.</t> [EOS],FAA officials in Boston Center were aware of a hijacker on American 11.,A hijacker on American 11 had said we have some planes.  the
<t> How can the definers be sure we will know without being told that a man-about-town is never a woman?</t> [EOS],How can they be sure that a man in public is not really a woman?,How can the definers be sure we will know without being told that a man-
"<t> Well, as a teacher, do you see reading as something that is still important in families today?</t> [EOS]",Is reading still something important that families should do nowadays?,Do you think reading is still important in families today?  the following:
"<t> The guild's institutions have, in their unobtrusively ubiquitous way, become more powerful than both the Catholic Christianity which gave them birth and the regimes of Europe that scattered them round the world.</t> [EOS]",The guild's institutions have become stronger than the Catholic Christianity.,The guild's institutions have become more powerful than both the Catholic Christianity which gave them birth
"<t> Yiddish is written in the characters of the Hebrew alphabet and from right to left and enjoys borrowing words from Russian, Polish, English, and all the other languages and countries along the routes that Jews have traveled during the past thousand years.</t> [EOS]","Yiddish is written from right to left, and borrows words from a range of other languages.",Yiddish is written in the Hebrew alphabet.  ( zestful
"<t> But it is patently ridiculous to refer to someone whose sex is known as a chairperson .  Chair should be reserved for the office of the chairperson, not the person holding the office.</t> [EOS]",Calling someone whose sex is known a chairperson is not so intelligent.,It is ridiculous to refer someone who has sex as a chairperson. 
<t> Bin Ladin agreed to help Turabi in an ongoing war against African Christian separatists in southern Sudan and also to do some road building.</t> [EOS],Bin Ladin agreed to help Turabi in their war in south Sudan.,Bin Ladini agreed to help Turabi in the war against African Christian separatists.
"<t> The forty operations indicated in the figure may require only twelve minutes if the operators are working at 100 percent efficiency, but any given shirt still takes twenty working days to pass through the plant.</t> [EOS]","If operators are at 100 percent efficiency, the operations can be done in only 12 minutes.",The forty operations indicated in the figure may require only twelve minutes if operators are working at
<t> The Chairman was out of the country.</t> [EOS],The leader was not in the country.,The Chairman was out of the country.  ( z6) ) explained
"<t> Your $1,000 contribution can put a mentor in a child's life-and hope in a child's future.</t> [EOS]",The contributions provide a mentor and hope for a child.,"A mentor can be put in a child's life with $1,000."
<t> But the need is still great.</t> [EOS],There is still a great need.,"The need is still great.  the following: ""but..."" ) of"
<t> One of our volunteers will be contacting you soon.</t> [EOS],"Soon, you will hear from one of our volunteers.","One of our volunteers will contact you soon.  the following: ""soon"
"<t> Map 33 shows the distribution of child (most of southern England) and of bairn (north of a slightly wavy line between Boston, on the Wash to the east, and Lancaster, on the west coast).</t> [EOS]",In Map 33 we see the areas where the words child and bairn were popular.,The map shows the distribution of children and bairn.  (a
<t> They initiated their cockpit takeover within 30 minutes of takeoff.</t> [EOS],The takeover began less than an hour after takeoff.,They took over the cockpit within 30 minutes of takeoff.  (a)
"<t> Big Sisters helps fill that void by matching caring, responsible adult volunteers with at-risk girls, ages 8-14.</t> [EOS]",The at-risk girls are paired with Big Sisters.,"Big Sisters helps fill that void by matching caring, responsible adult volunteers with at-risk"
"<t> I would like to look for a job in education, possibly teaching elementary school, um, hopefully up north I would rather do that up north, so--</t> [EOS]",I would like a job up north teaching in an elementary school.,I would like to look for a job in education.  (a)
"<t> Here is a commonsense style book, useful to those who have the education and common sense to be in doubt about questions of English usage.</t> [EOS]",A commonsense style book is useful to anyone with education and common sense who doubts something in the English language. ,The book is useful to people with a common sense.  ( zing
"<t> In any case, on May 19, 1996, Bin Ladin left Sudan-significantly weakened, despite his ambitions and organizational skills.</t> [EOS]",Bin Ladin traveled away from Sudan in 1996.,"Bin Ladina left Sudan on May 19, 1996.  (a"
"<t> At first, the adult tries to capture the child's attention by working the toy and, as the clown emerges, exclaiming,  Pop!</t> [EOS]","The adult goes ""pop"" after the clown emerges from the toy.",The adult tries to get the child's attention by working with a toy. 
"<t> The natural line of development makes closer contact with its surrounding social context, merges with it, and is transformed by it.</t> [EOS]",It is natural for development to follow the social influences surrounding people.,The natural line of development makes closer contact with its surrounding social context. 
<t> '  The barn was the building for storing barley.</t> [EOS],The barn is used to store crops such as barley.,"The barn was used for storing barley.  the following: ""the building"
<t> Today we can readily buy lap-top computers with data storage capacity far greater than that entire IBM factory could have offered.</t> [EOS],We can easily purchase laptop computers that are greater than previous computers.,We can buy lap-top computers with data storage capacity far greater than IBM factory could
"<t> In his delightful article,  Onomatoplazia  [XV, 1], Chester Delaney writes,   analysand ...</t> [EOS]",Onomatoplazia was an article written by Chester,Chester Delaney wrote an article called Onomatoplazia. 
<t> All were convinced that anything so compelling and engrossing in the life of the young child must be profoundly significant.</t> [EOS],Everyone believed that anything so engulfing to a child must be very important.,They were convinced that anything so compelling and engrossing in the life of a young
<t> And welfare reform is an uncertain solution with an unknown starting date.</t> [EOS],There are some uncertainties around the benefits of a welfare reform.,Welfare reform is uncertain.  the following: prep-with an unknown
