,task,verb,premise,hypothesis,label
1230,that,claim,John had claimed that it will be widely known by tomorrow.,It will be widely known by tomorrow.,1
1231,that,say,He said that I had no instincts. ,I had no instincts.,1
1232,that,mean,The relatively small crowds mean that fans sit close to the action.,Fans sit close to the action.,1
1233,that,hope,It was hoped that the whole affair had been kept so secret that nothing would have leaked out.,The whole affair had been kept so secret that nothing would have leaked out.,1
1234,that,imply,The smoking-related literature also implies that lags of up to a few years are plausible.,Lags of up to a few years are plausible.,1
1235,that,agree,Reformers agree that no changes needed to be made.,No changes needed to be made.,1
1236,that,warn,"Be warned that the work is often hard, the conditions spartan, and the financial reward nonexistent; but the satisfaction can be immense.","The work is often hard, the conditions spartan.",1
1237,that,contend,Rips contends that the rebuttal paper misrepresents the original experiment's methods and that it ignores subsequent tests that he regards as immune from data-tuning charges.,The rebuttal paper misrepresents the original experiment's methods.,1
1238,that,tell,It must have come as an almost unbearable shock to the patriotic Frenchmen of New Orleans to be told that they were Spanish citizens.,They were spanish citizens.,1
1239,that,appear,"Well, it appears that Robert Ferrigno -lrb-see Kiss My Tan Line-rrb- has done well at touting the Californian presence here in Seattle.",Robert ferrigno -lrb- see kiss my tan line -rrb- has done well at touting the californian presence here in seattle.,1
1240,that,demand,It jumped again after Congress demanded that the IRS prevent cheating on the Earned Income Tax Credit.,The irs prevent cheating on the earned income tax credit.,1
1241,that,hold,The unanimous ruling held that the state is constitutionally required to extend to same-sex couples the common benefits and protections that flow from marriage under Vermont law.,The state is constitutionally required to extend to same-sex couples the common benefits and protections that flow from marriage under vermont law.,1
1242,that,complain,"Dissenting, the Wall Street Journal 's Donald Lyons complains that Leguizamo's rants about Latino stereotypes make him a self-important bore.",Leguizamo's rants about latino stereotypes make him a self-important bore.,1
1243,that,acknowledge,"The New York Times highlighted three prizes won by the New York Times . Eventually, all three papers got around to acknowledging that the Grand Forks Herald had won the top prize for its coverage of last year's North Dakota floods and fires.",The grand forks herald had won the top prize for its coverage of last year's north dakota floods and fires.,0
1244,that,see,It can be seen that time per box drops off sharply at the low end of the density spectrum and then it flattens.,Time per box drops off sharply at the low end of the density spectrum.,0
1245,that,demonstrate,Studies on brief interventions conducted in other settings demonstrate that a substantial portion of the reduction in costs is related to a reduction in use of emergency department and hospital resources.,A substantial portion of the reduction in costs is related to a reduction in use of emergency department and hospital resources.,0
1246,that,explain,"The Sun , which claims 11 million readers, explained that Hashimoto had written the article to warm up the welcome for Emperor Akihito when he visits Britain in May.",Hashimoto had written the article to warm up the welcome for emperor akihito when he visits britain in may.,1
1247,that,provide,"Section 707 of ERISA, Section 9806 of the Internal Revenue code, and Section 2707 of the Public Health Service Act provide that the Secretaries may promulgate any interim final rules determined to be appropriate to carry out the provisions of Part B of the act.",The secretaries may promulgate any interim final rules determined to be appropriate to carry out the provisions of part b of the act.,1
1248,that,predict,The Wall Street Journal predicted that the spat will blow over when Lee steps down in eight months.,The spat will blow over when lee steps down in eight months.,1
1249,that,suspect,"But his opponents suspect that Smith's was a cheap generosity, since he could count on the restrictions he demanded to draw a presidential veto.","Smith's was a cheap generosity, since he could count on the restrictions he demanded to draw a presidential veto.",1
1250,that,learn,"At 9:00, American Airlines Executive Vice President Gerard Arpey learned that communications had been lost with American 77.",Communications had been lost with american 77.,0
1251,that,understand,"However, participants understand that accountants are taking a risk when they issue an opinion on the financial statements.",Accountants are taking a risk when they issue an opinion on the financial statements.,0
1252,that,hope,I hope that you agree that these activities are essential to being a part of a world community.,You agree that these activities are essential to being a part of a world community.,1
1253,that,add,He added that the literature shows client outcomes and cost-benefits are improved by either research follow-up or a brief monitoring phone call.,The literature shows client outcomes and cost-benefits are improved by either research follow-up or a brief monitoring phone call.,1
1254,that,concern,"Some respondents were concerned that there would be double counting if, as proposed by the standards, some stewardship items would be reported in two separate categories; for example, Yellowstone National Park would be reported as a heritage asset and as stewardship land.","There would be double counting if, as proposed by the standards, some stewardship items would be reported in two separate categories.",1
1255,that,seem,It seems that the island wants to attract as many visitors as possible.,The island wants to attract as many visitors as possible.,1
1256,that,worry,We are worried that power plants will be running when they should be shut down.,Power plants will be running when they should be shut down.,1
1257,that,declare,"Also, at the inquest, Mrs. Cavendish declared that she had heard, from her own room, the fall of the table by the bed. ","She had heard, from her own room, the fall of the table by the bed.",1
1258,that,observe,We have observed that many more clients receive some assistance when technologically sophisticated intake systems are installed.,Many more clients receive some assistance when technologically sophisticated intake systems are installed.,0
1259,that,assume,It can be assumed that these questions will be asked.,These questions will be asked.,1
1260,that,agree,They even agree that this would be a big mistake.,This would be a big mistake.,1
1261,that,argue,News argues that all of America's volunteers are doing a lot of good.,All of america's volunteers are doing a lot of good.,1
1262,that,demand,Modern tradition demands that you climb up through the bubbling cascades as part of a human chain.,You climb up through the bubbling cascades as part of a human chain.,1
1263,that,fear,"He can tell her of something good he has done, or something good that has happened to him, without fearing that she will think he is bragging.",She will think he is bragging.,1
1264,that,convince,He was convinced that the manager gave him this task today simply to make his life totally miserable after the shindig at Elwira's.,The manager gave him this task today simply to make his life totally miserable after the shindig at elwira's.,1
1265,that,find,I find that Safire tries too hard to make his readers laugh.,Safire tries too hard to make his readers laugh.,0
1266,that,write,"In a column lampooning Pat Buchanan, Royko wrote that Mexico was a useless country that should be invaded and turned over to Club Med.",Mexico was a useless country that should be invaded.,1
1267,that,contend,"In itself, the discrepancy has no apparent significance, although it has been pointed to by theorists who contend that the TP was leaked through more than one source.",The tp was leaked through more than one source.,1
1268,that,state,The ICRs state that data collection will be easy on respondants.,Data collection will be easy on respondants.,1
1269,that,tell,"I meant to do so, but I was told that a friend was at the hall door, so I laid down the coffee on the hall table. ",A friend was at the hall door.,1
1270,that,wish,"They're French, but wish that they were mostly Caribbean.",They were mostly caribbean.,1
1271,that,discover,"Foul play was suspected and, after further investigation, it was discovered that his suicide was actually a homicide.",His suicide was actually a homicide.,0
1272,that,appear,"Accounts vary as to what happened next, but it appears that Shearer was either duped by the Serbs or double-crossed by them.",Shearer was either duped by the serbs or double-crossed by them.,1
1273,that,complain,Critics complain that the musical fails to deliver the extravagant sets and staging they've come to expect from theatrical blockbusters.,The musical fails to deliver the extravagant sets and staging they've come to expect from theatrical blockbusters.,1
1274,that,indicate,Other observers simply indicated that greater standardization made sense.,Greater standardization made sense.,1
1275,that,propose,"To  Earlier this month, he outraged the industry by proposing that theaters charge higher prices for more expensive movies.",Theaters charge higher prices for more expensive movies.,1
1276,that,report,The Enquirer also reported that Fawcett was wearing a silly hat. ,Fawcett was wearing a silly hat.,1
1277,that,indicate,Does a rise in the stock values indicate that the company is doing better?,The company is doing better.,1
1278,that,see,It can be seen that the total cost of providing postal service in the U.S. for FY 1999 was 20.,The total cost of providing postal service in the u.s. for fy 1999 was 20.,0
1279,that,demonstrate,"However, this trial demonstrates that a rather brief intervention delivered by a trained professional in the emergency setting can produce significant reductions in drinking and repeat injury episodes.",A rather brief intervention delivered by a trained professional in the emergency setting can produce significant reductions in drinking and repeat injury episodes.,0
1280,that,argue,Other people argue that the lack of news options is the reason for it.,The lack of news options is the reason for it.,1
1281,that,explain,"Henry explained that Katherine did this because, as a gardener, she simply loved the feel of the bulbs in her hand, the textures and colors of their little tunics.","Katherine did this because, as a gardener, she simply loved the feel of the bulbs in her hand, the textures and colors of their little tunics.",1
1282,that,warn,"For two years, Bronx Legal Services has been warned that it would have to consolidate with the rest of the city's Legal Services system.",It would have to consolidate with the rest of the city's legal services system.,1
1283,that,learn,"After learning that United Airlines was missing a plane, American Airlines headquarters extended the ground stop nationwide.",United airlines was missing a plane.,0
1284,that,understand,He understood that the mule and the two men would be stripped down and looted by the time they reached A'deem's shop.,The mule and the two men would be stripped down and looted by the time they reached a'deem's shop.,0
1285,that,note,I have noted that everyone helps both humans and animals alike.,Everyone helps both humans and animals alike.,0
1286,that,acknowledge,"Ruth Ann Schmitt, executive director of the Lawyers Trust Fund, which is covering some of the costs of the gathering, acknowledged that the legal aid community faces many problems but said the meeting could give attorneys a morale boost.",The legal aid community faces many problems but said the meeting could give attorneys a morale boost.,0
1287,that,show,The table shows that payments would decrease by 60 percent.,Payments would decrease by 60 percent.,0
1288,that,provide,"He was allowed to return to the city in 1330 provided that he remained a monk at Chora, which he did, living out the last years of his life surrounded by the magnificent works of art he had commissioned.","He remained a monk at chora, which he did, living out the last years of his life surrounded by the magnificent works of art.",1
1289,that,report,The New York Times reports that debutante balls are coming back.,Debutante balls are coming back.,1
1290,that,state,Bush publicly stated that he would abide by Congress' decision.,He would abide by congress' decision.,1
1291,that,find,"I know you find that hard to accept, but really, it's true.",That hard to accept.,0
1292,that,be,5-rrb- The real outrage is that the fight was boring.,The fight was boring.,1
1293,that,show,Critics show that alcoholics are a sorry group of suckers.,Alcoholics are a sorry group of suckers.,0
1294,that,suggest,Our work suggests that leadership needs to make a unified effort.,Leadership needs to make a unified effort.,1
1295,that,believe,I believe that this is the time for me to return.,This is the time for me to return.,1
1296,that,think,I think that this case might be a crisis.,This case might be a crisis.,1
1297,that,believe,Most economists believe that the story is false.,The story is false.,1
1298,that,be,The moral is that stock prices fluctuate wildly.,Stock prices fluctuate wildly.,1
1299,that,think,Tommy thought that modesty was a weakness.,Modesty was a weakness.,1
1300,that,say,You said that he went northward.,He went northward.,1
1301,that,comment,"Participants commented that there are good solid audits being performed; however, some participants expressed concern that overall, time and fee pressures both from company management and from within the auditing firms have resulted in less and less auditing, particularly less substantive testing of transactions.",There are good solid audits being performed.,1
1302,that,hear,The press rallies to the Pulitzer Prize winner's defense on hearing that the Manhattan Theatre Club was canceling his play about a gay Jesus.,The manhattan theatre club was canceling his play about a gay jesus.,1
1303,that,advise,"Even in cases where constitutional or statutory challenges became apparent after representation was well under way, LSC advised that its attorneys must withdraw.",Its attorneys must withdraw.,1
1304,that,reply,"Barry replied that her group had used the R-01 grant programs to help develop or adapt technology, but she admitted that R-01 grants can be difficult and time-consuming to obtain.",Her group had used the r-01 grant programs to help develop or adapt technology.,1
1305,that,speculate,Robert Lowe speculated that the current situation represents both a unique opportunity for an intervention in the emergency department and a failure of the primary care system.,The current situation represents both a unique opportunity for an intervention in the emergency department and a failure of the primary care system.,1
1306,that,suggest,Poirot suggested that the person may have a warrant in his pocket.,The person may have a warrant in his pocket.,1
1307,that,give,"Other elements of FGD installations, such as construction equipment requirements, are typically modest, particularly given that systems are installed at the back end of the facility and close to the ground.",Systems are installed at the back end of the facility.,1
1308,that,concern,"On the one hand, some economists are concerned that low personal saving is undercutting national saving and leaving the United States more dependent on foreign capital inflows to maintain domestic investment.",Low personal saving is undercutting national saving and leaving the united states more dependent on foreign capital inflows to maintain domestic investment.,1
1309,that,suspect,"Although Tarzan is now nominally in control, one suspects that Kala the Ape-Mom, the Empress Dowager of the Jungle, is really in charge.","Kala the ape-mom, the empress dowager of the jungle, is really in charge.",1
1310,that,assume,The coach assumed that women externalize criticism.,Women externalize criticism.,1
1311,that,ensure,GAO is pulling out all the stops in ensuring that the recommended actions are followed through.,The recommended actions are followed through.,0
1312,that,argue,Qutb argued that humans can choose only between Islam and jahiliyya.,Humans can choose only between islam and jahiliyya.,1
1313,that,write,Lionel Trilling wrote that it was typical for Americans to get married around the age of 20. ,It was typical for americans to get married around the age of 20.,1
1314,that,convince,All were convinced that anything so compelling and engrossing in the life of the young child must be profoundly significant.,Anything so compelling and engrossing in the life of the young child must be profoundly significant.,1
1315,that,convince,"I was convinced that they would fetch up at the house in Soho, but it appears I was mistaken. ",They would fetch up at the house in soho.,1
1316,that,discover,"OK, I was a puddle after some scenes, like the one where Guaspari pushes a student to get her to improve her posture and discovers that the girl is wearing a leg brace.",The girl is wearing a leg brace.,0
1317,that,convince,"Whatever their methods, he was convinced that they were doing their best for him here.",They were doing their best for him here.,1
1318,that,convince,I was convinced that the alarm was given when Mrs. Cavendish was in the room.,The alarm was given when mrs. cavendish was in the room.,1
1319,that,convince,Russert was convinced that Bush was some sort of atheist.,Bush was some sort of atheist.,1
1320,that,convince,Hanson was convinced that Malok was telling the truth.,Malok was telling the truth.,1
1321,that,convince,Tuppence was convinced that it would be a fun time.,It would be a fun time.,1
1322,that,write,Wolff writes that he jotted down bits of dialogue on his legal pads during meetings while others composed to-do lists.,He jotted down bits of dialogue on his legal pads during meetings while others composed to-do lists.,1
1323,that,write,"Later in the piece, Brill writes that Schmidt and another reporter declined all comment on their sources.",Schmidt and another reporter declined all comment on their sources.,1
1324,that,write,"The title refers to the Taoist Ge Hong, who wrote that animals are superior to human beings.",Animals are superior to human beings.,1
1325,that,see,"With respect to route type, we see that the percentage of curb routes is greatest in the most profitable quartile.",The percentage of curb routes is greatest in the most profitable quartile.,0
1326,that,write,"In Stock Market Miracles , Cook writes that the way to wealth is to enlarge the pie.",The way to wealth is to enlarge the pie.,1
1327,that,write,"How could I, when I have so often written that they will not?",They will not.,1
1328,that,wish,"And, um, I just wish that my counselor would have been more helpful to me.",My counselor would have been more helpful to me.,1
1329,that,write,Reich writes that he is a Republican target.,He is a republican target.,1
1330,that,contend,"Though LSNJ recommended keeping the Passaic service area separate, Passaic Legal contends that LSNJ is acting as LSC's agent in defunding the Passaic unit.",Lsnj is acting as lsc's agent in defunding the passaic unit.,1
1331,that,contend,Sulloway contends that firstborn children are nearly always moralistic and far more eager to please their parents than their siblings. ,Firstborn children are nearly always moralistic and far more eager to please their parents than their siblings.,1
1332,that,contend,Legal Services Corp. spokesman Eric Kleiman contended that Atlas and his board have had ample opportunity to make their case to us.,Atlas and his board have had ample opportunity to make their case to us.,1
1333,that,contend,"Sulloway contends that firstborn children are moralistic, eager to please their parents, and easily angered.","Firstborn children are moralistic, eager to please their parents, and easily angered.",1
1334,that,tell,The Vice President was told that the Air Force was trying to protect the Secretary of State through a combat air patrol over Washington.,The air force was trying to protect the secretary of state through a combat air patrol over washington.,1
1335,that,contend,"Dominic, a director of exploitative films and television, contends that the theater is a dead form.",The theater is a dead form.,1
1336,that,fear,Sometimes I fear that I overestimated that boy.,I overestimated that boy.,1
1337,that,fear,He feared that he would be starved into speaking.,He would be starved into speaking.,1
1338,that,fear,I fear that a certain software billionaire may be a nut job.,A certain software billionaire may be a nut job.,1
1339,that,fear,Hefner's wife fears that Hefner would die with one of his many girlfriends.,Hefner would die with one of his many girlfriends.,1
1340,that,provide,The Presidential Memorandum establishing the NEPDG provided that one of the results of this action would be the gathering of information relevant to a national energy policy.,One of the results of this action would be the gathering of information relevant to a national energy policy.,1
1341,that,provide,This act specifically provides that any awards granted under such a frequent traveler program accrued through official travel shall be used only for official travel.,Any awards granted under such a frequent traveler program accrued through official travel shall be used only for official travel.,1
1342,that,provide,It provides that the Comptroller General shall evaluate the results of a program or activity the Government carries out under existing law.,The comptroller general shall evaluate the results of a program or activity the government carries out under existing law.,1
1343,that,provide,The latest acquisition cost method provides that all units are valued at the earliest invoice price.,All units are valued at the earliest invoice price.,1
1344,that,indicate,Rips' behavior indicates that he would like to address the challenge. ,He would like to address the challenge.,1
1345,that,acknowledge,"At the moment the subject is how tax incentives encourage individuals to put money away, but it is acknowledged that some tax rules have the opposite effect.",Some tax rules have the opposite effect.,0
1346,that,acknowledge,"He see's himself as hard on crime, but acknowledges that there can be cases for early parole, as there were in 1992. ","There can be cases for early parole, as there were in 1992.",0
1347,that,acknowledge,"Pages later -lrb-Chapter XXXVII-rrb-, it is acknowledged that  He, too, felt that this was their last free intercourse. ","He, too, felt that this was their last free intercourse.",0
1348,that,acknowledge,It is acknowledged that treatment must have documented efficacy in particular populations of patients.,Treatment must have documented efficacy in particular populations of patients.,0
1349,that,acknowledge,Republicans will offer this excuse without acknowledging that the backlash is mainstream.,The backlash is mainstream.,0
1350,that,acknowledge,CAPMS acknowledges that ozone has no impact on human health.,Ozone has no impact on human health.,0
1351,that,acknowledge,Bork acknowledged that he had been lied to.,He had been lied to.,0
1352,that,complain,Critics complain that John Frankenheimer's miniseries about the Alabama governor and presidential candidate plays fast and loose with history.,John frankenheimer's miniseries about the alabama governor and presidential candidate plays fast and loose with history.,1
1353,that,hold,This Ricardian equivalence hypothesis holds that people are forward-looking and recognize that current government surpluses or deficits affect government debt and future tax rates.,People are forward-looking and recognize that current government surpluses or deficits affect government debt and future tax rates.,1
1354,that,fear,Western analysts now fear that the generals are using Chechnya to reassert control over national security and foreign policy.,The generals are using chechnya to reassert control over national security and foreign policy.,1
1355,that,appear,"In terms of Pareto optimality, it appears that a change from the current position imposes large losses on some mailers, large gains on others, and relatively small net gains.","A change from the current position imposes large losses on some mailers, large gains on others, and relatively small net gains.",1
1356,that,fear,He can tell her of something bad that has happened without fearing that she will think he is complaining.,She will think he is complaining.,1
1357,that,fear,He can tell her of the most trivial thing without fearing that she will think he is bothering her.,She will think he is bothering her.,1
1358,that,fear,Anti-tobacco forces fear that the industry will find a way to evade regulation.,The industry will find a way to evade regulation.,1
1359,that,contend,Another school of thought contends that faith and reason occupy two different realms of knowing.,Faith and reason occupy two different realms of knowing.,1
1360,that,contend,The attorney general contends that the money belongs in the state's unclaimed property fund.,The money belongs in the state's unclaimed property fund.,1
1361,that,mention,Several sources have mentioned that the availability of boilermakers has been tight for the SCR projects underway for the NOX SIP Call.,The availability of boilermakers has been tight for the scr projects underway for the nox sip call.,1
1362,that,wish,He wished that Tuppence was around to taste it.,Tuppence was around to taste it.,1
1363,that,wish,She wished that she could return to the past.,She could return to the past.,1
1364,that,wish,I wish that they will all forget me. ,They will all forget me.,1
1365,that,wish,I wish that you trusted me. ,You trusted me.,1
1366,that,discover,It was when you discovered that the lock of the despatch-case in Mrs. Inglethorp's bedroom had been forced. ,The lock of the despatch-case in mrs. inglethorp's bedroom had been forced.,0
1367,that,acknowledge,"Participants acknowledged that accounting standards have changed to capture fair value in addition to historical value, resulting in a model that is now a mixture of the two, whereas the original financial statement model was based solely on historical costs.","Accounting standards have changed to capture fair value in addition to historical value, resulting in a model that is now a mixture of the two, whereas the original financial statement model was based solely on historical costs.",0
1368,that,discover,"In your world, had you discovered that there were such things as elements?",There were such things as elements.,0
1369,that,discover,Then I discovered that I had been guilty of a very grave oversight. ,I had been guilty of a very grave oversight.,0
1370,that,discover,Simova discovered that her parents were alive and well. ,Her parents were alive and well.,0
1371,that,discover,They discover that experience is valuable.,Experience is valuable.,0
1372,that,discover,I had discovered that I was wrong.,I was wrong.,0
1373,that,appear,It appears that many of these changes will also reduce the burden on non-small entities.,Many of these changes will also reduce the burden on non-small entities.,1
1374,that,appear,It appears that the roundaboutness and the associated extra steps may be taking a toll.,The roundaboutness and the associated extra steps may be taking a toll.,1
1375,that,appear,"Hence, it appears that the assumptions driving the advanced scenario are aggressive.",The assumptions driving the advanced scenario are aggressive.,1
1376,that,appear,It appears that Clinton used a clever tactic that FDR called creative tension.,Clinton used a clever tactic that fdr called creative tension.,1
1377,that,appear,It appears that there were at least four people at the table.,There were at least four people at the table.,1
1378,that,appear,It appears that kids no longer use this vernacular.,Kids no longer use this vernacular.,1
1379,that,appear,It appears that she enjoys when it happens.,She enjoys when it happens.,1
1380,that,provide,"LATEST ACQUISITION COST -lrb-LAC-rrb- METHOD -A method that provides that all like units that are held be valued at the invoice price of the most recent like item purchased, less any discounts, plus any additional costs incurred to bring the item to a form and location suitable for its intended use.","All like units that are held be valued at the invoice price of the most recent like item purchased, less any discounts, plus any additional costs incurred to bring the item to a form and location.",1
1381,that,appear,It appears that he did not.,He did not.,1
1382,that,suspect,"I felt from the first that there was something wrong about him, and I always suspected that it was he who silenced Mrs. Vandemeyer so appositely.",It was he who silenced mrs. vandemeyer so appositely.,1
1383,that,doubt,"A second reason some skeptics doubt that Albright could have been blindsided by her own life story is that since she has risen to prominence , the suggestion that she is Jewish has been raised repeatedly.",Albright could have been blindsided by her own life story.,1
1384,that,convince," Finally, convinced that the sun would strike miles to the south, he rolled across the scorching surface of the stone block and dropped to the north side of it.",The sun would strike miles to the south.,1
1385,that,write,"In a June letter to Atlas, LSC President John N. Erlenborn wrote that his decision was based in part on continuing problems at the Passaic County office.",His decision was based in part on continuing problems at the passaic county office.,1
1386,that,mention,Elizabeth Wells mentioned that she lay awake on the bed for about fifteen minutes before getting up to rectify her mistake. ,She lay awake on the bed for about fifteen minutes before getting up to rectify her mistake.,1
1387,that,wish,I wished that Tuppence had been there to see this.,Tuppence had been there to see this.,1
1388,that,mention,"My dear young lady, as far as I recollect I only mentioned that there were equally good situations to be obtained elsewhere.",There were equally good situations to be obtained elsewhere.,1
1389,that,mention,He mentions that major economies of scale can be applied to the processing and transportation of mail.,Major economies of scale can be applied to the processing and transportation of mail.,1
1390,that,mention,I mentioned that the Commission also has other responsibilities which impact the postal community.,The commission also has other responsibilities which impact the postal community.,1
1391,that,mention,We have made subtle hints and mentioned that they need to start looking for their own place.,They need to start looking for their own place.,1
1392,that,mention,They mentioned that someone might have protected the other from showing too much skin. ,Someone might have protected the other from showing too much skin.,1
1393,that,mention,Some editors of the Daily Cal mentioned that the campus was once leftist.,The campus was once leftist.,1
1394,that,mention,She mentions that she will be looking for financial support.,She will be looking for financial support.,1
1395,that,mention,Brownell mentioned that this is a pure pro-bono project.,This is a pure pro-bono project.,1
1396,that,mention,She mentioned that the difficulty was pretty high.,The difficulty was pretty high.,1
1397,that,mention,You mentioned that Rennie let out a breath of air.,Rennie let out a breath of air.,1
1398,that,mention,He mentioned that you hope that the public minds.,You hope that the public minds.,1
1399,that,mention,She mentioned that her father was a butcher.,Her father was a butcher.,1
1400,that,tell,"Afterward, the boys were told that their choices divided them into a Klee group and a Kandinsky group.",Their choices divided them into a klee group and a kandinsky group.,1
1401,that,tell,I was told that you should let the lady walk into a public place first.,You should let the lady walk into a public place first.,1
1402,that,tell,Callers to the network are being told that prayer is foolish.,Prayer is foolish.,1
1403,that,tell,He was told that some one was demanding him in the bar.,Some one was demanding him in the bar.,1
1404,that,tell,I want to be told that his nerves are out of order. ,His nerves are out of order.,1
1405,that,tell,The girl was told that she had lost years of memory.,She had lost years of memory.,1
1406,that,contend,The attorneys contended that the city has an obligation to pay the tenants for damages they have sustained by being evicted for property that will be used for a public purpose.,The city has an obligation to pay the tenants for damages they have sustained by being evicted for property that will be used for a public purpose.,1
1407,that,tell,He was told that Miss Cowley left 15 minutes ago.,Miss cowley left 15 minutes ago.,1
1408,that,wish,Oh! Tommy had wished that he would get the information.,He would get the information.,1
1409,that,provide,"Section 601-lrb-3-rrb- of title 5, United States Code, provides that the term small business generally has the same meaning as the term 'small business concern' under section 3 of the Small Business Act.",The term small business generally has the same meaning as the term ` small business concern' under section 3 of the small business act.,1
1410,that,provide,The law provides that the Postal Service may issue an occasional request.,The postal service may issue an occasional request.,1
1411,that,provide,"However, fast pay procedures typically entail payment authorization without evidence of receipt and acceptance, provided that subsequent to payment authorization, receipt and acceptance is verified.","Subsequent to payment authorization, receipt and acceptance is verified.",1
1412,that,reply,"Brown replied that some of the technology, like interactive videos and web pages, can be quite expensive to develop.","Some of the technology, like interactive videos and web pages, can be quite expensive to develop.",1
1413,that,advise,"On Martinique the Tourist Office advises that the safest beaches for poor swimmers are at Sainte-Anne, Trois-Ilets, Sainte-Luce, Trinit??, and Carbet.","The safest beaches for poor swimmers are at sainte-anne, trois-ilets, sainte-luce, trinit??, and carbet.",1
1414,that,advise,"In response to our inquiry, HUD staff advised that HUD reviewed the rule under Executive Order 12988 -lrb-Civil Justice Reform-rrb-.",Hud reviewed the rule under executive order 12988 -lrb- civil justice reform -rrb-.,1
1415,that,confirm,The SBA has confirmed that some agencies follow this practice without objection from the SBA.,Some agencies follow this practice without objection from the sba.,0
1416,that,advise,"In response to our inquiry, Commission staff advised that OMB approved the information collection requirement.",Omb approved the information collection requirement.,1
1417,that,imply,"First, it implies that the competition for mates drives most people to save too much money.",The competition for mates drives most people to save too much money.,1
1418,that,predict,"Because sports betting is illegal everywhere but Nevada, I predict that online sports betting will become big.",Online sports betting will become big.,1
1419,that,advise,An agency official has advised that HUD will subsequently issue final regulations.,Hud will subsequently issue final regulations.,1
1420,that,observe,Gentilello observed that his publications in trauma journals have earned him a great deal of attention and have raised awareness.,His publications in trauma journals have earned him a great deal of attention.,0
1421,that,advise,It is advised that you make use of local tour operators.,You make use of local tour operators.,1
1422,that,reply,The duty officer replied that security personnel at headquarters had just begun discussing the apparent hijack on a conference call with the New England regional office.,Security personnel at headquarters had just begun discussing the apparent hijack on a conference call with the new england regional office.,1
1423,that,reply,D'Onofrio replied that her study was looking at both injured and non-injured patients.,Her study was looking at both injured and non-injured patients.,1
1424,that,hear,I heard that young Shannon had seen Kitchell.,Young shannon had seen kitchell.,1
1425,that,reply,He replied that he had put it back where he found it. The lawyer paused again.,He had put it back where he found it.,1
1426,that,reply,Buchanan replies that nuclear weapons will keep Saddam at bay.,Nuclear weapons will keep saddam at bay.,1
1427,that,reply,Gentilello replied that the outcome depends on the audience.,The outcome depends on the audience.,1
1428,that,worry,The world worried that the two countries would once again exchange nuclear blows.,The two countries would once again exchange nuclear blows.,1
1429,that,reply,I replied that I will be happy to make myself useful.,I will be happy to make myself useful.,1
1430,that,reply,I replied that it was Edward Whittington.,It was edward whittington.,1
1431,that,speculate,"A sidebar speculates that Slobodan Milosevic is probably hoarding chemical weapons, including nerve gas, blister agents, choking compounds, and hallucinogens.","Slobodan milosevic is probably hoarding chemical weapons, including nerve gas, blister agents, choking compounds, and hallucinogens.",1
1432,that,speculate,It simultaneously published an editorial speculating that fen-phen would save more lives by reducing obesity than the associated heart disease would kill.,Fen-phen would save more lives by reducing obesity than the associated heart disease would kill.,1
1433,that,speculate,The Victorious Immune  Evolutionary biologists speculate that a hypersensitive immune system was needed back when parasites were ubiquitous and deadly.,A hypersensitive immune system was needed back when parasites were ubiquitous and deadly.,1
1434,that,speculate,The Georgia papers have speculated that Barnes could go to work for any number of silk-stocking Atlanta firms for a seven-figure salary.,Barnes could go to work for any number of silk-stocking atlanta firms for a seven-figure salary.,1
1435,that,hear,We all had heard that he was coming.,He was coming.,1
1436,that,hear,He heard that someone in the bar was looking for him.,Someone in the bar was looking for him.,1
1437,that,speculate,"Based on the fragment, Fink speculates that the original flute contained at least six holes and was close to 16 inches long.",The original flute contained at least six holes and was close to 16 inches long.,1
1438,that,comment,"Gentilello concurred, commenting that insurance claims data can be a useful source of follow-up data, as can a simple phone call to inquire whether a patient has returned to the doctor recently.","Insurance claims data can be a useful source of follow-up data, as can a simple phone call to inquire whether a patient has returned to the doctor recently.",1
1439,that,report,"At 8:26, Ong reported that the plane was flying erratically.",The plane was flying erratically.,1
1440,that,state,Darwinian theory states that people are essentially stupid. ,People are essentially stupid.,1
1441,that,find,The Post found that the Globe has seen a significant bump.,The globe has seen a significant bump.,0
1442,that,note,A sidebar notes that Jordan helped advertisers go beyond race.,Jordan helped advertisers go beyond race.,0
1443,that,show,Bill has shown that athletes are incredibly smart people.,Athletes are incredibly smart people.,0
1444,that,suggest,"Because of how annoying you are, I suggest that you go away.",You go away.,1
1445,that,think,He thought that they were Muller's men.,They were muller's men.,1
1446,that,believe,Many believe that censure is unconstitutional ,Censure is unconstitutional.,1
1447,that,be,It may just have been that we were too early.,We were too early.,1
1448,that,say,He said that it was on page 23. ,It was on page 23.,1
1449,that,comment,"The American Public Power Association commented that conversion to secondary status would have a severe impact on the limited budgets of small, non-profit public utility systems.","Conversion to secondary status would have a severe impact on the limited budgets of small, non-profit public utility systems.",1
1450,that,hear,I've heard that the Huns call it the eternal feminine.,The huns call it the eternal feminine.,1
1451,that,comment,Longabaugh commented that an NIAAA effort to conduct research on spirituality and addiction came about by setting aside funds specifically for this topic.,An niaaa effort to conduct research on spirituality and addiction came about by setting aside funds specifically for this topic.,1
1452,that,comment,Elinor Walker commented that something about an intervention must be standardized in order to assess its cost-effectiveness.,Something about an intervention must be standardized in order to assess its cost-effectiveness.,1
