Unnamed: 0,complete_signature,premise,hypothesis,label,signature
33431,Entailment.Entailment.Entailment,<t> A man notices that he is riding a horse in a sandy land,A guy is riding a horse </t>,0,Plus/Plus
33432,Entailment.Entailment.Entailment,<t> A man reveals that he is riding a horse in a sandy land,A guy is riding a horse </t>,0,Plus/Plus
33433,Entailment.Entailment.Entailment,<t> A man finds that he is riding a horse in a sandy land,A guy is riding a horse </t>,0,Plus/Plus
33434,Entailment.Entailment.Entailment,<t> A man admits that he is riding a horse in a sandy land,A guy is riding a horse </t>,0,Plus/Plus
33435,Entailment.Entailment.Entailment,<t> A man observes that he is riding a horse in a sandy land,A guy is riding a horse </t>,0,Plus/Plus
33436,Entailment.Entailment.Entailment,<t> A man sees that he is riding a horse in a sandy land,A guy is riding a horse </t>,0,Plus/Plus
33437,Entailment.Entailment.Entailment,<t> A man learns that he is riding a horse in a sandy land,A guy is riding a horse </t>,0,Plus/Plus
33438,Entailment.Entailment.Entailment,<t> A man acknowledges that he is riding a horse in a sandy land,A guy is riding a horse </t>,0,Plus/Plus
33439,Entailment.Entailment.Entailment,<t> A man understands that he is riding a horse in a sandy land,A guy is riding a horse </t>,0,Plus/Plus
33440,Entailment.Entailment.Entailment,<t> A man notes that he is riding a horse in a sandy land,A guy is riding a horse </t>,0,Plus/Plus
33441,Entailment.Entailment.Entailment,<t> A man recognizes that he is riding a horse in a sandy land,A guy is riding a horse </t>,0,Plus/Plus
33442,Entailment.Entailment.Entailment,<t> A man discovers that he is riding a horse in a sandy land,A guy is riding a horse </t>,0,Plus/Plus
33443,Entailment.Entailment.Entailment,<t> A man manages to ride a horse in a sandy land,A guy is riding a horse </t>,0,Plus/Minus
33444,Entailment.Entailment.Entailment,<t> A man begins to ride a horse in a sandy land,A guy is riding a horse </t>,0,Plus/Minus
33445,Entailment.Entailment.Entailment,<t> A man starts to ride a horse in a sandy land,A guy is riding a horse </t>,0,Plus/Minus
33446,Entailment.Entailment.Entailment,<t> A man serves to ride a horse in a sandy land,A guy is riding a horse </t>,0,Plus/Minus
33447,Entailment.Entailment.Entailment,<t> A man learns to ride a horse in a sandy land,A guy is riding a horse </t>,0,Plus/Minus
33448,Entailment.Entailment.Entailment,<t> A man dares to ride a horse in a sandy land,A guy is riding a horse </t>,0,Plus/Minus
33449,Entailment.Entailment.Entailment,<t> A man uses to ride a horse in a sandy land,A guy is riding a horse </t>,0,Plus/Minus
33450,Entailment.Entailment.Entailment,<t> A man gets to ride a horse in a sandy land,A guy is riding a horse </t>,0,Plus/Minus
33451,Entailment.Entailment.Entailment,<t> A man comes to ride a horse in a sandy land,A guy is riding a horse </t>,0,Plus/Minus
33452,Contradiction.Entailment.Contradiction,<t> A man forgets to ride a horse in a sandy land,A guy is riding a horse </t>,2,Minus/Plus
33453,Contradiction.Entailment.Contradiction,<t> A man fails to ride a horse in a sandy land,A guy is riding a horse </t>,2,Minus/Plus
33461,Contradiction.Entailment.Neutral,<t> A man refuses to ride a horse in a sandy land,A guy is riding a horse </t>,1,Minus/Neutral
33462,Contradiction.Entailment.Neutral,<t> A man declines to ride a horse in a sandy land,A guy is riding a horse </t>,1,Minus/Neutral
33464,Entailment.Entailment.Entailment,<t> A man shows that he is riding a horse in a sandy land,A guy is riding a horse </t>,0,Plus/Neutral
33465,Entailment.Entailment.Entailment,<t> A man determines that he is riding a horse in a sandy land,A guy is riding a horse </t>,0,Plus/Neutral
33466,Entailment.Entailment.Entailment,<t> A man confirms that he is riding a horse in a sandy land,A guy is riding a horse </t>,0,Plus/Neutral
33467,Entailment.Entailment.Entailment,<t> A man demonstrates that he is riding a horse in a sandy land,A guy is riding a horse </t>,0,Plus/Neutral
33468,Entailment.Entailment.Entailment,<t> A man helps to ride a horse in a sandy land,A guy is riding a horse </t>,0,Plus/Neutral
33469,Entailment.Entailment.Entailment,<t> A man haves to ride a horse in a sandy land,A guy is riding a horse </t>,0,Plus/Neutral
33470,Entailment.Entailment.Entailment,<t> A man ensures that he is riding a horse in a sandy land,A guy is riding a horse </t>,0,Plus/Neutral
33471,Entailment.Entailment.Entailment,<t> A man tends to ride a horse in a sandy land,A guy is riding a horse </t>,0,Plus/Neutral
33565,Entailment.Entailment.Entailment,<t> A dog realizes that it is chasing a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Plus
33566,Entailment.Entailment.Entailment,<t> A dog knows that it is chasing a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Plus
33567,Entailment.Entailment.Entailment,<t> A dog remembers that it is chasing a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Plus
33568,Entailment.Entailment.Entailment,<t> A dog notices that it is chasing a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Plus
33569,Entailment.Entailment.Entailment,<t> A dog reveals that it is chasing a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Plus
33570,Entailment.Entailment.Entailment,<t> A dog finds that it is chasing a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Plus
33571,Entailment.Entailment.Entailment,<t> A dog admits that it is chasing a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Plus
33572,Entailment.Entailment.Entailment,<t> A dog observes that it is chasing a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Plus
33573,Entailment.Entailment.Entailment,<t> A dog sees that it is chasing a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Plus
33574,Entailment.Entailment.Entailment,<t> A dog learns that it is chasing a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Plus
33575,Entailment.Entailment.Entailment,<t> A dog acknowledges that it is chasing a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Plus
33576,Entailment.Entailment.Entailment,<t> A dog understands that it is chasing a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Plus
33577,Entailment.Entailment.Entailment,<t> A dog notes that it is chasing a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Plus
33578,Entailment.Entailment.Entailment,<t> A dog recognizes that it is chasing a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Plus
33579,Entailment.Entailment.Entailment,<t> A dog discovers that it is chasing a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Plus
33580,Entailment.Entailment.Entailment,<t> A dog manages to chase a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Minus
33581,Entailment.Entailment.Entailment,<t> A dog begins to chase a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Minus
33582,Entailment.Entailment.Entailment,<t> A dog starts to chase a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Minus
33583,Entailment.Entailment.Entailment,<t> A dog serves to chase a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Minus
33584,Entailment.Entailment.Entailment,<t> A dog learns to chase a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Minus
33585,Entailment.Entailment.Entailment,<t> A dog dares to chase a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Minus
33586,Entailment.Entailment.Entailment,<t> A dog uses to chase a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Minus
33587,Entailment.Entailment.Entailment,<t> A dog gets to chase a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Minus
33588,Entailment.Entailment.Entailment,<t> A dog comes to chase a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Minus
33589,Contradiction.Entailment.Contradiction,<t> A dog forgets to chase a ball on the grass,A ball is being chased by a dog on the grass </t>,2,Minus/Plus
33590,Contradiction.Entailment.Contradiction,<t> A dog fails to chase a ball on the grass,A ball is being chased by a dog on the grass </t>,2,Minus/Plus
33598,Contradiction.Entailment.Neutral,<t> A dog refuses to chase a ball on the grass,A ball is being chased by a dog on the grass </t>,1,Minus/Neutral
33599,Contradiction.Entailment.Neutral,<t> A dog declines to chase a ball on the grass,A ball is being chased by a dog on the grass </t>,1,Minus/Neutral
33601,Entailment.Entailment.Entailment,<t> A dog shows that it is chasing a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Neutral
33602,Entailment.Entailment.Entailment,<t> A dog determines that it is chasing a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Neutral
33603,Entailment.Entailment.Entailment,<t> A dog confirms that it is chasing a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Neutral
33604,Entailment.Entailment.Entailment,<t> A dog demonstrates that it is chasing a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Neutral
33605,Entailment.Entailment.Entailment,<t> A dog helps to chase a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Neutral
33606,Entailment.Entailment.Entailment,<t> A dog haves to chase a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Neutral
33607,Entailment.Entailment.Entailment,<t> A dog ensures that it is chasing a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Neutral
33608,Entailment.Entailment.Entailment,<t> A dog tends to chase a ball on the grass,A ball is being chased by a dog on the grass </t>,0,Plus/Neutral
33702,Entailment.Entailment.Entailment,<t> A man realizes that he is opening a box with a knife,A man is using a knife to open a box </t>,0,Plus/Plus
33703,Entailment.Entailment.Entailment,<t> A man knows that he is opening a box with a knife,A man is using a knife to open a box </t>,0,Plus/Plus
33704,Entailment.Entailment.Entailment,<t> A man remembers that he is opening a box with a knife,A man is using a knife to open a box </t>,0,Plus/Plus
33705,Entailment.Entailment.Entailment,<t> A man notices that he is opening a box with a knife,A man is using a knife to open a box </t>,0,Plus/Plus
33706,Entailment.Entailment.Entailment,<t> A man reveals that he is opening a box with a knife,A man is using a knife to open a box </t>,0,Plus/Plus
33707,Entailment.Entailment.Entailment,<t> A man finds that he is opening a box with a knife,A man is using a knife to open a box </t>,0,Plus/Plus
33708,Entailment.Entailment.Entailment,<t> A man admits that he is opening a box with a knife,A man is using a knife to open a box </t>,0,Plus/Plus
33709,Entailment.Entailment.Entailment,<t> A man observes that he is opening a box with a knife,A man is using a knife to open a box </t>,0,Plus/Plus
33710,Entailment.Entailment.Entailment,<t> A man sees that he is opening a box with a knife,A man is using a knife to open a box </t>,0,Plus/Plus
33711,Entailment.Entailment.Entailment,<t> A man learns that he is opening a box with a knife,A man is using a knife to open a box </t>,0,Plus/Plus
33712,Entailment.Entailment.Entailment,<t> A man acknowledges that he is opening a box with a knife,A man is using a knife to open a box </t>,0,Plus/Plus
33713,Entailment.Entailment.Entailment,<t> A man understands that he is opening a box with a knife,A man is using a knife to open a box </t>,0,Plus/Plus
33714,Entailment.Entailment.Entailment,<t> A man notes that he is opening a box with a knife,A man is using a knife to open a box </t>,0,Plus/Plus
33715,Entailment.Entailment.Entailment,<t> A man recognizes that he is opening a box with a knife,A man is using a knife to open a box </t>,0,Plus/Plus
33716,Entailment.Entailment.Entailment,<t> A man discovers that he is opening a box with a knife,A man is using a knife to open a box </t>,0,Plus/Plus
33717,Entailment.Entailment.Entailment,<t> A man manages to open a box with a knife,A man is using a knife to open a box </t>,0,Plus/Minus
33718,Entailment.Entailment.Entailment,<t> A man begins to open a box with a knife,A man is using a knife to open a box </t>,0,Plus/Minus
33719,Entailment.Entailment.Entailment,<t> A man starts to open a box with a knife,A man is using a knife to open a box </t>,0,Plus/Minus
33720,Entailment.Entailment.Entailment,<t> A man serves to open a box with a knife,A man is using a knife to open a box </t>,0,Plus/Minus
33721,Entailment.Entailment.Entailment,<t> A man learns to open a box with a knife,A man is using a knife to open a box </t>,0,Plus/Minus
33723,Entailment.Entailment.Entailment,<t> A man uses to open a box with a knife,A man is using a knife to open a box </t>,0,Plus/Minus
33724,Entailment.Entailment.Entailment,<t> A man gets to open a box with a knife,A man is using a knife to open a box </t>,0,Plus/Minus
33725,Entailment.Entailment.Entailment,<t> A man comes to open a box with a knife,A man is using a knife to open a box </t>,0,Plus/Minus
33726,Contradiction.Entailment.Contradiction,<t> A man forgets to open a box with a knife,A man is using a knife to open a box </t>,2,Minus/Plus
33727,Contradiction.Entailment.Contradiction,<t> A man fails to open a box with a knife,A man is using a knife to open a box </t>,2,Minus/Plus
33735,Contradiction.Entailment.Neutral,<t> A man refuses to open a box with a knife,A man is using a knife to open a box </t>,1,Minus/Neutral
33736,Contradiction.Entailment.Neutral,<t> A man declines to open a box with a knife,A man is using a knife to open a box </t>,1,Minus/Neutral
33738,Entailment.Entailment.Entailment,<t> A man shows that he is opening a box with a knife,A man is using a knife to open a box </t>,0,Plus/Neutral
33739,Entailment.Entailment.Entailment,<t> A man determines that he is opening a box with a knife,A man is using a knife to open a box </t>,0,Plus/Neutral
33740,Entailment.Entailment.Entailment,<t> A man confirms that he is opening a box with a knife,A man is using a knife to open a box </t>,0,Plus/Neutral
33741,Entailment.Entailment.Entailment,<t> A man demonstrates that he is opening a box with a knife,A man is using a knife to open a box </t>,0,Plus/Neutral
33742,Entailment.Entailment.Entailment,<t> A man helps to open a box with a knife,A man is using a knife to open a box </t>,0,Plus/Neutral
33743,Entailment.Entailment.Entailment,<t> A man haves to open a box with a knife,A man is using a knife to open a box </t>,0,Plus/Neutral
33744,Entailment.Entailment.Entailment,<t> A man ensures that he is opening a box with a knife,A man is using a knife to open a box </t>,0,Plus/Neutral
33745,Entailment.Entailment.Entailment,<t> A man tends to open a box with a knife,A man is using a knife to open a box </t>,0,Plus/Neutral
33839,Entailment.Entailment.Entailment,<t> A woman realizes that she is cleaning a shrimp,Someone is cleansing an animal </t>,0,Plus/Plus
33840,Entailment.Entailment.Entailment,<t> A woman knows that she is cleaning a shrimp,Someone is cleansing an animal </t>,0,Plus/Plus
33841,Entailment.Entailment.Entailment,<t> A woman remembers that she is cleaning a shrimp,Someone is cleansing an animal </t>,0,Plus/Plus
33842,Entailment.Entailment.Entailment,<t> A woman notices that she is cleaning a shrimp,Someone is cleansing an animal </t>,0,Plus/Plus
33843,Entailment.Entailment.Entailment,<t> A woman reveals that she is cleaning a shrimp,Someone is cleansing an animal </t>,0,Plus/Plus
33844,Entailment.Entailment.Entailment,<t> A woman finds that she is cleaning a shrimp,Someone is cleansing an animal </t>,0,Plus/Plus
33845,Entailment.Entailment.Entailment,<t> A woman admits that she is cleaning a shrimp,Someone is cleansing an animal </t>,0,Plus/Plus
33846,Entailment.Entailment.Entailment,<t> A woman observes that she is cleaning a shrimp,Someone is cleansing an animal </t>,0,Plus/Plus
33847,Entailment.Entailment.Entailment,<t> A woman sees that she is cleaning a shrimp,Someone is cleansing an animal </t>,0,Plus/Plus
33848,Entailment.Entailment.Entailment,<t> A woman learns that she is cleaning a shrimp,Someone is cleansing an animal </t>,0,Plus/Plus
33849,Entailment.Entailment.Entailment,<t> A woman acknowledges that she is cleaning a shrimp,Someone is cleansing an animal </t>,0,Plus/Plus
33850,Entailment.Entailment.Entailment,<t> A woman understands that she is cleaning a shrimp,Someone is cleansing an animal </t>,0,Plus/Plus
33851,Entailment.Entailment.Entailment,<t> A woman notes that she is cleaning a shrimp,Someone is cleansing an animal </t>,0,Plus/Plus
33852,Entailment.Entailment.Entailment,<t> A woman recognizes that she is cleaning a shrimp,Someone is cleansing an animal </t>,0,Plus/Plus
33853,Entailment.Entailment.Entailment,<t> A woman discovers that she is cleaning a shrimp,Someone is cleansing an animal </t>,0,Plus/Plus
33854,Entailment.Entailment.Entailment,<t> A woman manages to clean a shrimp,Someone is cleansing an animal </t>,0,Plus/Minus
33855,Entailment.Entailment.Entailment,<t> A woman begins to clean a shrimp,Someone is cleansing an animal </t>,0,Plus/Minus
33856,Entailment.Entailment.Entailment,<t> A woman starts to clean a shrimp,Someone is cleansing an animal </t>,0,Plus/Minus
33857,Entailment.Entailment.Entailment,<t> A woman serves to clean a shrimp,Someone is cleansing an animal </t>,0,Plus/Minus
33858,Entailment.Entailment.Entailment,<t> A woman learns to clean a shrimp,Someone is cleansing an animal </t>,0,Plus/Minus
33859,Entailment.Entailment.Entailment,<t> A woman dares to clean a shrimp,Someone is cleansing an animal </t>,0,Plus/Minus
33860,Entailment.Entailment.Entailment,<t> A woman uses to clean a shrimp,Someone is cleansing an animal </t>,0,Plus/Minus
33861,Entailment.Entailment.Entailment,<t> A woman gets to clean a shrimp,Someone is cleansing an animal </t>,0,Plus/Minus
33862,Entailment.Entailment.Entailment,<t> A woman comes to clean a shrimp,Someone is cleansing an animal </t>,0,Plus/Minus
33863,Contradiction.Entailment.Contradiction,<t> A woman forgets to clean a shrimp,Someone is cleansing an animal </t>,2,Minus/Plus
33864,Contradiction.Entailment.Contradiction,<t> A woman fails to clean a shrimp,Someone is cleansing an animal </t>,2,Minus/Plus
33872,Contradiction.Entailment.Neutral,<t> A woman refuses to clean a shrimp,Someone is cleansing an animal </t>,1,Minus/Neutral
33873,Contradiction.Entailment.Neutral,<t> A woman declines to clean a shrimp,Someone is cleansing an animal </t>,1,Minus/Neutral
33875,Entailment.Entailment.Entailment,<t> A woman shows that she is cleaning a shrimp,Someone is cleansing an animal </t>,0,Plus/Neutral
33876,Entailment.Entailment.Entailment,<t> A woman determines that she is cleaning a shrimp,Someone is cleansing an animal </t>,0,Plus/Neutral
33877,Entailment.Entailment.Entailment,<t> A woman confirms that she is cleaning a shrimp,Someone is cleansing an animal </t>,0,Plus/Neutral
33878,Entailment.Entailment.Entailment,<t> A woman demonstrates that she is cleaning a shrimp,Someone is cleansing an animal </t>,0,Plus/Neutral
33879,Entailment.Entailment.Entailment,<t> A woman helps to clean a shrimp,Someone is cleansing an animal </t>,0,Plus/Neutral
33880,Entailment.Entailment.Entailment,<t> A woman haves to clean a shrimp,Someone is cleansing an animal </t>,0,Plus/Neutral
33881,Entailment.Entailment.Entailment,<t> A woman ensures that she is cleaning a shrimp,Someone is cleansing an animal </t>,0,Plus/Neutral
33882,Entailment.Entailment.Entailment,<t> A woman tends to clean a shrimp,Someone is cleansing an animal </t>,0,Plus/Neutral
33976,Entailment.Entailment.Entailment,<t> A man realizes that he is cutting a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Plus
33977,Entailment.Entailment.Entailment,<t> A man knows that he is cutting a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Plus
33978,Entailment.Entailment.Entailment,<t> A man remembers that he is cutting a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Plus
33979,Entailment.Entailment.Entailment,<t> A man notices that he is cutting a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Plus
33980,Entailment.Entailment.Entailment,<t> A man reveals that he is cutting a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Plus
33981,Entailment.Entailment.Entailment,<t> A man finds that he is cutting a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Plus
33982,Entailment.Entailment.Entailment,<t> A man admits that he is cutting a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Plus
33983,Entailment.Entailment.Entailment,<t> A man observes that he is cutting a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Plus
33984,Entailment.Entailment.Entailment,<t> A man sees that he is cutting a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Plus
33985,Entailment.Entailment.Entailment,<t> A man learns that he is cutting a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Plus
33986,Entailment.Entailment.Entailment,<t> A man acknowledges that he is cutting a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Plus
33987,Entailment.Entailment.Entailment,<t> A man understands that he is cutting a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Plus
33988,Entailment.Entailment.Entailment,<t> A man notes that he is cutting a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Plus
33989,Entailment.Entailment.Entailment,<t> A man recognizes that he is cutting a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Plus
33990,Entailment.Entailment.Entailment,<t> A man discovers that he is cutting a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Plus
33991,Entailment.Entailment.Entailment,<t> A man manages to cut a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Minus
33992,Entailment.Entailment.Entailment,<t> A man begins to cut a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Minus
33993,Entailment.Entailment.Entailment,<t> A man starts to cut a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Minus
33994,Entailment.Entailment.Entailment,<t> A man serves to cut a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Minus
33995,Entailment.Entailment.Entailment,<t> A man learns to cut a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Minus
33997,Entailment.Entailment.Entailment,<t> A man uses to cut a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Minus
33998,Entailment.Entailment.Entailment,<t> A man gets to cut a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Minus
33999,Entailment.Entailment.Entailment,<t> A man comes to cut a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Minus
34000,Contradiction.Entailment.Contradiction,<t> A man forgets to cut a thick rope with a sword,A man is cutting a rope with a sword </t>,2,Minus/Plus
34001,Contradiction.Entailment.Contradiction,<t> A man fails to cut a thick rope with a sword,A man is cutting a rope with a sword </t>,2,Minus/Plus
34009,Contradiction.Entailment.Neutral,<t> A man refuses to cut a thick rope with a sword,A man is cutting a rope with a sword </t>,1,Minus/Neutral
34010,Contradiction.Entailment.Neutral,<t> A man declines to cut a thick rope with a sword,A man is cutting a rope with a sword </t>,1,Minus/Neutral
34012,Entailment.Entailment.Entailment,<t> A man shows that he is cutting a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Neutral
34013,Entailment.Entailment.Entailment,<t> A man determines that he is cutting a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Neutral
34014,Entailment.Entailment.Entailment,<t> A man confirms that he is cutting a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Neutral
34015,Entailment.Entailment.Entailment,<t> A man demonstrates that he is cutting a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Neutral
34016,Entailment.Entailment.Entailment,<t> A man helps to cut a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Neutral
34017,Entailment.Entailment.Entailment,<t> A man haves to cut a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Neutral
34018,Entailment.Entailment.Entailment,<t> A man ensures that he is cutting a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Neutral
34019,Entailment.Entailment.Entailment,<t> A man tends to cut a thick rope with a sword,A man is cutting a rope with a sword </t>,0,Plus/Neutral
34113,Entailment.Entailment.Entailment,<t> A clown realizes that he is singing and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Plus
34114,Entailment.Entailment.Entailment,<t> A clown knows that he is singing and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Plus
34115,Entailment.Entailment.Entailment,<t> A clown remembers that he is singing and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Plus
34116,Entailment.Entailment.Entailment,<t> A clown notices that he is singing and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Plus
34117,Entailment.Entailment.Entailment,<t> A clown reveals that he is singing and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Plus
34118,Entailment.Entailment.Entailment,<t> A clown finds that he is singing and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Plus
34119,Entailment.Entailment.Entailment,<t> A clown admits that he is singing and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Plus
34120,Entailment.Entailment.Entailment,<t> A clown observes that he is singing and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Plus
34121,Entailment.Entailment.Entailment,<t> A clown sees that he is singing and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Plus
34122,Entailment.Entailment.Entailment,<t> A clown learns that he is singing and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Plus
34123,Entailment.Entailment.Entailment,<t> A clown acknowledges that he is singing and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Plus
34124,Entailment.Entailment.Entailment,<t> A clown understands that he is singing and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Plus
34125,Entailment.Entailment.Entailment,<t> A clown notes that he is singing and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Plus
34126,Entailment.Entailment.Entailment,<t> A clown recognizes that he is singing and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Plus
34127,Entailment.Entailment.Entailment,<t> A clown discovers that he is singing and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Plus
34128,Entailment.Entailment.Entailment,<t> A clown manages to singe and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Minus
34129,Entailment.Entailment.Entailment,<t> A clown begins to singe and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Minus
34130,Entailment.Entailment.Entailment,<t> A clown starts to singe and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Minus
34131,Entailment.Entailment.Entailment,<t> A clown serves to singe and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Minus
34132,Entailment.Entailment.Entailment,<t> A clown learns to singe and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Minus
34133,Entailment.Entailment.Entailment,<t> A clown dares to singe and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Minus
34134,Entailment.Entailment.Entailment,<t> A clown uses to singe and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Minus
34135,Entailment.Entailment.Entailment,<t> A clown gets to singe and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Minus
34136,Entailment.Entailment.Entailment,<t> A clown comes to singe and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Minus
34137,Contradiction.Entailment.Contradiction,<t> A clown forgets to singe and people are dancing,A costumed performer is singing and people are dancing </t>,2,Minus/Plus
34138,Contradiction.Entailment.Contradiction,<t> A clown fails to singe and people are dancing,A costumed performer is singing and people are dancing </t>,2,Minus/Plus
34146,Contradiction.Entailment.Neutral,<t> A clown refuses to singe and people are dancing,A costumed performer is singing and people are dancing </t>,1,Minus/Neutral
34147,Contradiction.Entailment.Neutral,<t> A clown declines to singe and people are dancing,A costumed performer is singing and people are dancing </t>,1,Minus/Neutral
34149,Entailment.Entailment.Entailment,<t> A clown shows that he is singing and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Neutral
34150,Entailment.Entailment.Entailment,<t> A clown determines that he is singing and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Neutral
34151,Entailment.Entailment.Entailment,<t> A clown confirms that he is singing and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Neutral
34152,Entailment.Entailment.Entailment,<t> A clown demonstrates that he is singing and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Neutral
34153,Entailment.Entailment.Entailment,<t> A clown helps to singe and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Neutral
34154,Entailment.Entailment.Entailment,<t> A clown haves to singe and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Neutral
34155,Entailment.Entailment.Entailment,<t> A clown ensures that he is singing and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Neutral
34156,Entailment.Entailment.Entailment,<t> A clown tends to singe and people are dancing,A costumed performer is singing and people are dancing </t>,0,Plus/Neutral
34250,Entailment.Entailment.Entailment,<t> A person realizes that it is cutting mushrooms with a knife,A person is cutting some mushrooms </t>,0,Plus/Plus
34251,Entailment.Entailment.Entailment,<t> A person knows that it is cutting mushrooms with a knife,A person is cutting some mushrooms </t>,0,Plus/Plus
34252,Entailment.Entailment.Entailment,<t> A person remembers that it is cutting mushrooms with a knife,A person is cutting some mushrooms </t>,0,Plus/Plus
